Price	Number_of_Hours_Late	Number_Cancelled_per_Day_per_500	Bag_Delivery_Time	Number_Lost_Bags
1529.54	0.417			
1801.83	0.394			
2066.46	0.4			
988.86	0.433			
1882.6	0.41			
2138.13	0.408			
1691.45	0.441			
1537.02	0.37			
1660.64	0.437			
1101.41	0.417			
1291.81	0.479			
1799.25	0.472			
1798.62	0.41			
1588.03	0.467			
1882.65	0.444			
1701.3	0.398			
1044.27	0.481			
1241.13	0.384			
1836.49	0.388			
1817.92	0.417			
1528.86	0.381			
1616.46	0.387			
1324.02	0.38			
1511.3	0.452			
1776.39	0.375			
1456.46	0.424			
1579.43	0.396			
1684.27	0.437			
1602.65	0.367			
1588.29	0.433			
1817.29	0.428			
1563.79	0.431			
1407.34	0.363			
1587.48	0.451			
1893.25	0.356			
972.66	0.423			
1653.18	0.383			
1470.64	0.411			
974.8	0.336			
1452.74	0.404			
2123.75	0.485			
1265.52	0.417			
921.8	0.456			
1940.2	0.404			
1572.66	0.414			
1577.17	0.429			
1180.23	0.394			
1535.84	0.359			
1230.7	0.37			
2190.34	0.473			
1945.75	0.427			
1582.57	0.456			
1832.98	0.489			
1476.02	0.402			
1031.96	0.342			
1982.61	0.42			
1704.56	0.446			
1795.14	0.429			
1256.54	0.411			
1077.26	0.347			
1585.79	0.423			
1674.02	0.409			
1754.66	0.443			
1382.5	0.368			
1519.54	0.394			
1579	0.442			
1809.54	0.378			
1762.48	0.405			
1837.19	0.369			
1772.98	0.389			
2065.48	0.36			
1170.98	0.425			
1552.23	0.478			
1691.78	0.509			
1889.95	0.441			
1513.46	0.368			
1430.43	0.406			
1282.41	0.404			
1493.38	0.414			
1844.53	0.44			
1135.06	0.416			
1498.81	0.461			
1834.98	0.435			
1692.65	0.394			
1933.08	0.415			
1329.13	0.347			
1136.27	0.359			
2034.73	0.48			
1559.75	0.427			
1292.61	0.434			
1337.51	0.4			
1860.26	0.402			
1994.47	0.385			
1299.17	0.395			
1694.1	0.448			
1056.73	0.403			
1764.72	0.404			
1761.83	0.429			
1607.58	0.423			
1894.6	0.423			
1655.59	0.443			
1407.03	0.478			
1280.23	0.386			
1481.17	0.4			
1557.35	0.423			
1388.46	0.453			
1749.46	0.412			
1581.75	0.469			
1487.5	0.417			
1641	0.395			
1464.74	0.324			
1313	0.435			
1346.3	0.344			
1581.08	0.378			
1630.7	0.383			
1665.7	0.387			
1694.38	0.473			
1753.28	0.38			
1972.65	0.399			
2109.99	0.428			
1850.32	0.363			
1684.82	0.48			
1150.28	0.408			
1493.61	0.399			
1516.78	0.402			
1389.29	0.406			
1948.6	0.412			
1524.61	0.463			
1450.18	0.423			
1364.79	0.477			
1922	0.327			
992.38	0.428			
1834.42	0.368			
1421.23	0.449			
1424.93	0.439			
1598.19	0.43			
1549.96	0.448			
1512.53	0.434			
1709.69	0.374			
1433.03	0.405			
1609.03	0.41			
1665.67	0.388			
1270.78	0.372			
864.12	0.427			
1014.55	0.418			
2134.89	0.417			
1347.86	0.457			
1356.39	0.443			
2046.94	0.445			
1473.45	0.487			
1934.92	0.424			
2075.65	0.489			
1695.13	0.412			
1426.66	0.406			
1655.09	0.425			
1611.64	0.387			
2051.06	0.431			
1389.57	0.422			
1620.2	0.429			
1799.31	0.408			
1457.3	0.409			
1300.74	0.461			
1482.71	0.408			
1351.37	0.455			
1474.64	0.377			
1747.4	0.443			
1333.4	0.467			
1648.54	0.465			
1716.94	0.421			
1467.96	0.431			
1545.54	0.411			
1308.28	0.434			
1478.66	0.328			
1918.17	0.45			
1752.57	0.402			
1972.04	0.4			
1274.3	0.413			
1334.74	0.432			
1908.37	0.45			
1694.85	0.437			
1800.18	0.381			
1635.47	0.424			
1888.3	0.431			
1320.1	0.384			
1612.42	0.445			
2239.46	0.384			
1308.02	0.407			
1596.01	0.499			
1115.23	0.414			
1651.23	0.377			
1916.78	0.479			
1664.03	0.392			
1663.38	0.419			
1010.42	0.4			
1525.62	0.457			
1737.56	0.417			
1294.86	0.397			
1511.68	0.403			
1237.74	0.413			
2207.8	0.457			
2036.36	0.487			
1451.46	0.371			
1609.05	0.384			
1850.79	0.477			
1907.2	0.427			
1538.3	0.42			
2142.54	0.387			
2018.94	0.409			
1650.99	0.386			
1550.67	0.442			
2001.58	0.377			
1675.64	0.379			
1611.64	0.391			
1134.26	0.381			
1617.46	0.421			
1544.51	0.446			
1269.77	0.424			
1655.1	0.397			
1440.1	0.36			
1157.86	0.412			
1600.76	0.39			
1572.26	0.413			
1415.04	0.382			
1410.22	0.444			
1412.27	0.395			
1742.34	0.38			
1760.79	0.388			
1501.44	0.338			
1517.22	0.431			
1927.43	0.399			
1815.82	0.46			
1670.46	0.433			
2010.26	0.407			
2128.86	0.405			
1284.34	0.444			
1255.18	0.369			
1460.01	0.431			
1496.1	0.399			
1390.62	0.377			
2127.63	0.348			
1941.73	0.408			
1540.02	0.417			
1336.3	0.425			
1351.91	0.344			
1558	0.442			
1635.97	0.419			
1756.84	0.36			
1549.08	0.399			
1782.91	0.447			
1743.55	0.42			
1303.7	0.438			
1509.77	0.374			
1580.48	0.432			
1536.9	0.416			
1351.9	0.429			
1084.57	0.422			
1706.35	0.392			
1320.64	0.39			
1563.11	0.451			
2072.85	0.382			
1650.84	0.426			
1717.15	0.403			
1512.46	0.444			
1727.55	0.426			
1496.79	0.404			
1531.86	0.403			
1719.78	0.424			
1411.08	0.351			
1721.25	0.386			
1479.94	0.496			
1891.29	0.36			
1024.3	0.409			
2296.3	0.409			
1583.74	0.377			
1636.7	0.434			
1984.98	0.424			
1605.98	0.445			
2268.02	0.407			
2098.59	0.441			
1857.24	0.451			
1035.46	0.367			
1749.99	0.474			
1886.01	0.376			
1292.6	0.461			
1538.22	0.372			
1223.75	0.371			
1182.11	0.411			
1867.26	0.39			
1640.37	0.441			
1676.7	0.357			
1447.42	0.417			
1778.71	0.437			
1659.24	0.38			
1692.26	0.443			
1500.56	0.417			
1773.8	0.438			
1449.63	0.451			
2013.45	0.488			
1795.39	0.397			
1444.88	0.437			
2110.83	0.453			
1858.19	0.406			
1979.34	0.413			
1976.02	0.407			
1308.72	0.466			
1455.49	0.473			
1679.72	0.419			
1508.22	0.376			
1866.82	0.465			
1837.09	0.392			
1506.34	0.45			
1576.78	0.384			
1374.8	0.412			
1612.69	0.443			
2059.08	0.378			
2077.5	0.376			
1597.51	0.451			
1883.1	0.473			
1299.65	0.427			
1367.38	0.441			
1722.31	0.433			
1234.97	0.483			
1646.16	0.349			
1883.82	0.442			
1621.7	0.445			
2275.39	0.451			
1695.62	0.381			
1590.66	0.474			
1760.82	0.436			
1374.77	0.5			
1774.58	0.428			
1489.72	0.418			
1745.98	0.41			
1956.48	0.446			
1502.37	0.386			
1426.44	0.416			
1177.44	0.371			
1698.39	0.391			
2043.38	0.429			
1441.95	0.482			
1533.38	0.375			
1307.78	0.427			
1887.59	0.392			
1898.53	0.515			
1488.7	0.439			
1369.36	0.5			
1704.62	0.405			
1535.06	0.392			
1432.48	0.389			
1671	0.43			
1621.41	0.409			
1757.86	0.404			
1175.26	0.39			
1619.08	0.395			
2311.85	0.411			
1940.34	0.378			
1872.35	0.449			
1591.29	0.398			
1747.38	0.404			
1642.86	0.469			
1156.56	0.36			
1532.11	0.422			
1666.53	0.412			
1256.77	0.458			
1816.76	0.395			
1577.09	0.439			
1406.78	0.39			
1598.75	0.432			
1141.29	0.384			
1532.93	0.409			
1603.22	0.431			
1367.65	0.411			
1376.86	0.392			
1578.02	0.384			
1789.96	0.429			
1687.5	0.432			
1229.55	0.406			
1508.2	0.39			
1331.11	0.406			
1725.87	0.363			
1702.55	0.385			
2173.45	0.39			
1443.13	0.39			
1517.74	0.416			
1707.76	0.409			
1704.86	0.4			
1714.02	0.426			
1906.01	0.383			
981.31	0.444			
1681.4	0.385			
1238.02	0.356			
1809.65	0.484			
1727.6	0.414			
1604.05	0.379			
911.34	0.358			
1735.83	0.402			
1804.84	0.356			
1733.82	0.464			
1922.98	0.4			
1595.96	0.445			
1408.2	0.406			
1757.68	0.424			
1528.65	0.455			
1517.65	0.452			
1451.3	0.456			
1677.41	0.399			
1858.23	0.4			
1998.8	0.397			
883.58	0.411			
1861.18	0.393			
1776.23	0.376			
1314.7	0.417			
1591.65	0.443			
1684.06	0.428			
1735.7	0.355			
1638.42	0.431			
1840.47	0.465			
1714.75	0.408			
1912.71	0.386			
1337.32	0.423			
1490.21	0.379			
1579.44	0.428			
1543.54	0.387			
992.33	0.399			
2074.64	0.398			
1510.82	0.424			
1240.85	0.379			
1743.19	0.443			
1556.8	0.481			
1257.89	0.396			
1694.56	0.39			
1593.26	0.412			
1790.35	0.396			
1669.78	0.367			
1694.94	0.512			
1835.09	0.346			
1536.21	0.404			
1837.9	0.41			
1869.07	0.415			
1481.24	0.418			
1809.67	0.452			
1389.23	0.421			
1461.78	0.411			
1856.5	0.444			
1789.89	0.366			
1992.24	0.417			
1307.66	0.406			
1918.81	0.449			
1946.88	0.362			
1078.84	0.469			
2063.56	0.418			
1778.03	0.421			
1682.34	0.403			
1622.96	0.346			
1254.99	0.379			
1509.52	0.453			
1456.79	0.408			
2103.67	0.422			
1618.09	0.393			
1632.62	0.39			
1219.79	0.417			
1640	0.411			
1402.8	0.398			
1517.5	0.381			
1720.62	0.414			
1550.5	0.439			
1580.98	0.436			
1747.65	0.442			
2016.16	0.392			
2090.35	0.468			
1383.27	0.419			
1641.65	0.389			
1599.75	0.405			
2220.89	0.399			
1613.32	0.375			
2041.39	0.442			
1430.25	0.378			
1674.48	0.42			
1471.07	0.377			
1853.23	0.403			
1080.42	0.407			
1350.64	0.468			
1476.42	0.39			
1546.54	0.462			
1456.18	0.456			
1351.49	0.43			
1586.96	0.394			
2090.9	0.386			
1645.82	0.366			
1929.07	0.444			
1823.11	0.452			
1379.94	0.432			
1452.26	0.42			
2008.65	0.444			
1848.9	0.436			
1461.33	0.399			
1679.65	0.386			
1575.91	0.388			
1413.13	0.38			
1355.17	0.427			
1689.88	0.347			
1201.42	0.396			
1355.03	0.376			
1567.75	0.408			
1689.15	0.414			
1464.07	0.337			
1552.65	0.451			
2057.2	0.464			
1841.3	0.409			
1795.82	0.419			
1349.02	0.462			
1081.72	0.429			
1448.77	0.385			
1365.86	0.476			
1685.78	0.459			
1664.26	0.409			
1358.98	0.485			
1315.47	0.382			
1244.67	0.407			
1206.9	0.431			
1470.35	0.352			
1256.64	0.475			
1519.06	0.486			
1160.36	0.387			
1579.94	0.414			
1701.79	0.419			
1723.88	0.404			
1798.92	0.358			
1247.38	0.383			
1297.6	0.401			
1687.94	0.396			
2004.49	0.428			
1681.76	0.435			
1521.94	0.454			
1433.19	0.332			
1906.06	0.454			
2281.49	0.376			
1382.19	0.435			
1494.94	0.359			
1413.61	0.414			
1775.42	0.439			
1860.03	0.398			
1153.17	0.396			
1289.21	0.451			
1792.67	0.384			
2037.14	0.412			
1746.91	0.394			
1574.82	0.401			
1875.26	0.382			
1639.37	0.383			
1642.9	0.422			
1351.14	0.425			
1599.82	0.403			
1863.74	0.408			
1979.92	0.432			
1460.92	0.415			
1790.03	0.444			
1574.87	0.4			
1417.49	0.448			
1633.07	0.426			
1718.9	0.404			
1768.86	0.465			
1623.34	0.392			
1800.27	0.396			
1533.78	0.446			
2252.37	0.423			
1138.11	0.43			
1411.95	0.416			
1437.51	0.404			
1494.53	0.368			
1962.16	0.394			
1805.92	0.474			
1644.77	0.435			
1789.9	0.431			
1596.95	0.377			
1921.78	0.407			
1031.51	0.418			
1485.76	0.41			
1298.68	0.465			
1925.72	0.395			
1810.41	0.46			
1740.71	0.445			
1858.66	0.418			
1510.58	0.372			
1293.25	0.432			
1922.96	0.431			
1610.52	0.394			
1521.86	0.45			
1530.38	0.372			
1853.43	0.456			
1672.28	0.376			
1197.29	0.39			
1414.91	0.442			
1764.35	0.409			
1544.14	0.393			
1712.26	0.444			
1398.46	0.422			
1759.77	0.457			
1146.97	0.441			
1679.74	0.424			
1678.23	0.37			
1397.35	0.337			
1687.63	0.396			
1914.01	0.321			
1255.14	0.42			
1579.15	0.383			
2042.31	0.455			
1523.44	0.391			
1484.1	0.448			
1842.59	0.376			
1977.78	0.399			
1623.94	0.442			
1794.65	0.455			
1209.02	0.421			
1439.02	0.372			
1629.7	0.436			
1731.4	0.407			
1458.14	0.401			
1501.86	0.475			
1600.72	0.368			
1653.79	0.409			
1576.79	0.396			
1584.7	0.499			
1883.32	0.415			
2111.06	0.477			
1726.21	0.452			
1456.55	0.363			
1449.09	0.428			
1844.94	0.422			
1471.11	0.385			
1357.22	0.379			
1735.09	0.423			
1584.14	0.345			
1595.55	0.417			
1506.22	0.444			
1322.81	0.45			
1472.82	0.4			
2113.58	0.399			
1507.71	0.412			
1661.26	0.441			
1729.76	0.339			
1555.94	0.453			
1874.28	0.384			
1071.66	0.482			
1679.6	0.415			
1569.8	0.412			
1148.67	0.425			
1543.47	0.446			
1431.74	0.433			
1099.89	0.376			
1187.95	0.37			
1934.88	0.411			
1254.64	0.414			
1507.78	0.379			
1940.33	0.415			
1989.22	0.418			
1434.16	0.423			
1935.47	0.444			
1542.53	0.421			
1336.83	0.442			
1454.3	0.463			
1683.69	0.409			
1690.58	0.472			
1807.74	0.422			
1885.5	0.443			
1303.1	0.445			
1418.11	0.434			
1811.65	0.453			
1856.35	0.374			
956.82	0.41			
2112.18	0.411			
1171.83	0.367			
1650.62	0.44			
1343.95	0.416			
2011.5	0.386			
2313.93	0.369			
1374.58	0.425			
1676.09	0.438			
1594.74	0.424			
1656.83	0.402			
1518.02	0.484			
1356.2	0.372			
1895.98	0.417			
1756.66	0.399			
1648.63	0.418			
2137.87	0.379			
1772.86	0.467			
1543.71	0.336			
2079.42	0.413			
1775.7	0.337			
1978.25	0.407			
1739.87	0.428			
1896.98	0.382			
1704.46	0.423			
1540.61	0.456			
1574.55	0.388			
1915.29	0.467			
1493.27	0.421			
1429.07	0.442			
1234.53	0.397			
1182.99	0.359			
1517.5	0.394			
1677.81	0.404			
1551.38	0.396			
1579.95	0.357			
1755.35	0.405			
1758.01	0.381			
1466.07	0.409			
1231.61	0.461			
1161.24	0.418			
1603.02	0.41			
1911.45	0.451			
1429.83	0.402			
1485.22	0.394			
1293.16	0.398			
1704.92	0.376			
1803.22	0.415			
1342.98	0.367			
1547.87	0.383			
1365.22	0.415			
1614.26	0.363			
2339.62	0.459			
1304.82	0.45			
1538.9	0.51			
2135.73	0.422			
1320.71	0.426			
2051.6	0.463			
1526.68	0.45			
1736.13	0.391			
1286.33	0.438			
1568.98	0.489			
1357.04	0.445			
2050.97	0.433			
1381.74	0.341			
1303.05	0.434			
2127.7	0.35			
1414.86	0.443			
1519.9	0.455			
930.89	0.438			
1436.44				
1088.64				
1130.87				
1541.44				
1987.2				
1365.72				
1312.84				
1422.26				
1413.4				
1954.21				
1983.29				
1773.93				
1528.28				
1125.46				
2028.11				
1959.53				
1419.8				
1481.43				
1602.94				
1753.6				
1922.8				
1870.18				
1950.38				
1603.77				
1599.28				
1462.67				
1767.38				
1297.67				
1617.2				
1146.8				
1618.42				
1080.92				
1176.67				
1770.07				
1506.73				
1888.91				
1414.17				
1507.93				
1747.55				
1261.62				
1711.28				
1650.99				
1053.23				
1769.65				
1784.61				
1533.33				
1710.42				
1720.16				
1534.68				
1428.23				
1574.31				
1479.83				
1469.23				
1681.94				
1964.56				
1624.87				
1945.7				
1601.34				
2148.86				
1636.31				
1708.5				
1600.1				
1445.71				
1441.16				
1635.17				
1291.02				
1693.79				
1585.76				
1634.27				
1883.95				
1961.23				
1546.19				
1599.38				
1683.97				
1694.27				
1929.02				
1508.22				
1377.61				
1737.22				
1960.54				
2052.74				
1816.57				
840.46				
2082.44				
1486.57				
1598.02				
1282.93				
1855				
1693.26				
1622.67				
1515.54				
1516.05				
1635.23				
1729.76				
1807.97				
1720.62				
1533.44				
1996.61				
1417.12				
1622.74				
1498.89				
1550.66				
1599.02				
1598.83				
2177.4				
1636.44				
1791.25				
1852.72				
1900.85				
2041.18				
1667.37				
1678.45				
2027.95				
1206.47				
1737.64				
1779.44				
1898.1				
1416.13				
1749.55				
1778.22				
1693.7				
1397.66				
1532.88				
1254.42				
1514.94				
1406.58				
1561.82				
1880.47				
1686.73				
2083.53				
1728.7				
1666.91				
1884.59				
1506.34				
1903.43				
1777.02				
1600.57				
1924.66				
2031.22				
1198.95				
1279.64				
1566.86				
1720.78				
1711.39				
2046.28				
1607.93				
2203.55				
1919.38				
1364.74				
1602.66				
1117.25				
1615.74				
1907.11				
1678.26				
1786.63				
1163.38				
1863.97				
1895.49				
1811.9				
1418.2				
1343.88				
1771.27				
1557.55				
1641.66				
1981.62				
1948.02				
1202.38				
1483.09				
1516.5				
1643.42				
1889.16				
1596.35				
1681.6				
1516.21				
1874.87				
1995.59				
1798.85				
1404.78				
1478.49				
2250.1				
1404.46				
1955.02				
1211.9				
1563.14				
1498.9				
1841.02				
1590.07				
1662.37				
1805.25				
1541.34				
1989.82				
1676.67				
1640.7				
1556.31				
1435.04				
1756.34				
1865.26				
1543.08				
1735.06				
2163.86				
1593.89				
1579.26				
1508.18				
1356.68				
1781.74				
1725.31				
1805.83				
1788.92				
1708				
1828.05				
1733.5				
1662.42				
1413.32				
1432.09				
1301.39				
1808.2				
1800.02				
1799.25				
1495.27				
1883.74				
1929.45				
1488.14				
1617.4				
1316.35				
1864.02				
1833.17				
1096.28				
830.82				
1870.29				
1537.26				
1395.19				
1665.67				
1441.52				
1776.74				
993.85				
1682.66				
1650.21				
1631.08				
1075.66				
1512.98				
1702.21				
1408.48				
1551.04				
1502.98				
1214.02				
2216.26				
1427.39				
1324.1				
1261.66				
1751.9				
1362.27				
1727.92				
1981.74				
1606.18				
1940.59				
999.77				
1274.38				
1218.66				
1632.28				
1355.03				
1201.86				
1684.24				
1802.82				
1843.56				
1159.85				
1345.48				
1915.14				
1970.54				
2118.53				
1394.13				
1914.48				
1821.9				
1573.47				
2045.38				
1492.37				
1573.2				
1879.29				
1200.95				
1416.71				
2313.6				
1661.64				
1681.6				
1631.9				
1453.13				
1354.66				
1587.62				
1418.31				
1580.82				
1618.31				
1168.56				
1421.47				
1213.71				
1887.71				
1092.34				
1404.88				
1397.04				
1524.36				
1176.84				
1576.37				
1514.69				
1616.1				
860.52				
1515.66				
978.5				
1604.2				
1247.64				
1558.78				
1791.32				
1255.32				
1530.91				
1151.58				
1515.42				
1419.09				
1713.51				
2119.15				
2200.88				
1448.13				
2114.23				
1711.74				
1269.62				
1854.59				
1427.31				
1566.25				
1953.36				
1750.28				
1667.74				
1541.02				
1560.82				
1090.71				
1276.3				
1255.82				
1551.72				
1501.22				
1462.22				
1474.32				
1548.5				
1659.62				
1380.62				
1262.28				
1507.46				
2051.84				
1770.28				
1527.58				
1992.46				
1323.63				
1737.2				
1112.12				
1485.72				
1714.15				
1737.42				
1743.99				
1413.58				
1759.76				
1373.47				
1885.6				
1586.07				
1500.9				
1488.85				
1422.64				
1692.7				
1557.1				
1483.36				
1982				
1948.74				
1968.14				
1785.55				
1599.87				
1241.41				
1614.19				
1673.61				
1499.9				
1836.46				
1635.66				
1306.4				
1833.83				
1621.2				
1902.97				
1962.38				
1482.96				
951.73				
1468.59				
2130.86				
1874.95				
1622.89				
1613.83				
1620.22				
1448.5				
1587.62				
1710.88				
1552.15				
1932.83				
2428.41				
1511.3				
2112.18				
1908.91				
1347.21				
1769.3				
1161.18				
1521.91				
1568.08				
1807.1				
2188.28				
1429.48				
1719.14				
1923.02				
1381.8				
1237.6				
1619.39				
1433.89				
1527.19				
1867.59				
1739.53				
1832.62				
1650.81				
1827.87				
1279				
1575.29				
1591.29				
1588.72				
1728.87				
1239.21				
1574.76				
1227.34				
1243.31				
1533.2				
1583.98				
1998.05				
1734.6				
2317.5				
1152.14				
1330.83				
1522.57				
1738.03				
1453.36				
1729.7				
1456.02				
1507.81				
1568.84				
1822.69				
1779.09				
1287.36				
1608.01				
1930.02				
2200.95				
1531.88				
1849.31				
1591.44				
1670.2				
1812.94				
2022.89				
1596.79				
2177.46				
1818.56				
2051.15				
1828.78				
1177.72				
1804.32				
1160.9				
1834.5				
1572.37				
1710.91				
1781.28				
1324.15				
1855.29				
1614.75				
1848.51				
1691.53				
1623.26				
1476.81				
1364.4				
1386.5				
1641.64				
1744.83				
1656.51				
2028.08				
1675.58				
1818.55				
1778.7				
1340.04				
1763.84				
1943.75				
2331.93				
1682.17				
1528.51				
1996.18				
1330.92				
1501.68				
1135.21				
2045.53				
2005.58				
1963.79				
1694.78				
1734.02				
1706.33				
1728.31				
1508.42				
1272.84				
1677.57				
1620.48				
1770.7				
1117.77				
1759.83				
1353.32				
1775.22				
1598.38				
1482.38				
1691.53				
1762.65				
1760.94				
1543.29				
1587.98				
1663.06				
1513.85				
1957.59				
1571.46				
1304.42				
1438.88				
1490.88				
1552.4				
1373.14				
1347.07				
1326.35				
1097.45				
1423.5				
1291.23				
1643.1				
1568.96				
1383.34				
2066.96				
1580.95				
1514.92				
1984.5				
1856.66				
1447.58				
1548.06				
1518.87				
1316.67				
1646.91				
1622.39				
1572.53				
2247.62				
1379.93				
1336.05				
1994.51				
2117.99				
1601.99				
1696.47				
1233.42				
1388.7				
1596.9				
1531.89				
1216.78				
1230.22				
1477.39				
1667.34				
1552.55				
1734.82				
1291.49				
1689.67				
1553.28				
1574.29				
1599.97				
1589.94				
2127.53				
1746.26				
996.63				
1363.4				
989.39				
1764.58				
1757.1				
1491.42				
1833.22				
2040.73				
1295.02				
1441.79				
2195.03				
1282.61				
1039.3				
1598.9				
1500.06				
1644.86				
1471.83				
1344.83				
1455.39				
1209.3				
1525.14				
1764.58				
2089.66				
1889.17				
1095.14				
1440.42				
1723.56				
1838.7				
1850.87				
1432.14				
1288.85				
1846.82				
1729.78				
1402.04				
1554.11				
1399.66				
1445.79				
1446.53				
1715.19				
1360.76				
2020.87				
1903.02				
1458.94				
1520.24				
1547.66				
1425.14				
1929.59				
1744.38				
1079.11				
1522.24				
1769.27				
1621.03				
1443.17				
1393.15				
1576.91				
1483.5				
1246.98				
1278.61				
1804.3				
710.14				
1524.03				
1671.29				
1536.53				
1539.89				
1339.25				
1500.54				
1850.22				
1529.72				
1214.91				
1365.9				
1499.77				
2138.26				
2061.65				
1736.1				
609.54				
1344.79				
1447.58				
1612.66				
1605.75				
1044.46				
1790.06				
1468.98				
2091.72				
2029.77				
1760.09				
1809.49				
1682.77				
1538.96				
1753.66				
1801.66				
1475.9				
1232.2				
1483.94				
1619.38				
1588.91				
1701.26				
1909.03				
1643.52				
1114.82				
792.82				
1093.46				
1946.53				
1198.49				
1690.78				
1643.95				
1295.46				
1312.07				
1272				
1520.9				
1616.46				
1500.18				
2076.61				
1868.66				
1402.55				
1723.53				
1696.1				
1838.62				
1301.54				
1206.01				
1951.51				
1479.1				
1034.83				
1488.36				
1387.5				
1480.11				
1953.94				
1107.18				
1381.52				
1493.02				
1723.92				
1624.81				
1949.61				
1449.94				
1766.75				
1450.64				
996.3				
2259.02				
1631.07				
1211.42				
1847.04				
1765.08				
1544.12				
1645.34				
1070.04				
1445.57				
1908.77				
1586.1				
1504.95				
1803.58				
1851.94				
2053.22				
1848.18				
1528.58				
2040.52				
1751.48				
1471.97				
1738.66				
1582.94				
1627.78				
1081.72				
1871.26				
1758.41				
1772.54				
1776.42				
1076.74				
2019.65				
1679.85				
1267.2				
2335.35				
1680.1				
1741.14				
1981.67				
1901.27				
1676.42				
2079.94				
2150.73				
1420.1				
1486.54				
1441.42				
1770.54				
1548.43				
1594.48				
1921.82				
1492.62				
911.85				
1533.22				
1837.02				
1468.97				
1601.42				
1512.99				
1354.54				
1684.82				
1871.19				
1993.64				
1399.58				
1807.95				
1414.18				
1505.02				
2047.88				
1358.79				
1878.89				
1433.5				
1675.14				
1248.87				
1627.36				
1147.97				
1737.08				
1948.33				
1799.18				
1815.58				
1622.97				
1440.9				
1820.31				
1417.96				
1777.56				
1875.62				
1876.06				
2179.27				
1845.02				
1701.98				
1602.92				
1746.06				
1772.24				
1741.54				
1560.02				
1606.39				
1377.68				
1599.07				
1770.46				
1788.17				
1745.46				
1853.1				
1280.68				
1771.14				
1474.5				
1739.86				
1911.1				
1344.64				
1564.61				
2016.71				
1426.13				
2175.87				
1568.71				
1559.77				
1653.12				
2169.39				
1784.18				
1636.57				
1682.14				
931.74				
1817.38				
1488.77				
1414.52				
1328.86				
1643.63				
874.66				
1478.9				
1751.91				
1913.5				
1545.54				
1619.68				
1450.5				
1400.73				
1720.82				
1112.42				
1373.77				
1812.83				
1588.9				
1252.93				
1710.18				
1634.96				
1302.06				
1470.16				
1896.04				
1619.75				
1864.22				
1612.26				
2072.09				
1883.09				
1706.66				
1762.3				
1160.81				
1582.2				
1553.62				
1736.96				
1071.67				
1862.59				
1604.64				
1876.75				
1882.76				
1577.43				
1698.46				
1772.17				
1918.32				
1844.23				
1477.72				
2219.61				
1875.12				
1365.89				
1532.22				
1565.32				
1752.02				
1437.84				
1901.83				
1565.36				
1646.88				
1008				
1141.3				
1707.23				
1436.01				
1452.29				
1109.36				
1746.37				
1440.78				
1459.47				
1378.45				
1250.74				
1977.1				
1097.76				
1310.3				
1990.04				
2052.22				
1167.72				
1982.94				
1631.57				
1385.71				
1802.15				
1234.57				
1553.06				
1617.26				
1399.42				
1614.98				
1930.12				
1277.83				
1676.54				
1632.4				
1750.87				
1924.82				
1823.3				
1581.49				
1326.15				
2020.46				
2206.51				
1406.55				
1316.04				
1861.18				
1374.94				
1460.93				
1475.06				
2167.96				
1630.58				
2266.74				
1936.38				
1729.69				
1384.35				
1921.06				
1875.39				
1668.14				
1950.04				
1667.92				
1621.76				
1276.77				
1661.11				
1464.46				
2130.74				
1357.2				
1529.66				
1852.34				
1967.51				
1935.1				
1702.81				
2138.9				
1598.73				
1501.37				
2013.58				
1830.71				
1465.47				
2266.8				
1481.62				
1413.43				
1666.98				
1512.35				
1946.21				
2113.27				
1224.87				
1500.76				
2218.04				
1919.83				
1620.5				
1839.24				
1752.99				
1741.05				
1370.62				
1778.47				
1310.66				
1756.45				
1883.86				
2267.25				
1771.74				
1845.66				
1318.65				
1198				
1561.69				
1696.5				
1756.73				
2133.79				
1813.13				
1664.02				
1014.96				
1554.54				
1825.58				
1756.38				
1607.02				
2013.6				
1436.34				
1321.94				
1245.68				
1703.26				
2376.64				
1827.9				
1767.06				
1935.24				
1297.5				
1196.01				
1712.01				
1776.1				
1471.87				
1808.38				
1912.27				
1858.82				
1311.02				
1525.8				
2000.5				
1516.62				
1309.78				
1005.91				
1870.86				
1779.95				
1488.58				
1848.42				
2078.8				
1726.88				
1933.23				
2220.32				
1699.87				
1552.47				
1185.67				
1645.95				
1297.89				
2734.59				
1382.34				
1333.25				
1540.92				
1591.36				
1084.46				
1635.93				
1643.95				
1386.07				
867.12				
1531.7				
1815.22				
1753.34				
1416.3				
1540.4				
1544.26				
1836.12				
1240.71				
1286.6				
1515.97				
1366.22				
1598.58				
1733.24				
1638.79				
1868.86				
1848.29				
1310.39				
1364.93				
1618.5				
2143.94				
1864.61				
1626.88				
2028.23				
1918.32				
1440.68				
1475.77				
1320.27				
1757.42				
1550.84				
1813.9				
1483.62				
1632.42				
1572.96				
1484.81				
2047.93				
1417.22				
1894				
1539.3				
1316.5				
1492.63				
1553.65				
968.78				
1838.07				
1613.85				
1433.23				
2027.66				
1485.22				
1959.54				
1702.82				
2093.7				
2107.18				
1593.98				
1758.33				
2183.01				
1610.49				
1604.94				
2183.1				
1420.58				
1889.31				
1401.57				
1688.72				
2399.3				
2445.46				
1248.79				
1764.58				
1265.99				
1600.1				
1714.22				
1660.24				
1310.78				
1795.71				
1241.46				
1657.2				
1624.02				
1464.62				
1472.95				
1474.37				
1962				
