Name,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Alexander KUNZ,GER,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,36.0,4.4,8.2,0.0,12.6
Alexander KUNZ,GER,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",SR,33.0,4.6,8.533,0.0,13.133
Alexander KUNZ,GER,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,19.0,5.2,8.966,0.0,14.16
Alexander KUNZ,GER,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,11.0,5.2,8.066,0.0,13.266
Alexander KUNZ,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,43.0,5.4,7.45,0.3,12.55
Alexander KUNZ,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,36.0,5.0,7.6,0.0,12.6
Alexander KUNZ,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,30.0,5.2,8.3,0.0,13.5
Alexander KUNZ,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,26.0,4.7,7.8,0.0,12.5
Alexander KUNZ,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,21.0,4.6,8.7,0.0,13.3
Alexander KUNZ,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,10.0,5.2,8.65,0.1,13.75
Alexander KUNZ,GE2,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,10.0,5.2,7.65,0.3,12.55
Nariman KURBANOV,KAZ,2001-08-05 20:23:00,2023 FISU World University Games,final,"Chengdu, China",PH,2.0,6.3,8.966,0.0,15.26
Nariman KURBANOV,KAZ,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,3.0,5.9,8.533,0.0,14.433
Nariman KURBANOV,KAZ,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",PH,3.0,6.5,8.3,0.0,14.8
Nariman KURBANOV,KAZ,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,1.0,6.6,8.6,0.0,15.2
Nariman KURBANOV,KAZ,2009-03-12 20:23:00,World Cup,final,"Baku, Azerbaijan",PH,1.0,6.6,8.7,0.0,15.3
Nariman KURBANOV,KAZ,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PH,1.0,6.6,8.466,0.0,15.066
Nariman KURBANOV,KAZ,2027-04-30 20:23:00,World Cup,final,"Cairo, Egypt",PH,7.0,6.2,7.366,0.0,13.566
Nariman KURBANOV,KAZ,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",PH,1.0,6.2,8.5,0.0,14.7
Nariman KURBANOV,KAZ,2001-03-04 20:23:00,World Cup,final,"Doha, Qatar",PH,1.0,6.6,8.8,0.0,15.4
Nariman KURBANOV,KAZ,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PH,1.0,6.6,8.566,0.0,15.166
Titas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,88.0,4.0,8.4,0.0,12.4
Titas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,100.0,3.2,7.933,0.0,11.133
Titas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,83.0,3.7,8.766,0.0,12.466
Titas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,116.0,3.1,5.1,4.0,4.2
Titas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,105.0,3.5,7.866,0.0,11.366
Titas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,106.0,2.4,7.733,0.3,9.833
Tomas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,52.0,5.0,8.133,0.0,13.133
Tomas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,48.0,4.7,8.266,0.0,12.966
Tomas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,49.0,4.8,8.533,0.0,13.333
Tomas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,70.0,4.5,7.7,0.0,12.2
Tomas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,91.0,4.1,8.166,0.0,12.266
Tomas KUZMICKAS,LTU,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,86.0,4.8,8.266,0.0,13.066
Tomas KUZMICKAS,LTU,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",FX,59.0,5.0,8.1,0.0,13.1
Tomas KUZMICKAS,LTU,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,81.0,4.7,7.633,0.0,12.333
Tomas KUZMICKAS,LTU,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PB,60.0,4.8,8.233,0.0,13.033
Tomas KUZMICKAS,LTU,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PH,71.0,4.2,8.133,0.0,12.333
Tomas KUZMICKAS,LTU,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,75.0,4.1,8.7,0.0,12.8
Tomas KUZMICKAS,LTU,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,100.0,4.0,9.1,0.0,13.1
Tomas KUZMICKAS,LTU,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",HB,25.0,4.8,7.533,0.0,12.333
Tomas KUZMICKAS,LTU,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",PB,25.0,5.1,6.7,0.0,11.8
Neofytos KYRIAKOU,CYP,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",FX,25.0,5.2,8.133,0.0,13.333
Neofytos KYRIAKOU,CYP,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",HB,72.0,5.0,5.633,0.0,10.633
Neofytos KYRIAKOU,CYP,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PB,43.0,4.6,8.266,0.0,12.866
Neofytos KYRIAKOU,CYP,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,59.0,4.2,7.433,0.0,11.633
Neofytos KYRIAKOU,CYP,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",SR,80.0,3.0,7.866,0.3,10.566
Neofytos KYRIAKOU,CYP,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,25.0,5.2,8.933,0.1,14.03
Neofytos KYRIAKOU,CYP,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,9.0,4.8,8.8,0.0,13.6
Neofytos KYRIAKOU,CYP,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",FX,10.0,5.3,8.7,0.0,14.0
Neofytos KYRIAKOU,CYP,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,44.0,4.9,7.966,0.0,12.866
Neofytos KYRIAKOU,CYP,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PB,92.0,4.2,8.166,0.0,12.366
Neofytos KYRIAKOU,CYP,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PH,83.0,4.1,7.9,0.0,12.0
Neofytos KYRIAKOU,CYP,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,18.0,5.2,9.166,0.0,14.366
Neofytos KYRIAKOU,CYP,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,14.0,4.8,9.066,0.0,13.866
Neofytos KYRIAKOU,CYP,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,22.0,5.4,7.833,0.0,13.233
Neofytos KYRIAKOU,CYP,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",HB,10.0,5.4,7.833,0.0,13.233
Neofytos KYRIAKOU,CYP,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,16.0,5.2,8.833,0.0,14.033
Neofytos KYRIAKOU,CYP,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,16.0,4.8,9.1,0.0,13.9
Neofytos KYRIAKOU,CYP,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",FX,9.0,5.2,8.166,0.0,13.366
Neofytos KYRIAKOU,CYP,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",HB,22.0,4.9,7.733,0.0,12.633
Neofytos KYRIAKOU,CYP,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",VT,13.0,5.2,9.266,0.0,14.466
Neofytos KYRIAKOU,CYP,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",VT,13.0,4.8,8.1,0.3,12.6
Oliver Kasala,SVK,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",HB,19.0,4.4,7.45,0.0,11.85
Oliver Kasala,SVK,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",PB,11.0,5.2,8.35,0.0,13.55
Oliver Kasala,SVK,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",SR,13.0,4.0,8.8,0.0,12.8
Mert Efe Kilicer,TUR,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",HB,9.0,4.8,8.35,0.0,13.15
Mert Efe Kilicer,TUR,2008-06-11 20:23:00,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",PH,21.0,4.9,8.0,0.0,12.9
Balazs Kiss,HUN,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",HB,9.0,4.9,6.4,0.0,11.3
Balazs Kiss,HUN,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",SR,4.0,4.6,8.65,0.0,13.25
Balazs Kiss,HUN,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",SR,5.0,4.6,8.6,0.0,13.2
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",FX,4.0,5.9,8.0,0.3,13.6
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,8.0,5.5,7.9,0.2,13.2
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",HB,8.0,4.8,6.65,0.0,11.45
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",HB,7.0,4.4,7.15,0.0,11.55
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",PB,9.0,5.2,8.15,0.0,13.35
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",PH,12.0,3.9,7.7,0.0,11.6
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",SR,5.0,4.6,8.4,0.0,13.0
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",SR,4.0,4.6,8.65,0.0,13.25
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,10.0,5.2,7.8,0.0,13.0
Alexander Kunz,GER,2001-06-04 20:23:00,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,10.0,4.8,8.3,0.0,13.1
Xingyu LAN,CHN,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",FX,23.0,5.5,7.966,0.0,13.466
Xingyu LAN,CHN,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",HB,26.0,4.6,8.766,0.0,13.366
Xingyu LAN,CHN,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PB,6.0,6.1,8.3,0.0,14.4
Xingyu LAN,CHN,2001-08-05 20:23:00,2023 FISU World University Games,final,"Chengdu, China",PH,7.0,5.9,7.6,0.0,13.5
Xingyu LAN,CHN,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,7.0,5.7,8.166,0.0,13.866
Xingyu LAN,CHN,2001-08-05 20:23:00,2023 FISU World University Games,final,"Chengdu, China",SR,1.0,6.4,8.966,0.0,15.36
Xingyu LAN,CHN,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",SR,1.0,6.4,8.9,0.0,15.3
Xingyu LAN,CHN,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,11.0,5.6,8.833,0.0,14.43
Ruan LANGE,RSA,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",FX,76.0,5.4,5.8,0.3,10.9
Ruan LANGE,RSA,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",HB,77.0,3.9,5.966,0.0,9.866
Ruan LANGE,RSA,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PB,67.0,4.4,7.5,0.0,11.9
Ruan LANGE,RSA,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,72.0,5.3,5.633,0.0,10.933
Ruan LANGE,RSA,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",SR,79.0,4.1,6.9,0.0,11.0
Ruan LANGE,RSA,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,27.0,4.8,9.166,0.0,13.96
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,2.0,5.6,8.5,0.0,14.1
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",FX,20.0,5.6,8.2,0.1,13.7
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,18.0,4.5,8.433,0.0,12.933
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,32.0,4.5,8.5,0.0,13.0
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,16.0,5.5,8.066,0.0,13.566
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PB,46.0,5.5,7.833,0.0,13.333
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,5.0,5.2,8.633,0.0,13.833
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PH,21.0,5.2,8.266,0.0,13.466
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,43.0,4.6,8.666,0.0,13.266
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,16.0,4.6,8.433,0.0,13.033
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,7.0,5.2,9.2,0.0,14.4
Florian LANGENEGGER,SUI,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,38.0,5.2,8.933,0.1,14.033
Florian LANGENEGGER,SUI,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,13.0,5.6,8.4,0.0,14.0
Florian LANGENEGGER,SUI,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,33.0,4.5,8.15,0.0,12.65
Florian LANGENEGGER,SUI,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,18.0,5.5,8.45,0.0,13.95
Florian LANGENEGGER,SUI,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,20.0,4.3,8.6,0.0,12.9
Florian LANGENEGGER,SUI,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,30.0,4.6,8.55,0.0,13.15
Florian LANGENEGGER,SUI,2017-03-19 20:23:00,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,45.0,5.2,7.9,0.1,13.0
James LEAVER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,28.0,4.6,7.85,0.1,12.35
James LEAVER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,22.0,3.3,8.6,0.0,11.9
James LEAVER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,13.0,4.8,8.2,0.0,13.0
James LEAVER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,30.0,2.3,7.05,4.0,5.35
James LEAVER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,18.0,4.7,7.9,0.0,12.6
James LEAVER,GBR,2024-03-27 20:22:00,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,20.0,5.2,8.05,0.3,13.55
Chih LEE,TPE,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",FX,17.0,5.5,8.2,0.0,13.7
Chih LEE,TPE,2001-08-05 20:23:00,2023 FISU World University Games,final,"Chengdu, China",HB,6.0,5.1,8.566,0.0,13.66
Chih LEE,TPE,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",HB,11.0,5.2,8.6,0.0,13.8
Chih LEE,TPE,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PB,23.0,5.2,8.433,0.0,13.633
Chih LEE,TPE,2001-08-05 20:23:00,2023 FISU World University Games,final,"Chengdu, China",PH,1.0,6.5,9.0,0.0,15.5
Chih LEE,TPE,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,2.0,6.1,8.766,0.0,14.866
Chih LEE,TPE,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",SR,37.0,4.7,8.3,0.0,13.0
Chih LEE,TPE,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,14.0,5.2,9.1,0.0,14.3
Chih Kai LEE,TPE,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,25.0,5.7,6.966,0.0,12.666
Chih Kai LEE,TPE,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",PH,7.0,6.5,7.8,0.0,14.3
Chih Kai LEE,TPE,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,2.0,6.4,8.633,0.0,15.033
Chih Kai LEE,TPE,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PB,27.0,5.2,7.0,0.0,12.2
Chih Kai LEE,TPE,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",PB,18.0,5.2,7.5,0.0,12.7
Chih Kai LEE,TPE,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PB,10.0,6.0,7.8,0.0,13.8
Chih Kai LEE,TPE,2009-03-12 20:23:00,World Cup,qual,"Baku, Azerbaijan",PH,9.0,6.3,7.733,0.0,14.033
Chih Kai LEE,TPE,2027-04-30 20:23:00,World Cup,final,"Cairo, Egypt",PH,1.0,6.5,8.533,0.0,15.033
Chih Kai LEE,TPE,2027-04-30 20:23:00,World Cup,qual,"Cairo, Egypt",PH,3.0,6.2,8.333,0.0,14.533
Chih Kai LEE,TPE,2001-03-04 20:23:00,World Cup,qual,"Doha, Qatar",PH,17.0,6.2,7.466,0.0,13.666
Junghyo LEE,KOR,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",HB,47.0,4.9,7.766,0.0,12.666
Junghyo LEE,KOR,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PB,17.0,5.5,8.266,0.0,13.766
Junghyo LEE,KOR,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",PH,20.0,5.0,8.133,0.0,13.133
Junghyo LEE,KOR,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",SR,16.0,5.3,8.633,0.0,13.933
Man Hin Frankie LEE,HKG,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",FX,72.0,4.8,6.666,0.0,11.466
Man Hin Frankie LEE,HKG,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,44.0,4.8,8.833,0.0,13.63
Man Hin Frankie LEE,HKG,2001-08-05 20:23:00,2023 FISU World University Games,qual,"Chengdu, China",VT,16.0,4.0,9.066,0.0,13.066
Man Hin Frankie LEE,HKG,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,18.0,3.9,7.3,0.0,11.2
Frankie LEE MAN HIN,HKG,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT,13.0,4.8,8.9,0.0,13.7
Frankie LEE MAN HIN,HKG,2025-05-28 20:23:00,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT,13.0,4.0,9.1,0.0,13.1
Joakim LENBERG,SWE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,47.0,4.7,8.533,0.0,13.233
Joakim LENBERG,SWE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,86.0,3.4,8.733,0.0,12.133
Joakim LENBERG,SWE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,68.0,4.4,8.4,0.0,12.8
Joakim LENBERG,SWE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,87.0,4.4,7.233,0.0,11.633
Joakim LENBERG,SWE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,87.0,3.7,8.7,0.0,12.4
Joakim LENBERG,SWE,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,75.0,4.8,8.7,0.1,13.4
Joakim LENBERG,SWE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",FX,74.0,4.7,8.166,0.0,12.866
Joakim LENBERG,SWE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,120.0,3.4,7.333,0.0,10.733
Joakim LENBERG,SWE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PB,111.0,4.4,6.9,0.0,11.3
Joakim LENBERG,SWE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,121.0,4.1,7.6,0.0,11.7
Joakim LENBERG,SWE,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",VT,100.0,4.0,9.1,0.0,13.1
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",FX,27.0,5.6,8.066,0.0,13.666
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,21.0,5.2,8.6,0.1,13.7
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",HB,21.0,5.1,8.433,0.0,13.533
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,11.0,5.1,8.233,0.0,13.333
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,final,"Munich, Germany",PB,5.0,5.7,8.733,0.0,14.433
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PB,2.0,5.6,9.2,0.0,14.8
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,6.0,5.6,9.0,0.0,14.6
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",PH,50.0,5.0,7.866,0.0,12.866
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,18.0,4.8,8.3,0.0,13.1
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",SR,47.0,4.7,8.433,0.0,13.133
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,51.0,5.2,9.033,0.3,13.933
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,21.0,5.2,8.6,0.1,13.7
Matteo LEVANTESI,ITA,2018-08-21 20:22:00,2022 Senior European Championships,qual,"Munich, Germany",VT,22.0,5.2,7.966,0.3,12.866
Matteo LEVANTESI,ITA,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",HB,12.0,5.4,8.0,0.0,13.4
Matteo LEVANTESI,ITA,2011-04-16 20:23:00,2023 Senior European Championships,final,"Antalya, Turkey",PB,8.0,5.6,7.533,0.0,13.133
Matteo LEVANTESI,ITA,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PB,3.0,6.2,8.533,0.0,14.733
Matteo LEVANTESI,ITA,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",PH,51.0,4.8,8.066,0.0,12.866
Matteo LEVANTESI,ITA,2011-04-16 20:23:00,2023 Senior European Championships,qual,"Antalya, Turkey",SR,35.0,4.7,8.7,0.0,13.4
Matteo LEVANTESI,ITA,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,19.0,5.5,7.9,0.0,13.4
Matteo LEVANTESI,ITA,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",HB,12.0,5.1,8.033,0.0,13.133
Matteo LEVANTESI,ITA,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",PB,2.0,6.5,8.766,0.0,15.266
Matteo LEVANTESI,ITA,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,7.0,5.9,8.433,0.0,14.333
Matteo LEVANTESI,ITA,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,10.0,5.2,9.0,0.0,14.2
Matteo LEVANTESI,ITA,2023-02-26 20:23:00,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,10.0,5.2,8.9,0.1,14.0
