Name,Country,Date,Gender,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Matteo LEVANTESI,ITA,2022-08-21,m,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,21.0,5.2,8.6,0.1,13.7,13.700000000000001
Matteo LEVANTESI,ITA,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT2,22.0,5.2,7.966,0.3,12.866,12.866
Matteo LEVANTESI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,12.0,5.4,8.0,0.0,13.4,13.4
Matteo LEVANTESI,ITA,2023-04-16,m,2023 Senior European Championships,final,"Antalya, Turkey",PB,8.0,5.6,7.533,0.0,13.133,13.133
Matteo LEVANTESI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,3.0,6.2,8.533,0.0,14.733,14.733
Matteo LEVANTESI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,51.0,4.8,8.066,0.0,12.866,12.866
Matteo LEVANTESI,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,35.0,4.7,8.7,0.0,13.4,13.399999999999999
Matteo LEVANTESI,ITA,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,19.0,5.5,7.9,0.0,13.4,13.4
Matteo LEVANTESI,ITA,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",HB,44.0,4.9,5.233,0.0,10.133,10.133
Matteo LEVANTESI,ITA,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",HB,12.0,5.1,8.033,0.0,13.133,13.133
Matteo LEVANTESI,ITA,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",PB,9.0,5.9,8.233,0.0,14.133,14.133000000000001
Matteo LEVANTESI,ITA,2023-02-26,m,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",PB,2.0,6.5,8.766,0.0,15.266,15.266
Matteo LEVANTESI,ITA,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,7.0,5.9,8.433,0.0,14.333,14.333
Matteo LEVANTESI,ITA,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",SR,17.0,4.7,8.333,0.0,13.033,13.033000000000001
Matteo LEVANTESI,ITA,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,10.0,5.2,9.0,0.0,14.2,14.2
Matteo LEVANTESI,ITA,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,10.0,5.2,8.9,0.1,14.0,14.000000000000002
Henry LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,15.0,5.1,7.65,0.1,12.65,12.65
Henry LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,26.0,2.5,8.15,0.0,10.65,10.65
Henry LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",PB,19.0,3.7,8.6,0.0,12.3,12.3
Henry LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,21.0,4.1,7.15,0.0,11.25,11.25
Henry LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",SR,22.0,3.6,8.6,0.0,12.2,12.2
Henry LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,12.0,4.8,0.0,0.3,12.25,4.5
Henry LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",VT2,12.0,5.2,0.0,0.0,12.75,5.2
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,final,"Liverpool, England",FX,7.0,5.4,8.05,0.7,12.75,12.750000000000002
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,7.0,5.4,7.7,0.1,13.0,13.000000000000002
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,18.0,4.5,7.65,0.0,12.15,12.15
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",PB,10.0,5.4,7.85,0.0,13.25,13.25
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,final,"Liverpool, England",PH,2.0,6.4,7.5,0.0,13.9,13.9
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,2.0,6.5,8.1,0.0,14.6,14.6
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,final,"Liverpool, England",SR,4.0,5.0,8.7,0.0,13.7,13.7
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",SR,4.0,5.0,8.8,0.0,13.8,13.8
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,15.0,5.2,0.0,0.0,14.4,5.2
Jamie LEWIS,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",VT2,15.0,0.0,0.0,0.0,0.0,0.0
Ernestas LIASKINAS,LTU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",FX,109.0,4.5,6.2,0.0,10.7,10.7
Ernestas LIASKINAS,LTU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",PH,103.0,4.0,6.733,0.0,10.733,10.733
Ernestas LIASKINAS,LTU,2022-08-21,m,2022 Senior European Championships,qual,"Munich, Germany",VT1,102.0,4.8,7.833,0.0,12.633,12.633
Filip LIDBECK,SWE,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,83.0,5.7,7.3,0.3,12.7,12.7
Filip LIDBECK,SWE,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,9.0,5.7,8.3,0.1,13.9,13.9
Filip LIDBECK,SWE,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,12.0,5.7,7.566,0.0,13.266,13.266
Filip LIDBECK,SWE,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,23.0,5.2,9.033,0.0,14.233,14.233
Filip LIDBECK,SWE,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT1,14.0,5.2,9.2,0.0,14.4,14.399999999999999
Filip LIDBECK,SWE,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,23.0,4.0,9.033,0.0,13.033,13.033
Filip LIDBECK,SWE,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",VT2,14.0,4.0,9.1,0.0,13.1,13.1
Jun Yi Zac LIEW,SGP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",FX,64.0,4.6,7.5,0.0,12.1,12.1
Jun Yi Zac LIEW,SGP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",HB,75.0,3.4,6.8,0.0,10.2,10.2
Jun Yi Zac LIEW,SGP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",PB,76.0,3.9,6.933,0.0,10.833,10.833
Jun Yi Zac LIEW,SGP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",PH,61.0,4.2,7.366,0.0,11.566,11.565999999999999
Jun Yi Zac LIEW,SGP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",SR,78.0,3.4,7.833,0.0,11.233,11.233
Jun Yi Zac LIEW,SGP,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",VT1,79.0,2.4,7.433,0.0,9.833,9.833
Guan LIN,TPE,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",FX,31.0,5.2,8.0,0.0,13.2,13.2
Guan LIN,TPE,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",HB,37.0,4.4,8.533,0.0,12.933,12.933
Guan LIN,TPE,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",PB,75.0,4.3,6.566,0.0,10.866,10.866
Guan LIN,TPE,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",PH,40.0,4.9,7.6,0.0,12.5,12.5
Guan LIN,TPE,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",SR,15.0,5.8,8.166,0.0,13.966,13.966000000000001
Guan LIN,TPE,2023-08-05,m,2023 FISU World University Games,qual,"Chengdu, China",VT1,41.0,4.8,8.866,0.0,13.66,13.666
Guan Yi LIN,TPE,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,132.0,4.9,5.466,0.0,10.366,10.366
Guan Yi LIN,TPE,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,0.0,0.0,0.0,0.0,0.0,0.0
Guan Yi LIN,TPE,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,0.0,0.0,0.0,0.0,0.0,0.0
Guan Yi LIN,TPE,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,42.0,4.6,8.4,0.0,13.0,13.0
Guan Yi LIN,TPE,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,19.0,5.9,7.933,0.0,13.833,13.833
Guan Yi LIN,TPE,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,38.0,5.2,9.0,0.0,14.2,14.2
Guan Yi LIN,TPE,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",HB,45.0,2.9,4.866,0.0,7.766,7.766
Guan Yi LIN,TPE,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",HB,14.0,4.4,8.1,0.0,12.5,12.5
Guan Yi LIN,TPE,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",PB,17.0,5.1,8.266,0.0,13.366,13.366
Guan Yi LIN,TPE,2023-03-12,m,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",SR,5.0,5.9,8.333,0.0,14.233,14.233
Guan Yi LIN,TPE,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",SR,8.0,5.9,8.133,0.0,14.033,14.033
Guan Yi LIN,TPE,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",SR,13.0,5.8,8.033,0.0,13.833,13.832999999999998
Guan Yi LIN,TPE,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,15.0,5.9,7.866,0.0,13.766,13.766
Guan Yi LIN,TPE,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",SR,14.0,5.9,8.166,0.0,14.066,14.066
Cameron LISTER,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,29.0,3.5,7.85,0.0,11.35,11.35
Cameron LISTER,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,32.0,4.0,7.25,0.3,11.55,10.95
Yang LIU,CHN,2023-03-04,m,FIG Apparatus World Cup 2023,final,"Doha, Qatar",SR,1.0,6.4,8.966,0.0,15.366,15.366
Yang LIU,CHN,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",SR,1.0,6.4,8.933,0.0,15.333,15.333
Ilia LIUBIMOV,ISR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,116.0,5.5,7.0,0.0,12.5,12.5
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,22.0,5.0,8.033,0.0,13.033,13.033
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,105.0,5.0,7.233,0.0,12.233,12.233
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,6.0,4.8,8.633,0.0,13.433,13.433
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",HB,17.0,4.8,8.433,0.0,13.233,13.233
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,15.0,5.1,8.5,0.0,13.6,13.6
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PB,84.0,4.8,7.8,0.0,12.6,12.6
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,21.0,5.4,6.4,0.0,11.8,11.8
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",PH,25.0,5.3,8.033,0.0,13.333,13.332999999999998
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,59.0,4.2,8.866,0.0,13.066,13.065999999999999
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,24.0,4.2,7.633,0.0,11.833,11.833
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,14.0,4.8,9.1,0.0,13.9,13.899999999999999
Ilia LIUBIMOV,ISR,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,58.0,4.8,9.1,0.1,13.8,13.799999999999999
Ilia LIUBIMOV,ISR,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",HB,10.0,4.8,8.1,0.0,12.9,12.899999999999999
Ilia LIUBIMOV,ISR,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",PH,11.0,5.5,7.4,0.0,12.9,12.9
Ilia LIUBIMOV,ISR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,39.0,5.0,7.7,0.0,12.7,12.7
Ilia LIUBIMOV,ISR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,53.0,4.5,6.85,0.0,11.35,11.35
Ilia LIUBIMOV,ISR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,23.0,5.1,8.6,0.0,13.7,13.7
Ilia LIUBIMOV,ISR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,11.0,5.8,7.65,0.0,13.45,13.45
Ilia LIUBIMOV,ISR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,53.0,4.0,7.65,0.0,11.65,11.65
Ilia LIUBIMOV,ISR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,38.0,4.8,8.75,0.0,13.55,13.55
Ilia LIUBIMOV,ISR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,38.0,0.0,0.0,0.0,0.0,0.0
Marco LODADIO,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",FX,52.0,5.4,7.9,0.0,13.3,13.3
Marco LODADIO,ITA,2023-04-16,m,2023 Senior European Championships,final,"Antalya, Turkey",SR,4.0,6.3,8.366,0.0,14.666,14.666
Marco LODADIO,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",SR,7.0,6.3,8.333,0.0,14.633,14.633
Marco LODADIO,ITA,2023-04-16,m,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,26.0,5.2,9.033,0.0,14.233,14.233
Marco LODADIO,ITA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,19.0,5.3,8.35,0.0,13.65,13.649999999999999
Marco LODADIO,ITA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",SR,2.0,6.3,8.2,0.0,14.5,14.5
Marco LODADIO,ITA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,2.0,6.3,8.3,0.0,14.6,14.600000000000001
Marco LODADIO,ITA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,19.0,5.2,9.05,0.0,14.25,14.25
Marco LODADIO,ITA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,19.0,0.0,0.0,0.0,0.0,0.0
Adam Guest LOGAN,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,0.0,5.2,8.03,0.0,13.233,13.23
Adam Guest LOGAN,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,0.0,4.0,7.8,0.0,11.8,11.8
Riley LOOS,USA,2023-03-12,m,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",FX,3.0,5.6,8.133,0.0,13.733,13.732999999999999
Riley LOOS,USA,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,5.0,5.6,8.166,0.0,13.766,13.766
Riley LOOS,USA,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",HB,28.0,5.5,6.866,0.0,12.366,12.366
Riley LOOS,USA,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",PH,16.0,5.8,7.6,0.0,13.4,13.399999999999999
Riley LOOS,USA,2023-03-12,m,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",SR,8.0,5.7,8.3,0.0,14.0,14.0
Riley LOOS,USA,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",SR,6.0,5.7,8.4,0.0,14.1,14.100000000000001
Jose LOPEZ,PUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,130.0,5.4,5.666,0.5,10.566,10.566
Jose LOPEZ,PUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,99.0,4.9,7.233,0.0,12.133,12.133
Jose LOPEZ,PUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,103.0,4.6,8.133,0.0,12.733,12.732999999999999
Jose LOPEZ,PUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,85.0,4.7,7.466,0.0,12.166,12.166
Jose LOPEZ,PUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,92.0,5.0,7.566,0.0,12.566,12.565999999999999
Jose LOPEZ,PUR,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,123.0,5.2,7.866,0.3,12.766,12.765999999999998
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,4.0,4.9,8.2,0.0,13.1,13.1
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,10.0,4.9,7.9,0.0,12.8,12.8
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,6.0,4.8,7.9,0.0,12.7,12.7
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,8.0,4.5,6.6,0.0,11.1,11.1
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,4.0,4.8,7.85,0.0,12.65,12.649999999999999
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,11.0,4.5,8.25,0.0,12.75,12.75
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,14.0,4.5,8.2,0.0,12.7,12.7
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,7.0,4.5,7.7,0.0,12.2,12.2
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,26.0,4.4,5.35,0.0,9.75,9.75
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,9.0,5.3,6.55,0.0,11.85,11.85
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",SR,3.0,5.3,8.0,0.0,13.3,13.3
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,4.0,5.3,7.5,0.0,12.8,12.8
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,12.0,5.2,8.15,0.0,13.35,13.350000000000001
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,24.0,5.2,7.75,0.1,12.85,12.85
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT2,4.0,5.2,9.15,0.1,14.25,14.250000000000002
Jose LOPEZ,PUR,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT2,9.0,5.2,7.9,0.3,12.8,12.8
Fraser Guest LYNES,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,0.0,4.4,7.33,0.0,11.733,11.73
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,final,"Liverpool, England",FX,8.0,5.5,6.87,0.0,12.366,12.370000000000001
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,7.0,5.5,8.15,0.0,13.65,13.65
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,final,"Liverpool, England",HB,4.0,4.6,8.2,0.0,12.8,12.799999999999999
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,5.0,4.6,8.9,0.0,13.5,13.5
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,10.0,4.7,8.45,0.0,13.15,13.149999999999999
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,10.0,4.7,7.75,0.0,12.45,12.45
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,13.0,4.2,8.7,0.0,12.9,12.899999999999999
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,final,"Liverpool, England",VT1,4.0,4.8,9.0,0.0,13.8,13.8
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,16.0,4.8,9.05,0.0,13.85,13.850000000000001
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,final,"Liverpool, England",VT2,4.0,4.8,9.23,0.0,14.033,14.030000000000001
Cameron LYNN,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,16.0,4.8,9.35,0.0,14.15,14.149999999999999
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,final,"Liverpool, England",FX,8.0,5.4,7.3,0.0,12.7,12.7
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,8.0,5.7,7.3,0.0,13.0,13.0
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,final,"Liverpool, England",HB,6.0,4.8,8.15,0.0,12.95,12.95
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,6.0,4.8,8.65,0.0,13.45,13.45
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,final,"Liverpool, England",PB,6.0,5.3,7.55,0.0,12.85,12.85
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",PB,7.0,5.3,8.2,0.0,13.5,13.5
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,25.0,4.7,4.85,0.0,9.55,9.55
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",SR,10.0,4.5,8.65,0.0,13.15,13.15
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,21.0,5.2,0.0,0.0,13.85,5.2
Cameron LYNN,GBR,2023-03-26,m,2023 British Gymnastics Championships,qual,"Liverpool, England",VT2,21.0,0.0,0.0,0.0,0.0,0.0
Cameron LYNN,SCO,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,27.0,4.7,7.95,0.0,12.65,12.65
Cameron LYNN,SCO,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,12.0,4.9,8.1,0.0,13.0,13.0
Cameron LYNN,SCO,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,18.0,4.3,8.7,0.0,13.0,13.0
Cameron LYNN,SCO,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,27.0,4.8,7.25,0.0,12.05,12.05
Cameron LYNN,GBR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,46.0,5.7,6.8,0.1,12.4,12.4
Cameron LYNN,GBR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,48.0,4.3,7.3,0.0,11.6,11.6
Cameron LYNN,GBR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,47.0,5.3,7.05,0.0,12.35,12.35
Cameron LYNN,GBR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,35.0,5.1,7.05,0.0,12.15,12.149999999999999
Cameron LYNN,GBR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,27.0,5.2,8.75,0.1,13.85,13.85
Cameron LYNN,GBR,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,27.0,0.0,0.0,0.0,0.0,0.0
Ian Lasic-Ellis,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.7,8.45,0.0,14.15,14.149999999999999
Ian Lasic-Ellis,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.7,8.45,0.0,14.15,14.149999999999999
Ian Lasic-Ellis,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",HB,0.0,5.4,8.3,0.0,13.7,13.700000000000001
Ian Lasic-Ellis,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",HB,0.0,5.1,7.2,0.0,12.3,12.3
Ian Lasic-Ellis,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",PB,0.0,5.4,8.55,0.0,13.95,13.950000000000001
Ian Lasic-Ellis,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",PB,0.0,5.1,7.8,0.0,12.9,12.899999999999999
Ian Lasic-Ellis,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",PH,0.0,5.5,8.25,0.0,13.75,13.75
