Rank,D_Score,E_Score,Penalty,Score,year,Name,nation,Round_AAfinal,Round_TeamFinal,Round_final,Round_qual
5.0,3.8,8.7,0.0,12.5,2022,461,28,False,False,False,True
9.0,4.2,0.0,0.0,13.05,2023,461,28,False,False,False,True
9.0,3.8,0.0,0.0,12.3,2023,461,28,False,False,False,True
4.0,4.6,9.3,0.0,13.9,2023,509,78,False,False,False,True
4.0,0.0,0.0,0.0,0.0,2023,509,78,False,False,False,True
109.0,3.2,8.3,0.0,11.5,2022,360,5,False,False,False,True
53.0,4.2,8.7,0.0,12.9,2023,400,9,False,False,False,True
4.0,5.0,9.233,0.0,14.233,2022,451,45,True,False,False,False
8.0,5.0,9.3,0.0,14.3,2022,451,45,False,False,False,True
5.0,4.8,9.133,0.0,13.933,2022,451,45,False,False,True,False
7.0,4.8,8.233,0.0,13.033,2022,451,45,False,False,False,True
1.0,5.0,8.9,0.0,13.9,2023,451,45,True,False,False,False
2.0,5.0,9.0,0.0,14.0,2023,451,45,False,False,False,True
1.0,4.8,8.9,0.0,13.7,2023,451,45,False,False,True,False
1.0,4.8,8.933,0.0,13.733,2023,451,45,False,False,False,True
101.0,4.4,8.1,0.0,12.5,2022,100,4,False,False,False,True
45.0,4.4,8.433,0.0,12.833,2022,100,4,False,False,False,True
49.0,4.4,8.6,0.0,13.0,2023,100,4,False,False,False,True
10.0,4.4,8.366,0.0,12.766,2023,100,4,False,False,False,True
10.0,3.8,8.566,0.0,12.366,2023,100,4,False,False,False,True
30.0,3.8,8.9,0.0,12.7,2023,107,30,False,False,False,True
30.0,0.0,0.0,0.0,0.0,2023,107,30,False,False,False,True
83.0,3.6,8.666,0.0,12.266,2023,72,71,False,False,False,True
102.0,3.2,8.4,0.0,11.6,2022,252,39,False,False,False,True
74.0,4.2,8.4,0.0,12.6,2023,252,39,False,False,False,True
28.0,3.6,8.6,0.0,12.2,2023,329,26,False,False,False,True
8.0,4.2,8.65,0.0,12.85,2022,353,28,False,False,True,False
8.0,4.2,8.95,0.0,13.15,2022,353,28,False,False,False,True
8.0,3.6,8.45,0.0,12.05,2022,353,28,False,False,True,False
8.0,3.8,8.6,0.0,12.4,2022,353,28,False,False,False,True
128.0,5.0,7.333,0.3,12.033,2022,178,14,False,False,False,True
10.0,4.2,8.35,0.0,12.55,2023,178,14,True,False,False,False
8.0,4.2,8.65,0.0,12.85,2023,178,14,False,False,False,True
122.0,4.2,7.9,0.0,12.1,2022,98,50,False,False,False,True
70.0,4.2,8.433,0.3,12.333,2022,98,50,False,False,False,True
75.0,4.2,8.666,0.3,12.566,2023,98,50,False,False,False,True
2.0,5.4,8.15,0.1,13.45,2023,17,52,True,False,False,False
1.0,5.4,8.95,0.0,14.35,2023,17,52,False,False,False,True
1.0,4.4,8.85,0.0,13.25,2023,17,52,False,False,True,False
1.0,4.4,8.85,0.0,13.25,2023,17,52,False,False,False,True
10.0,4.2,8.9,0.0,13.1,2022,327,28,False,False,False,True
10.0,3.2,8.3,0.1,11.6,2022,327,28,False,False,False,True
6.0,4.2,0.0,0.0,13.15,2023,327,28,False,False,True,False
5.0,4.2,0.0,0.0,13.2,2023,327,28,False,False,False,True
6.0,3.8,0.0,0.0,12.5,2023,327,28,False,False,True,False
5.0,3.8,0.0,0.0,12.5,2023,327,28,False,False,False,True
11.0,3.2,8.5,0.1,11.6,2022,327,81,False,False,False,True
55.0,3.2,8.5,0.0,11.7,2022,295,28,False,False,False,True
57.0,3.2,8.4,0.0,11.6,2022,398,28,False,False,False,True
143.0,3.8,7.7,0.1,11.4,2022,439,73,False,False,False,True
8.0,4.2,8.667,0.0,12.867,2023,272,25,False,False,True,False
7.0,4.2,8.767,0.0,12.967,2023,272,25,False,False,False,True
7.0,3.8,8.433,0.1,12.133,2023,272,25,False,False,False,True
8.0,3.8,7.567,0.0,11.367,2023,272,25,False,False,True,False
0.0,4.2,8.9,0.0,13.1,2022,389,78,False,False,False,True
0.0,4.2,8.75,0.0,12.95,2022,389,78,False,False,True,False
0.0,4.2,8.65,0.0,12.85,2022,389,78,True,False,False,False
0.0,4.2,8.95,0.0,13.15,2023,389,78,False,False,False,True
0.0,4.2,9.0,0.0,13.2,2023,389,78,False,False,True,False
0.0,4.2,9.05,0.0,13.25,2023,389,78,True,False,False,False
15.0,0.0,0.0,0.0,0.0,2023,386,64,False,False,False,True
15.0,3.2,8.467,0.0,11.667,2023,386,64,False,False,False,True
0.0,5.0,9.4,0.0,14.4,2022,268,78,False,False,False,True
0.0,5.0,9.35,0.0,14.35,2022,268,78,False,False,True,False
0.0,5.0,9.1,0.0,14.1,2022,268,78,True,False,False,False
10.0,4.2,8.366,0.0,12.566,2023,94,82,False,False,False,True
10.0,3.6,8.633,0.0,12.233,2023,94,82,False,False,False,True
0.0,4.6,9.05,0.0,13.65,2022,509,78,True,False,False,False
0.0,4.6,8.55,0.0,13.15,2023,509,78,False,False,False,True
0.0,4.6,8.9,0.1,13.4,2023,509,78,False,False,True,False
0.0,4.6,9.05,0.0,13.65,2023,509,78,True,False,False,False
0.0,4.2,8.8,0.0,13.0,2023,57,78,True,False,False,False
0.0,4.2,8.8,0.0,13.0,2023,325,78,True,False,False,False
11.0,3.6,8.7,0.0,12.3,2023,330,26,False,False,False,True
11.0,3.4,8.667,0.0,12.067,2023,330,26,False,False,False,True
0.0,4.6,9.25,0.0,13.85,2022,144,78,False,False,False,True
0.0,4.6,8.9,0.0,13.5,2022,144,78,False,False,True,False
0.0,4.2,8.8,0.0,13.0,2022,144,78,True,False,False,False
0.0,4.6,9.05,0.0,13.65,2023,144,78,True,False,False,False
12.0,4.2,8.95,0.0,13.15,2023,218,30,False,False,False,True
12.0,0.0,0.0,0.0,0.0,2023,218,30,False,False,False,True
9.0,3.4,8.6,0.0,12.0,2022,182,64,False,False,False,True
97.0,4.2,8.366,0.0,12.566,2022,370,66,False,False,False,True
27.0,3.6,8.533,0.0,12.133,2022,370,66,False,False,False,True
10.0,3.6,8.65,0.1,12.15,2022,370,66,False,False,False,True
56.0,4.6,8.566,0.1,13.066,2022,249,58,False,False,False,True
16.0,4.8,8.266,0.0,13.066,2022,249,58,False,False,False,True
4.0,4.6,8.7,0.0,13.3,2023,250,58,False,False,True,False
11.0,4.0,7.25,0.0,11.25,2023,250,58,False,False,False,True
3.0,4.6,8.75,0.0,13.35,2023,248,58,True,False,False,False
5.0,4.6,8.65,0.0,13.25,2023,248,58,False,False,False,True
79.0,4.4,8.4,0.0,12.8,2022,410,37,False,False,False,True
26.0,4.2,7.9,0.0,12.1,2022,410,37,False,False,False,True
5.0,4.2,7.866,0.3,11.766,2022,410,37,False,False,True,False
3.0,4.2,8.75,0.0,12.95,2022,410,37,False,False,False,True
17.0,4.4,8.55,0.0,12.95,2022,278,28,False,False,False,True
11.0,4.4,0.0,0.0,13.1,2023,278,28,False,False,False,True
11.0,3.2,0.0,0.0,11.8,2023,278,28,False,False,False,True
50.0,4.4,8.7,0.0,13.1,2022,391,41,False,False,False,True
20.0,4.2,8.733,0.0,12.933,2022,391,41,False,False,False,True
24.0,4.4,8.766,0.0,13.166,2022,391,41,False,False,False,True
11.0,4.2,8.766,0.0,12.966,2022,391,41,False,False,False,True
108.0,3.8,8.566,0.0,12.366,2022,328,56,False,False,False,True
28.0,3.4,8.2,0.0,11.6,2022,328,56,False,False,False,True
90.0,3.8,8.2,0.1,11.9,2022,328,56,False,False,False,True
6.0,4.2,8.65,0.0,12.85,2023,59,75,True,False,False,False
7.0,4.2,8.9,0.0,13.1,2023,59,75,False,False,False,True
57.0,4.2,8.8,0.0,13.0,2022,58,75,False,False,False,True
14.0,4.4,8.133,0.3,12.233,2023,494,26,False,False,False,True
13.0,4.4,7.3,0.0,11.7,2023,494,26,False,False,False,True
14.0,3.8,8.8,0.0,12.6,2023,494,26,False,False,False,True
13.0,3.8,8.9,0.0,12.7,2023,494,26,False,False,False,True
11.0,4.2,8.466,0.3,12.366,2023,182,64,False,False,False,True
11.0,3.8,8.5,0.0,12.3,2023,182,64,False,False,False,True
0.0,4.6,9.05,0.0,13.65,2022,346,78,False,False,False,True
0.0,4.6,9.2,0.0,13.8,2022,346,78,False,False,True,False
0.0,4.2,8.8,0.0,13.0,2022,346,78,True,False,False,False
0.0,4.6,9.0,0.0,13.6,2023,346,78,False,False,False,True
0.0,4.6,9.1,0.0,13.7,2023,346,78,False,False,True,False
0.0,4.2,9.15,0.0,13.35,2023,346,78,True,False,False,False
32.0,4.2,8.933,0.0,13.133,2023,1,7,False,False,False,True
38.0,3.2,0.0,0.1,11.6,2023,363,28,False,False,False,True
25.0,4.2,8.75,0.0,12.95,2023,2,7,False,False,False,True
25.0,0.0,0.0,0.0,0.0,2023,2,7,False,False,False,True
82.0,3.6,8.566,0.0,12.166,2022,65,48,False,False,False,True
23.0,3.4,8.466,0.0,11.866,2022,65,48,False,False,False,True
28.0,3.6,8.6,0.0,12.2,2023,65,48,False,False,False,True
16.0,3.4,8.3,0.0,11.7,2023,65,48,False,False,False,True
90.0,4.2,8.466,0.0,12.666,2022,304,8,False,False,False,True
52.0,4.2,8.866,0.0,13.066,2022,488,77,False,False,False,True
43.0,4.2,8.633,0.0,12.833,2022,488,77,False,False,False,True
15.0,4.2,8.9,0.0,13.1,2023,367,27,False,False,False,True
15.0,0.0,0.0,0.0,0.0,2023,367,27,False,False,False,True
18.0,4.6,8.8,0.1,13.3,2022,368,27,False,False,False,True
24.0,4.6,7.733,0.3,12.033,2022,368,27,False,True,False,False
13.0,4.2,9.0,0.0,13.2,2023,368,27,True,False,False,False
15.0,4.2,9.2,0.0,13.4,2023,368,27,False,False,False,True
10.0,4.4,8.6,0.0,13.0,2022,368,27,False,False,False,True
19.0,4.2,8.9,0.0,13.1,2022,505,12,True,False,False,False
57.0,4.2,8.8,0.0,13.0,2022,505,12,False,False,False,True
8.0,4.2,8.733,0.0,12.933,2023,505,12,True,False,False,False
9.0,4.2,8.866,0.0,13.06,2023,505,12,False,False,False,True
2.0,4.2,9.133,0.0,13.333,2023,367,27,False,False,False,True
3.0,4.2,8.9,0.0,13.1,2023,367,27,False,False,True,False
3.0,3.8,8.733,0.0,12.533,2023,367,27,False,False,True,False
2.0,3.8,8.9,0.0,12.7,2023,367,27,False,False,False,True
104.0,3.2,8.366,0.0,11.566,2022,64,33,False,False,False,True
99.0,3.6,8.6,0.3,11.9,2023,64,33,False,False,False,True
116.0,3.6,8.633,0.0,12.233,2022,342,61,False,False,False,True
72.0,3.6,8.7,0.0,12.3,2022,342,61,False,False,False,True
85.0,3.6,8.6,0.0,12.2,2023,342,61,False,False,False,True
42.0,3.2,8.5,0.1,11.6,2023,172,1,False,False,False,True
17.0,3.4,8.6,2.1,9.9,2023,172,1,False,False,False,True
29.0,4.2,8.4,0.1,12.7,2022,147,28,False,False,False,True
29.0,3.4,8.4,0.0,11.8,2022,147,28,False,False,False,True
34.0,3.2,8.0,0.0,11.2,2023,307,58,False,False,False,True
52.0,4.2,8.866,0.0,13.066,2022,483,72,False,False,False,True
50.0,4.2,8.633,0.1,12.733,2022,483,72,False,False,False,True
10.0,4.2,9.066,0.0,13.266,2023,483,72,True,False,False,False
21.0,4.2,9.1,0.0,13.3,2023,483,72,False,False,False,True
17.0,5.0,8.9,0.0,13.9,2022,127,10,False,False,False,True
18.0,3.8,8.366,0.0,12.166,2022,127,10,False,False,False,True
67.0,4.2,8.733,0.0,12.933,2022,93,8,False,False,False,True
18.0,4.2,8.8,0.0,13.0,2023,93,8,False,False,False,True
18.0,0.0,0.0,0.0,0.0,2023,93,8,False,False,False,True
9.0,4.2,9.05,0.0,13.25,2023,314,3,False,False,False,True
9.0,0.0,0.0,0.0,0.0,2023,314,3,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,498,20,True,False,False,False
5.0,4.6,8.65,0.0,13.25,2023,498,20,False,False,False,True
2.0,5.0,8.75,0.0,13.75,2023,498,20,False,False,True,False
3.0,5.0,8.85,0.0,13.85,2023,498,20,False,False,False,True
34.0,4.2,8.3,0.1,12.6,2022,286,28,False,False,False,True
12.0,4.2,0.0,0.0,12.9,2023,286,28,False,False,False,True
12.0,3.4,0.0,0.0,11.9,2023,286,28,False,False,False,True
90.0,4.2,8.466,0.0,12.666,2022,14,21,False,False,False,True
12.0,4.2,8.55,0.3,12.45,2023,211,16,True,False,False,False
16.0,4.2,8.55,0.0,12.75,2023,211,16,False,False,False,True
6.0,3.8,8.45,0.0,12.25,2023,211,16,False,False,True,False
7.0,3.8,8.45,0.0,12.25,2023,211,16,False,False,False,True
36.0,3.6,8.85,0.0,12.45,2022,356,28,False,False,False,True
36.0,3.2,8.65,0.0,11.85,2022,356,28,False,False,False,True
13.0,3.6,0.0,0.0,12.45,2023,356,28,False,False,False,True
13.0,3.4,0.0,0.0,12.0,2023,356,28,False,False,False,True
117.0,3.6,8.6,0.0,12.2,2022,265,18,False,False,False,True
81.0,3.6,8.6,0.0,12.2,2022,265,18,False,False,False,True
132.0,3.6,8.2,0.0,11.8,2022,179,19,False,False,False,True
107.0,3.4,8.266,0.1,11.566,2022,179,19,False,False,False,True
20.0,4.2,9.066,0.0,13.266,2022,15,25,False,False,False,True
18.0,4.2,8.966,0.0,13.166,2022,15,25,False,True,False,False
15.0,4.2,8.966,0.0,13.166,2023,15,25,True,False,False,False
38.0,4.2,8.833,0.0,13.033,2023,15,25,False,False,False,True
35.0,3.6,8.7,0.0,12.3,2023,448,27,False,False,False,True
35.0,0.0,0.0,0.0,0.0,2023,448,27,False,False,False,True
100.0,3.4,8.5,0.0,11.9,2023,344,48,False,False,False,True
33.0,3.8,8.65,0.0,12.45,2023,34,30,False,False,False,True
33.0,0.0,0.0,0.0,0.0,2023,34,30,False,False,False,True
36.0,3.2,8.55,0.0,11.75,2023,164,7,False,False,False,True
36.0,0.0,0.0,0.0,0.0,2023,164,7,False,False,False,True
30.0,3.4,8.35,0.0,11.75,2023,46,16,False,False,False,True
38.0,4.4,8.533,0.0,12.933,2022,132,18,False,False,False,True
3.0,4.4,8.6,0.0,13.0,2023,132,18,True,False,False,False
6.0,4.4,8.8,0.0,13.2,2023,132,18,False,False,False,True
3.0,3.8,8.7,0.0,12.5,2023,132,18,False,False,True,False
4.0,3.8,8.733,0.0,12.533,2023,132,18,False,False,False,True
37.0,4.4,8.666,0.0,13.066,2023,132,18,False,False,False,True
21.0,3.4,7.133,0.3,10.233,2023,132,18,False,False,False,True
21.0,3.8,8.6,0.3,12.1,2023,132,18,False,False,False,True
43.0,3.6,8.5,0.0,12.1,2022,240,28,False,False,False,True
34.0,3.4,0.0,0.0,11.9,2023,240,28,False,False,False,True
75.0,4.2,8.6,0.0,12.8,2022,40,63,False,False,False,True
60.0,4.2,8.4,0.0,12.6,2022,40,63,False,False,False,True
3.0,5.0,8.666,0.1,13.566,2023,127,82,False,False,False,True
3.0,5.0,8.7,0.0,13.7,2023,127,82,False,False,True,False
3.0,3.8,8.633,0.0,12.433,2023,127,82,False,False,True,False
3.0,3.8,8.5,0.1,12.2,2023,127,82,False,False,False,True
5.0,4.2,8.8,0.0,13.0,2023,15,25,False,False,True,False
3.0,4.2,8.867,0.0,13.067,2023,15,25,False,False,False,True
3.0,3.8,8.867,0.0,12.667,2023,15,25,False,False,False,True
5.0,3.8,8.4,0.0,12.2,2023,15,25,False,False,True,False
0.0,4.6,9.1,0.0,13.7,2022,81,78,False,False,False,True
0.0,4.6,8.9,0.0,13.5,2022,81,78,False,False,True,False
0.0,4.6,8.95,0.0,13.55,2022,81,78,True,False,False,False
0.0,4.2,8.7,0.0,12.9,2023,81,78,True,False,False,False
0.0,4.6,8.95,0.0,13.55,2023,358,78,False,False,False,True
0.0,4.6,9.1,0.0,13.7,2023,358,78,False,False,True,False
0.0,4.2,8.85,0.0,13.05,2023,358,78,True,False,False,False
19.0,3.2,8.3,0.1,11.4,2023,332,82,False,False,False,True
19.0,3.8,7.266,0.1,10.966,2023,332,82,False,False,False,True
0.0,4.2,8.55,0.0,12.75,2023,111,78,True,False,False,False
25.0,4.2,8.75,0.0,12.95,2023,284,29,False,False,False,True
25.0,0.0,0.0,0.0,0.0,2023,284,29,False,False,False,True
40.0,4.2,9.1,0.0,13.3,2022,283,32,False,False,False,True
50.0,4.2,8.766,0.0,12.966,2023,283,32,False,False,False,True
22.0,5.0,8.733,0.0,13.733,2022,86,19,False,False,False,True
14.0,4.4,8.333,0.0,12.733,2022,86,19,False,False,False,True
9.0,5.0,8.733,0.0,13.733,2022,86,19,False,False,False,True
6.0,4.4,8.6,0.0,13.0,2022,86,19,False,False,True,False
7.0,4.4,8.6,0.0,13.0,2022,86,19,False,False,False,True
11.0,5.0,8.7,0.0,13.7,2023,86,19,False,False,False,True
5.0,5.0,8.866,0.0,13.866,2023,86,19,False,False,True,False
3.0,5.0,8.766,0.1,13.666,2023,86,19,False,False,False,True
5.0,4.4,7.466,0.0,11.866,2023,86,19,False,False,True,False
3.0,4.4,8.7,0.0,13.1,2023,86,19,False,False,False,True
8.0,4.4,8.566,0.0,12.966,2023,86,19,False,False,True,False
4.0,4.4,8.633,0.0,13.033,2023,86,19,False,False,False,True
2.0,5.0,8.7,0.0,13.7,2023,86,19,False,False,True,False
5.0,5.0,8.733,0.0,13.733,2023,86,19,False,False,False,True
2.0,4.4,8.566,0.0,12.966,2023,86,19,False,False,True,False
5.0,3.4,8.6,0.0,12.0,2023,86,19,False,False,False,True
85.0,3.6,8.6,0.0,12.2,2023,489,48,False,False,False,True
22.0,3.6,8.6,0.1,12.2,2023,489,48,False,False,False,True
22.0,3.6,7.6,0.0,11.2,2023,489,48,False,False,False,True
80.0,4.2,8.566,0.0,12.766,2022,403,25,False,False,False,True
25.0,5.0,8.7,0.0,13.7,2022,293,41,False,False,False,True
8.0,4.4,8.666,0.0,13.066,2022,293,41,False,False,True,False
10.0,4.4,8.733,0.0,13.133,2022,293,41,False,False,False,True
14.0,5.0,8.5,0.0,13.5,2022,293,41,False,False,False,True
7.0,4.4,8.4,0.1,12.7,2022,293,41,False,False,True,False
8.0,4.4,8.633,0.0,13.033,2022,293,41,False,False,False,True
51.0,4.2,8.733,0.0,12.933,2023,293,41,False,False,False,True
11.0,4.2,8.7,0.0,12.9,2023,293,41,False,False,False,True
11.0,3.4,8.533,0.0,11.933,2023,293,41,False,False,False,True
24.0,3.6,8.733,0.0,12.333,2023,326,0,False,False,False,True
24.0,0.0,0.0,0.0,0.0,2023,326,0,False,False,False,True
1.0,5.2,9.033,0.0,14.233,2023,232,78,False,False,True,False
1.0,5.2,9.0,0.0,14.2,2023,232,78,False,False,False,True
1.0,5.0,8.933,0.0,13.933,2023,232,78,False,False,True,False
1.0,5.0,9.05,0.1,13.95,2023,232,78,False,False,False,True
1.0,5.2,8.833,0.0,14.033,2023,232,78,False,False,True,False
2.0,5.2,8.866,0.0,14.066,2023,232,78,False,False,False,True
1.0,5.0,8.933,0.0,13.933,2023,232,78,False,False,True,False
2.0,5.0,8.966,0.0,13.966,2023,232,78,False,False,False,True
46.0,3.4,8.55,0.0,11.95,2022,143,28,False,False,False,True
31.0,3.4,0.0,0.1,12.05,2023,143,28,False,False,False,True
59.0,3.2,8.35,0.0,11.55,2022,310,28,False,False,False,True
20.0,4.4,8.1,0.0,12.5,2023,42,14,False,False,False,True
17.0,4.2,7.85,0.3,11.75,2023,412,14,True,False,False,False
17.0,4.2,8.5,0.0,12.7,2023,412,14,False,False,False,True
76.0,3.8,8.7,0.0,12.5,2023,343,56,False,False,False,True
135.0,3.4,8.333,0.0,11.733,2022,258,57,False,False,False,True
95.0,4.2,8.4,0.0,12.6,2022,85,64,False,False,False,True
33.0,4.2,8.35,0.1,12.65,2022,3,28,False,False,False,True
33.0,3.6,8.7,0.0,12.3,2022,3,28,False,False,False,True
7.0,4.2,0.0,0.0,12.95,2023,3,28,False,False,True,False
7.0,4.2,0.0,0.0,13.05,2023,3,28,False,False,False,True
7.0,3.8,0.0,0.0,12.55,2023,3,28,False,False,True,False
7.0,3.8,0.0,0.0,12.5,2023,3,28,False,False,False,True
2.0,4.6,8.7,0.0,13.3,2022,154,28,False,False,True,False
13.0,4.6,8.15,0.3,13.05,2022,154,28,False,False,False,True
2.0,3.8,8.85,0.0,12.65,2022,154,28,False,False,True,False
13.0,3.8,8.8,0.0,12.6,2022,154,28,False,False,False,True
2.0,4.6,0.0,0.0,13.45,2023,154,28,False,False,True,False
1.0,4.6,0.0,0.0,13.5,2023,154,28,False,False,False,True
2.0,3.8,0.0,0.0,12.5,2023,154,28,False,False,True,False
1.0,3.8,0.0,0.0,12.7,2023,154,28,False,False,False,True
13.0,3.6,8.55,0.0,12.15,2023,401,24,True,False,False,False
24.0,3.6,8.6,0.0,12.2,2023,401,24,False,False,False,True
57.0,4.2,8.8,0.0,13.0,2022,167,55,False,False,False,True
123.0,4.6,7.6,0.1,12.1,2022,116,52,False,False,False,True
24.0,4.4,8.533,0.0,12.933,2022,116,52,False,False,False,True
37.0,3.2,0.0,0.0,11.65,2023,196,28,False,False,False,True
29.0,4.2,8.4,0.1,12.7,2022,148,28,False,False,False,True
29.0,3.8,8.4,0.0,12.2,2022,148,28,False,False,False,True
14.0,3.8,7.433,0.0,11.233,2023,263,64,False,False,False,True
14.0,3.8,7.933,0.0,11.733,2023,263,64,False,False,False,True
18.0,3.6,8.566,0.0,12.166,2023,489,82,False,False,False,True
18.0,3.6,7.466,0.1,10.966,2023,489,82,False,False,False,True
6.0,4.2,8.7,0.0,12.9,2023,293,41,False,False,True,False
8.0,4.2,8.833,0.0,13.033,2023,293,41,False,False,False,True
6.0,3.4,8.5,0.0,11.9,2023,293,41,False,False,True,False
8.0,3.2,8.567,0.1,11.667,2023,293,41,False,False,False,True
0.0,5.0,9.25,0.0,14.25,2022,87,78,True,False,False,False
0.0,5.2,8.55,0.0,13.75,2022,232,78,False,False,False,True
0.0,5.2,8.7,0.1,13.8,2022,232,78,False,False,True,False
0.0,5.0,8.2,0.3,12.9,2022,232,78,True,False,False,False
0.0,5.6,9.05,0.0,14.65,2023,232,78,False,False,False,True
0.0,5.6,8.95,0.0,14.55,2023,232,78,False,False,True,False
0.0,5.2,8.8,0.0,14.0,2023,232,78,True,False,False,False
0.0,4.6,9.05,0.0,13.65,2022,255,78,False,False,False,True
0.0,4.6,8.9,0.1,13.4,2022,255,78,False,False,True,False
0.0,4.6,9.0,0.0,13.6,2022,255,78,True,False,False,False
0.0,4.6,9.0,0.0,13.6,2023,255,78,True,False,False,False
95.0,3.6,8.766,0.3,12.066,2023,385,68,False,False,False,True
14.0,3.8,8.5,0.0,12.3,2023,385,68,False,False,False,True
13.0,3.8,7.6,0.3,11.1,2023,385,68,False,False,False,True
13.0,3.8,8.5,0.0,12.3,2023,385,68,False,False,False,True
25.0,3.8,8.5,0.0,12.3,2023,174,32,False,False,False,True
10.0,4.2,8.7,0.0,12.9,2023,207,76,True,False,False,False
24.0,4.2,8.6,0.3,12.5,2023,207,76,False,False,False,True
14.0,3.4,8.566,0.0,11.966,2023,207,76,False,False,False,True
14.0,5.0,9.0,0.0,14.0,2022,71,45,False,False,False,True
2.0,5.0,8.766,0.0,13.766,2023,71,45,True,False,False,False
1.0,5.0,9.066,0.0,14.06,2023,71,45,False,False,False,True
2.0,4.4,8.633,0.0,13.033,2023,71,45,False,False,True,False
2.0,4.4,8.9,0.0,13.3,2023,71,45,False,False,False,True
127.0,3.6,8.433,0.0,12.033,2022,270,0,False,False,False,True
7.0,4.2,8.55,0.0,12.75,2023,126,80,True,False,False,False
12.0,4.2,8.6,0.0,12.8,2023,126,80,False,False,False,True
111.0,4.0,8.333,0.0,12.333,2022,411,37,False,False,False,True
25.0,4.4,8.3,0.0,12.7,2022,411,37,False,False,False,True
12.0,3.2,8.1,0.3,11.0,2022,411,37,False,False,False,True
31.0,5.2,8.533,0.1,13.633,2022,11,52,False,False,False,True
13.0,4.0,8.866,0.0,12.866,2022,11,52,False,False,False,True
3.0,5.2,8.7,0.0,13.9,2023,11,52,False,False,False,True
3.0,4.0,8.45,0.0,12.45,2023,11,52,False,False,True,False
2.0,4.6,8.8,0.0,13.4,2023,11,52,False,False,False,True
28.0,5.0,8.666,0.0,13.666,2022,177,11,False,False,False,True
22.0,4.8,7.533,0.0,12.333,2022,177,11,False,False,False,True
57.0,3.2,8.4,0.0,11.6,2022,462,28,False,False,False,True
18.0,5.0,8.833,0.0,13.833,2022,175,8,False,False,False,True
75.0,4.2,8.6,0.0,12.8,2022,418,1,False,False,False,True
9.0,4.2,9.05,0.0,13.25,2023,253,3,False,False,False,True
9.0,0.0,0.0,0.0,0.0,2023,253,3,False,False,False,True
21.0,4.2,8.866,0.0,13.066,2022,245,32,True,False,False,False
35.0,4.2,9.2,0.0,13.4,2022,245,32,False,False,False,True
85.0,4.2,8.5,0.0,12.7,2022,74,4,False,False,False,True
2.0,4.2,9.033,0.0,13.233,2023,246,32,False,False,True,False
2.0,4.2,9.2,0.0,13.4,2023,246,29,False,False,False,True
2.0,3.8,9.0,0.0,12.8,2023,246,32,False,False,True,False
2.0,3.8,9.1,0.0,12.9,2023,246,29,False,False,False,True
38.0,4.2,9.133,0.0,13.333,2022,80,3,False,False,False,True
34.0,4.2,9.266,0.0,13.466,2022,138,32,False,False,False,True
28.0,4.2,8.9,0.0,13.1,2022,138,32,False,False,False,True
15.0,4.2,9.133,0.0,13.333,2022,138,32,False,True,False,False
18.0,4.2,9.133,0.0,13.333,2023,138,32,False,False,False,True
15.0,4.4,8.4,0.0,12.8,2023,359,45,False,False,False,True
15.0,3.2,8.433,0.0,11.633,2023,359,45,False,False,False,True
40.0,4.2,8.666,0.0,12.866,2022,453,63,False,False,False,True
78.0,3.6,8.666,0.0,12.266,2022,388,41,False,False,False,True
80.0,4.2,8.566,0.0,12.766,2022,508,22,False,False,False,True
29.0,3.6,0.0,0.1,12.35,2023,321,28,False,False,False,True
88.0,3.6,8.566,0.0,12.166,2023,464,70,False,False,False,True
27.0,4.2,8.55,0.0,12.75,2022,261,28,False,False,False,True
84.0,3.8,8.433,0.0,12.233,2023,242,60,False,False,False,True
18.0,3.6,7.466,0.0,11.066,2023,242,60,False,False,False,True
18.0,3.8,8.366,0.0,12.166,2023,242,60,False,False,False,True
71.0,4.2,8.733,0.1,12.833,2022,161,39,False,False,False,True
34.0,4.2,8.733,0.0,12.933,2022,161,39,False,False,False,True
46.0,4.2,8.8,0.0,13.0,2023,161,39,False,False,False,True
7.0,4.2,8.966,0.0,13.166,2023,176,55,False,False,True,False
7.0,4.2,8.733,0.0,12.933,2023,176,55,False,False,False,True
7.0,3.2,8.633,0.0,11.833,2023,176,55,False,False,True,False
7.0,3.2,8.666,0.0,11.866,2023,176,55,False,False,False,True
20.0,4.2,8.65,0.0,12.85,2022,305,28,False,False,False,True
14.0,4.2,0.0,0.0,12.75,2023,305,28,False,False,False,True
14.0,3.2,0.0,0.0,11.6,2023,305,28,False,False,False,True
29.0,4.2,8.55,0.0,12.75,2023,235,8,False,False,False,True
29.0,0.0,0.0,0.0,0.0,2023,235,8,False,False,False,True
85.0,3.6,8.466,0.0,12.066,2022,292,61,False,False,False,True
96.0,3.2,8.533,0.0,11.733,2022,233,19,False,False,False,True
14.0,4.2,8.8,0.0,13.0,2023,450,45,False,False,False,True
14.0,3.4,8.433,0.0,11.833,2023,450,45,False,False,False,True
26.0,3.6,0.0,0.0,12.5,2023,276,28,False,False,False,True
30.0,4.6,9.033,0.0,13.633,2022,162,10,False,False,False,True
4.0,3.8,8.8,0.0,12.6,2022,162,10,False,False,True,False
6.0,3.8,8.65,0.1,12.35,2022,162,10,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2023,348,72,False,False,False,True
20.0,4.2,0.0,0.0,13.1,2023,423,28,False,False,False,True
