Rank,D Score,E Score,Pen.,Total,year,Name,nation,round_AAfinal,round_AAqual,round_TeamFinal,round_final,round_qual
53.0,4.8,9.1,0.0,13.9,2022,60,36,False,False,False,False,True
19.0,4.8,9.066,0.0,13.866,2022,60,36,False,False,True,False,False
37.0,5.2,9.1,0.1,14.2,2022,359,48,False,False,False,False,True
9.0,5.2,9.066,0.1,14.166,2023,359,48,True,False,False,False,False
15.0,5.2,9.133,0.1,14.23,2023,359,48,False,False,False,False,True
3.0,5.2,9.3,0.0,14.5,2023,359,48,False,False,False,True,False
8.0,5.2,8.333,0.0,13.533,2023,359,48,False,False,False,False,True
34.0,4.8,9.333,0.0,14.133,2022,219,60,False,False,False,False,True
46.0,4.8,9.133,0.0,13.933,2023,219,60,False,False,False,False,True
10.0,5.2,8.9,0.1,14.2,2022,414,29,False,False,False,False,True
17.0,5.2,0.0,0.0,14.15,2023,414,29,False,False,False,False,True
17.0,0.0,0.0,0.0,0.0,2023,414,29,False,False,False,False,True
3.0,5.2,9.1,0.0,14.3,2023,414,71,True,False,False,False,False
0.0,5.2,8.85,0.1,13.95,2023,414,71,False,True,False,False,False
52.0,5.2,7.5,0.3,12.4,2023,414,29,False,False,False,False,True
52.0,0.0,0.0,0.0,0.0,2023,414,29,False,False,False,False,True
1.0,5.6,9.133,0.0,14.733,2023,257,84,True,False,False,False,False
30.0,5.6,8.633,0.3,13.93,2023,257,84,False,False,False,False,True
130.0,4.8,7.6,0.1,12.3,2022,16,27,False,False,False,False,True
26.0,5.2,8.1,0.3,13.0,2022,16,27,False,False,False,False,True
116.0,5.2,7.7,0.0,12.9,2023,16,27,False,False,False,False,True
24.0,0.0,0.0,0.0,0.0,2023,16,27,False,False,False,False,True
29.0,5.2,7.933,0.3,12.833,2023,16,27,False,False,False,False,True
34.0,4.8,8.866,0.0,13.666,2023,16,27,False,False,False,False,True
29.0,5.2,7.9,0.0,13.1,2023,16,27,False,False,False,False,True
34.0,5.2,7.633,0.1,12.733,2023,16,27,False,False,False,False,True
113.0,4.0,8.933,0.0,12.933,2023,393,77,False,False,False,False,True
24.0,5.2,8.866,0.0,14.06,2023,469,47,False,False,False,False,True
28.0,5.2,8.933,0.1,14.033,2023,469,47,False,False,False,False,True
28.0,4.0,8.966,0.0,12.966,2023,469,47,False,False,False,False,True
5.0,5.6,8.766,0.0,14.366,2023,278,47,True,False,False,False,False
17.0,5.6,8.633,0.0,14.23,2023,278,47,False,False,False,False,True
0.0,4.6,8.75,0.0,13.35,2023,76,71,False,True,False,False,False
16.0,5.2,9.033,0.1,14.133,2022,314,7,True,False,False,False,False
18.0,5.2,9.3,0.0,14.5,2022,314,7,False,False,False,False,True
107.0,4.8,8.6,0.1,13.3,2022,170,2,False,False,False,False,True
44.0,4.8,9.2,0.0,14.0,2022,170,2,False,False,False,False,True
20.0,4.0,9.133,0.0,13.133,2022,170,2,False,False,False,False,True
87.0,4.8,8.766,0.1,13.466,2023,170,2,False,False,False,False,True
23.0,4.0,8.9,0.1,12.8,2023,170,2,False,False,False,False,True
4.0,5.6,9.1,0.0,14.7,2022,187,49,False,False,False,False,True
8.0,5.2,8.0,0.3,12.9,2022,187,49,False,False,False,True,False
8.0,5.2,8.966,0.0,14.166,2022,187,49,False,False,False,False,True
15.0,5.2,9.333,0.0,14.533,2022,220,49,False,False,False,False,True
5.0,5.6,9.033,0.0,14.63,2023,220,49,False,False,False,False,True
7.0,5.2,9.333,0.0,14.533,2023,220,49,False,False,False,True,False
3.0,4.8,9.3,0.0,14.1,2023,220,49,False,False,False,False,True
0.0,5.0,8.9,0.0,13.9,2023,24,24,False,True,False,False,False
101.0,4.8,7.9,0.0,12.7,2022,399,27,False,False,False,False,True
23.0,4.8,8.033,0.3,12.533,2023,399,27,True,False,False,False,False
87.0,4.8,8.766,0.1,13.466,2023,399,27,False,False,False,False,True
64.0,4.8,9.0,0.0,13.8,2022,436,27,False,False,False,False,True
90.0,4.0,9.0,0.0,13.0,2022,436,27,False,False,False,False,True
48.0,4.8,9.1,0.0,13.9,2023,436,27,False,False,False,False,True
23.0,5.2,9.066,0.0,14.266,2023,376,33,False,False,False,False,True
13.0,4.8,9.2,0.0,14.0,2023,376,33,False,False,False,False,True
32.0,5.2,9.3,0.3,14.2,2022,312,33,False,False,False,False,True
5.0,5.2,9.3,0.0,14.5,2022,312,33,False,False,True,False,False
33.0,4.8,9.366,0.0,14.166,2023,312,33,False,False,False,False,True
49.0,5.2,7.75,0.3,12.65,2023,312,30,False,False,False,False,True
49.0,0.0,0.0,0.0,0.0,2023,312,30,False,False,False,False,True
17.0,4.8,8.666,0.3,13.166,2023,405,83,True,False,False,False,False
60.0,4.8,8.633,0.1,13.333,2023,405,83,False,False,False,False,True
16.0,5.2,8.666,0.1,13.766,2023,350,82,False,False,False,False,True
16.0,4.8,9.133,0.0,13.933,2023,350,82,False,False,False,False,True
116.0,4.8,8.266,0.1,12.966,2022,349,82,False,False,False,False,True
13.0,4.8,8.9,0.0,13.7,2023,349,82,True,False,False,False,False
51.0,4.8,8.733,0.0,13.53,2023,349,82,False,False,False,False,True
83.0,4.8,8.9,0.1,13.6,2023,349,82,False,False,False,False,True
12.0,5.2,8.05,0.0,13.25,2023,349,82,False,False,False,False,True
12.0,4.8,8.8,0.0,13.6,2023,349,82,False,False,False,False,True
27.0,4.8,9.05,0.0,13.85,2023,349,82,False,False,False,False,True
27.0,0.0,0.0,0.0,0.0,2023,349,82,False,False,False,False,True
64.0,4.8,9.0,0.0,13.8,2022,134,27,False,False,False,False,True
69.0,4.8,8.833,0.0,13.633,2022,134,27,False,False,False,False,True
15.0,4.8,9.0,0.0,13.8,2023,134,27,True,False,False,False,False
54.0,4.8,9.033,0.0,13.833,2023,134,27,False,False,False,False,True
0.0,4.8,9.1,0.0,13.9,2023,358,61,False,True,False,False,False
0.0,4.8,9.033,-0.0,13.833,2023,358,61,True,False,False,False,False
10.0,5.2,9.1,0.0,14.3,2022,207,83,True,False,False,False,False
23.0,5.2,9.2,0.0,14.4,2022,207,83,False,False,False,False,True
22.0,5.2,9.3,0.1,14.4,2022,207,83,False,False,False,False,True
19.0,5.2,8.0,0.0,13.2,2023,207,83,True,False,False,False,False
19.0,5.2,9.133,0.0,14.333,2023,207,83,False,False,False,False,True
20.0,5.2,9.0,0.0,14.2,2023,207,83,False,False,False,False,True
8.0,5.2,9.4,0.0,14.6,2023,207,83,False,False,False,False,True
5.0,5.2,9.366,0.0,14.566,2023,207,83,False,False,False,True,False
8.0,5.2,9.2,0.0,14.4,2023,207,83,False,False,False,False,True
18.0,5.2,9.266,0.0,14.466,2023,207,83,False,False,False,False,True
20.0,5.2,8.0,0.0,13.2,2023,207,83,False,False,False,False,True
8.0,5.2,8.066,0.0,13.266,2023,207,83,False,False,False,False,True
5.0,5.2,8.866,0.1,13.966,2023,207,83,False,False,False,True,False
8.0,5.2,8.733,0.0,13.933,2023,207,83,False,False,False,False,True
18.0,5.2,7.8,0.1,12.9,2023,207,83,False,False,False,False,True
53.0,4.8,9.1,0.0,13.9,2022,383,34,False,False,False,False,True
108.0,4.4,8.8,0.0,13.2,2022,465,4,False,False,False,False,True
93.0,4.4,8.966,0.0,13.366,2023,465,4,False,False,False,False,True
47.0,5.2,8.9,0.1,14.0,2022,362,76,False,False,False,False,True
84.0,5.2,7.966,0.0,13.166,2022,362,76,False,False,False,False,True
8.0,5.2,9.266,0.0,14.466,2022,362,76,False,False,True,False,False
95.0,5.2,8.066,0.0,13.266,2023,362,76,False,False,False,False,True
35.0,5.2,8.55,0.1,13.65,2023,362,76,False,False,False,False,True
35.0,0.0,0.0,0.0,0.0,2023,362,76,False,False,False,False,True
29.0,5.2,9.1,0.0,14.3,2022,384,7,False,False,False,False,True
14.0,5.2,9.3,0.0,14.5,2022,384,7,False,False,False,False,True
13.0,5.2,9.233,0.0,14.433,2023,384,7,False,False,False,False,True
129.0,4.0,8.566,0.0,12.566,2022,173,38,False,False,False,False,True
0.0,2.8,7.4,0.1,10.1,2023,390,75,False,True,False,False,False
8.0,5.2,9.0,0.0,14.2,2023,22,33,True,False,False,False,False
19.0,5.2,8.966,0.0,14.16,2023,22,33,False,False,False,False,True
11.0,5.2,8.066,0.0,13.266,2023,22,33,False,False,False,False,True
10.0,5.2,8.65,0.1,13.75,2023,22,31,False,False,False,False,True
10.0,5.2,7.65,0.3,12.55,2023,22,31,False,False,False,False,True
106.0,2.4,7.733,0.3,9.833,2022,494,51,False,False,False,False,True
104.0,4.8,8.7,0.1,13.4,2022,498,51,False,False,False,False,True
86.0,4.8,8.266,0.0,13.066,2022,498,51,False,False,False,False,True
100.0,4.0,9.1,0.0,13.1,2023,498,51,False,False,False,False,True
25.0,5.2,8.933,0.1,14.03,2023,372,19,False,False,False,False,True
9.0,4.8,8.8,0.0,13.6,2023,372,19,False,False,False,False,True
18.0,5.2,9.166,0.0,14.366,2023,372,19,False,False,False,False,True
14.0,4.8,9.066,0.0,13.866,2023,372,19,False,False,False,False,True
13.0,5.2,9.266,0.0,14.466,2023,372,19,False,False,False,False,True
16.0,5.2,8.833,0.0,14.033,2023,372,19,False,False,False,False,True
13.0,4.8,8.1,0.3,12.6,2023,372,19,False,False,False,False,True
16.0,4.8,9.1,0.0,13.9,2023,372,19,False,False,False,False,True
0.0,4.0,9.2,0.0,13.2,2023,19,84,False,False,False,False,True
0.0,4.0,8.9,0.3,12.6,2023,19,84,False,False,False,True,False
0.0,5.2,8.6,0.1,13.7,2022,260,84,False,False,False,False,True
0.0,5.2,8.75,0.1,13.85,2022,260,84,False,False,False,True,False
0.0,5.2,8.5,0.0,13.7,2023,260,84,True,False,False,False,False
0.0,5.2,8.95,0.0,14.15,2022,35,84,False,False,False,False,True
0.0,5.2,8.8,0.0,14.0,2022,35,84,False,False,False,True,False
0.0,5.2,8.85,0.1,13.95,2023,35,84,True,False,False,False,False
8.0,5.2,9.233,0.0,14.433,2023,207,89,False,False,False,True,False
4.0,5.2,9.15,0.1,14.25,2023,207,89,False,False,False,False,True
8.0,5.2,7.9,0.1,13.0,2023,207,89,False,False,False,True,False
4.0,5.2,8.75,0.0,13.95,2023,207,89,False,False,False,False,True
28.0,4.8,8.65,0.0,13.45,2022,379,84,True,False,False,False,False
10.0,5.2,7.8,0.0,13.0,2023,22,33,False,False,False,False,True
10.0,4.8,8.3,0.0,13.1,2023,22,33,False,False,False,False,True
0.0,4.2,8.85,0.0,13.05,2023,236,10,False,True,False,False,False
11.0,5.6,8.833,0.0,14.43,2023,524,14,False,False,False,False,True
27.0,4.8,9.166,0.0,13.96,2023,440,70,False,False,False,False,True
29.0,5.2,9.1,0.0,14.3,2022,159,76,False,False,False,False,True
7.0,5.2,9.2,0.0,14.4,2023,159,76,True,False,False,False,False
38.0,5.2,8.933,0.1,14.033,2023,159,76,False,False,False,False,True
45.0,5.2,7.9,0.1,13.0,2023,159,76,False,False,False,False,True
45.0,0.0,0.0,0.0,0.0,2023,159,76,False,False,False,False,True
20.0,5.2,8.05,0.3,13.55,2022,228,29,False,False,False,False,True
14.0,5.2,9.1,0.0,14.3,2023,83,81,False,False,False,False,True
4.0,5.2,8.95,0.0,14.15,2023,105,46,True,False,False,False,False
0.0,5.2,9.15,0.0,14.35,2023,105,46,False,True,False,False,False
11.0,5.6,9.0,0.0,14.6,2022,269,49,False,False,False,False,True
6.0,5.2,8.966,0.0,14.166,2022,269,49,False,False,False,True,False
6.0,5.2,9.1,0.0,14.3,2022,269,49,False,False,False,False,True
44.0,4.8,8.833,0.0,13.63,2023,321,35,False,False,False,False,True
16.0,4.0,9.066,0.0,13.066,2023,321,35,False,False,False,False,True
13.0,4.8,8.9,0.0,13.7,2023,162,35,False,False,False,False,True
13.0,4.0,9.1,0.0,13.1,2023,162,35,False,False,False,False,True
118.0,4.0,8.9,0.0,12.9,2022,243,78,False,False,False,False,True
75.0,4.8,8.7,0.1,13.4,2022,243,78,False,False,False,False,True
100.0,4.0,9.1,0.0,13.1,2023,243,78,False,False,False,False,True
63.0,5.2,8.633,0.0,13.833,2022,343,44,False,False,False,False,True
51.0,5.2,9.033,0.3,13.933,2022,343,44,False,False,False,False,True
21.0,5.2,8.6,0.1,13.7,2022,343,44,False,False,True,False,False
22.0,5.2,7.966,0.3,12.866,2022,343,44,False,False,False,False,True
10.0,5.2,9.0,0.0,14.2,2023,343,44,False,False,False,False,True
10.0,5.2,8.9,0.1,14.0,2023,343,44,False,False,False,False,True
12.0,4.8,0.0,0.3,12.25,2023,194,29,False,False,False,False,True
12.0,5.2,0.0,0.0,12.75,2023,194,29,False,False,False,False,True
15.0,5.2,0.0,0.0,14.4,2023,229,29,False,False,False,False,True
15.0,0.0,0.0,0.0,0.0,2023,229,29,False,False,False,False,True
102.0,4.8,7.833,0.0,12.633,2022,144,51,False,False,False,False,True
23.0,5.2,9.033,0.0,14.233,2023,155,78,False,False,False,False,True
14.0,5.2,9.2,0.0,14.4,2023,155,78,False,False,False,False,True
23.0,4.0,9.033,0.0,13.033,2023,155,78,False,False,False,False,True
14.0,4.0,9.1,0.0,13.1,2023,155,78,False,False,False,False,True
79.0,2.4,7.433,0.0,9.833,2023,267,72,False,False,False,False,True
41.0,4.8,8.866,0.0,13.66,2023,181,81,False,False,False,False,True
38.0,5.2,9.0,0.0,14.2,2022,182,81,False,False,False,False,True
32.0,4.0,7.25,0.3,11.55,2022,73,29,False,False,False,False,True
14.0,4.8,9.1,0.0,13.9,2023,205,43,True,False,False,False,False
58.0,4.8,9.1,0.1,13.8,2023,205,43,False,False,False,False,True
38.0,4.8,8.75,0.0,13.55,2023,205,43,False,False,False,False,True
38.0,0.0,0.0,0.0,0.0,2023,205,43,False,False,False,False,True
26.0,5.2,9.033,0.0,14.233,2023,328,44,False,False,False,False,True
19.0,5.2,9.05,0.0,14.25,2023,328,44,False,False,False,False,True
19.0,0.0,0.0,0.0,0.0,2023,328,44,False,False,False,False,True
0.0,5.2,8.03,0.0,13.233,2022,6,29,False,False,False,False,True
0.0,4.0,7.8,0.0,11.8,2022,6,29,False,False,False,False,True
123.0,5.2,7.866,0.3,12.766,2022,251,68,False,False,False,False,True
12.0,5.2,8.15,0.0,13.35,2023,251,68,True,False,False,False,False
24.0,5.2,7.75,0.1,12.85,2023,251,68,False,False,False,False,True
4.0,5.2,9.15,0.1,14.25,2023,251,68,False,False,False,True,False
9.0,5.2,7.9,0.3,12.8,2023,251,68,False,False,False,False,True
4.0,4.8,9.0,0.0,13.8,2022,74,29,False,False,False,True,False
16.0,4.8,9.05,0.0,13.85,2022,74,29,False,False,False,False,True
4.0,4.8,9.23,0.0,14.033,2022,74,29,False,False,False,True,False
16.0,4.8,9.35,0.0,14.15,2022,74,29,False,False,False,False,True
21.0,5.2,0.0,0.0,13.85,2023,74,29,False,False,False,False,True
21.0,0.0,0.0,0.0,0.0,2023,74,29,False,False,False,False,True
27.0,5.2,8.75,0.1,13.85,2023,74,29,False,False,False,False,True
27.0,0.0,0.0,0.0,0.0,2023,74,29,False,False,False,False,True
0.0,5.2,8.65,0.1,13.75,2022,199,84,False,False,False,False,True
0.0,5.2,9.05,0.0,14.25,2022,199,84,False,False,False,True,False
25.0,4.8,9.05,0.3,13.55,2022,199,84,True,False,False,False,False
0.0,5.2,8.5,0.0,13.7,2023,199,84,True,False,False,False,False
6.0,4.8,9.0,0.0,13.8,2023,323,35,False,False,False,True,False
8.0,4.8,8.35,0.0,13.15,2023,323,35,False,False,False,False,True
8.0,4.0,9.2,0.0,13.2,2023,323,35,False,False,False,False,True
6.0,4.0,9.2,0.0,13.2,2023,323,35,False,False,False,True,False
0.0,4.8,8.65,0.0,13.45,2022,495,84,False,False,False,False,True
0.0,4.8,8.75,0.0,13.55,2022,495,84,False,False,False,True,False
17.0,4.8,9.3,0.1,14.0,2022,495,84,True,False,False,False,False
0.0,5.6,9.25,0.0,14.85,2022,433,84,False,False,False,False,True
0.0,5.6,8.5,0.0,14.1,2022,433,84,False,False,False,True,False
5.0,5.6,8.55,0.0,14.15,2022,433,84,True,False,False,False,False
0.0,5.6,8.7,0.0,14.3,2023,433,84,False,False,False,False,True
0.0,5.6,8.65,0.0,14.25,2023,433,84,False,False,False,True,False
0.0,5.6,8.55,0.1,14.05,2023,433,84,True,False,False,False,False
30.0,5.2,9.1,0.1,14.2,2023,331,44,False,False,False,False,True
43.0,5.2,7.95,0.1,13.05,2023,331,44,False,False,False,False,True
43.0,0.0,0.0,0.0,0.0,2023,331,44,False,False,False,False,True
14.0,4.0,8.9,0.0,12.9,2023,203,11,True,False,False,False,False
0.0,4.0,9.1,0.3,12.8,2023,203,11,False,True,False,False,False
6.0,5.2,9.3,0.0,14.5,2022,66,84,True,False,False,False,False
27.0,5.2,9.133,0.0,14.333,2022,66,84,False,False,False,False,True
13.0,5.2,9.55,0.0,14.75,2023,66,84,False,False,False,False,True
13.0,0.0,0.0,0.0,0.0,2023,66,84,False,False,False,False,True
0.0,4.2,8.75,0.0,12.95,2023,235,88,False,True,False,False,False
132.0,4.8,7.7,0.3,12.2,2022,428,69,False,False,False,False,True
44.0,4.8,9.2,0.0,14.0,2022,428,69,False,False,False,False,True
43.0,4.8,9.166,0.0,13.966,2023,428,69,False,False,False,False,True
58.0,5.2,9.0,0.3,13.9,2022,43,8,False,False,False,False,True
90.0,4.0,9.0,0.0,13.0,2022,327,67,False,False,False,False,True
3.0,4.8,9.25,0.1,13.95,2023,29,15,True,False,False,False,False
23.0,4.8,8.4,0.3,12.9,2023,29,15,False,False,False,False,True
30.0,4.4,7.85,0.3,11.95,2023,252,15,False,False,False,False,True
124.0,4.8,7.933,0.0,12.733,2022,326,15,False,False,False,False,True
8.0,5.2,9.133,0.0,14.333,2023,507,7,True,False,False,False,False
10.0,5.2,9.266,0.0,14.466,2023,507,7,False,False,False,False,True
67.0,4.8,8.966,0.0,13.766,2022,30,15,False,False,False,False,True
52.0,4.8,9.133,0.0,13.933,2022,86,3,False,False,False,False,True
5.0,4.8,9.3,0.0,14.1,2023,86,3,True,False,False,False,False
0.0,4.8,9.45,0.0,14.25,2023,86,3,False,True,False,False,False
0.0,4.8,9.4,0.0,14.2,2023,87,3,True,False,False,False,False
89.0,4.8,8.766,0.0,13.566,2022,48,4,False,False,False,False,True
61.0,4.8,9.0,0.0,13.8,2022,48,4,False,False,False,False,True
105.0,4.8,8.566,0.3,13.066,2023,48,4,False,False,False,False,True
71.0,4.8,8.933,0.0,13.733,2022,458,1,False,False,False,False,True
12.0,5.2,9.366,0.0,14.566,2022,151,41,False,False,False,False,True
17.0,5.2,7.966,0.0,13.166,2022,151,41,False,False,False,False,True
27.0,4.0,9.0,0.0,13.0,2022,344,29,False,False,False,False,True
19.0,4.8,8.65,0.1,13.55,2022,147,29,False,False,False,False,True
32.0,4.8,0.0,0.3,12.05,2023,147,29,False,False,False,False,True
100.0,5.6,7.9,0.0,13.5,2022,33,43,False,False,False,False,True
20.0,5.6,8.5,0.0,14.1,2022,33,43,False,False,False,False,True
92.0,5.6,7.9,0.1,13.4,2023,33,43,False,False,False,False,True
21.0,5.6,7.9,0.0,13.5,2023,33,43,False,False,False,False,True
7.0,5.6,8.933,0.1,14.433,2023,33,43,False,False,False,True,False
3.0,5.6,9.1,0.0,14.7,2023,33,43,False,False,False,False,True
26.0,5.2,8.633,0.0,13.833,2023,33,43,False,False,False,False,True
5.0,5.6,9.2,0.0,14.8,2023,33,43,False,False,False,True,False
4.0,5.6,8.666,0.1,14.166,2023,33,43,False,False,False,False,True
7.0,5.6,8.2,0.0,13.8,2023,33,43,False,False,False,True,False
3.0,5.6,9.1,0.0,14.7,2023,33,43,False,False,False,False,True
26.0,5.6,7.833,0.1,13.333,2023,33,43,False,False,False,False,True
5.0,5.6,9.033,0.1,14.533,2023,33,43,False,False,False,True,False
4.0,5.6,9.1,0.0,14.7,2023,33,43,False,False,False,False,True
126.0,4.0,8.633,0.0,12.633,2022,368,83,False,False,False,False,True
74.0,4.4,9.1,0.1,13.4,2022,368,83,False,False,False,False,True
44.0,4.8,8.833,0.0,13.63,2023,368,83,False,False,False,False,True
71.0,4.8,8.9,0.0,13.7,2023,368,83,False,False,False,False,True
40.0,4.4,9.266,0.0,13.66,2023,254,67,False,False,False,False,True
21.0,4.8,9.2,0.3,13.7,2022,292,36,True,False,False,False,False
120.0,5.2,7.933,0.3,12.833,2022,292,36,False,False,False,False,True
22.0,5.2,9.3,0.1,14.4,2022,292,36,False,False,False,False,True
12.0,5.2,9.066,0.0,14.266,2022,292,36,False,False,True,False,False
9.0,4.8,9.3,0.0,14.1,2023,292,36,True,False,False,False,False
29.0,4.8,9.4,0.0,14.2,2023,292,36,False,False,False,False,True
0.0,0.0,0.0,0.0,0.0,2022,195,0,False,False,False,False,True
14.0,4.0,8.9,0.0,12.9,2023,365,70,True,False,False,False,False
0.0,4.0,9.15,0.0,13.15,2023,365,70,False,True,False,False,False
55.0,4.8,8.733,0.1,13.433,2023,337,4,False,False,False,False,True
1.0,5.6,9.2,0.0,14.8,2023,277,47,False,False,False,False,True
22.0,0.0,0.0,0.0,0.0,2023,277,47,False,False,False,False,True
6.0,5.6,9.266,0.0,14.866,2023,277,47,False,False,False,True,False
3.0,5.6,9.133,0.0,14.733,2023,277,47,False,False,False,False,True
6.0,5.2,9.2,0.0,14.4,2023,277,47,False,False,False,True,False
3.0,5.2,9.2,0.0,14.4,2023,277,47,False,False,False,False,True
44.0,5.2,8.966,0.1,14.066,2022,380,26,False,False,False,False,True
9.0,5.2,9.5,0.0,14.7,2022,380,26,False,False,False,False,True
13.0,5.2,9.033,0.0,14.233,2022,380,26,False,False,True,False,False
6.0,5.2,9.1,0.0,14.3,2023,381,26,True,False,False,False,False
31.0,4.8,9.033,0.0,13.83,2023,381,26,False,False,False,False,True
10.0,5.2,9.2,0.1,14.3,2023,2,85,False,False,False,False,True
9.0,5.2,9.1,0.3,14.0,2023,2,85,False,False,False,False,True
10.0,5.2,8.166,0.0,13.366,2023,2,85,False,False,False,False,True
9.0,5.2,9.133,0.1,14.233,2023,2,85,False,False,False,False,True
21.0,5.2,9.033,0.0,14.233,2023,2,85,False,False,False,False,True
21.0,5.2,7.866,0.0,13.066,2023,2,85,False,False,False,False,True
70.0,5.2,8.866,0.3,13.766,2022,395,23,False,False,False,False,True
16.0,5.2,9.0,0.0,14.2,2022,395,23,False,False,False,False,True
11.0,5.6,8.833,0.1,14.333,2023,395,23,False,False,False,False,True
8.0,0.0,0.0,0.0,0.0,2023,395,23,False,False,False,True,False
4.0,5.2,9.033,0.0,14.233,2023,395,23,False,False,False,False,True
32.0,5.2,8.866,0.3,13.766,2023,395,23,False,False,False,False,True
24.0,5.6,7.766,0.1,13.266,2023,395,23,False,False,False,False,True
11.0,4.8,9.133,0.0,13.933,2023,395,23,False,False,False,False,True
8.0,4.8,9.166,0.0,13.966,2023,395,23,False,False,False,True,False
4.0,5.2,9.233,0.0,14.433,2023,395,23,False,False,False,False,True
32.0,5.2,7.733,0.1,12.833,2023,395,23,False,False,False,False,True
24.0,4.8,9.133,0.1,13.833,2023,395,23,False,False,False,False,True
13.0,5.2,9.55,0.0,14.75,2023,530,84,False,False,False,False,True
13.0,0.0,0.0,0.0,0.0,2023,530,84,False,False,False,False,True
5.0,5.2,9.266,0.0,14.466,2023,61,36,True,False,False,False,False
21.0,5.2,9.1,0.0,14.3,2023,61,36,False,False,False,False,True
8.0,5.2,7.766,0.0,12.966,2023,61,36,False,False,False,True,False
8.0,5.2,8.0,0.0,13.2,2023,61,36,False,False,False,False,True
8.0,4.8,9.2,0.0,14.0,2023,61,36,False,False,False,False,True
9.0,5.2,8.35,0.0,13.55,2022,459,38,False,False,False,False,True
0.0,4.8,9.05,0.3,13.55,2023,239,3,False,True,False,False,False
18.0,4.8,8.85,0.0,13.65,2022,158,29,False,False,False,False,True
22.0,4.8,0.0,0.0,13.85,2023,158,29,False,False,False,False,True
30.0,4.0,0.0,0.1,12.5,2023,456,29,False,False,False,False,True
8.0,0.0,0.0,0.0,0.0,2023,443,29,False,False,False,True,False
10.0,5.2,0.0,0.0,13.9,2023,443,29,False,False,False,False,True
8.0,4.0,0.0,0.0,13.2,2023,443,29,False,False,False,True,False
10.0,4.0,0.0,0.0,12.85,2023,443,29,False,False,False,False,True
11.0,5.2,8.85,0.1,14.15,2022,450,29,False,False,False,False,True
14.0,5.2,0.0,0.0,14.45,2023,450,29,False,False,False,False,True
14.0,0.0,0.0,0.0,0.0,2023,450,29,False,False,False,False,True
38.0,4.8,8.933,0.0,13.73,2023,363,33,False,False,False,False,True
47.0,5.2,8.9,0.1,14.0,2022,28,69,False,False,False,False,True
52.0,5.2,8.833,0.1,13.933,2022,28,69,False,False,False,False,True
19.0,5.2,9.133,0.0,14.333,2023,28,69,False,False,False,False,True
0.0,5.2,9.25,0.0,14.45,2022,66,84,False,False,False,False,True
0.0,5.2,9.4,0.0,14.6,2022,66,84,False,False,False,True,False
0.0,5.2,8.9,0.1,14.0,2023,150,84,False,False,False,False,True
0.0,5.2,8.75,0.0,13.95,2023,150,84,False,False,False,True,False
0.0,5.2,8.4,0.0,13.6,2022,95,84,False,False,False,False,True
0.0,5.2,8.45,0.0,13.65,2022,95,84,False,False,False,True,False
0.0,5.2,8.5,0.0,13.7,2023,95,84,False,False,False,False,True
0.0,5.2,8.2,0.0,13.4,2023,95,84,False,False,False,True,False
0.0,5.2,8.95,0.0,14.15,2023,95,84,True,False,False,False,False
15.0,4.8,8.8,0.1,13.5,2023,96,3,False,False,False,False,True
15.0,4.0,8.85,0.0,12.85,2023,96,3,False,False,False,False,True
4.0,4.8,9.3,0.0,14.1,2023,96,3,False,False,False,False,True
5.0,4.8,9.35,0.0,14.15,2023,96,3,False,False,False,True,False
4.0,4.0,8.85,0.0,12.85,2023,96,3,False,False,False,False,True
5.0,4.0,8.9,0.0,12.9,2023,96,3,False,False,False,True,False
0.0,2.8,7.95,0.3,10.45,2022,70,84,False,False,False,False,True
0.0,5.2,9.0,0.0,14.2,2022,70,84,False,False,False,True,False
36.0,5.2,7.8,0.1,12.9,2022,70,84,True,False,False,False,False
12.0,5.2,8.7,0.1,13.8,2023,292,36,False,False,False,False,True
12.0,4.0,9.15,0.0,13.15,2023,292,36,False,False,False,False,True
1.0,4.8,9.3,0.0,14.1,2023,292,36,False,False,False,True,False
3.0,4.8,9.0,0.0,13.8,2023,292,36,False,False,False,False,True
3.0,4.0,9.4,0.0,13.4,2023,292,36,False,False,False,False,True
1.0,4.0,9.4,0.0,13.4,2023,292,36,False,False,False,True,False
7.0,4.8,9.1,0.0,13.9,2023,380,26,False,False,False,True,False
6.0,4.8,8.95,0.0,13.75,2023,380,26,False,False,False,False,True
7.0,4.0,9.05,0.0,13.05,2023,380,26,False,False,False,True,False
6.0,4.0,8.8,0.0,12.8,2023,380,26,False,False,False,False,True
0.0,5.2,9.15,0.0,14.35,2022,530,84,False,False,False,False,True
0.0,5.2,9.2,0.0,14.4,2022,530,84,False,False,False,True,False
29.0,4.8,8.7,0.1,13.4,2022,530,84,True,False,False,False,False
0.0,5.2,9.05,0.0,14.25,2023,530,84,False,False,False,False,True
0.0,5.2,9.15,0.0,14.35,2023,530,84,False,False,False,True,False
0.0,5.2,9.15,0.1,14.25,2023,530,84,True,False,False,False,False
2.0,5.2,8.35,0.0,13.55,2023,61,36,False,False,False,True,False
2.0,5.2,9.0,0.0,14.2,2023,61,36,False,False,False,False,True
2.0,4.8,9.0,0.0,13.8,2023,61,36,False,False,False,False,True
2.0,4.8,9.1,0.0,13.9,2023,61,36,False,False,False,True,False
9.0,5.6,7.45,0.0,13.05,2023,450,29,False,False,False,False,True
9.0,4.0,9.15,0.0,13.15,2023,450,29,False,False,False,False,True
