Name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Veronika KRITSKI,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,3.0,4.2,0.0,0.0,13.2,4.2
Veronika KRITSKI,w,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",VT2,5.0,3.8,0.0,0.0,12.7,3.8
Veronika KRITSKI,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT2,3.0,3.8,0.0,0.0,12.6,3.8
Carina KROELL,w,AUT,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,40.0,4.6,7.533,0.1,12.033,12.033
Carina KROELL,w,AUT,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,67.0,4.3,7.5,0.1,11.7,11.700000000000001
Carina KROELL,w,AUT,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,55.0,4.5,7.3,0.0,11.8,11.8
Carina KROELL,w,AUT,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,61.0,3.8,8.766,0.0,12.566,12.565999999999999
Ilona KRUPA,w,UKR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,70.0,4.3,6.633,0.1,10.833,10.833
Ilona KRUPA,w,UKR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,69.0,4.9,6.833,0.0,11.733,11.733
Ilona KRUPA,w,UKR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,44.0,5.0,7.5,0.0,12.5,12.5
Ilona KRUPA,w,UKR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,94.0,3.8,8.433,0.1,12.133,12.133000000000001
Nika KUKULJAN FRLETA,w,CRO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,140.0,4.5,5.166,0.1,9.566,9.566
Nika KUKULJAN FRLETA,w,CRO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,110.0,4.9,7.066,0.2,11.766,11.766000000000002
Nika KUKULJAN FRLETA,w,CRO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,0.0,0.0,0.0,0.0,0.0,0.0
Nika KUKULJAN FRLETA,w,CRO,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,136.0,3.0,8.666,0.0,11.666,11.666
Nika KUKULJAN FRLETA,w,CRO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,76.0,4.8,6.466,0.1,11.166,11.166
Nika KUKULJAN FRLETA,w,CRO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,100.0,4.8,6.433,0.4,10.833,10.833
Nika KUKULJAN FRLETA,w,CRO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,96.0,3.7,6.466,0.0,10.166,10.166
Nika KUKULJAN FRLETA,w,CRO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,98.0,3.2,8.466,0.0,11.666,11.666
Nika KUKULJAN FRLETA,w,CRO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,52.0,4.5,6.766,0.0,11.266,11.266
Nika KUKULJAN FRLETA,w,CRO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,119.0,4.5,4.866,0.6,8.766,8.766
Nika KUKULJAN FRLETA,w,CRO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,88.0,3.5,7.2,0.0,10.7,10.7
Nika KUKULJAN FRLETA,w,CRO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,105.0,3.2,8.633,0.0,11.833,11.832999999999998
Emilia KULCZYNSKA,w,POL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,68.0,4.5,6.8,0.0,11.3,11.3
Emilia KULCZYNSKA,w,POL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,75.0,4.4,7.166,0.0,11.566,11.566
Emilia KULCZYNSKA,w,POL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,53.0,4.2,7.633,0.0,11.833,11.833
Emilia KULCZYNSKA,w,POL,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,113.0,3.8,7.566,0.0,11.366,11.366
Emilia KULCZYNSKA,w,POL,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,20.0,4.5,7.7,0.0,12.2,12.2
Emilia KULCZYNSKA,w,POL,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,30.0,3.6,6.633,0.3,9.933,9.933
Emilia KULCZYNSKA,w,POL,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,20.0,4.5,6.533,0.0,11.033,11.033000000000001
Emilia KULCZYNSKA,w,POL,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,16.0,3.8,8.4,0.1,12.1,12.1
Emilia KULCZYNSKA,w,POL,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,16.0,3.4,8.633,0.1,11.933,11.933
Meta KUNAVER,w,SLO,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",BB,41.0,3.7,6.3,0.0,10.0,10.0
Meta KUNAVER,w,SLO,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,37.0,3.7,7.233,0.0,10.933,10.933
Meta KUNAVER,w,SLO,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",UB,39.0,3.9,5.9,0.0,9.8,9.8
Meta KUNAVER,w,SLO,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,35.0,3.8,8.3,0.1,12.0,12.000000000000002
Meta KUNAVER,w,SLO,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT2,13.0,3.8,8.833,0.0,12.633,12.633
Meta KUNAVER,w,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,111.0,3.7,5.433,0.0,9.133,9.133
Meta KUNAVER,w,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,111.0,3.7,7.1,0.3,10.5,10.5
Meta KUNAVER,w,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,108.0,3.9,5.766,0.0,9.666,9.666
Meta KUNAVER,w,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,107.0,3.8,8.133,0.1,11.833,11.833
Meta KUNAVER,w,SLO,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,17.0,0.0,0.0,0.0,0.0,0.0
Meta KUNAVER,w,SLO,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,12.0,3.8,8.5,0.0,12.3,12.3
Meta KUNAVER,w,SLO,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,12.0,3.8,8.433,0.0,12.233,12.233
Hima KUSUMOTO,w,JPN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",BB,5.0,5.2,7.366,0.0,12.566,12.565999999999999
Hima KUSUMOTO,w,JPN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,11.0,5.3,7.4,0.0,12.7,12.7
Hima KUSUMOTO,w,JPN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,39.0,4.7,6.4,0.3,10.8,10.8
Hima KUSUMOTO,w,JPN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,18.0,5.3,7.3,0.0,12.6,12.6
Hima KUSUMOTO,w,JPN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,18.0,5.0,8.3,0.3,13.0,13.0
Hima KUSUMOTO,w,JPN,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,18.0,0.0,0.0,0.0,0.0,0.0
Maisa KUUSIKKO,w,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",BB,13.0,4.9,7.566,0.0,12.466,12.466000000000001
Maisa KUUSIKKO,w,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,49.0,4.8,7.266,0.0,12.066,12.065999999999999
Maisa KUUSIKKO,w,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,18.0,5.0,7.733,0.0,12.733,12.733
Maisa KUUSIKKO,w,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,32.0,5.2,7.866,0.0,13.066,13.065999999999999
Maisa KUUSIKKO,w,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",UB,10.0,6.0,7.3,0.0,13.3,13.3
Maisa KUUSIKKO,w,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,49.0,5.6,7.266,0.0,12.866,12.866
Maisa KUUSIKKO,w,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,12.0,4.6,9.0,0.1,13.5,13.5
Maisa KUUSIKKO,w,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,44.0,4.6,8.733,0.1,13.233,13.233
Maisa KUUSIKKO,w,FIN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT2,23.0,4.0,8.5,0.0,12.5,12.5
Maisa KUUSIKKO,w,FIN,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",BB,22.0,4.7,7.833,0.0,12.533,12.533000000000001
Maisa KUUSIKKO,w,FIN,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",FX,15.0,5.2,7.666,0.0,12.866,12.866
Maisa KUUSIKKO,w,FIN,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,13.0,5.9,7.566,0.0,13.466,13.466000000000001
Maisa KUUSIKKO,w,FIN,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,17.0,4.6,8.733,0.0,13.333,13.333
Maisa KUUSIKKO,w,FIN,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT2,26.0,0.0,0.0,0.0,0.0,0.0
Maisa KUUSIKKO,w,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,16.0,4.7,7.4,0.0,12.1,12.100000000000001
Maisa KUUSIKKO,w,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,29.0,4.6,7.366,0.0,11.966,11.966
Maisa KUUSIKKO,w,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,15.0,5.2,7.3,0.2,12.3,12.3
Maisa KUUSIKKO,w,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,32.0,5.2,7.266,0.1,12.366,12.366000000000001
Maisa KUUSIKKO,w,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,9.0,6.0,7.266,0.0,13.266,13.266
Maisa KUUSIKKO,w,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,51.0,5.4,6.9,0.0,12.3,12.3
Maisa KUUSIKKO,w,FIN,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,17.0,4.2,8.9,0.0,13.1,13.100000000000001
Maisa KUUSIKKO,w,FIN,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,34.0,4.2,8.9,0.0,13.1,13.100000000000001
Vasiliki KYRLIDOU,w,GRE,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,38.0,4.7,3.433,0.1,8.033,8.033
Vasiliki KYRLIDOU,w,GRE,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,31.0,4.1,6.333,0.0,10.433,10.433
Tjasa KYSSELEF,w,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,26.0,4.6,8.533,0.0,13.133,13.133
Tjasa KYSSELEF,w,SLO,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT2,14.0,4.2,8.4,0.0,12.6,12.600000000000001
Mari Kanter,w,None,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,11.0,4.8,7.433,0.0,12.233,12.233
Mari Kanter,w,None,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,7.0,4.9,7.633,0.1,12.433,12.433000000000002
Mari Kanter,w,None,2023-06-11,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",FX,8.0,4.5,7.566,0.0,12.066,12.065999999999999
Mari Kanter,w,None,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",UB,16.0,4.6,7.033,0.0,11.633,11.633
Sara King,w,SLO,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,21.0,4.1,6.933,0.0,11.033,11.033
Sara King,w,SLO,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,21.0,4.2,7.1,0.0,11.3,11.3
Sara King,w,SLO,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",UB,20.0,3.3,7.7,0.0,11.0,11.0
Saara Kokko,w,FIN,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,28.0,4.7,5.033,0.0,9.733,9.733
Saara Kokko,w,FIN,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,15.0,4.6,7.366,0.0,11.966,11.966
Saara Kokko,w,FIN,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",UB,25.0,4.1,5.866,0.0,9.966,9.966
Saara Kokko,w,FIN,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT1,0.0,3.4,8.566,0.0,11.966,11.966000000000001
Saara Kokko,w,FIN,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT2,0.0,0.0,0.0,0.0,0.0,0.0
Tijana Korent,w,CRO,2023-06-11,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT1,4.0,4.0,8.866,0.0,12.866,12.866
Tijana Korent,w,CRO,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT1,2.0,4.0,8.833,0.0,12.833,12.833
Tijana Korent,w,CRO,2023-06-11,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT2,4.0,4.2,9.033,0.0,13.233,13.233
Tijana Korent,w,CRO,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT2,2.0,4.2,8.766,0.0,12.966,12.966000000000001
Shanté Koti,w,RSA,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,22.0,3.8,5.633,0.0,9.333,9.433
Shanté Koti,w,RSA,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,12.0,4.4,7.533,0.0,11.933,11.933
Tjasa Kysselef,w,SLO,2023-06-11,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,26.0,3.8,6.166,0.0,9.966,9.966000000000001
Tjasa Kysselef,w,SLO,2023-06-04,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,21.0,3.3,6.567,0.0,9.867,9.867
Anna-Lena KÖNIG,w,GER,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,39.0,4.0,7.0,0.1,10.9,10.9
Anna-Lena KÖNIG,w,GE1,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,16.0,5.0,7.35,0.0,12.35,12.35
Anna-Lena KÖNIG,w,GE1,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,38.0,4.9,5.5,0.0,10.4,10.4
Anna-Lena KÖNIG,w,GE1,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,12.0,4.4,8.75,0.0,13.15,13.15
Anna-Lena KÖNIG,w,GE1,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,12.0,0.0,0.0,0.0,0.0,0.0
Pin LAI,w,TPE,2023-08-05,2023 FISH World University Games,AAfinal,"Chengdu, China",BB,15.0,4.9,6.2,0.0,11.1,11.100000000000001
Pin LAI,w,TPE,2023-08-05,2023 FISH World University Games,AAfinal,"Chengdu, China",FX,11.0,4.6,7.333,0.0,11.933,11.933
Pin LAI,w,TPE,2023-08-05,2023 FISH World University Games,AAfinal,"Chengdu, China",UB,13.0,4.1,7.5,0.0,11.6,11.6
Pin LAI,w,TPE,2023-08-05,2023 FISH World University Games,AAfinal,"Chengdu, China",VT,14.0,4.2,8.566,0.0,12.766,12.766000000000002
Pin LAI,w,TPE,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",BB,18.0,4.9,6.833,0.0,11.733,11.733
Pin LAI,w,TPE,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",FX,13.0,4.6,7.633,0.0,12.233,12.233
Pin LAI,w,TPE,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",UB,21.0,4.1,7.7,0.0,11.8,11.8
Pin LAI,w,TPE,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,17.0,4.2,8.766,0.0,12.96,12.966000000000001
Pin LAI,w,TPE,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",VT2,7.0,3.4,8.633,0.0,12.033,12.033
Pin LAI,w,TPE,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT2,9.0,3.4,8.766,0.0,12.166,12.166
Pin Ju LAI,w,TPE,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,106.0,4.9,5.966,0.0,10.866,10.866
Pin Ju LAI,w,TPE,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,60.0,4.8,7.766,0.0,12.566,12.565999999999999
Pin Ju LAI,w,TPE,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,110.0,4.1,6.866,0.0,10.966,10.966
Pin Ju LAI,w,TPE,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,144.0,4.2,7.233,0.3,11.133,11.133
Pin Ju LAI,w,TPE,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,14.0,4.7,7.5,0.0,12.2,12.2
Pin Ju LAI,w,TPE,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,21.0,4.9,5.966,0.0,10.866,10.866
Pin Ju LAI,w,TPE,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,40.0,4.8,6.033,0.5,10.333,10.333
Pin Ju LAI,w,TPE,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,21.0,4.9,6.866,0.0,11.766,11.766
Pin Ju LAI,w,TPE,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,10.0,4.7,7.6,0.0,12.3,12.3
Pin Ju LAI,w,TPE,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,17.0,4.5,7.266,0.1,11.666,11.666
Pin Ju LAI,w,TPE,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,16.0,4.1,7.533,0.0,11.633,11.633
Pin Ju LAI,w,TPE,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,23.0,4.1,7.2,0.0,11.3,11.3
Pin Ju LAI,w,TPE,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,11.0,4.1,7.533,0.0,11.633,11.633
Jenna LALONDE,w,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,13.0,4.2,7.8,0.0,12.0,12.0
Jenna LALONDE,w,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,17.0,4.7,7.5,0.0,12.2,12.2
Jenna LALONDE,w,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",UB,5.0,5.0,8.333,0.0,13.333,13.333
Jenna LALONDE,w,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,8.0,5.0,7.95,0.0,12.95,12.95
Isabelle LAMB,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,27.0,3.9,7.25,0.0,11.15,11.15
Isabelle LAMB,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,38.0,4.0,7.4,0.0,11.4,11.4
Isabelle LAMB,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,40.0,2.8,7.5,0.0,10.3,10.3
Isabelle LAMB,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,39.0,3.8,6.2,0.0,10.0,10.0
Isabelle LAMB,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,32.0,4.1,7.15,0.3,10.95,10.95
Isabelle LAMB,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,33.0,2.7,7.75,0.0,10.45,10.45
Isabelle LAMB,w,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,32.0,3.2,0.0,0.0,11.95,3.2
Djenna LAROUI,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,13.0,5.0,7.866,0.0,12.866,12.866
Djenna LAROUI,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,18.0,5.5,7.7,0.0,13.2,13.2
Djenna LAROUI,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,77.0,3.8,8.666,0.0,12.466,12.466000000000001
Djenna LAROUI,w,FRA,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,12.0,3.8,8.733,0.0,12.533,12.533000000000001
Djenna LAROUI,w,FRA,2023-05-28,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,24.0,4.5,6.033,0.0,10.533,10.533000000000001
Djenna LAROUI,w,FRA,2023-05-28,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,24.0,4.8,4.433,0.0,9.233,9.233
Djenna LAROUI,w,FRA,2023-05-28,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",UB,2.0,5.3,7.6,0.0,12.9,12.899999999999999
Djenna LAROUI,w,FRA,2023-05-28,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,3.0,5.4,7.733,0.0,13.133,13.133
Djenna LAROUI,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",FX,4.0,4.8,8.066,0.2,12.666,12.666
Djenna LAROUI,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,2.0,4.9,8.15,0.0,13.05,13.05
Djenna LAROUI,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",UB,5.0,5.3,6.166,0.3,11.166,11.166
Djenna LAROUI,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,6.0,5.5,8.2,0.0,13.7,13.7
Djenna LAROUI,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,32.0,3.8,8.7,0.0,12.5,12.5
Djenna LAROUI,w,FRA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,32.0,0.0,0.0,0.0,0.0,0.0
Anna LASHCHEVSKA,w,UKR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",BB,53.0,5.7,5.633,0.1,11.233,11.233
Anna LASHCHEVSKA,w,UKR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,48.0,4.9,7.166,0.0,12.066,12.066
Anna LASHCHEVSKA,w,UKR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",UB,32.0,5.6,7.133,0.0,12.733,12.733
Anna LASHCHEVSKA,w,UKR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,65.0,4.2,8.533,0.0,12.733,12.733
Anna LASHCHEVSKA,w,UKR,2023-03-12,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",BB,3.0,5.7,7.733,0.0,13.433,13.433
Anna LASHCHEVSKA,w,UKR,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,3.0,5.7,7.833,0.0,13.533,13.533000000000001
Anna LASHCHEVSKA,w,UKR,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,24.0,5.6,5.266,0.1,10.766,10.766
Anna LASHCHEVSKA,w,UKR,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,21.0,5.2,6.966,0.0,12.166,12.166
Anna LASHCHEVSKA,w,UKR,2023-03-04,FIG Apparatus World Cup 2023,final,"Doha, Qatar",BB,2.0,5.7,7.633,0.0,13.333,13.333
Anna LASHCHEVSKA,w,UKR,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,2.0,5.7,7.6,0.0,13.3,13.3
Anna LASHCHEVSKA,w,UKR,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,24.0,4.9,6.366,0.0,11.266,11.266
Anna LASHCHEVSKA,w,UKR,2023-03-12,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,11.0,5.4,6.833,0.0,12.233,12.233
Anna LASHCHEVSKA,w,UKR,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,18.0,5.3,6.4,0.0,11.7,11.7
Anna LASHCHEVSKA,w,UKR,2023-02-26,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,10.0,5.7,6.866,0.0,12.566,12.565999999999999
Anna LASHCHEVSKA,w,UKR,2023-03-04,FIG Apparatus World Cup 2023,final,"Doha, Qatar",UB,1.0,5.6,7.9,0.0,13.5,13.5
Anna LASHCHEVSKA,w,UKR,2023-03-04,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,3.0,5.6,7.7,0.0,13.3,13.3
Michelle LAURITSEN,w,DEN,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",UB,59.0,4.1,7.533,0.0,11.633,11.633
Michelle LAURITSEN,w,DEN,2022-08-14,2022 Senior European Championships,qual,"Munich, Germany",VT1,100.0,3.2,8.433,0.0,11.633,11.633
Alia LEAT,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,21.0,5.4,6.0,0.0,11.4,11.4
Alia LEAT,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,39.0,4.5,6.9,0.0,11.4,11.4
Alia LEAT,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,39.0,4.6,5.85,0.0,10.45,10.45
Alia LEAT,w,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,7.0,4.2,9.0,0.0,13.2,13.2
Cassandra LEE,w,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,12.0,5.5,6.6,0.0,12.1,12.1
