Name,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
konnor mcclain,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,6.1,8.0,0.0,14.1,14.1
konnor mcclain,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.8,8.1,0.0,13.9,13.9
konnor mcclain,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.8,8.05,0.0,13.85,13.85
konnor mcclain,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.6,7.7,0.0,13.3,13.3
konnor mcclain,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.8,8.25,0.0,14.05,14.05
konnor mcclain,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.0,9.4,0.0,14.4,14.4
konnor mcclain,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.0,9.35,0.0,14.35,14.35
konnor mcclain,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,1.0,6.1,8.5,0.0,14.6,14.6
konnor mcclain,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,3.0,5.2,7.95,0.0,13.15,13.15
konnor mcclain,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,17.0,5.4,7.05,0.0,12.45,12.45
konnor mcclain,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,5.0,9.1,0.0,14.1,14.1
zoe miller,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,23.0,5.1,5.85,0.0,10.95,10.95
zoe miller,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,11.0,5.2,7.45,0.0,12.65,12.65
zoe miller,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,8.0,6.1,7.0,0.0,13.1,13.1
zoe miller,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.6,9.05,0.0,13.65,13.65
zoe miller,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.5,7.55,0.0,13.05,13.05
zoe miller,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.2,7.05,0.0,12.25,12.25
zoe miller,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.0,6.8,0.0,11.8,11.8
zoe miller,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.2,7.3,0.1,12.4,12.4
zoe miller,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.3,6.0,0.3,11.0,11.0
zoe miller,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,6.4,8.0,0.0,14.4,14.4
zoe miller,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.6,8.55,0.0,13.15,13.15
zoe miller,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.6,8.9,0.1,13.4,13.4
zoe miller,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,8.0,5.2,7.35,0.0,12.55,12.55
zoe miller,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,15.0,5.2,7.2,0.0,12.4,12.4
zoe miller,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,1.0,6.4,7.5,0.0,13.9,13.9
zoe miller,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.6,9.05,0.0,13.65,13.65
annalisa milton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,9.0,5.0,7.2,0.0,12.2,12.2
annalisa milton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,24.0,4.2,7.25,0.0,11.45,11.45
annalisa milton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,31.0,5.0,4.4,0.0,9.4,9.4
annalisa milton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,8.8,0.0,13.0,13.0
malea milton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,21.0,4.3,6.95,0.0,11.25,11.25
malea milton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,29.0,4.3,6.45,0.3,10.45,10.45
malea milton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,25.0,5.0,6.4,0.0,11.4,11.4
malea milton,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,8.8,0.0,13.0,13.0
kaylen morgan,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,10.0,4.9,7.8,0.0,12.7,12.7
elle mueller,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.6,7.65,0.0,13.25,13.25
elle mueller,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.5,6.8,0.0,12.3,12.3
elle mueller,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,4.8,8.15,0.0,12.95,12.95
elle mueller,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.0,8.45,0.0,13.45,13.45
elle mueller,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.8,6.95,0.0,12.75,12.75
elle mueller,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.8,8.1,0.0,13.9,13.9
elle mueller,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,4.6,9.25,0.0,13.85,13.85
elle mueller,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,4.6,8.9,0.0,13.5,13.5
elle mueller,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,15.0,5.4,7.05,0.1,12.35,12.35
elle mueller,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,10.0,5.0,7.75,0.0,12.75,12.75
elle mueller,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,3.0,5.4,8.05,0.0,13.45,13.45
elle mueller,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.2,8.8,0.0,13.0,13.0
elle mueller,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,9.0,5.4,6.8,0.0,12.2,12.2
elle mueller,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,8.0,5.0,8.0,0.0,13.0,13.0
elle mueller,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,6.0,5.8,7.6,0.0,13.4,13.4
elle mueller,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.6,9.05,0.0,13.65,13.65
marissa neal,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.1,8.05,0.0,13.15,13.15
marissa neal,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,5.1,8.2,0.0,13.3,13.3
marissa neal,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,4.9,7.45,0.0,12.35,12.35
marissa neal,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,4.9,7.55,0.0,12.45,12.45
marissa neal,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.3,7.05,0.0,12.35,12.35
marissa neal,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.5,5.25,0.0,10.75,10.75
marissa neal,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,4.6,9.05,0.0,13.65,13.65
marissa neal,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,4.6,9.2,0.0,13.8,13.8
marissa neal,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,9.0,4.8,8.1,0.0,12.9,12.9
marissa neal,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,15.0,5.0,7.4,0.0,12.4,12.4
marissa neal,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,21.0,4.1,6.7,0.0,10.8,10.8
marissa neal,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.2,8.8,0.0,13.0,13.0
marissa neal,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.0,8.0,0.0,13.0,13.0
marissa neal,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.0,7.85,0.0,12.85,12.85
marissa neal,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.4,7.5,0.0,12.9,12.9
marissa neal,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.4,7.6,0.0,13.0,13.0
marissa neal,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.4,6.95,0.0,12.35,12.35
marissa neal,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,5.3,7.0,0.0,12.3,12.3
marissa neal,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.6,9.0,0.0,13.6,13.6
marissa neal,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.6,9.1,0.0,13.7,13.7
marissa neal,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,18.0,4.8,6.8,0.0,11.6,11.6
marissa neal,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,27.0,5.0,6.65,0.3,11.35,11.35
marissa neal,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,29.0,5.5,5.35,0.0,10.85,10.85
marissa neal,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,9.15,0.0,13.35,13.35
brooke pierson,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,4.9,7.15,0.0,12.05,12.05
brooke pierson,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,4.9,6.8,0.0,11.7,11.7
brooke pierson,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,4.7,7.25,0.0,11.95,11.95
brooke pierson,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,4.7,6.0,0.0,10.7,10.7
brooke pierson,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.4,7.65,0.0,13.05,13.05
brooke pierson,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.4,7.7,0.0,13.1,13.1
brooke pierson,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,4.6,9.1,0.0,13.7,13.7
brooke pierson,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,4.6,8.9,0.0,13.5,13.5
brooke pierson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,19.0,4.6,7.4,0.0,12.0,12.0
brooke pierson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,17.0,4.9,7.4,0.0,12.3,12.3
brooke pierson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,9.0,5.4,7.65,0.0,13.05,13.05
brooke pierson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.6,8.95,0.0,13.55,13.55
brooke pierson,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,28.0,4.9,5.0,0.1,9.8,9.8
brooke pierson,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,18.0,5.0,7.05,0.0,12.05,12.05
brooke pierson,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,22.0,5.2,6.4,0.0,11.6,11.6
brooke pierson,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,8.7,0.0,12.9,12.9
michelle pineda,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.0,7.7,0.0,12.7,12.7
michelle pineda,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.0,7.85,0.0,12.85,12.85
michelle pineda,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,4.9,7.5,0.0,12.4,12.4
michelle pineda,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,4.9,8.05,0.0,12.95,12.95
michelle pineda,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,4.8,8.0,0.0,12.8,12.8
michelle pineda,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,4.8,8.05,0.0,12.85,12.85
michelle pineda,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.6,8.95,0.0,13.55,13.55
michelle pineda,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.6,9.1,0.0,13.7,13.7
michelle pineda,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,17.0,4.9,6.75,0.0,11.65,11.65
michelle pineda,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,10.0,5.0,7.85,0.0,12.85,12.85
michelle pineda,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,23.0,4.8,6.7,0.0,11.5,11.5
michelle pineda,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,8.85,0.0,13.05,13.05
christiane popovich,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,25.0,5.1,5.5,0.0,10.6,10.6
christiane popovich,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,16.0,5.0,7.3,0.0,12.3,12.3
christiane popovich,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,18.0,5.5,6.55,0.0,12.05,12.05
christiane popovich,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.2,8.55,0.0,12.75,12.75
joscelyn roberson,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,18.0,6.0,6.5,0.0,12.5,12.5
joscelyn roberson,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",FX,2.0,5.6,7.7,0.0,13.3,13.3
joscelyn roberson,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,1.0,6.2,7.95,0.0,14.15,14.15
joscelyn roberson,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,14.0,5.3,7.7,0.0,13.0,13.0
joscelyn roberson,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",VT1,1.0,5.2,9.033,0.0,14.233,14.233
joscelyn roberson,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,1.0,5.2,9.0,0.0,14.2,14.2
joscelyn roberson,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",VT2,1.0,5.0,8.933,0.0,13.933,13.933
joscelyn roberson,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,1.0,5.0,9.05,0.1,13.95,13.95
joscelyn roberson,w,USA,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",BB,2.0,5.8,7.433,0.0,13.233,13.233
joscelyn roberson,w,USA,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,3.0,5.3,7.533,0.0,12.833,12.833
joscelyn roberson,w,USA,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",FX,1.0,5.9,7.8,0.0,13.7,13.7
joscelyn roberson,w,USA,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,1.0,6.1,7.966,0.0,14.066,14.066
joscelyn roberson,w,USA,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,20.0,5.1,6.3,0.0,11.4,11.4
joscelyn roberson,w,USA,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT1,1.0,5.2,8.833,0.0,14.033,14.033
joscelyn roberson,w,USA,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT1,2.0,5.2,8.866,0.0,14.066,14.066
joscelyn roberson,w,USA,2023-04-30,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",VT2,1.0,5.0,8.933,0.0,13.933,13.933
joscelyn roberson,w,USA,2023-04-30,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT2,2.0,5.0,8.966,0.0,13.966,13.966
camryn richardson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,21.0,4.5,7.15,0.0,11.65,11.65
camryn richardson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,5.0,9.25,0.0,14.25,14.25
joscelyn roberson,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,6.1,7.15,0.0,13.25,13.25
joscelyn roberson,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,6.1,5.85,0.0,11.95,11.95
joscelyn roberson,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.5,7.35,0.0,12.85,12.85
joscelyn roberson,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.5,7.45,0.0,12.95,12.95
joscelyn roberson,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,4.4,6.5,0.0,10.9,10.9
joscelyn roberson,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,4.4,6.8,0.0,11.2,11.2
joscelyn roberson,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.2,8.55,0.0,13.75,13.75
joscelyn roberson,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.2,8.7,0.1,13.8,13.8
joscelyn roberson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,5.0,6.1,7.3,0.0,13.4,13.4
joscelyn roberson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,11.0,5.3,7.35,0.0,12.65,12.65
joscelyn roberson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,24.0,3.7,6.05,0.0,9.75,9.75
joscelyn roberson,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,5.0,8.2,0.3,12.9,12.9
joscelyn roberson,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,6.0,7.2,0.0,13.2,13.2
joscelyn roberson,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,6.2,7.0,0.0,13.2,13.2
joscelyn roberson,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,6.2,7.3,0.2,13.3,13.3
joscelyn roberson,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,6.2,7.4,0.0,13.6,13.6
joscelyn roberson,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,4.7,7.1,0.0,11.8,11.8
joscelyn roberson,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,4.7,7.1,0.0,11.8,11.8
joscelyn roberson,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.6,9.05,0.0,14.65,14.65
joscelyn roberson,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.6,8.95,0.0,14.55,14.55
joscelyn roberson,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,2.0,6.0,7.3,0.0,13.3,13.3
joscelyn roberson,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,2.0,6.0,7.55,0.0,13.55,13.55
joscelyn roberson,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,29.0,5.1,5.75,0.0,10.85,10.85
joscelyn roberson,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,5.2,8.8,0.0,14.0,14.0
katelyn rosen,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",BB,0.0,5.0,7.65,0.0,12.65,12.65
katelyn rosen,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",BB,0.0,4.8,7.6,0.0,12.4,12.4
katelyn rosen,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.4,8.15,0.0,13.55,13.55
katelyn rosen,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,4.7,6.9,0.0,11.6,11.6
katelyn rosen,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",UB,0.0,5.4,7.65,0.0,13.05,13.05
katelyn rosen,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",UB,0.0,5.4,7.35,0.0,12.75,12.75
katelyn rosen,w,USA,2022-08-20,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,4.6,9.05,0.0,13.65,13.65
katelyn rosen,w,USA,2022-08-20,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,4.6,8.9,0.1,13.4,13.4
katelyn rosen,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,16.0,4.7,7.6,0.0,12.3,12.3
katelyn rosen,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,6.0,5.2,7.8,0.0,13.0,13.0
katelyn rosen,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,20.0,4.8,6.8,0.0,11.6,11.6
katelyn rosen,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,4.6,9.0,0.0,13.6,13.6
katelyn rosen,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,15.0,5.2,6.7,0.0,11.9,11.9
katelyn rosen,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,11.0,5.4,7.6,0.3,12.7,12.7
katelyn rosen,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,16.0,5.4,7.15,0.0,12.55,12.55
katelyn rosen,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,4.6,9.0,0.0,13.6,13.6
ashlee sullivan,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",BB,6.0,5.5,6.9,0.0,12.4,12.4
ashlee sullivan,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,1.0,5.8,8.0,0.0,13.8,13.8
ashlee sullivan,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,13.0,5.7,6.95,0.0,12.65,12.65
ashlee sullivan,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,19.0,5.3,7.25,0.0,12.55,12.55
ashlee sullivan,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,15.0,5.0,8.4,0.3,13.1,13.1
ashlee sullivan,w,USA,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,15.0,0.0,0.0,0.0,0.0,0.0
ashlee sullivan,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,3.0,5.6,7.9,0.0,13.5,13.5
ashlee sullivan,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,8.0,5.4,7.45,0.0,12.85,12.85
ashlee sullivan,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,16.0,5.0,7.6,0.0,12.6,12.6
ashlee sullivan,w,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,0.0,5.0,8.9,0.0,13.9,13.9
ashlee sullivan,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.6,6.6,0.0,12.2,12.2
ashlee sullivan,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.5,7.35,0.0,12.85,12.85
ashlee sullivan,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.5,7.7,0.1,13.1,13.1
ashlee sullivan,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.7,7.75,0.1,13.35,13.35
ashlee sullivan,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",UB,0.0,5.4,7.55,0.0,12.95,12.95
ashlee sullivan,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",UB,0.0,4.2,5.75,0.0,9.95,9.95
ashlee sullivan,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,4.2,9.0,0.0,13.2,13.2
ashlee sullivan,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,4.2,9.2,0.0,13.4,13.4
ashlee sullivan,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,3.0,5.6,7.7,0.1,13.2,13.2
ashlee sullivan,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,3.0,5.7,7.65,0.0,13.35,13.35
ashlee sullivan,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,15.0,5.0,7.6,0.0,12.6,12.6
ashlee sullivan,w,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,5.0,8.6,0.0,13.6,13.6
tiana sumanasekera,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",BB,0.0,5.8,8.05,0.0,13.85,13.85
tiana sumanasekera,w,USA,2023-08-27,2023 U.S. Championships,final,"San Jose, CA",BB,0.0,5.5,7.8,0.0,13.3,13.3
tiana sumanasekera,w,USA,2023-08-27,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.3,7.85,0.0,13.15,13.15
