Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
GBR,2022 British Gymnastics Championships,qual,HB,28.0,3.9,7.4,0.0,11.3,2022,thomas jones
GBR,2023 British Gymnastics Championships,qual,HB,14.0,4.8,7.75,0.0,12.55,2023,thomas jones
MEX,2023 Central American and Caribbean Games,qual,HB,15.0,4.2,7.65,0.0,11.85,2023,josue juarez
UZB,2023 Baku World Cup,qual,HB,26.0,4.8,7.9,0.0,12.7,2023,utkirbek juraev
UZB,2023 Cairo World Cup,qual,HB,14.0,4.8,8.166,0.0,12.966,2023,utkirbek juraev
USA,2022 Winter Cup,AAfinal,HB,2.0,5.1,8.55,0.0,13.65,2022,michael jaroh
USA,2023 Winter Cup,AAfinal,HB,13.0,5.1,7.7,0.0,12.8,2023,michael jaroh
GEO,2022 Baku World Cup,qual,HB,21.0,4.2,7.366,0.0,11.566,2022,ioane jimsheleishvili
GEO,2022 Doha World Cup,final,HB,5.0,4.4,8.2,0.0,12.6,2022,ioane jimsheleishvili
GEO,2022 Doha World Cup,qual,HB,8.0,4.4,8.2,0.0,12.6,2022,ioane jimsheleishvili
USA,2022 Cairo World Cup,final,HB,2.0,5.4,8.533,0.0,13.933,2022,paul juda
USA,2022 Cairo World Cup,qual,HB,3.0,5.2,8.733,0.0,13.933,2022,paul juda
UZB,2022 Baku World Cup,qual,HB,14.0,4.9,8.133,0.0,13.033,2022,utkirbek juraev
UZB,2022 Cairo World Cup,qual,HB,19.0,4.5,6.933,0.0,11.433,2022,utkirbek juraev
UZB,2022 Doha World Cup,qual,HB,20.0,4.6,6.366,0.0,10.966,2022,utkirbek juraev
CAN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,67.0,4.7,8.133,0.0,12.833,2022,chris kaji
CAN,BIRMINGHAM 2022 Commonwealth Games,qual,HB,15.0,4.5,8.3,0.0,12.8,2022,chris kaji
UZB,2023 FISU World University Games,qual,HB,53.0,3.6,8.766,0.0,12.366,2023,ravshan kamiljanov
JPN,2022 51st FIG Artistic Gymnastics World Championships,final,HB,7.0,6.0,8.166,0.0,14.166,2022,yuya kamoto
JPN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,6.0,6.0,8.4,0.0,14.4,2022,yuya kamoto
JPN,2023 Doha World Cup,final,HB,1.0,6.0,8.333,0.0,14.333,2023,yuya kamoto
JPN,2023 Doha World Cup,qual,HB,2.0,5.7,8.4,0.0,14.1,2023,yuya kamoto
KOR,2023 FISU World University Games,qual,HB,28.0,4.5,8.8,0.0,13.3,2023,hyunbae kan
GRE,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,126.0,4.2,6.9,0.0,11.1,2022,apostolos kanellos
GRE,2022 Senior European Championships,qual,HB,60.0,4.7,7.933,0.0,12.633,2022,apostolos kanellos
GRE,2023 Baku World Cup,qual,HB,20.0,5.1,7.9,0.0,13.0,2023,apostolos kanellos
GRE,2023 Cottbus World Cup,qual,HB,34.0,4.6,6.8,0.0,11.4,2023,apostolos kanellos
GRE,2023 Senior European Championships,qual,HB,122.0,4.7,5.766,0.0,10.466,2023,apostolos kanellos
FIN,2022 Senior European Championships,qual,HB,81.0,4.3,7.933,0.0,12.233,2022,tarmo kanerva
FIN,2023 FISU World University Games,qual,HB,63.0,3.7,8.1,0.0,11.8,2023,tarmo tuomas kanerva
HUN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,43.0,5.1,8.1,0.0,13.2,2022,botond kardos
HUN,2022 Senior European Championships,qual,HB,33.0,5.0,8.333,0.0,13.333,2022,botond kardos
HUN,2022 Senior European Championships,TeamFinal,HB,24.0,3.9,6.4,0.0,10.3,2022,botond kardos
KAZ,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,19.0,6.1,7.733,0.0,13.833,2022,milad karimi
KAZ,2023 Baku World Cup,qual,HB,13.0,6.3,7.1,0.0,13.4,2023,milad karimi
KAZ,2023 Cairo World Cup,qual,HB,31.0,5.1,5.366,0.0,10.466,2023,milad karimi
KAZ,2023 Cottbus World Cup,qual,HB,13.0,5.9,7.033,0.0,12.933,2023,milad karimi
KAZ,2023 Doha World Cup,final,HB,6.0,5.7,7.933,0.0,13.633,2023,milad karimi
KAZ,2023 Doha World Cup,qual,HB,6.0,5.6,8.133,0.0,13.733,2023,milad karimi
KAZ,2023 FISU World University Games,final,HB,1.0,6.3,8.5,0.0,14.8,2023,milad karimi
KAZ,2023 FISU World University Games,qual,HB,4.0,6.3,8.5,0.0,14.8,2023,milad karimi
KAZ,2023 FISU World University Games,AAfinal,HB,3.0,5.8,8.266,0.0,14.066,2023,milad karimi
NOR,2022 Senior European Championships,qual,HB,62.0,3.8,8.8,0.0,12.6,2022,jacob karlsen
NOR,2023 Senior European Championships,qual,HB,78.0,4.0,8.333,0.0,12.333,2023,jacob karlsen
GBR,2022 British Gymnastics Championships,final,HB,3.0,4.5,8.43,0.0,12.933,2022,pavel karnejenko
GBR,2022 British Gymnastics Championships,qual,HB,6.0,4.5,8.75,0.0,13.25,2022,pavel karnejenko
GBR,2023 Baku World Cup,qual,HB,24.0,4.6,8.133,0.0,12.733,2023,pavel karnejenko
GBR,2023 British Gymnastics Championships,final,HB,5.0,4.6,8.5,0.0,13.1,2023,pavel karnejenko
GBR,2023 British Gymnastics Championships,qual,HB,3.0,4.6,9.0,0.0,13.6,2023,pavel karnejenko
GBR,2023 Varna World Challenge Cup,qual,HB,14.0,4.9,7.65,0.0,12.55,2023,pavel karnejenko
SCO,BIRMINGHAM 2022 Commonwealth Games,AAfinal,HB,10.0,4.5,8.4,0.0,12.9,2022,pavel karnejenko
SCO,BIRMINGHAM 2022 Commonwealth Games,qual,HB,21.0,4.5,8.05,0.0,12.55,2022,pavel karnejenko
GBR,EnBW DTB Pokal Team Challenge 2023,qual,HB,31.0,4.6,8.15,0.0,12.75,2023,pavel karnejenko
USA,2023 FISU World University Games,qual,HB,14.0,5.5,8.133,0.0,13.633,2023,joshua andrew karnes
USA,2023 FISU World University Games,AAfinal,HB,9.0,5.3,8.033,0.0,13.333,2023,joshua andrew karnes
FIN,2023 Baku World Cup,qual,HB,25.0,4.7,8.033,0.0,12.733,2023,akseli karsikas
FIN,2023 Cottbus World Cup,qual,HB,36.0,4.7,6.633,0.0,11.333,2023,akseli karsikas
FIN,2023 Senior European Championships,qual,HB,61.0,4.7,7.9,0.0,12.6,2023,akseli karsikas
SVK,2023 Senior European Championships,qual,HB,79.0,4.4,7.933,0.0,12.333,2023,oliver kasala
JPN,2023 Cottbus World Cup,final,HB,1.0,6.2,8.066,0.0,14.266,2023,shohei kawakami
JPN,2023 Cottbus World Cup,qual,HB,3.0,6.2,7.8,0.0,14.0,2023,shohei kawakami
JPN,2023 FISU World University Games,final,HB,5.0,6.2,7.5,0.0,13.7,2023,shohei kawakami
JPN,2023 FISU World University Games,qual,HB,5.0,6.2,8.5,0.0,14.7,2023,shohei kawakami
JPN,2023 Cottbus World Cup,final,HB,3.0,5.9,8.2,0.0,14.1,2023,kazuma kaya
JPN,2023 Cottbus World Cup,qual,HB,2.0,5.9,8.266,0.0,14.166,2023,kazuma kaya
JPN,2023 FISU World University Games,qual,HB,8.0,5.9,8.133,0.0,14.033,2023,kazuma kaya
JPN,2023 FISU World University Games,AAfinal,HB,4.0,5.9,8.1,0.0,14.0,2023,kazuma kaya
GRE,2022 Senior European Championships,qual,HB,91.0,4.4,7.6,0.0,12.0,2022,georgios kelesidis
BEL,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,11.0,5.4,7.966,0.0,13.366,2022,luka keybus
BEL,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,72.0,5.4,7.333,0.0,12.733,2022,luka keybus
ARM,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,128.0,3.6,7.3,0.0,10.9,2022,gagik khachikyan
ARM,2022 Senior European Championships,qual,HB,88.0,3.7,8.433,0.0,12.133,2022,gagik khachikyan
ARM,2023 Senior European Championships,qual,HB,91.0,3.7,8.4,0.0,12.1,2023,gagik khachikyan
EGY,2023 Cairo World Cup,qual,HB,19.0,4.7,8.133,0.0,12.833,2023,zaid khater
TUR,2023 Cairo World Cup,final,HB,6.0,5.1,7.3,0.0,12.4,2023,mert efe kilicer
TUR,2023 Cairo World Cup,qual,HB,6.0,4.9,8.5,0.0,13.4,2023,mert efe kilicer
TUR,2023 Cottbus World Cup,qual,HB,26.0,4.8,7.2,0.0,12.0,2023,mert efe kilicer
TUR,2023 FISU World University Games,qual,HB,16.0,4.9,8.666,0.0,13.566,2023,mert efe kilicer
KOR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,40.0,4.7,8.566,0.0,13.266,2022,jaeho kim
KOR,2023 FISU World University Games,qual,HB,17.0,5.0,8.533,0.0,13.533,2023,jaeho kim
FIN,2022 Senior European Championships,qual,HB,50.0,4.7,8.166,0.0,12.866,2022,oskar kirmes
FIN,2023 Doha World Cup,qual,HB,19.0,4.7,7.566,0.0,12.266,2023,oskar kirmes
FIN,2023 Senior European Championships,AAfinal,HB,13.0,4.8,8.366,0.0,13.166,2023,oskar kirmes
FIN,2023 Senior European Championships,qual,HB,38.0,4.6,8.3,0.0,12.9,2023,oskar kirmes
FIN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,37.0,4.9,8.466,0.0,13.366,2022,robert kirmes
FIN,2022 Senior European Championships,qual,HB,26.0,4.9,8.5,0.0,13.4,2022,robert kirmes
FIN,2023 Baku World Cup,qual,HB,42.0,4.6,5.733,0.0,10.333,2023,robert kirmes
FIN,2023 Doha World Cup,qual,HB,34.0,4.9,4.566,0.0,9.466,2023,robert kirmes
FIN,2023 Senior European Championships,qual,HB,55.0,4.9,7.8,0.0,12.7,2023,robert kirmes
HUN,2023 Senior European Championships,qual,HB,27.0,5.1,8.066,0.0,13.166,2023,balazs kiss
HUN,2023 Varna World Challenge Cup,qual,HB,17.0,5.1,7.15,0.0,12.25,2023,balazs kiss
JPN,2023 Baku World Cup,final,HB,4.0,6.1,7.166,0.0,13.266,2023,takeru kitazono
JPN,2023 Baku World Cup,qual,HB,7.0,5.7,8.033,0.0,13.733,2023,takeru kitazono
GER,2022 Senior European Championships,qual,HB,13.0,5.2,8.533,0.0,13.733,2022,lucas kochan
GER,2022 Senior European Championships,TeamFinal,HB,8.0,5.2,8.3,0.0,13.5,2022,lucas kochan
GER,2023 Cottbus World Cup,qual,HB,9.0,5.2,8.133,0.0,13.333,2023,lucas kochan
GER,2023 Senior European Championships,qual,HB,117.0,5.0,6.1,0.0,11.1,2023,lucas kochan
GE1,EnBW DTB Pokal Team Challenge 2023,qual,HB,15.0,5.3,8.2,0.0,13.5,2023,lucas kochan
UKR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,98.0,4.5,7.666,0.0,12.166,2022,pantely kolodii
UKR,2022 Senior European Championships,qual,HB,56.0,4.5,8.233,0.0,12.733,2022,pantely kolodii
UKR,2023 FISU World University Games,qual,HB,45.0,4.5,8.233,0.0,12.733,2023,pantely kolodii
UKR,2023 FISU World University Games,AAfinal,HB,15.0,4.6,8.233,0.0,12.833,2023,pantely kolodii
UKR,2023 Senior European Championships,qual,HB,121.0,4.5,5.966,0.0,10.466,2023,pantely kolodii
TUR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,111.0,4.1,7.766,0.0,11.866,2022,mehmet ayberk kosak
TUR,2023 FISU World University Games,qual,HB,57.0,4.1,8.066,0.0,12.166,2023,mehmet ayberk kosak
TUR,2023 FISU World University Games,AAfinal,HB,16.0,4.1,8.1,0.0,12.2,2023,mehmet ayberk kosak
FIN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,59.0,4.9,8.1,0.0,13.0,2022,elias koski
FIN,2022 Senior European Championships,qual,HB,37.0,4.9,8.366,0.0,13.266,2022,elias koski
FIN,2023 Senior European Championships,AAfinal,HB,19.0,5.0,7.933,0.0,12.933,2023,elias koski
FIN,2023 Senior European Championships,qual,HB,34.0,5.0,8.0,0.0,13.0,2023,elias koski
NZL,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,38.0,5.6,7.7,0.0,13.3,2022,mikhail koudinov
NZL,2023 Baku World Cup,qual,HB,32.0,4.7,7.3,0.0,12.0,2023,mikhail koudinov
NZL,2023 Doha World Cup,qual,HB,10.0,5.1,7.8,0.0,12.9,2023,mikhail koudinov
NZL,BIRMINGHAM 2022 Commonwealth Games,qual,HB,28.0,5.0,6.65,0.0,11.65,2022,mikhail koudinov
UKR,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,18.0,5.4,7.466,0.0,12.866,2022,illia kovtun
UKR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,32.0,5.7,7.833,0.0,13.533,2022,illia kovtun
UKR,2022 Senior European Championships,qual,HB,73.0,5.3,7.133,0.0,12.433,2022,illia kovtun
UKR,2023 Baku World Cup,qual,HB,11.0,5.3,8.2,0.0,13.5,2023,illia kovtun
UKR,2023 Cairo World Cup,final,HB,1.0,5.7,8.4,0.0,14.1,2023,illia kovtun
UKR,2023 Cairo World Cup,qual,HB,1.0,5.7,8.4,0.0,14.1,2023,illia kovtun
UKR,2023 Cottbus World Cup,final,HB,5.0,5.7,8.033,0.0,13.733,2023,illia kovtun
UKR,2023 Cottbus World Cup,qual,HB,4.0,5.7,8.2,0.0,13.9,2023,illia kovtun
UKR,2023 Doha World Cup,final,HB,5.0,5.7,8.066,0.0,13.766,2023,illia kovtun
UKR,2023 Doha World Cup,qual,HB,5.0,5.6,8.166,0.0,13.766,2023,illia kovtun
UKR,2023 Senior European Championships,AAfinal,HB,1.0,5.7,8.333,0.0,14.033,2023,illia kovtun
UKR,2023 Senior European Championships,final,HB,3.0,5.7,8.266,0.0,13.966,2023,illia kovtun
UKR,2023 Senior European Championships,qual,HB,2.0,5.7,8.3,0.0,14.0,2023,illia kovtun
GRE,2022 Senior European Championships,qual,HB,80.0,4.1,8.133,0.0,12.233,2022,nikolaos kranitis
AUT,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,69.0,4.7,8.033,0.0,12.733,2022,severin kranzlmueller
AUT,2023 Senior European Championships,qual,HB,54.0,4.7,8.0,0.0,12.7,2023,severin kranzlmueller
SUI,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,102.0,5.1,7.033,0.0,12.133,2022,moreno kratter
SUI,2022 Senior European Championships,qual,HB,20.0,5.5,8.066,0.0,13.566,2022,moreno kratter
SUI,2022 Senior European Championships,TeamFinal,HB,7.0,5.5,8.033,0.0,13.533,2022,moreno kratter
SUI,2023 Senior European Championships,qual,HB,14.0,5.7,7.666,0.0,13.366,2023,moreno kratter
SUI,EnBW DTB Pokal Team Challenge 2023,qual,HB,18.0,5.7,7.7,0.0,13.4,2023,moreno kratter
BEL,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,35.0,5.4,8.0,0.0,13.4,2022,noah kuavita
BEL,2022 Senior European Championships,final,HB,7.0,5.4,7.766,0.0,13.166,2022,noah kuavita
BEL,2022 Senior European Championships,qual,HB,4.0,5.8,8.266,0.0,14.066,2022,noah kuavita
BEL,2023 Cairo World Cup,qual,HB,11.0,5.9,7.2,0.0,13.1,2023,noah kuavita
BEL,2023 Senior European Championships,qual,HB,77.0,5.6,6.766,0.0,12.366,2023,noah kuavita
IND,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,109.0,4.3,7.6,0.0,11.9,2022,gaurav kumar
GER,2023 FISU World University Games,qual,HB,32.0,5.0,8.233,0.0,13.233,2023,alexander kunz
GER,2023 FISU World University Games,AAfinal,HB,14.0,5.0,7.866,0.0,12.866,2023,alexander kunz
GE2,EnBW DTB Pokal Team Challenge 2023,qual,HB,36.0,5.0,7.6,0.0,12.6,2023,alexander kunz
LTU,2022 Senior European Championships,qual,HB,100.0,3.2,7.933,0.0,11.133,2022,titas kuzmickas
LTU,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,65.0,4.8,8.1,0.0,12.9,2022,tomas kuzmickas
LTU,2022 Senior European Championships,qual,HB,48.0,4.7,8.266,0.0,12.966,2022,tomas kuzmickas
LTU,2023 Cairo World Cup,qual,HB,25.0,4.8,7.533,0.0,12.333,2023,tomas kuzmickas
LTU,2023 Senior European Championships,qual,HB,81.0,4.7,7.633,0.0,12.333,2023,tomas kuzmickas
CYP,2023 Cairo World Cup,qual,HB,22.0,4.9,7.733,0.0,12.633,2023,neofytos kyriakou
CYP,2023 Cottbus World Cup,qual,HB,10.0,5.4,7.833,0.0,13.233,2023,neofytos kyriakou
CYP,2023 FISU World University Games,qual,HB,72.0,5.0,5.633,0.0,10.633,2023,neofytos kyriakou
CYP,2023 Senior European Championships,qual,HB,44.0,4.9,7.966,0.0,12.866,2023,neofytos kyriakou
CAN,2022 Cairo World Cup,qual,HB,22.0,4.5,6.566,0.0,11.066,2022,chris kaji
KAZ,2022 Baku World Cup,qual,HB,29.0,5.8,4.733,0.0,10.533,2022,milad karimi
KAZ,2022 Cottbus World Cup,final,HB,8.0,5.5,7.133,0.0,12.633,2022,milad karimi
KAZ,2022 Cottbus World Cup,qual,HB,2.0,6.1,8.366,0.0,14.466,2022,milad karimi
KAZ,2022 Doha World Cup,qual,HB,18.0,5.5,6.066,0.0,11.566,2022,milad karimi
USA,2023 Winter Cup,AAfinal,HB,8.0,5.6,7.65,0.0,13.25,2023,joshua karnes
FIN,2022 Cottbus World Cup,qual,HB,26.0,4.3,6.6,0.0,10.9,2022,akseli karsikas
RUS,2022 Doha World Cup,qual,HB,14.0,5.4,6.633,0.0,12.033,2022,aleksandr kartsev
SVK,2023 Osijek World Challenge Cup,qual,HB,19.0,4.4,7.45,0.0,11.85,2023,oliver kasala
TUR,2023 Osijek World Challenge Cup,qual,HB,9.0,4.8,8.35,0.0,13.15,2023,mert efe kilicer
HUN,2023 Tel Aviv World Challenge Cup,qual,HB,9.0,4.9,6.4,0.0,11.3,2023,balazs kiss
USA,2023 Winter Cup,AAfinal,HB,25.0,4.1,7.3,0.0,11.4,2023,anthony koppie
NZL,2022 Cottbus World Cup,qual,HB,11.0,5.4,7.533,0.0,12.933,2022,mikhail koudinov
UKR,2022 Baku World Cup,qual,HB,6.0,5.4,8.533,0.0,13.933,2022,illia kovtun
UKR,2022 Baku World Cup,final,HB,3.0,5.7,8.166,0.0,13.866,2022,illia kovtun
UKR,2022 Cairo World Cup,qual,HB,18.0,5.4,6.066,0.0,11.466,2022,illia kovtun
UKR,2022 Cottbus World Cup,qual,HB,8.0,5.5,7.866,0.0,13.366,2022,illia kovtun
UKR,2022 Cottbus World Cup,final,HB,5.0,5.7,7.7,0.0,13.4,2022,illia kovtun
UKR,2022 Doha World Cup,qual,HB,3.0,5.6,8.2,0.0,13.8,2022,illia kovtun
UKR,2022 Doha World Cup,final,HB,3.0,5.7,8.233,0.0,13.933,2022,illia kovtun
none,2023 Osijek World Challenge Cup,final,HB,6.0,5.4,8.1,0.0,13.5,2023,illia kovtun
none,2023 Osijek World Challenge Cup,qual,HB,2.0,5.7,8.25,0.0,13.95,2023,illia kovtun
USA,2022 Winter Cup,AAfinal,HB,9.0,4.5,8.65,0.0,13.15,2022,nicolas kuebler
IND,2022 Baku World Cup,qual,HB,28.0,4.3,6.366,0.0,10.666,2022,abhijeet kumar
GER,2023 Tel Aviv World Challenge Cup,final,HB,8.0,4.8,6.65,0.0,11.45,2023,alexander kunz
GER,2023 Tel Aviv World Challenge Cup,qual,HB,7.0,4.4,7.15,0.0,11.55,2023,alexander kunz
none,2023 Osijek World Challenge Cup,final,HB,8.0,4.8,8.266,0.0,13.066,2023,tomas kuzmickas
none,2023 Osijek World Challenge Cup,qual,HB,7.0,4.8,8.4,0.0,13.2,2023,tomas kuzmickas
CHN,2023 FISU World University Games,qual,HB,26.0,4.6,8.766,0.0,13.366,2023,xingyu lan
RSA,2023 FISU World University Games,qual,HB,77.0,3.9,5.966,0.0,9.866,2023,ruan lange
SUI,2023 Senior European Championships,AAfinal,HB,18.0,4.5,8.433,0.0,12.933,2023,florian langenegger
SUI,2023 Senior European Championships,qual,HB,32.0,4.5,8.5,0.0,13.0,2023,florian langenegger
SUI,EnBW DTB Pokal Team Challenge 2023,qual,HB,33.0,4.5,8.15,0.0,12.65,2023,florian langenegger
GBR,2022 British Gymnastics Championships,qual,HB,22.0,3.3,8.6,0.0,11.9,2022,james leaver
TPE,2023 FISU World University Games,final,HB,6.0,5.1,8.566,0.0,13.66,2023,chih lee
TPE,2023 FISU World University Games,qual,HB,11.0,5.2,8.6,0.0,13.8,2023,chih lee
JEY,BIRMINGHAM 2022 Commonwealth Games,AAfinal,HB,7.0,4.8,8.45,0.0,13.25,2022,daniel lee
JEY,BIRMINGHAM 2022 Commonwealth Games,qual,HB,25.0,4.4,7.65,0.0,12.05,2022,daniel lee
KOR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,66.0,5.3,7.566,0.0,12.866,2022,junghyo lee
KOR,2023 FISU World University Games,qual,HB,47.0,4.9,7.766,0.0,12.666,2023,junghyo lee
KOR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,94.0,5.6,6.633,0.0,12.233,2022,junho lee
SWE,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,95.0,3.8,8.4,0.0,12.2,2022,joakim lenberg
SWE,2022 Senior European Championships,qual,HB,86.0,3.4,8.733,0.0,12.133,2022,joakim lenberg
SWE,2023 Senior European Championships,qual,HB,120.0,3.4,7.333,0.0,10.733,2023,joakim lenberg
ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,33.0,5.4,8.1,0.0,13.5,2022,matteo levantesi
ITA,2022 Senior European Championships,qual,HB,21.0,5.1,8.433,0.0,13.533,2022,matteo levantesi
ITA,2022 Senior European Championships,TeamFinal,HB,11.0,5.1,8.233,0.0,13.333,2022,matteo levantesi
ITA,2023 Baku World Cup,qual,HB,44.0,4.9,5.233,0.0,10.133,2023,matteo levantesi
ITA,2023 Cottbus World Cup,qual,HB,12.0,5.1,8.033,0.0,13.133,2023,matteo levantesi
ITA,2023 Senior European Championships,qual,HB,12.0,5.4,8.0,0.0,13.4,2023,matteo levantesi
GBR,2023 British Gymnastics Championships,qual,HB,26.0,2.5,8.15,0.0,10.65,2023,henry lewis
GBR,2023 British Gymnastics Championships,qual,HB,18.0,4.5,7.65,0.0,12.15,2023,jamie lewis
SGP,2023 FISU World University Games,qual,HB,75.0,3.4,6.8,0.0,10.2,2023,jun yi zac liew
TPE,2023 FISU World University Games,qual,HB,37.0,4.4,8.533,0.0,12.933,2023,guan lin
TPE,2023 Baku World Cup,qual,HB,45.0,2.9,4.866,0.0,7.766,2023,guan yi lin
TPE,2023 Doha World Cup,qual,HB,14.0,4.4,8.1,0.0,12.5,2023,guan yi lin
ISR,2023 Senior European Championships,AAfinal,HB,6.0,4.8,8.633,0.0,13.433,2023,ilia liubimov
ISR,2023 Senior European Championships,qual,HB,17.0,4.8,8.433,0.0,13.233,2023,ilia liubimov
ISR,2023 Varna World Challenge Cup,qual,HB,10.0,4.8,8.1,0.0,12.9,2023,ilia liubimov
ISR,EnBW DTB Pokal Team Challenge 2023,qual,HB,53.0,4.5,6.85,0.0,11.35,2023,ilia liubimov
USA,2023 Baku World Cup,qual,HB,28.0,5.5,6.866,0.0,12.366,2023,riley loos
PUR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,99.0,4.9,7.233,0.0,12.133,2022,jose lopez
PUR,2023 Central American and Caribbean Games,AAfinal,HB,6.0,4.8,7.9,0.0,12.7,2023,jose lopez
PUR,2023 Central American and Caribbean Games,final,HB,8.0,4.5,6.6,0.0,11.1,2023,jose lopez
PUR,2023 Central American and Caribbean Games,qual,HB,4.0,4.8,7.85,0.0,12.65,2023,jose lopez
GBR,2022 British Gymnastics Championships,final,HB,4.0,4.6,8.2,0.0,12.8,2022,cameron lynn
GBR,2022 British Gymnastics Championships,qual,HB,5.0,4.6,8.9,0.0,13.5,2022,cameron lynn
GBR,2023 British Gymnastics Championships,final,HB,6.0,4.8,8.15,0.0,12.95,2023,cameron lynn
GBR,2023 British Gymnastics Championships,qual,HB,6.0,4.8,8.65,0.0,13.45,2023,cameron lynn
SCO,BIRMINGHAM 2022 Commonwealth Games,qual,HB,27.0,4.8,7.25,0.0,12.05,2022,cameron lynn
GBR,EnBW DTB Pokal Team Challenge 2023,qual,HB,48.0,4.3,7.3,0.0,11.6,2023,cameron lynn
USA,2022 Cairo World Cup,final,HB,4.0,4.9,8.533,0.0,13.433,2022,ian lasic-ellis
USA,2022 Cairo World Cup,qual,HB,6.0,4.9,8.333,0.0,13.233,2022,ian lasic-ellis
USA,2022 Winter Cup,AAfinal,HB,6.0,4.9,8.4,0.0,13.3,2022,ian lasic-ellis
USA,2023 Winter Cup,AAfinal,HB,14.0,5.7,7.0,0.0,12.7,2023,ian lasic-ellis
FIN,2022 Baku World Cup,qual,HB,16.0,4.8,7.866,0.0,12.666,2022,leo lehtinen
FIN,2022 Cairo World Cup,qual,HB,10.0,4.7,8.066,0.0,12.766,2022,leo lehtinen
ITA,2022 Cottbus World Cup,qual,HB,19.0,5.1,7.066,0.0,12.166,2022,matteo levantesi
GBR,2023 Osijek World Challenge Cup,qual,HB,21.0,4.5,6.4,0.0,10.9,2023,jamie lewis
USA,2022 Winter Cup,AAfinal,HB,7.0,4.6,8.65,0.0,13.25,2022,toby liang
ISR,2022 Baku World Cup,qual,HB,27.0,4.6,6.133,0.0,10.733,2022,ilia liubimov
ISR,2023 Osijek World Challenge Cup,qual,HB,16.0,4.5,7.65,0.0,12.15,2023,ilia liubimov
ISR,2023 Tel Aviv World Challenge Cup,qual,HB,6.0,4.5,7.25,0.0,11.75,2023,ilia liubimov
ISR,2023 Tel Aviv World Challenge Cup,final,HB,7.0,4.8,7.8,0.0,12.6,2023,ilia liubimov
USA,2022 Winter Cup,AAfinal,HB,24.0,4.8,7.5,0.0,12.3,2022,riley loos
USA,2023 Winter Cup,AAfinal,HB,7.0,5.0,8.45,0.0,13.45,2023,riley loos
GBR,2023 Tel Aviv World Challenge Cup,qual,HB,8.0,4.3,7.05,0.0,11.35,2023,cameron lynn
GBR,2023 Tel Aviv World Challenge Cup,final,HB,6.0,4.8,8.05,0.0,12.85,2023,cameron lynn
ITA,2023 Senior European Championships,qual,HB,25.0,4.9,8.266,0.0,13.166,2023,mario macchiati
ITA,EnBW DTB Pokal Team Challenge 2023,qual,HB,27.0,4.9,8.05,0.0,12.95,2023,mario macchiati
ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,15.0,6.1,7.966,0.0,14.066,2022,carlo macchini
ITA,2023 Cottbus World Cup,final,HB,2.0,6.1,8.033,0.0,14.133,2023,carlo macchini
ITA,2023 Cottbus World Cup,qual,HB,1.0,6.2,8.033,0.0,14.233,2023,carlo macchini
ITA,2023 Senior European Championships,final,HB,2.0,6.3,7.9,0.0,14.2,2023,carlo macchini
ITA,2023 Senior European Championships,qual,HB,1.0,6.1,8.133,0.0,14.233,2023,carlo macchini
CAY,BIRMINGHAM 2022 Commonwealth Games,AAfinal,HB,16.0,3.2,7.15,0.0,10.35,2022,igor magalhaes
CAY,BIRMINGHAM 2022 Commonwealth Games,qual,HB,31.0,3.2,8.05,0.0,11.25,2022,igor magalhaes
USA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,1.0,6.3,8.2,0.0,14.5,2022,brody malone
USA,2022 51st FIG Artistic Gymnastics World Championships,final,HB,1.0,6.3,8.5,0.0,14.8,2022,brody malone
USA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,5.0,6.3,8.133,0.0,14.433,2022,brody malone
USA,EnBW DTB Pokal Team Challenge 2023,final,HB,6.0,5.3,7.366,0.0,12.666,2023,brody malone
