Rank,D_Score,E_Score,Penalty,Score,Apparatus_code,Country_code,Name_code
37.0,4.7,8.166,0.0,12.866,3,5,535
19.0,5.4,8.233,0.0,13.633,3,5,535
9.0,5.7,7.4,0.1,13.0,0,25,492
5.0,5.2,7.25,0.0,12.45,1,25,492
5.0,5.2,7.95,0.0,13.15,1,25,492
7.0,5.9,7.7,0.0,13.6,2,25,492
3.0,6.4,7.75,0.0,14.15,2,25,492
3.0,5.9,7.9,0.0,13.8,3,25,492
5.0,5.9,7.0,0.0,12.9,3,25,492
6.0,4.7,8.4,0.0,13.1,4,25,492
7.0,4.7,8.15,0.0,12.85,4,25,492
24.0,5.2,7.05,0.0,12.25,3,5,536
8.0,5.4,6.8,0.0,12.2,3,5,536
6.0,5.1,8.25,0.0,13.35,3,5,536
43.0,5.0,5.9,0.0,10.9,1,23,14
3.0,5.5,8.466,0.0,13.966,1,23,14
8.0,5.5,8.033,0.0,13.533,1,23,14
5.0,5.7,7.666,0.0,13.366,0,12,530
3.0,5.7,8.75,0.0,14.45,0,12,530
41.0,4.8,7.65,0.0,12.45,1,12,530
35.0,5.2,7.95,0.0,13.15,2,12,530
26.0,4.7,7.8,0.0,12.5,3,12,530
31.0,5.0,8.15,0.0,13.15,4,12,530
15.0,5.2,9.35,0.0,14.55,5,12,530
13.0,8.1,4.6,0.0,12.7,1,78,272
10.0,8.4,5.1,0.0,13.5,2,78,272
10.0,8.25,4.6,0.0,12.85,4,78,272
26.0,5.4,7.833,0.1,13.133,0,53,510
29.0,4.2,7.633,0.0,11.833,1,53,510
30.0,4.5,7.866,0.0,12.366,2,53,510
31.0,5.3,7.8,0.0,13.1,3,53,510
35.0,4.1,7.933,0.0,12.033,4,53,510
30.0,4.8,8.933,0.0,13.733,5,53,510
30.0,4.0,9.0,0.0,13.0,5,53,510
19.0,4.5,7.0,0.0,11.5,1,18,240
21.0,5.7,6.6,0.0,12.3,2,18,240
15.0,5.0,7.15,0.0,12.15,4,18,240
6.0,5.4,7.7,0.0,13.1,0,18,119
4.0,5.7,8.0,0.3,13.4,0,18,119
2.0,5.8,8.05,0.0,13.85,0,18,119
1.0,5.6,8.15,0.0,13.75,1,18,119
1.0,5.6,8.2,0.0,13.8,1,18,119
1.0,5.6,7.6,0.0,13.2,1,18,119
1.0,5.8,8.35,0.0,14.15,2,18,119
17.0,5.6,6.95,0.0,12.55,2,18,119
5.0,4.5,7.8,0.0,12.3,3,18,119
6.0,4.5,6.85,0.0,11.35,3,18,119
6.0,4.8,7.85,0.0,12.65,3,18,119
11.0,4.2,7.55,0.0,11.75,4,18,119
6.0,4.3,8.05,0.0,12.35,4,18,119
2.0,4.8,9.25,0.0,14.05,5,18,119
7.0,4.8,9.0,0.0,13.8,5,18,119
31.0,3.8,6.55,0.0,10.35,0,58,269
31.0,3.6,6.75,0.0,10.35,2,58,269
16.0,5.3,7.8,0.0,13.1,0,10,62
29.0,4.4,6.9,0.0,11.3,1,10,62
24.0,4.8,6.9,0.0,11.7,2,10,62
14.0,4.0,7.55,0.0,11.55,3,10,62
22.0,4.1,8.35,0.0,12.45,4,10,62
17.0,4.8,8.95,0.0,13.75,5,10,62
12.0,5.2,7.5,0.0,12.7,1,10,279
6.0,4.9,7.1,0.0,12.0,3,10,279
3.0,5.3,7.85,0.0,13.15,3,10,279
16.0,4.4,8.35,0.0,12.75,4,10,279
32.0,5.5,7.8,0.1,13.2,0,9,504
16.0,5.0,8.45,0.0,13.45,1,9,504
44.0,5.4,7.4,0.0,12.8,2,9,504
38.0,5.0,6.9,0.0,11.9,3,9,504
26.0,4.7,8.55,0.0,13.25,4,9,504
24.0,5.2,8.85,0.1,13.95,5,9,504
100.0,3.8,7.866,0.0,11.666,0,38,100
92.0,3.5,8.466,0.0,11.966,1,38,100
66.0,5.0,7.866,0.0,12.866,2,38,100
53.0,4.6,8.2,0.0,12.8,3,38,100
21.0,5.7,8.033,0.0,13.733,4,38,100
79.0,4.0,9.2,0.0,13.2,5,38,100
17.0,5.7,7.6,0.2,13.1,0,10,233
1.0,5.7,8.7,0.0,14.4,1,10,233
1.0,5.7,8.65,0.0,14.35,1,10,233
2.0,5.9,8.57,0.0,14.466,2,10,233
1.0,6.4,8.95,0.0,15.35,2,10,233
1.0,6.2,7.8,0.0,14.0,3,10,233
1.0,6.1,8.0,0.0,14.1,3,10,233
3.0,5.1,8.8,0.0,13.9,4,10,233
12.0,5.2,8.8,0.1,14.1,5,10,233
29.0,5.6,8.033,0.0,13.633,0,28,233
15.0,5.5,8.2,0.0,13.7,1,28,233
4.0,6.0,7.9,0.0,13.9,1,28,233
1.0,6.5,8.833,0.0,15.333,2,28,233
1.0,6.5,8.566,0.0,15.066,2,28,233
3.0,6.5,8.666,0.0,15.166,2,28,233
8.0,5.8,8.1,0.0,13.9,3,28,233
1.0,6.1,8.5,0.0,14.6,3,28,233
2.0,6.1,8.333,0.0,14.433,3,28,233
9.0,5.6,8.666,0.0,14.266,4,28,233
3.0,5.6,8.5,0.0,14.1,4,28,233
26.0,5.2,9.2,0.1,14.3,5,28,233
12.0,6.0,8.033,0.0,14.033,0,70,39
23.0,5.6,7.8,0.0,13.4,0,70,39
40.0,4.9,8.333,0.0,13.233,1,70,39
65.0,5.3,7.6,0.0,12.9,2,70,39
75.0,4.9,7.1,0.0,12.0,3,70,39
15.0,5.0,8.2,0.0,13.2,3,70,39
58.0,4.9,8.1,0.0,13.0,4,70,39
30.0,5.0,9.233,0.0,14.233,5,70,39
23.0,5.6,7.8,0.0,13.4,5,70,39
4.0,5.0,9.3,0.0,14.3,5,70,39
8.0,5.6,8.933,0.0,14.533,5,70,39
57.0,7.8,4.7,0.0,12.5,0,4,18
54.0,7.9,4.3,0.0,12.2,1,4,18
28.0,8.566,4.8,0.0,13.366,2,4,18
53.0,6.5,5.4,0.0,11.9,3,4,18
70.0,8.1,3.8,0.0,11.9,4,4,18
65.0,9.066,4.0,0.0,13.066,5,4,18
23.0,4.7,8.0,0.2,12.5,0,4,17
14.0,4.8,8.6,0.0,13.4,2,4,17
19.0,5.4,7.55,0.0,12.95,3,4,17
19.0,3.8,8.4,0.0,12.2,4,4,17
11.0,4.7,8.0,0.1,12.6,0,4,17
11.0,4.8,8.0,0.0,12.8,2,4,17
9.0,5.2,7.0,0.0,12.2,3,4,17
8.0,3.8,8.15,0.0,11.95,4,4,17
8.0,3.8,8.75,0.0,12.55,4,4,17
73.0,4.4,7.966,0.0,12.366,1,20,208
97.0,3.9,8.233,0.0,12.133,2,20,208
110.0,4.7,6.533,0.0,11.233,3,20,208
116.0,4.2,7.7,0.0,11.9,4,20,208
87.0,5.5,6.933,0.0,12.433,0,6,11
96.0,4.5,7.066,0.0,11.566,1,6,11
78.0,4.6,8.0,0.0,12.6,2,6,11
110.0,3.6,5.7,0.0,9.3,3,6,11
97.0,4.0,8.066,0.0,12.066,4,6,11
72.0,4.8,8.833,0.1,13.533,5,6,11
5.0,5.1,8.0,0.0,13.1,0,52,343
16.0,5.1,7.55,0.1,12.55,0,52,343
9.0,4.7,7.55,0.0,12.25,1,52,343
13.0,4.7,7.35,0.0,12.05,1,52,343
6.0,5.2,8.15,0.0,13.35,2,52,343
5.0,4.8,7.75,0.0,12.55,2,52,343
5.0,5.2,8.25,0.0,13.45,2,52,343
10.0,3.7,7.8,0.0,11.5,3,52,343
7.0,4.5,6.45,0.0,10.95,3,52,343
5.0,4.5,8.15,0.0,12.65,3,52,343
6.0,4.5,7.75,0.0,12.25,4,52,343
5.0,4.4,8.45,0.0,12.85,4,52,343
9.0,4.5,7.8,0.0,12.3,4,52,343
4.0,4.8,9.15,0.0,13.95,5,52,343
16.0,4.8,8.7,0.1,13.4,5,52,343
63.0,2.7,5.3,4.0,4.0,3,59,378
32.0,3.2,6.966,0.0,10.166,1,59,378
47.0,3.6,6.433,0.0,10.033,3,59,378
62.0,7.933,4.2,0.0,12.133,0,59,377
27.0,8.533,4.8,0.0,13.333,1,59,377
72.0,7.5,4.0,0.0,11.5,2,59,377
69.0,7.666,3.4,0.0,11.066,3,59,377
76.0,7.5,4.0,0.0,11.5,4,59,377
75.0,8.9,4.0,0.3,12.6,5,59,377
106.0,4.9,7.4,0.1,12.2,0,61,259
43.0,4.8,8.066,0.0,12.866,1,61,259
61.0,4.9,8.133,0.0,13.033,2,61,259
48.0,4.8,8.1,0.0,12.9,3,61,259
106.0,4.1,8.1,0.0,12.2,4,61,259
85.0,4.4,9.066,0.0,13.466,5,61,259
44.0,5.5,7.766,0.0,13.266,0,61,463
99.0,4.8,6.366,0.0,11.166,1,61,463
57.0,5.2,7.9,0.0,13.1,2,61,463
113.0,3.2,7.733,3.0,7.933,3,61,463
33.0,5.0,8.4,0.0,13.4,4,61,463
77.0,5.6,7.966,0.3,13.266,5,61,463
21.0,5.2,8.666,0.0,13.866,5,61,463
56.0,5.7,7.666,0.2,13.166,0,61,463
76.0,4.7,7.666,0.0,12.366,1,61,463
36.0,4.9,8.633,0.0,13.533,2,61,463
116.0,4.0,6.9,0.0,10.9,3,61,463
92.0,5.0,7.633,0.0,12.633,4,61,463
16.0,5.2,9.2,0.0,14.4,5,61,463
6.0,5.7,7.8,0.0,13.5,0,61,463
5.0,5.7,8.266,0.0,13.966,0,61,463
44.0,4.4,6.333,0.0,10.733,1,61,463
13.0,4.9,8.666,0.0,13.566,2,61,463
53.0,4.2,6.9,0.0,11.1,3,61,463
39.0,4.6,7.0,0.0,11.6,4,61,463
42.0,7.433,5.7,0.1,13.033,0,61,464
55.0,7.5,4.7,0.0,12.2,1,61,464
45.0,8.233,4.5,0.0,12.733,2,61,464
77.0,6.133,4.4,0.0,10.533,3,61,464
28.0,8.4,5.0,0.0,13.4,4,61,464
49.0,7.966,5.6,0.0,13.56,5,61,464
14.0,7.866,5.6,0.0,13.466,5,61,464
8.0,5.6,7.866,0.1,13.366,5,61,464
6.0,5.6,8.966,0.0,14.566,5,61,464
65.0,5.0,8.0,0.0,13.0,0,7,342
9.0,5.5,8.0,0.0,13.5,1,7,342
19.0,5.5,8.466,0.0,13.966,2,7,342
2.0,6.2,8.366,0.0,14.566,3,7,342
8.0,6.2,7.966,0.0,14.166,3,7,342
119.0,4.6,7.233,0.0,11.833,4,7,342
8.0,4.9,7.366,0.0,12.266,1,7,342
7.0,5.5,7.966,0.0,13.466,1,7,342
27.0,6.2,7.333,0.0,13.533,3,7,342
58.0,5.0,8.233,0.1,13.133,0,19,199
49.0,5.3,7.533,0.0,12.833,1,19,199
80.0,5.2,7.533,0.0,12.733,2,19,199
100.0,4.7,6.933,0.0,11.633,3,19,199
28.0,4.7,8.766,0.0,13.466,4,19,199
35.0,4.8,9.3,0.0,14.1,5,19,199
35.0,5.2,6.2,0.0,11.4,1,19,199
8.0,5.6,7.233,0.0,12.833,2,19,199
6.0,6.0,8.366,0.0,14.366,2,19,199
34.0,5.0,7.966,0.0,12.966,3,19,199
32.0,5.5,8.033,0.0,13.533,0,19,326
1.0,6.0,8.4,0.0,14.4,1,19,326
1.0,5.8,8.433,0.0,14.233,1,19,326
72.0,6.2,5.833,0.0,12.033,3,19,326
21.0,5.5,6.7,0.0,12.2,0,10,460
7.0,3.7,7.8,0.0,11.5,1,10,460
9.0,4.1,8.5,0.0,12.6,1,10,460
14.0,5.1,7.8,0.0,12.9,2,10,460
8.0,3.5,5.5,0.0,9.0,3,10,460
8.0,5.5,7.15,0.0,12.65,3,10,460
18.0,3.9,8.6,0.0,12.5,4,10,460
27.0,7.9,5.4,0.0,13.3,0,41,289
12.0,5.4,8.0,0.1,13.3,0,41,289
19.0,8.6,4.9,0.0,13.5,1,41,289
7.0,4.9,8.7,0.0,13.6,1,41,289
8.0,7.233,5.7,0.0,12.93,2,41,289
14.0,8.266,5.7,0.0,13.966,2,41,289
6.0,5.7,8.6,0.0,14.3,2,41,289
29.0,8.0,4.8,0.0,12.8,3,41,289
14.0,4.8,8.0,0.0,12.8,3,41,289
35.0,8.566,4.5,0.0,13.066,4,41,289
10.0,4.5,8.733,0.0,13.233,4,41,289
7.0,5.2,9.033,0.0,14.233,5,41,289
56.0,8.233,5.2,0.0,13.433,5,41,289
20.0,5.4,8.3,0.1,13.6,0,41,289
23.0,5.0,8.1,0.0,13.1,1,41,289
48.0,4.9,7.4,0.0,12.3,2,41,289
24.0,4.8,7.75,0.0,12.55,3,41,289
20.0,5.2,8.95,0.0,14.15,5,41,289
63.0,5.8,7.566,0.3,13.066,0,70,301
11.0,5.9,7.966,0.0,13.866,3,70,301
9.0,5.6,9.0,0.1,14.5,5,70,301
6.0,5.2,8.8,0.1,13.9,5,70,301
8.0,5.2,9.033,0.0,14.233,5,70,301
78.0,5.0,7.766,0.1,12.666,0,33,475
68.0,4.0,8.5,0.0,12.5,1,33,475
59.0,4.5,8.566,0.0,13.066,2,33,475
114.0,3.6,6.366,3.0,6.966,3,33,475
51.0,5.1,8.0,0.0,13.1,4,33,475
98.0,4.0,8.933,0.1,12.833,5,33,475
45.0,6.966,5.7,0.0,12.666,4,33,475
7.0,5.4,7.1,0.0,12.5,0,52,443
7.0,5.6,7.8,0.0,13.4,0,52,443
10.0,3.9,8.15,0.0,12.05,1,52,443
25.0,4.2,7.6,0.0,11.8,2,52,443
7.0,4.8,7.7,0.0,12.5,3,52,443
21.0,4.7,7.0,0.0,11.7,4,52,443
7.0,4.8,9.0,0.0,13.8,5,52,443
113.0,5.0,6.833,0.0,11.833,0,33,29
100.0,4.4,7.466,0.0,11.866,1,33,29
80.0,4.7,7.4,0.0,12.1,3,33,29
65.0,6.6,5.5,0.0,12.1,0,33,29
66.0,7.133,4.5,0.0,11.633,1,33,29
50.0,8.233,4.3,0.0,12.533,2,33,29
39.0,6.566,6.0,0.0,12.566,3,33,29
62.0,7.933,4.2,0.0,12.133,4,33,29
44.0,8.833,4.8,0.0,13.63,5,33,29
66.0,5.1,8.033,0.3,12.833,0,55,226
23.0,4.6,8.866,0.0,13.466,1,55,226
13.0,5.5,8.666,0.0,14.166,2,55,226
74.0,4.3,7.7,0.0,12.0,3,55,226
65.0,4.2,8.666,0.0,12.866,4,55,226
60.0,4.8,9.1,0.1,13.8,5,55,226
124.0,5.3,5.633,0.5,10.433,0,55,226
34.0,5.0,8.0,0.0,13.0,1,55,226
94.0,5.1,7.233,0.0,12.333,2,55,226
99.0,3.7,7.933,0.0,11.633,3,55,226
80.0,4.2,8.566,0.0,12.766,4,55,226
77.0,4.8,8.866,0.0,13.666,5,55,226
7.0,7.366,5.4,0.0,12.766,1,55,226
4.0,8.4,5.0,0.0,13.4,1,55,226
3.0,8.166,5.9,0.0,14.06,2,55,226
2.0,8.55,5.9,0.0,14.45,2,55,226
45.0,4.6,8.633,0.0,13.233,0,39,331
63.0,4.3,8.3,0.0,12.6,1,39,331
108.0,3.1,7.566,3.0,7.666,2,39,331
102.0,3.6,7.166,0.0,10.766,3,39,331
98.0,4.0,8.033,0.0,12.033,4,39,331
100.0,4.8,8.3,0.3,12.8,5,39,331
57.0,4.6,8.633,0.1,13.133,0,39,331
87.0,4.2,8.0,0.0,12.2,1,39,331
95.0,3.9,8.3,0.0,12.2,2,39,331
112.0,3.6,7.533,0.0,11.133,3,39,331
112.0,4.1,7.966,0.0,12.066,4,39,331
71.0,4.8,8.9,0.0,13.7,5,39,331
25.0,4.6,5.4,0.0,10.0,3,63,365
6.0,5.8,7.566,0.3,13.066,0,9,549
11.0,5.9,8.15,0.0,14.05,0,9,549
20.0,5.0,8.25,0.0,13.25,1,9,549
36.0,5.5,7.65,0.0,13.15,2,9,549
39.0,5.0,8.0,0.0,13.0,4,9,549
2.0,5.2,9.333,0.0,14.533,5,9,549
6.0,5.2,9.2,0.0,14.4,5,9,549
2.0,5.2,9.1,0.0,14.3,5,9,549
6.0,5.2,9.4,0.0,14.6,5,9,549
85.0,5.2,7.466,0.2,12.466,0,40,412
55.0,5.2,7.966,0.0,13.166,2,40,412
58.0,4.6,8.033,0.0,12.633,3,40,412
27.0,5.4,8.166,0.0,13.566,4,40,412
33.0,5.2,9.1,0.1,14.2,5,40,412
19.0,5.2,7.833,0.1,12.933,5,40,412
111.0,4.5,7.366,0.0,11.866,0,40,412
41.0,5.0,8.466,0.0,13.466,2,40,412
20.0,5.5,8.233,0.0,13.733,4,40,412
26.0,5.2,9.033,0.0,14.233,5,40,412
52.0,4.6,6.55,0.0,11.15,0,40,412
54.0,4.4,6.65,0.0,11.05,2,40,412
25.0,5.5,7.8,0.0,13.3,4,40,412
22.0,5.2,8.9,0.0,14.1,5,40,412
8.0,7.533,5.0,0.0,12.53,2,75,548
7.0,8.4,5.4,0.0,13.8,2,75,548
7.0,7.7,5.4,0.0,13.1,4,75,548
6.0,7.85,5.9,0.0,13.75,4,75,548
7.0,7.766,5.2,0.1,12.866,5,75,548
7.0,9.0,5.2,0.0,14.2,5,75,548
7.0,9.0,4.8,0.1,13.7,5,75,548
7.0,8.7,4.8,0.0,13.5,5,75,548
25.0,5.2,8.633,0.0,13.833,5,75,548
25.0,4.8,8.566,0.0,13.366,5,75,548
45.0,7.666,5.3,0.0,12.966,0,75,547
34.0,7.633,5.5,0.0,13.133,4,75,547
70.0,7.766,5.2,0.0,12.966,5,75,547
93.0,4.7,7.533,0.0,12.233,4,39,236
94.0,5.7,6.866,0.0,12.566,4,39,236
5.0,5.2,8.4,0.0,13.6,2,40,413
6.0,5.2,8.3,0.0,13.5,2,40,413
6.0,5.2,7.8,0.0,13.0,4,40,413
3.0,5.2,8.3,0.0,13.5,4,40,413
1.0,5.2,8.8,0.0,14.0,5,40,413
3.0,5.2,8.2,0.1,13.3,5,40,413
3.0,5.2,9.0,0.1,14.1,5,40,413
1.0,5.2,9.2,0.0,14.4,5,40,413
60.0,5.1,7.933,0.0,13.033,0,55,238
19.0,5.2,8.366,0.0,13.566,1,55,238
39.0,5.0,8.633,0.0,13.633,2,55,238
88.0,4.2,7.366,0.0,11.566,3,55,238
71.0,4.4,8.4,0.0,12.8,4,55,238
53.0,4.8,9.1,0.0,13.9,5,55,238
10.0,5.9,7.75,0.1,13.55,0,10,217
2.0,5.7,8.1,0.0,13.8,1,10,217
5.0,6.2,7.65,0.0,13.85,2,10,217
4.0,5.7,6.67,0.0,12.366,3,10,217
7.0,5.9,6.75,0.0,12.65,3,10,217
4.0,5.4,8.35,0.0,13.75,4,10,217
3.0,5.2,9.45,0.0,14.65,5,10,217
4.0,5.5,8.433,0.0,13.933,1,28,217
7.0,5.5,8.4,0.0,13.9,1,28,217
1.0,5.5,8.566,0.0,14.066,1,28,217
16.0,5.8,8.333,0.0,14.133,2,28,217
7.0,5.8,8.5,0.0,14.3,2,28,217
10.0,5.9,8.033,0.0,13.933,3,28,217
6.0,5.9,7.866,0.0,13.766,3,28,217
29.0,5.2,8.333,0.0,13.533,4,28,217
12.0,5.2,8.233,0.0,13.433,4,28,217
53.0,4.7,6.6,0.0,11.3,2,4,462
44.0,4.5,6.85,0.0,11.35,3,4,462
43.0,4.4,8.75,0.1,13.05,5,4,462
28.0,5.5,7.75,0.0,13.25,0,4,218
52.0,4.4,7.0,0.0,11.4,1,4,218
46.0,5.0,7.55,0.0,12.55,2,4,218
32.0,4.0,8.15,0.0,12.15,3,4,218
51.0,5.0,7.1,0.0,12.1,4,4,218
12.0,5.2,7.95,0.3,12.85,5,4,218
12.0,5.2,7.5,0.1,12.6,5,4,218
9.0,5.6,8.45,0.0,14.05,0,44,507
8.0,5.8,8.05,0.0,13.85,1,44,507
4.0,6.3,7.6,0.0,13.9,2,44,507
2.0,6.3,8.5,0.0,14.8,2,44,507
8.0,5.9,7.65,0.0,13.55,3,44,507
35.0,5.6,7.5,0.0,13.1,4,44,507
25.0,5.2,8.8,0.1,13.9,5,44,507
2.0,8.7,6.0,0.0,14.7,0,44,97
14.0,5.9,7.333,0.0,13.233,0,44,97
1.0,8.566,6.7,0.0,15.266,1,44,97
5.0,8.5,6.1,0.0,14.6,2,44,97
1.0,8.733,6.3,0.0,15.033,3,44,97
13.0,5.5,7.466,0.0,12.966,3,44,97
12.0,8.533,5.8,0.0,14.333,4,44,97
3.0,9.166,5.6,0.0,14.76,5,44,97
1.0,6.0,8.5,0.0,14.5,1,44,97
1.0,6.2,8.5,0.0,14.7,1,44,97
56.0,2.6,7.7,6.0,4.3,2,44,97
1.0,6.0,8.6,0.0,14.6,3,44,97
8.0,5.8,8.3,0.0,14.1,4,44,97
26.0,5.2,8.866,0.0,14.066,5,36,245
26.0,4.0,8.933,0.0,12.933,5,36,245
40.0,5.5,5.333,0.0,10.833,0,36,246
41.0,4.1,7.233,0.0,11.333,3,36,246
37.0,3.3,5.166,0.3,8.166,4,36,246
39.0,5.0,8.333,0.0,13.333,0,56,473
16.0,5.2,8.466,0.0,13.666,1,56,473
37.0,5.2,8.466,0.0,13.666,2,56,473
46.0,5.1,7.866,0.0,12.966,3,56,473
39.0,4.6,8.7,0.0,13.3,4,56,473
14.0,5.2,9.3,0.0,14.5,5,56,473
18.0,5.1,8.166,0.0,13.266,0,56,473
54.0,5.1,8.066,0.0,13.166,0,56,473
22.0,5.0,6.366,0.0,11.366,1,56,473
7.0,5.5,7.433,0.0,12.933,1,56,473
8.0,5.3,8.2,0.0,13.5,1,56,473
23.0,4.8,8.1,0.0,12.9,2,56,473
33.0,5.2,8.366,0.0,13.566,2,56,473
20.0,4.6,7.2,0.0,11.8,3,56,473
117.0,4.8,6.033,0.0,10.833,3,56,473
62.0,4.6,8.433,0.0,13.033,4,56,473
15.0,4.6,8.5,0.0,13.1,4,56,473
20.0,5.2,7.9,0.0,13.1,5,56,473
8.0,5.2,9.3,0.0,14.5,5,56,473
9.0,8.05,4.9,0.0,12.95,0,56,473
1.0,8.533,5.3,0.0,13.833,1,56,473
3.0,8.25,5.3,0.0,13.55,1,56,473
25.0,5.9,6.65,0.0,12.55,0,10,183
27.0,4.5,5.95,0.0,10.45,2,10,183
3.0,4.9,8.43,0.0,13.333,4,10,183
5.0,4.9,8.6,0.0,13.5,4,10,183
2.0,5.6,9.13,0.0,14.733,5,10,183
21.0,5.6,7.8,0.0,13.4,5,10,183
2.0,5.2,9.13,0.0,14.333,5,10,183
21.0,5.2,8.9,0.1,14.2,5,10,183
4.0,6.4,7.8,0.0,14.2,0,28,183
1.0,6.3,8.3,0.0,14.6,0,28,183
14.0,5.4,8.466,0.0,13.866,4,28,183
1.0,5.6,9.4,0.0,15.0,5,28,183
7.0,5.6,7.933,0.3,13.233,5,28,183
3.0,5.6,9.1,0.0,14.7,5,28,183
3.0,6.2,7.75,0.4,13.55,0,10,183
2.0,6.2,8.0,0.1,14.1,0,10,183
5.0,5.3,8.4,0.0,13.7,2,10,183
5.0,5.3,8.4,0.0,13.7,4,10,183
6.0,5.3,8.35,0.0,13.65,4,10,183
37.0,6.1,7.05,0.3,12.85,0,28,183
15.0,5.3,8.35,0.0,13.65,4,28,183
1.0,5.6,9.033,0.0,14.633,5,28,183
1.0,5.6,9.25,0.0,14.85,5,28,183
1.0,5.6,9.5,0.0,15.1,5,28,183
1.0,5.6,9.4,0.0,15.0,5,28,183
6.0,8.433,6.1,0.0,14.53,4,5,521
9.0,8.366,6.1,0.0,14.466,4,5,521
35.0,4.5,8.8,0.0,13.3,1,5,519
5.0,6.2,8.533,0.0,14.733,4,5,519
3.0,6.2,8.666,0.0,14.866,4,5,519
6.0,6.0,8.433,0.0,14.433,4,5,519
8.0,6.0,8.3,0.0,14.3,4,5,519
9.0,5.2,8.366,0.0,13.566,4,5,519
8.0,6.0,8.4,0.0,14.4,4,5,519
6.0,6.0,8.35,0.1,14.25,0,77,50
54.0,4.9,5.4,0.0,10.3,1,77,50
4.0,6.0,8.7,0.0,14.7,2,77,50
3.0,5.6,8.533,0.0,14.133,3,77,50
3.0,5.7,8.55,0.0,14.25,3,77,50
5.0,5.9,7.466,0.0,13.366,4,77,50
3.0,5.9,8.65,0.0,14.55,4,77,50
4.0,6.0,7.766,0.3,13.466,5,77,50
2.0,6.0,9.45,0.0,15.45,5,77,50
4.0,5.2,9.033,0.1,14.133,5,77,50
2.0,5.2,9.1,0.0,14.3,5,77,50
24.0,5.1,7.55,0.1,12.55,0,10,169
19.0,3.7,8.55,0.0,12.25,1,10,169
26.0,3.3,7.95,0.0,11.25,2,10,169
29.0,2.9,5.95,3.0,5.85,3,10,169
25.0,3.8,8.35,0.0,12.15,4,10,169
15.0,5.2,8.75,0.0,13.95,5,10,169
15.0,4.8,7.3,0.3,12.4,5,10,169
86.0,4.7,7.966,0.0,12.666,0,38,370
107.0,3.8,7.733,0.0,11.533,1,38,370
113.0,4.5,6.3,0.0,10.8,2,38,370
127.0,4.2,6.1,0.0,10.3,3,38,370
123.0,3.6,7.933,0.0,11.533,4,38,370
71.0,4.8,8.9,0.0,13.7,5,38,370
73.0,6.6,5.1,0.4,11.3,0,32,79
33.0,8.1,5.1,0.0,13.2,1,32,79
40.0,7.8,5.2,0.0,13.0,2,32,79
50.0,6.666,5.3,0.0,11.966,3,32,79
38.0,8.0,5.0,0.0,13.0,4,32,79
43.0,8.933,4.8,0.1,13.63,5,32,79
3.0,5.9,8.3,0.0,14.2,0,32,354
4.0,6.0,8.266,0.0,14.266,0,32,354
54.0,4.4,8.733,0.0,13.133,4,32,354
34.0,5.2,8.933,0.0,14.133,5,32,354
15.0,5.6,8.3,0.0,13.9,0,30,354
35.0,4.9,7.7,0.0,12.6,1,30,354
37.0,4.4,8.7,0.0,13.1,2,30,354
16.0,5.3,7.7,0.0,13.0,3,30,354
40.0,4.4,8.55,0.0,12.95,4,30,354
17.0,5.2,9.25,0.0,14.45,5,30,354
2.0,5.7,8.166,0.0,13.866,0,32,354
8.0,5.7,8.233,0.0,13.933,0,32,354
93.0,5.7,6.833,0.0,12.533,0,68,43
95.0,4.2,7.766,0.0,11.966,1,68,43
76.0,3.9,8.833,0.0,12.733,2,68,43
118.0,3.6,7.2,0.0,10.8,3,68,43
98.0,4.2,8.166,0.0,12.366,4,68,43
64.0,4.8,8.933,0.0,13.733,5,68,43
25.0,5.7,7.466,0.0,13.166,0,68,43
42.0,4.2,6.733,0.0,10.933,1,68,43
29.0,5.7,6.7,0.0,12.4,0,68,43
20.0,4.2,8.0,0.0,12.2,1,68,43
101.0,5.6,6.066,0.0,11.666,0,11,107
54.0,4.4,8.433,0.0,12.833,1,11,107
10.0,5.7,8.633,0.0,14.333,2,11,107
17.0,5.1,8.533,0.0,13.633,3,11,107
49.0,5.3,7.833,0.0,13.133,4,11,107
29.0,5.2,9.166,0.1,14.266,5,11,107
76.0,5.3,7.566,0.0,12.866,0,55,310
60.0,4.6,8.0,0.0,12.6,1,55,310
98.0,4.7,7.433,0.0,12.133,2,55,310
59.0,4.8,9.0,0.0,13.8,5,55,310
40.0,4.2,7.233,0.0,11.433,2,46,532
10.0,6.1,8.333,0.0,14.433,3,46,532
23.0,5.3,8.3,0.1,13.5,0,30,80
43.0,5.3,7.0,0.0,12.3,1,30,80
43.0,5.2,7.6,0.0,12.8,2,30,80
14.0,5.1,8.15,0.0,13.25,3,30,80
22.0,5.0,8.3,0.0,13.3,4,30,80
1.0,6.1,8.5,0.0,14.6,4,5,520
1.0,5.9,8.55,0.0,14.45,4,5,520
80.0,5.0,7.7,0.1,12.6,0,72,262
49.0,4.8,8.166,0.0,12.966,1,72,262
20.0,5.3,8.766,0.0,14.066,2,72,262
115.0,2.2,7.066,4.0,5.266,3,72,262
42.0,4.5,8.733,0.0,13.233,4,72,262
66.0,4.8,8.933,0.0,13.733,5,72,262
82.0,5.1,7.7,0.1,12.7,0,72,262
62.0,4.9,7.7,0.0,12.6,1,72,262
38.0,5.5,8.033,0.0,13.533,2,72,262
125.0,3.2,7.266,0.0,10.466,3,72,262
