Name,Country,Competition,Location,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Abdulaziz MIRVALIEV,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,SR,26.0,5.4,7.566,0.0,12.966
Abdulaziz MIRVALIEV,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,VT,9.0,5.2,9.1,0.3,14.0
Abdulaziz MIRVALIEV,UZB,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,VT,9.0,5.2,9.133,0.1,14.233
Abdulaziz MIRVALIEV,UZB,World Cup,"Doha, Qatar",qual,FX,18.0,5.4,7.466,0.0,12.866
Abdulaziz MIRVALIEV,UZB,World Cup,"Doha, Qatar",qual,SR,19.0,5.7,7.533,0.0,13.233
Abdulaziz MIRVALIEV,UZB,World Cup,"Doha, Qatar",qual,VT,21.0,5.2,9.033,0.0,14.233
Abdulaziz MIRVALIEV,UZB,World Cup,"Doha, Qatar",qual,VT,21.0,5.2,7.866,0.0,13.066
Teppei MIWA,JPN,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,FX,48.0,4.9,6.566,0.4,11.066
Teppei MIWA,JPN,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,PB,35.0,5.1,6.6,0.0,11.7
Teppei MIWA,JPN,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,SR,21.0,5.4,7.8,0.0,13.2
Toma MODOIANU ZSEDER,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,HB,94.0,4.8,7.266,0.0,12.066
Toma MODOIANU ZSEDER,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,PH,86.0,4.5,7.466,0.0,11.966
Toma MODOIANU ZSEDER,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,21.0,5.8,7.9,0.0,13.7
Toma MODOIANU ZSEDER,ROU,World Cup,"Doha, Qatar",qual,HB,23.0,4.8,7.2,0.0,12.0
Toma MODOIANU ZSEDER,ROU,World Cup,"Doha, Qatar",qual,PH,42.0,4.6,6.5,0.0,11.1
Toma MODOIANU ZSEDER,ROU,World Cup,"Doha, Qatar",qual,SR,17.0,5.7,7.833,0.0,13.533
Toma Roland MODOIANU ZSEDER,ROU,2022 Senior European Championships,"Munich, Germany",qual,HB,47.0,4.9,8.1,0.0,13.0
Toma Roland MODOIANU ZSEDER,ROU,2022 Senior European Championships,"Munich, Germany",qual,PH,109.0,2.9,6.4,0.0,9.3
Toma Roland MODOIANU ZSEDER,ROU,2022 Senior European Championships,"Munich, Germany",qual,SR,28.0,5.1,8.433,0.0,13.533
Omar MOHAMED,EGY,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,FX,43.0,5.8,5.9,0.0,11.7
Omar MOHAMED,EGY,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,VT,32.0,5.2,8.866,0.3,13.766
Omar MOHAMED,EGY,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,VT,32.0,5.2,7.733,0.1,12.833
Omar MOHAMED,EGY,World Cup,"Doha, Qatar",qual,FX,13.0,5.9,7.433,0.1,13.233
Omar MOHAMED,EGY,World Cup,"Doha, Qatar",qual,HB,24.0,4.6,7.3,0.0,11.9
Omar MOHAMED,EGY,World Cup,"Doha, Qatar",qual,SR,15.0,5.7,8.266,0.0,13.966
Omar MOHAMED,EGY,World Cup,"Doha, Qatar",qual,VT,24.0,5.6,7.766,0.1,13.266
Omar MOHAMED,EGY,World Cup,"Doha, Qatar",qual,VT,24.0,4.8,9.133,0.1,13.833
Yul MOLDAUER,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,FX,2.0,5.7,8.533,0.0,14.233
Yul MOLDAUER,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,FX,2.0,5.7,8.8,0.0,14.5
Yul MOLDAUER,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PB,10.0,6.5,7.8,0.0,14.3
Yul MOLDAUER,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PH,19.0,5.6,7.35,0.0,12.95
Yul MOLDAUER,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,SR,13.0,5.8,8.0,0.0,13.8
Yul MOLDAUER,USA,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,VT,13.0,5.2,9.55,0.0,14.75
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,FX,16.0,5.6,7.733,0.0,13.333
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,15.0,5.6,8.166,0.0,13.766
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,HB,14.0,4.7,8.433,0.0,13.133
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",qual,HB,39.0,4.7,8.2,0.0,12.9
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,PB,18.0,5.1,8.266,0.0,13.366
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",qual,PB,42.0,5.1,8.366,0.0,13.466
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,PH,18.0,4.7,7.633,0.0,12.333
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",qual,PH,65.0,4.7,7.866,0.0,12.566
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,60.0,4.4,8.666,0.0,13.066
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,SR,19.0,4.4,8.433,0.0,12.833
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,VT,5.0,5.2,9.266,0.0,14.466
Botond MOLNAR,HUN,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,21.0,5.2,9.1,0.0,14.3
Botond MOLNAR,HUN,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",final,FX,2.0,8.233,5.6,0.0,13.83
Botond MOLNAR,HUN,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,FX,4.0,7.7,5.6,0.1,13.2
Botond MOLNAR,HUN,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",final,VT,8.0,7.766,5.2,0.0,12.966
Botond MOLNAR,HUN,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,VT,8.0,8.0,5.2,0.0,13.2
Botond MOLNAR,HUN,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,VT,8.0,9.2,4.8,0.0,14.0
Eamon MONTGOMERY,IRL,2022 Senior European Championships,"Munich, Germany",qual,FX,69.0,5.8,7.033,0.0,12.833
Eamon MONTGOMERY,IRL,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,35.0,5.9,7.6,0.0,13.5
Eamon MONTGOMERY,IRL,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,FX,18.0,5.9,7.533,0.0,13.433
Eamon MONTGOMERY,IRL,World Cup,"Doha, Qatar",qual,FX,19.0,5.9,6.966,0.0,12.866
Sergio MORENO,ESP,2023 Varna World Challenge Cup Results,"Varna, Bulgaria",qual,PH,24.0,6.2,4.2,0.0,10.4
Finlay MORGAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,19.0,4.7,8.1,0.0,12.8
Finlay MORGAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,HB,23.0,3.2,8.65,0.0,11.85
Finlay MORGAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,PB,28.0,3.9,6.5,0.0,10.4
Finlay MORGAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,PH,19.0,4.4,6.55,0.0,10.95
Finlay MORGAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,SR,30.0,3.9,7.15,0.0,11.05
Finlay MORGAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,18.0,4.8,8.85,0.0,13.65
Finlay MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,25.0,4.8,7.3,0.2,11.9
Finlay MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,HB,23.0,3.5,8.15,0.0,11.65
Finlay MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,PB,23.0,3.8,8.3,0.0,12.1
Finlay MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,PH,20.0,4.4,7.05,0.0,11.45
Finlay MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,SR,14.0,4.3,8.6,0.0,12.9
Samuel MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,26.0,3.9,7.15,0.0,11.05
Samuel MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,HB,30.0,2.5,5.45,0.0,7.95
Samuel MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,PB,20.0,3.6,8.65,0.0,12.25
Samuel MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,PH,11.0,4.8,7.65,0.0,12.45
Samuel MORGAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,SR,27.0,3.2,8.25,0.3,11.15
Mitchell MORGANS,AUS,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,HB,22.0,5.2,7.133,0.0,12.333
Mitchell MORGANS,AUS,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,PB,34.0,5.4,6.433,0.0,11.833
Mitchell MORGANS,AUS,World Cup,"Doha, Qatar",qual,HB,11.0,5.5,7.4,0.0,12.9
Mitchell MORGANS,AUS,World Cup,"Doha, Qatar",qual,PB,12.0,5.6,7.966,0.0,13.566
Rudi MORIANO,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,20.0,4.8,7.5,0.1,12.2
Rudi MORIANO,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,HB,12.0,3.8,8.75,0.0,12.55
Rudi MORIANO,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,PB,24.0,3.8,8.2,0.0,12.0
Rudi MORIANO,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,PH,27.0,3.4,5.8,0.0,9.2
Rudi MORIANO,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,SR,28.0,3.9,6.6,0.0,10.5
Sam MOSTOWFI,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,FX,7.0,5.7,7.7,0.0,13.4
Sam MOSTOWFI,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,4.0,5.7,8.2,0.0,13.9
Sam MOSTOWFI,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,HB,11.0,4.7,8.1,0.0,12.8
Sam MOSTOWFI,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,PB,7.0,4.9,7.63,0.0,12.533
Sam MOSTOWFI,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,PB,9.0,5.2,8.05,0.0,13.25
Sam MOSTOWFI,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,PH,15.0,3.7,7.4,0.0,11.1
Sam MOSTOWFI,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,SR,23.0,4.6,7.85,0.0,12.45
Sam MOSTOWFI,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,11.0,5.2,8.85,0.1,14.15
Sam MOSTOWFI,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,10.0,6.0,6.95,0.1,12.85
Sam MOSTOWFI,BRN,2023 British Gymnastics Championships,"Liverpool, England",final,HB,8.0,3.7,7.7,0.0,11.4
Sam MOSTOWFI,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,HB,7.0,4.7,8.7,0.0,13.4
Sam MOSTOWFI,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,PB,18.0,4.9,7.5,0.0,12.4
Sam MOSTOWFI,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,PH,16.0,4.4,7.75,0.0,12.15
Sam MOSTOWFI,BRN,2023 British Gymnastics Championships,"Liverpool, England",final,SR,8.0,4.6,7.45,0.0,12.05
Sam MOSTOWFI,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,SR,8.0,4.6,8.7,0.0,13.3
Moritz Tom MULLER,GER,2023 FISH World University Games,"Chengdu, China",qual,FX,58.0,7.733,5.2,0.5,12.433
Moritz Tom MULLER,GER,2023 FISH World University Games,"Chengdu, China",qual,SR,47.0,8.333,4.3,0.0,12.633
Moritz Tom MULLER,GER,2023 FISH World University Games,"Chengdu, China",qual,VT,38.0,8.933,4.8,0.0,13.73
Andrei Vasile MUNTEAN,ROU,2022 Senior European Championships,"Munich, Germany",qual,FX,42.0,5.3,8.0,0.0,13.3
Andrei Vasile MUNTEAN,ROU,2022 Senior European Championships,"Munich, Germany",qual,PB,17.0,5.9,8.233,0.0,14.133
Andrei Vasile MUNTEAN,ROU,2022 Senior European Championships,"Munich, Germany",qual,SR,17.0,5.3,8.533,0.0,13.833
Andrei Vasile MUNTEAN,ROU,2022 Senior European Championships,"Munich, Germany",qual,VT,52.0,5.2,8.833,0.1,13.933
Andrei Vasile MUNTEAN,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,31.0,5.3,8.233,0.0,13.533
Andrei Vasile MUNTEAN,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,HB,50.0,4.4,8.4,0.0,12.8
Andrei Vasile MUNTEAN,ROU,2023 10th Senior European Championships,"Antalya, Turkey",final,PB,4.0,5.9,8.5,0.0,14.4
Andrei Vasile MUNTEAN,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,PB,6.0,5.9,8.733,0.0,14.633
Andrei Vasile MUNTEAN,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,13.0,5.3,8.6,0.0,13.9
Andrei Vasile MUNTEAN,ROU,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,19.0,5.2,9.133,0.0,14.333
Andrei Vasile MUNTEAN,ROU,World Cup,"Doha, Qatar",qual,FX,20.0,5.3,7.5,0.0,12.8
Andrei Vasile MUNTEAN,ROU,World Cup,"Doha, Qatar",final,PB,5.0,5.9,8.733,0.0,14.633
Andrei Vasile MUNTEAN,ROU,World Cup,"Doha, Qatar",qual,PB,7.0,5.9,8.233,0.0,14.133
Alexander MYAKININ,ISR,2022 Senior European Championships,"Munich, Germany",qual,HB,30.0,5.8,7.6,0.0,13.4
Alexander MYAKININ,ISR,2022 Senior European Championships,"Munich, Germany",qual,PH,34.0,5.5,7.733,0.0,13.233
Alexander MYAKININ,ISR,2023 10th Senior European Championships,"Antalya, Turkey",qual,HB,66.0,5.3,7.166,0.0,12.466
Alexander MYAKININ,ISR,2023 10th Senior European Championships,"Antalya, Turkey",qual,PH,38.0,5.7,7.433,0.0,13.133
Alexander MYAKININ,ISR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",final,HB,4.0,5.5,7.9,0.0,13.4
Alexander MYAKININ,ISR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,HB,9.0,6.1,7.75,0.0,13.85
Alexander MYAKININ,ISR,EnBW DTB Pokal Team Challenge 2023,"Stuttgart, Germany",qual,PH,12.0,5.7,7.7,0.0,13.4
Alexander MYAKININ,ISR,FIG Apparatus World Cup 2023,"Cottbus, Germany",final,HB,7.0,6.0,6.8,0.0,12.8
Alexander MYAKININ,ISR,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,HB,5.0,6.0,7.7,0.0,13.7
Alexander MYAKININ,ISR,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,PH,22.0,5.8,7.9,0.0,13.7
Alexander MYAKININ,ISR,World Cup,"Doha, Qatar",final,HB,8.0,5.5,6.866,0.0,12.366
Alexander MYAKININ,ISR,World Cup,"Doha, Qatar",qual,HB,4.0,6.0,7.933,0.0,13.933
Alexander MYAKININ,ISR,World Cup,"Doha, Qatar",qual,PH,20.0,5.8,7.733,0.0,13.533
Victor Martinez,BEL,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,FX,14.0,5.5,7.8,0.0,13.3
Victor Martinez,BEL,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,HB,26.0,4.5,5.85,0.0,10.35
Victor Martinez,BEL,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,PB,18.0,5.4,7.8,0.0,13.2
Conor McGillivray,AUS,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,FX,16.0,5.0,8.25,0.0,13.25
Conor McGillivray,AUS,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,VT,15.0,4.8,8.8,0.1,13.5
Conor McGillivray,AUS,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,VT,15.0,4.0,8.85,0.0,12.85
Conor McGillivray,AUS,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,FX,10.0,4.8,8.2,0.1,12.9
Conor McGillivray,AUS,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,4.0,4.8,9.3,0.0,14.1
Conor McGillivray,AUS,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,5.0,4.8,9.35,0.0,14.15
Conor McGillivray,AUS,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,4.0,4.0,8.85,0.0,12.85
Conor McGillivray,AUS,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,5.0,4.0,8.9,0.0,12.9
Krisztofer Meszaros,HUN,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,FX,4.0,6.0,8.2,0.0,14.2
Krisztofer Meszaros,HUN,2023 Osijek Challenge Cup,"Osijek, Croatia.",final,FX,3.0,5.8,7.933,0.0,13.733
Krisztofer Meszaros,HUN,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,HB,12.0,5.2,7.5,0.0,12.7
Krisztofer Meszaros,HUN,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,PB,3.0,6.1,7.95,0.0,14.05
Krisztofer Meszaros,HUN,2023 Osijek Challenge Cup,"Osijek, Croatia.",final,PB,5.0,6.1,8.266,0.0,14.366
Krisztofer Meszaros,HUN,2023 Osijek Challenge Cup,"Osijek, Croatia.",final,PH,6.0,6.0,8.333,0.0,14.333
Krisztofer Meszaros,HUN,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,PH,2.0,5.8,8.6,0.0,14.4
Krisztofer Meszaros,HUN,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,VT,12.0,5.2,8.7,0.1,13.8
Krisztofer Meszaros,HUN,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,VT,12.0,4.0,9.15,0.0,13.15
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,FX,1.0,6.0,8.55,0.0,14.55
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,FX,1.0,6.0,8.15,0.2,13.95
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,HB,4.0,5.5,7.75,0.0,13.25
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,HB,4.0,5.5,7.0,0.0,12.5
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,PB,2.0,6.1,8.1,0.0,14.2
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,PB,2.0,6.1,8.05,0.0,14.15
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,PH,2.0,5.7,8.25,0.0,13.95
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,PH,2.0,5.7,8.5,0.0,14.2
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,SR,11.0,4.4,7.45,0.0,11.85
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,1.0,4.8,9.3,0.0,14.1
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,3.0,4.8,9.0,0.0,13.8
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,3.0,4.0,9.4,0.0,13.4
Krisztofer Meszaros,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,1.0,4.0,9.4,0.0,13.4
Nicolau Mir,ESP,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,FX,2.0,5.1,8.75,0.0,13.85
Nicolau Mir,ESP,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,FX,2.0,5.1,8.55,0.0,13.65
Nicolau Mir,ESP,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,PB,12.0,4.4,7.55,0.0,11.95
Nicolau Mir,ESP,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,7.0,4.8,9.1,0.0,13.9
Nicolau Mir,ESP,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,6.0,4.8,8.95,0.0,13.75
Nicolau Mir,ESP,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,7.0,4.0,9.05,0.0,13.05
Nicolau Mir,ESP,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,6.0,4.0,8.8,0.0,12.8
Botond Molnar,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,FX,5.0,5.6,8.0,0.0,13.6
Botond Molnar,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,FX,7.0,5.6,7.7,0.0,13.3
Botond Molnar,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,2.0,5.2,8.35,0.0,13.55
Botond Molnar,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,2.0,5.2,9.0,0.0,14.2
Botond Molnar,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,2.0,4.8,9.0,0.0,13.8
Botond Molnar,HUN,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,VT,2.0,4.8,9.1,0.0,13.9
Mitchell Morgans,AUS,2023 Osijek Challenge Cup,"Osijek, Croatia.",final,HB,7.0,6.2,7.166,0.0,13.366
Mitchell Morgans,AUS,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,HB,6.0,5.8,7.8,0.0,13.6
Mitchell Morgans,AUS,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,PB,12.0,6.1,7.45,0.0,13.55
Mitchell Morgans,AUS,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,HB,11.0,5.3,5.55,0.0,10.85
Mitchell Morgans,AUS,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,PB,6.0,5.7,7.9,0.0,13.6
Mitchell Morgans,AUS,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,PB,8.0,6.1,6.5,0.0,12.6
Sam Mostowfi,GBR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,FX,6.0,6.0,7.45,0.0,13.45
Sam Mostowfi,GBR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,FX,6.0,6.0,7.45,0.0,13.45
Sam Mostowfi,GBR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,HB,12.0,4.2,6.2,0.0,10.4
Sam Mostowfi,GBR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,9.0,5.6,7.45,0.0,13.05
Sam Mostowfi,GBR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,VT,9.0,4.0,9.15,0.0,13.15
Alexander Myakinin,ISR,2023 Osijek Challenge Cup,"Osijek, Croatia.",final,HB,5.0,5.7,8.0,0.0,13.7
Alexander Myakinin,ISR,2023 Osijek Challenge Cup,"Osijek, Croatia.",qual,PH,20.0,5.8,7.15,0.0,12.95
Alexander Myakinin,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",qual,HB,2.0,5.7,7.65,0.0,13.35
Alexander Myakinin,ISR,2023 Tel Aviv Challenge Cup,"Tel Aviv, Israel",final,HB,2.0,5.8,7.8,0.0,13.6
Abderrazak NASSER,MAR,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,HB,41.0,4.2,6.8,0.0,11.0
Abderrazak NASSER,MAR,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,PB,33.0,4.4,7.5,0.0,11.9
Abderrazak NASSER,MAR,FIG Apparatus World Cup 2023,"Cottbus, Germany",qual,PH,45.0,5.4,6.8,0.0,12.2
Joshua NATHAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,FX,9.0,5.6,8.05,0.0,13.65
Joshua NATHAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,HB,2.0,5.0,7.97,0.0,12.966
Joshua NATHAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,HB,8.0,5.1,8.1,0.0,13.2
Joshua NATHAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,PB,8.0,5.5,7.0,0.0,12.5
Joshua NATHAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,PB,8.0,5.3,8.05,0.0,13.35
Joshua NATHAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",final,PH,3.0,6.4,6.87,0.0,13.266
Joshua NATHAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,PH,4.0,6.7,6.2,0.0,12.9
Joshua NATHAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,SR,10.0,4.2,8.85,0.0,13.05
Joshua NATHAN,BRN,2022 British Gymnastics Championships,"Liverpool, England",qual,VT,7.0,5.2,9.1,0.0,14.3
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,FX,9.0,5.7,8.1,0.0,13.8
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,FX,18.0,5.8,7.966,0.0,13.766
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,HB,8.0,5.1,8.3,0.0,13.4
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,HB,15.0,5.1,8.233,0.0,13.333
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,PB,12.0,5.5,8.2,0.0,13.7
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,PB,57.0,5.5,7.633,0.0,13.133
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,PH,23.0,5.9,5.5,0.0,11.4
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,PH,19.0,5.6,7.933,0.0,13.533
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,SR,53.0,4.8,8.366,0.0,13.166
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,SR,17.0,4.6,8.333,0.0,12.933
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",AAfinal,VT,15.0,4.8,9.0,0.0,13.8
Joshua NATHAN,GBR,2023 10th Senior European Championships,"Antalya, Turkey",qual,VT,36.0,5.2,8.9,0.0,14.1
Joshua NATHAN,BRN,2023 British Gymnastics Championships,"Liverpool, England",qual,FX,13.0,5.8,7.05,0.1,12.75
