Name,Country,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Emilia KULCZYNSKA,POL,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,20.0,4.5,6.533,0.0,11.033
Emilia KULCZYNSKA,POL,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,16.0,3.8,8.4,0.1,12.1
Emilia KULCZYNSKA,POL,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,16.0,3.4,8.633,0.1,11.933
Meta KUNAVER,SLO,2023 FISU World University Games,qual,"Chengdu, China",BB,41.0,3.7,6.3,0.0,10.0
Meta KUNAVER,SLO,2023 FISU World University Games,qual,"Chengdu, China",FX,37.0,3.7,7.233,0.0,10.933
Meta KUNAVER,SLO,2023 FISU World University Games,qual,"Chengdu, China",UB,39.0,3.9,5.9,0.0,9.8
Meta KUNAVER,SLO,2023 FISU World University Games,qual,"Chengdu, China",VT,35.0,3.8,8.3,0.1,12.0
Meta KUNAVER,SLO,2023 FISU World University Games,qual,"Chengdu, China",VT,13.0,3.8,8.833,0.0,12.633
Meta KUNAVER,SLO,2023 Senior European Championships,qual,"Antalya, Turkey",BB,111.0,3.7,5.433,0.0,9.133
Meta KUNAVER,SLO,2023 Senior European Championships,qual,"Antalya, Turkey",FX,111.0,3.7,7.1,0.3,10.5
Meta KUNAVER,SLO,2023 Senior European Championships,qual,"Antalya, Turkey",UB,108.0,3.9,5.766,0.0,9.666
Meta KUNAVER,SLO,2023 Senior European Championships,qual,"Antalya, Turkey",VT,107.0,3.8,8.133,0.1,11.833
Meta KUNAVER,SLO,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,12.0,3.8,8.5,0.0,12.3
Meta KUNAVER,SLO,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT,12.0,3.8,8.433,0.0,12.233
Hima KUSUMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",BB,5.0,5.2,7.366,0.0,12.566
Hima KUSUMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,11.0,5.3,7.4,0.0,12.7
Hima KUSUMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,39.0,4.7,6.4,0.3,10.8
Hima KUSUMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,18.0,5.3,7.3,0.0,12.6
Hima KUSUMOTO,JPN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,18.0,5.0,8.3,0.3,13.0
Maisa KUUSIKKO,FIN,2022 Senior European Championships,qual,"Munich, Germany",BB,22.0,4.7,7.833,0.0,12.533
Maisa KUUSIKKO,FIN,2022 Senior European Championships,qual,"Munich, Germany",FX,15.0,5.2,7.666,0.0,12.866
Maisa KUUSIKKO,FIN,2022 Senior European Championships,qual,"Munich, Germany",UB,13.0,5.9,7.566,0.0,13.466
Maisa KUUSIKKO,FIN,2022 Senior European Championships,qual,"Munich, Germany",VT,17.0,4.6,8.733,0.0,13.333
Maisa KUUSIKKO,FIN,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,16.0,4.7,7.4,0.0,12.1
Maisa KUUSIKKO,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",BB,29.0,4.6,7.366,0.0,11.966
Maisa KUUSIKKO,FIN,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,15.0,5.2,7.3,0.2,12.3
Maisa KUUSIKKO,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",FX,32.0,5.2,7.266,0.1,12.366
Maisa KUUSIKKO,FIN,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,9.0,6.0,7.266,0.0,13.266
Maisa KUUSIKKO,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",UB,51.0,5.4,6.9,0.0,12.3
Maisa KUUSIKKO,FIN,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,17.0,4.2,8.9,0.0,13.1
Maisa KUUSIKKO,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",VT,34.0,4.2,8.9,0.0,13.1
Vasiliki KYRLIDOU,GRE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,38.0,4.7,3.433,0.1,8.033
Vasiliki KYRLIDOU,GRE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,31.0,4.1,6.333,0.0,10.433
Tjasa KYSSELEF,SLO,2022 Senior European Championships,qual,"Munich, Germany",VT,26.0,4.6,8.533,0.0,13.133
Tjasa KYSSELEF,SLO,2022 Senior European Championships,qual,"Munich, Germany",VT,14.0,4.2,8.4,0.0,12.6
Sara King,SLO,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,21.0,4.1,6.933,0.0,11.033
Sara King,SLO,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,21.0,4.2,7.1,0.0,11.3
Sara King,SLO,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",UB,20.0,3.3,7.7,0.0,11.0
Saara Kokko,FIN,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,28.0,4.7,5.033,0.0,9.733
Saara Kokko,FIN,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,15.0,4.6,7.366,0.0,11.966
Saara Kokko,FIN,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",UB,25.0,4.1,5.866,0.0,9.966
Tijana Korent,CRO,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,4.0,4.0,8.866,0.0,12.866
Tijana Korent,CRO,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,2.0,4.0,8.833,0.0,12.833
Tijana Korent,CRO,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,4.0,4.2,9.033,0.0,13.233
Tijana Korent,CRO,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,2.0,4.2,8.766,0.0,12.966
Shanté Koti,RSA,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,22.0,3.8,5.633,0.0,9.333
Shanté Koti,RSA,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,12.0,4.4,7.533,0.0,11.933
Tjasa Kysselef,SLO,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,26.0,3.8,6.166,0.0,9.966
Tjasa Kysselef,SLO,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,21.0,3.3,6.567,0.0,9.867
Anna-Lena KÖNIG,GER,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,39.0,4.0,7.0,0.1,10.9
Anna-Lena KÖNIG,GE1,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,16.0,5.0,7.35,0.0,12.35
Anna-Lena KÖNIG,GE1,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,38.0,4.9,5.5,0.0,10.4
Anna-Lena KÖNIG,GE1,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,12.0,4.4,8.75,0.0,13.15
Pin LAI,TPE,2023 FISH World University Games,AAfinal,"Chengdu, China",BB,15.0,4.9,6.2,0.0,11.1
Pin LAI,TPE,2023 FISH World University Games,AAfinal,"Chengdu, China",FX,11.0,4.6,7.333,0.0,11.933
Pin LAI,TPE,2023 FISH World University Games,AAfinal,"Chengdu, China",UB,13.0,4.1,7.5,0.0,11.6
Pin LAI,TPE,2023 FISH World University Games,AAfinal,"Chengdu, China",VT,14.0,4.2,8.566,0.0,12.766
Pin LAI,TPE,2023 FISU World University Games,qual,"Chengdu, China",BB,18.0,4.9,6.833,0.0,11.733
Pin LAI,TPE,2023 FISU World University Games,qual,"Chengdu, China",FX,13.0,4.6,7.633,0.0,12.233
Pin LAI,TPE,2023 FISU World University Games,qual,"Chengdu, China",UB,21.0,4.1,7.7,0.0,11.8
Pin LAI,TPE,2023 FISU World University Games,qual,"Chengdu, China",VT,17.0,4.2,8.766,0.0,12.96
Pin LAI,TPE,2023 FISU World University Games,final,"Chengdu, China",VT,7.0,3.4,8.633,0.0,12.033
Pin LAI,TPE,2023 FISU World University Games,qual,"Chengdu, China",VT,9.0,3.4,8.766,0.0,12.166
Pin Ju LAI,TPE,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,14.0,4.7,7.5,0.0,12.2
Pin Ju LAI,TPE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,21.0,4.9,5.966,0.0,10.866
Pin Ju LAI,TPE,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,40.0,4.8,6.033,0.5,10.333
Pin Ju LAI,TPE,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,21.0,4.9,6.866,0.0,11.766
Pin Ju LAI,TPE,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,10.0,4.7,7.6,0.0,12.3
Pin Ju LAI,TPE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,17.0,4.5,7.266,0.1,11.666
Pin Ju LAI,TPE,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,16.0,4.1,7.533,0.0,11.633
Pin Ju LAI,TPE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,23.0,4.1,7.2,0.0,11.3
Pin Ju LAI,TPE,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,11.0,4.1,7.533,0.0,11.633
Isabelle LAMB,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,27.0,3.9,7.25,0.0,11.15
Isabelle LAMB,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,38.0,4.0,7.4,0.0,11.4
Isabelle LAMB,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,40.0,2.8,7.5,0.0,10.3
Isabelle LAMB,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,39.0,3.8,6.2,0.0,10.0
Isabelle LAMB,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,32.0,4.1,7.15,0.3,10.95
Isabelle LAMB,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,33.0,2.7,7.75,0.0,10.45
Djenna LAROUI,FRA,2023 Senior European Championships,qual,"Antalya, Turkey",FX,13.0,5.0,7.866,0.0,12.866
Djenna LAROUI,FRA,2023 Senior European Championships,qual,"Antalya, Turkey",UB,18.0,5.5,7.7,0.0,13.2
Djenna LAROUI,FRA,2023 Senior European Championships,qual,"Antalya, Turkey",VT,77.0,3.8,8.666,0.0,12.466
Djenna LAROUI,FRA,2023 Senior European Championships,qual,"Antalya, Turkey",VT,12.0,3.8,8.733,0.0,12.533
Djenna LAROUI,FRA,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,24.0,4.5,6.033,0.0,10.533
Djenna LAROUI,FRA,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,24.0,4.8,4.433,0.0,9.233
Djenna LAROUI,FRA,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",UB,2.0,5.3,7.6,0.0,12.9
Djenna LAROUI,FRA,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,3.0,5.4,7.733,0.0,13.133
Djenna LAROUI,FRA,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",FX,4.0,4.8,8.066,0.2,12.666
Djenna LAROUI,FRA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,2.0,4.9,8.15,0.0,13.05
Djenna LAROUI,FRA,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",UB,5.0,5.3,6.166,0.3,11.166
Djenna LAROUI,FRA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,6.0,5.5,8.2,0.0,13.7
Djenna LAROUI,FRA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,32.0,3.8,8.7,0.0,12.5
Anna LASHCHEVSKA,UKR,2023 Senior European Championships,qual,"Antalya, Turkey",BB,53.0,5.7,5.633,0.1,11.233
Anna LASHCHEVSKA,UKR,2023 Senior European Championships,qual,"Antalya, Turkey",FX,48.0,4.9,7.166,0.0,12.066
Anna LASHCHEVSKA,UKR,2023 Senior European Championships,qual,"Antalya, Turkey",UB,32.0,5.6,7.133,0.0,12.733
Anna LASHCHEVSKA,UKR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,65.0,4.2,8.533,0.0,12.733
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",BB,3.0,5.7,7.733,0.0,13.433
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,3.0,5.7,7.833,0.0,13.533
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,24.0,5.6,5.266,0.1,10.766
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,21.0,5.2,6.966,0.0,12.166
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,final,"Doha, Qatar",BB,2.0,5.7,7.633,0.0,13.333
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,2.0,5.7,7.6,0.0,13.3
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,24.0,4.9,6.366,0.0,11.266
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,11.0,5.4,6.833,0.0,12.233
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,18.0,5.3,6.4,0.0,11.7
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,10.0,5.7,6.866,0.0,12.566
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,final,"Doha, Qatar",UB,1.0,5.6,7.9,0.0,13.5
Anna LASHCHEVSKA,UKR,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",UB,3.0,5.6,7.7,0.0,13.3
Michelle LAURITSEN,DEN,2022 Senior European Championships,qual,"Munich, Germany",UB,59.0,4.1,7.533,0.0,11.633
Michelle LAURITSEN,DEN,2022 Senior European Championships,qual,"Munich, Germany",VT,100.0,3.2,8.433,0.0,11.633
Alia LEAT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,21.0,5.4,6.0,0.0,11.4
Alia LEAT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,39.0,4.5,6.9,0.0,11.4
Alia LEAT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,39.0,4.6,5.85,0.0,10.45
Alia LEAT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,7.0,4.2,9.0,0.0,13.2
Dayeong LEE,KOR,2023 FISH World University Games,AAfinal,"Chengdu, China",BB,16.0,4.7,6.233,0.0,10.933
Dayeong LEE,KOR,2023 FISH World University Games,AAfinal,"Chengdu, China",FX,6.0,4.9,7.333,0.0,12.233
Dayeong LEE,KOR,2023 FISH World University Games,AAfinal,"Chengdu, China",UB,7.0,5.0,7.533,0.0,12.533
Dayeong LEE,KOR,2023 FISH World University Games,AAfinal,"Chengdu, China",VT,3.0,4.2,8.8,0.0,13.0
Dayeong LEE,KOR,2023 FISU World University Games,final,"Chengdu, China",BB,6.0,4.7,7.7,0.0,12.4
Dayeong LEE,KOR,2023 FISU World University Games,qual,"Chengdu, China",BB,7.0,4.7,8.066,0.0,12.766
Dayeong LEE,KOR,2023 FISU World University Games,final,"Chengdu, China",FX,6.0,4.9,7.466,0.0,12.36
Dayeong LEE,KOR,2023 FISU World University Games,qual,"Chengdu, China",FX,10.0,5.0,7.7,0.3,12.4
Dayeong LEE,KOR,2023 FISU World University Games,qual,"Chengdu, China",UB,25.0,4.9,6.5,0.0,11.4
Dayeong LEE,KOR,2023 FISU World University Games,qual,"Chengdu, China",VT,12.0,4.2,8.833,0.0,13.03
Madelen LEITNER,NOR,2022 Senior European Championships,qual,"Munich, Germany",FX,84.0,4.0,7.4,0.1,11.3
Milca LEON,VEN,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,11.0,4.5,6.65,0.0,11.15
Milca LEON,VEN,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",BB,8.0,3.8,4.65,0.0,8.45
Milca LEON,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,4.0,4.5,7.5,0.0,12.0
Milca LEON,VEN,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,14.0,4.2,6.85,0.1,10.95
Milca LEON,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,25.0,4.2,6.95,0.0,11.15
Milca LEON,VEN,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,8.0,4.6,7.3,0.0,11.9
Milca LEON,VEN,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",UB,7.0,4.6,7.4,0.0,12.0
Milca LEON,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,6.0,4.6,7.9,0.0,12.5
Milca LEON,VEN,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT,14.0,3.6,8.45,0.0,12.05
Milca LEON,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,21.0,3.6,8.8,0.0,12.4
Lucy LEWIS,GBR,2022 British Gymnastics Championships,final,"Liverpool, England",UB,8.0,5.0,5.65,0.0,10.65
Lucy LEWIS,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,8.0,5.1,7.5,0.0,12.6
Lucy LEWIS,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,14.0,4.6,7.3,0.0,11.9
Lucy LEWIS,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,18.0,4.3,7.45,0.1,11.65
Lucy LEWIS,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,23.0,5.0,6.45,0.0,11.45
Yi LIN,TPE,2023 FISU World University Games,qual,"Chengdu, China",BB,15.0,5.3,6.566,0.0,11.866
Yi LIN,TPE,2023 FISU World University Games,qual,"Chengdu, China",FX,34.0,4.2,7.033,0.1,11.133
Yi LIN,TPE,2023 FISU World University Games,qual,"Chengdu, China",UB,24.0,4.1,7.433,0.0,11.533
Yi LIN,TPE,2023 FISU World University Games,qual,"Chengdu, China",VT,20.0,4.2,8.566,0.0,12.76
Yi LIN,TPE,2023 FISU World University Games,qual,"Chengdu, China",VT,12.0,3.4,8.566,0.0,11.966
Dixie LINDSAY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,50.0,3.6,6.25,0.0,9.85
Dixie LINDSAY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,29.0,4.3,7.35,0.0,11.65
Dixie LINDSAY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,33.0,3.1,7.65,0.0,10.75
Dixie LINDSAY,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,38.0,3.6,8.75,0.0,12.35
Maia LLACER,ESP,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",UB,5.0,5.4,7.2,0.0,12.6
Maia LLACER SIRERA,ESP,2023 FISH World University Games,AAfinal,"Chengdu, China",BB,14.0,4.5,6.666,0.0,11.166
Maia LLACER SIRERA,ESP,2023 FISH World University Games,AAfinal,"Chengdu, China",FX,5.0,4.7,7.833,0.0,12.533
Maia LLACER SIRERA,ESP,2023 FISH World University Games,AAfinal,"Chengdu, China",UB,5.0,5.4,7.5,0.0,12.9
Maia LLACER SIRERA,ESP,2023 FISH World University Games,AAfinal,"Chengdu, China",VT,7.0,4.2,8.766,0.0,12.966
Maia LLACER SIRERA,ESP,2023 FISU World University Games,qual,"Chengdu, China",BB,12.0,4.5,7.8,0.0,12.3
Maia LLACER SIRERA,ESP,2023 FISU World University Games,final,"Chengdu, China",FX,8.0,4.6,7.133,0.1,11.63
Maia LLACER SIRERA,ESP,2023 FISU World University Games,qual,"Chengdu, China",FX,8.0,4.7,7.833,0.0,12.533
Maia LLACER SIRERA,ESP,2023 FISU World University Games,final,"Chengdu, China",UB,5.0,5.4,7.466,0.0,12.866
Maia LLACER SIRERA,ESP,2023 FISU World University Games,qual,"Chengdu, China",UB,10.0,5.4,7.4,0.0,12.8
Maia LLACER SIRERA,ESP,2023 FISU World University Games,qual,"Chengdu, China",VT,9.0,4.2,8.866,0.0,13.06
Maia LLACER SIRERA,ESP,2023 FISU World University Games,qual,"Chengdu, China",VT,11.0,3.4,8.566,0.0,11.966
Maia LLACER SIRERA,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",UB,26.0,5.4,7.533,0.0,12.933
Maia LLACER SIRERA,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",VT,60.0,4.2,8.6,0.0,12.8
Maia LLACER SIRERA,ESP,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,27.0,4.6,5.533,0.0,10.133
Maia LLACER SIRERA,ESP,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,7.0,5.4,7.0,0.0,12.4
Maisie LLOYD JONES,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,64.0,3.5,4.6,0.0,8.1
Maisie LLOYD JONES,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,45.0,4.0,6.95,0.0,10.95
Maisie LLOYD JONES,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,26.0,2.7,8.35,0.0,11.05
Maisie LLOYD JONES,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,31.0,3.6,9.05,0.0,12.65
Caitlin LOCHHEAD,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,33.0,4.4,6.4,0.0,10.8
Caitlin LOCHHEAD,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,31.0,4.5,7.15,0.0,11.65
Caitlin LOCHHEAD,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,58.0,3.0,5.85,0.0,8.85
Caitlin LOCHHEAD,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,41.0,3.4,8.7,0.0,12.1
Anna LOCMELE,LAT,2022 Senior European Championships,qual,"Munich, Germany",BB,114.0,4.4,4.6,0.0,9.0
Anna LOCMELE,LAT,2022 Senior European Championships,qual,"Munich, Germany",FX,114.0,3.4,6.166,0.1,9.466
Anna LOCMELE,LAT,2022 Senior European Championships,qual,"Munich, Germany",UB,118.0,1.8,4.2,0.0,6.0
Anna LOCMELE,LAT,2022 Senior European Championships,qual,"Munich, Germany",VT,91.0,3.4,8.433,0.0,11.833
Sara LOIKAS,FIN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,18.0,4.6,7.033,0.0,11.633
Sara LOIKAS,FIN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,22.0,3.9,5.733,0.0,9.633
Sara LOIKAS,FIN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,19.0,5.0,4.966,0.0,9.966
Sara LOIKAS,FIN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT,14.0,3.4,8.566,0.0,11.966
Sara Sofia LOIKAS,FIN,2023 FISU World University Games,qual,"Chengdu, China",BB,17.0,4.6,7.166,0.0,11.766
Sara Sofia LOIKAS,FIN,2023 FISU World University Games,qual,"Chengdu, China",FX,33.0,3.9,7.3,0.0,11.2
Sara Sofia LOIKAS,FIN,2023 FISU World University Games,qual,"Chengdu, China",UB,36.0,4.6,5.633,0.0,10.233
Sara Sofia LOIKAS,FIN,2023 FISU World University Games,qual,"Chengdu, China",VT,36.0,3.4,8.533,0.0,11.93
Louise LOPEZ,MEX,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,27.0,4.5,5.8,0.0,10.3
Louise LOPEZ,MEX,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,21.0,4.2,7.2,0.0,11.4
Noemie LOUON,BEL,2022 Senior European Championships,qual,"Munich, Germany",BB,13.0,4.8,8.133,0.0,12.933
Noemie LOUON,BEL,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,10.0,4.8,8.033,0.0,12.833
Noemie LOUON,BEL,2022 Senior European Championships,qual,"Munich, Germany",UB,24.0,4.9,8.033,0.0,12.933
Noemie LOUON,BEL,2022 Senior European Championships,qual,"Munich, Germany",VT,57.0,4.2,8.5,0.0,12.7
Cassandra LOUSTALOT,MEX,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,15.0,5.1,6.05,0.0,11.15
Cassandra LOUSTALOT,MEX,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,4.0,5.0,8.0,0.1,12.9
Cassandra LOUSTALOT,MEX,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,18.0,4.0,8.65,0.0,12.65
Huan LUO,CHN,2023 FISH World University Games,AAfinal,"Chengdu, China",BB,2.0,5.9,8.133,0.0,14.033
Huan LUO,CHN,2023 FISH World University Games,AAfinal,"Chengdu, China",FX,4.0,5.0,7.866,0.0,12.866
Huan LUO,CHN,2023 FISH World University Games,AAfinal,"Chengdu, China",UB,1.0,6.1,7.833,0.0,13.933
Huan LUO,CHN,2023 FISH World University Games,AAfinal,"Chengdu, China",VT,8.0,4.2,8.733,0.0,12.933
Huan LUO,CHN,2023 FISU World University Games,final,"Chengdu, China",BB,2.0,5.9,8.066,0.0,13.96
Huan LUO,CHN,2023 FISU World University Games,qual,"Chengdu, China",BB,3.0,5.7,8.0,0.0,13.7
Huan LUO,CHN,2023 FISU World University Games,qual,"Chengdu, China",FX,7.0,5.0,7.666,0.0,12.666
Huan LUO,CHN,2023 FISU World University Games,final,"Chengdu, China",UB,3.0,6.0,7.0,0.0,13.0
Huan LUO,CHN,2023 FISU World University Games,qual,"Chengdu, China",UB,2.0,6.1,8.1,0.0,14.2
Huan LUO,CHN,2023 FISU World University Games,qual,"Chengdu, China",VT,5.0,4.2,9.0,0.0,13.2
Jasmin MADER,AUT,2022 Senior European Championships,qual,"Munich, Germany",BB,47.0,4.4,7.466,0.0,11.866
Jasmin MADER,AUT,2022 Senior European Championships,qual,"Munich, Germany",FX,36.0,4.7,8.033,0.3,12.433
Jasmin MADER,AUT,2022 Senior European Championships,qual,"Munich, Germany",UB,48.0,4.5,7.566,0.0,12.066
Jasmin MADER,AUT,2022 Senior European Championships,qual,"Munich, Germany",VT,71.0,4.2,8.233,0.1,12.333
Jasmin MADER,AUT,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,13.0,4.5,7.6,0.0,12.1
Julie MADSOE,NOR,2022 Senior European Championships,qual,"Munich, Germany",BB,60.0,5.1,6.466,0.0,11.566
Julie MADSOE,NOR,2022 Senior European Championships,qual,"Munich, Germany",FX,93.0,4.6,6.533,0.0,11.133
Julie MADSOE,NOR,2022 Senior European Championships,qual,"Munich, Germany",UB,83.0,4.3,6.5,0.0,10.8
Julie MADSOE,NOR,2022 Senior European Championships,qual,"Munich, Germany",VT,34.0,4.2,8.733,0.0,12.933
Sani MAEKELAE,FIN,2022 Senior European Championships,qual,"Munich, Germany",BB,69.0,4.6,6.7,0.0,11.3
Sani MAEKELAE,FIN,2022 Senior European Championships,qual,"Munich, Germany",FX,43.0,4.6,7.633,0.0,12.233
Sani MAEKELAE,FIN,2022 Senior European Championships,qual,"Munich, Germany",UB,26.0,5.2,7.666,0.0,12.866
Sani MAEKELAE,FIN,2022 Senior European Championships,qual,"Munich, Germany",VT,21.0,4.6,8.666,0.0,13.266
