Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
46.0,Alissa MOERZ,AUT,4.6,7.5,0.0,12.1,2022,qual
50.0,Alissa MOERZ,AUT,4.5,7.833,0.0,12.333,2023,qual
114.0,Charlize MOERZ,AUT,4.1,6.766,0.0,10.866,2022,qual
25.0,Charlize MOERZ,AUT,4.1,7.033,0.0,11.133,2023,qual
58.0,Charlize MOERZ,AUT,4.1,8.066,0.0,12.166,2023,qual
39.0,Chiara MOISZI,GE2,3.4,6.4,0.0,9.8,2023,qual
15.0,Barbora MOKOSOVA,SVK,5.3,7.933,0.0,13.233,2022,qual
8.0,Barbora MOKOSOVA,SVK,4.7,5.4,0.3,9.8,2023,final
5.0,Barbora MOKOSOVA,SVK,5.2,8.133,0.0,13.333,2023,qual
40.0,Barbora MOKOSOVA,SVK,5.0,7.566,0.0,12.566,2023,qual
3.0,Barbora MOKOSOVA,SVK,5.1,7.766,0.0,12.866,2023,final
4.0,Barbora MOKOSOVA,SVK,5.1,7.866,0.0,12.966,2023,qual
97.0,Kate MOLLOY,IRL,2.9,7.233,0.0,10.133,2022,qual
97.0,Kate MOLLOY,IRL,4.4,5.866,0.0,10.266,2023,qual
29.0,Malla Alexandra MONTELL,FIN,4.3,6.433,0.0,10.733,2023,qual
16.0,Mercedes Mary MOORE,GBR,4.5,7.3,0.0,11.8,2022,qual
112.0,Emily MOORHEAD,IRL,2.1,6.166,0.0,8.266,2022,qual
136.0,Franciny MORALES,CRC,4.3,5.6,0.0,9.9,2022,qual
17.0,Franciny MORALES,CRC,4.0,5.55,0.0,9.55,2023,AAfinal
17.0,Franciny MORALES,CRC,4.1,7.35,0.0,11.45,2023,qual
85.0,Celeste MORDENTI,LUX,4.2,7.8,0.0,12.0,2022,qual
84.0,Celeste MORDENTI,LUX,4.2,6.5,0.0,10.7,2022,qual
89.0,Celeste MORDENTI,LUX,4.5,6.166,0.0,10.666,2023,qual
2.0,Alexa MORENO,MEX,5.5,7.15,0.0,12.65,2023,AAfinal
11.0,Alexa MORENO,MEX,5.5,7.0,0.3,12.2,2023,qual
17.0,Mali MORGAN,GBR,3.6,8.1,0.0,11.7,2022,qual
15.0,Mali MORGAN,GBR,4.4,7.5,0.0,11.9,2023,qual
9.0,Aoka MORI,JPN,5.6,7.3,0.0,12.9,2023,qual
37.0,Paige MORONEY,GBR,4.2,6.4,0.0,10.6,2022,qual
132.0,Sasiwimon MUEANGPHUAN,THA,3.9,6.3,0.0,10.2,2022,qual
4.0,Lilla Makai,HUN,5.3,7.533,0.0,12.833,2023,qual
8.0,Lilla Makai,HUN,2.9,5.133,0.0,8.033,2023,final
15.0,Konstantina Maragkou,GRE,3.7,4.933,0.0,8.633,2022,qual
6.0,Laia Masferrer,ESP,4.6,6.9,0.0,11.5,2023,final
6.0,Laia Masferrer,ESP,4.6,7.067,0.0,11.667,2023,qual
1.0,Nola Matthews,USA,5.8,8.15,0.0,13.95,2022,AAfinal
5.0,Nola Matthews,USA,5.7,7.75,0.0,13.45,2023,AAfinal
17.0,Konnor McClain,USA,5.4,7.05,0.0,12.45,2022,AAfinal
8.0,Zoe Miller,USA,6.1,7.0,0.0,13.1,2022,AAfinal
1.0,Zoe Miller,USA,6.4,7.5,0.0,13.9,2023,AAfinal
31.0,Annalisa Milton,USA,5.0,4.4,0.0,9.4,2023,AAfinal
25.0,Malea Milton,USA,5.0,6.4,0.0,11.4,2023,AAfinal
3.0,Maria Minaeva,RUS,5.9,6.633,0.0,12.533,2022,qual
2.0,Maria Minaeva,RUS,5.9,7.466,0.0,13.366,2022,final
23.0,Milana Minakovskaya,AZE,4.5,5.866,0.0,10.366,2022,qual
12.0,Milana Minakovskaya,AZE,4.3,6.0,0.0,10.3,2022,qual
3.0,Barbora Mokosova,SVK,5.2,8.1,0.0,13.3,2023,final
3.0,Barbora Mokosova,SVK,5.1,8.266,0.0,13.366,2023,qual
2.0,Barbora Mokosova,SVK,4.8,8.167,0.0,12.967,2023,qual
1.0,Barbora Mokosova,SVK,5.2,8.1,0.0,13.3,2023,final
4.0,Malla Montell,FIN,4.6,7.3,0.0,11.9,2023,final
7.0,Celeste Mordenti,unknown,4.5,7.9,0.0,12.4,2023,final
7.0,Celeste Mordenti,unknown,4.5,8.0,0.0,12.5,2023,qual
3.0,Elle Mueller,USA,5.4,8.05,0.0,13.45,2022,AAfinal
6.0,Elle Mueller,USA,5.8,7.6,0.0,13.4,2023,AAfinal
37.0,Janoah MÜLLER,GE2,4.4,6.75,0.0,11.15,2023,qual
23.0,Garcelle NAPIER,RSA,4.4,7.1,0.0,11.5,2022,qual
18.0,Ruthuja NATARAJ,IND,4.0,6.0,0.0,10.0,2022,AAfinal
15.0,Ruthuja NATARAJ,IND,4.5,7.45,0.0,11.95,2022,qual
103.0,Nadine Joy NATHAN,SGP,4.3,7.0,0.0,11.3,2022,qual
10.0,Nadine Joy NATHAN,SGP,4.4,7.65,0.0,12.05,2022,AAfinal
29.0,Nadine Joy NATHAN,SGP,4.3,6.4,0.0,10.7,2022,qual
105.0,Karla NAVAS,PAN,4.9,6.166,0.0,11.066,2022,qual
3.0,Karla Andrea NAVAS BOYD,PAN,5.3,7.25,0.0,12.55,2023,AAfinal
2.0,Karla Andrea NAVAS BOYD,PAN,5.5,7.55,0.0,13.05,2023,final
3.0,Karla Andrea NAVAS BOYD,PAN,5.3,7.8,0.0,13.1,2023,qual
35.0,Pranati NAYAK,IND,4.1,5.15,0.0,9.25,2022,qual
41.0,Laura NELSON,GBR,3.4,6.9,0.0,10.3,2022,qual
36.0,Laura NELSON,GBR,3.5,6.4,0.0,9.9,2023,qual
77.0,Ofir NETZER,ISR,4.8,7.366,0.0,12.166,2022,qual
40.0,Ofir NETZER,ISR,4.8,7.633,0.0,12.433,2022,qual
72.0,Mali NEURAUTER,NOR,4.2,7.0,0.0,11.2,2022,qual
83.0,Mali NEURAUTER,NOR,4.2,6.833,0.0,11.033,2023,qual
21.0,Mali NEURAUTER,NOR,4.0,4.966,0.0,8.966,2023,qual
4.0,Annalise NEWMAN ACHEE,TTO,4.8,7.55,0.0,12.35,2023,AAfinal
4.0,Annalise NEWMAN ACHEE,TTO,4.7,7.5,0.0,12.2,2023,final
4.0,Annalise NEWMAN ACHEE,TTO,4.7,8.15,0.0,12.85,2023,qual
40.0,Annalise NEWMAN ACHEE,TTO,3.0,6.8,4.5,5.3,2022,qual
142.0,Annalise Becca NEWMAN ACHEE,TTO,3.3,5.566,0.3,8.566,2022,qual
30.0,Viivi NIEMINEN,FIN,2.8,7.6,0.0,10.4,2023,qual
94.0,Camille NORMANN,DEN,2.2,8.066,0.0,10.266,2022,qual
26.0,Tran Doan Quynh Nam,VIE,0.1,8.7,8.5,0.3,2022,qual
22.0,Garcelle Napier,RSA,4.4,6.533,0.0,10.933,2023,qual
21.0,Marissa Neal,USA,4.1,6.7,0.0,10.8,2022,AAfinal
29.0,Marissa Neal,USA,5.5,5.35,0.0,10.85,2023,AAfinal
5.0,Ofir Netzer,ISR,4.9,7.433,0.0,12.333,2022,qual
6.0,Ofir Netzer,ISR,4.9,7.5,0.0,12.4,2022,final
13.0,Ofir Netzer,ISR,4.7,5.9,0.0,10.6,2023,qual
21.0,Mali Neurauter,NOR,4.2,7.1,0.0,11.3,2022,qual
20.0,Sophie O FLAHERTY,GBR,4.7,7.1,0.0,11.8,2023,qual
24.0,Milli De O HARA,GBR,3.6,7.65,0.0,11.25,2023,qual
15.0,Rosanna OJALA,FIN,4.5,6.366,0.0,10.866,2023,qual
13.0,Mana OKAMURA,JPN,5.4,6.9,0.0,12.3,2023,qual
115.0,Arina OLENOVA,LAT,3.2,4.966,0.0,8.166,2022,qual
42.0,Arina OLENOVA,LAT,1.9,7.166,0.0,9.066,2023,qual
36.0,Lorrane OLIVEIRA,BRA,5.6,7.633,0.0,13.233,2022,qual
125.0,Valeriia OSIPOVA,UKR,4.8,5.8,0.0,10.6,2022,qual
37.0,Valeriia OSIPOVA,UKR,5.0,7.533,0.0,12.533,2022,qual
26.0,Morgane OSYSSEK,FRA,5.3,6.85,0.0,12.15,2023,qual
90.0,Morgane OSYSSEK REIMER,FRA,4.9,5.533,0.0,10.433,2022,qual
15.0,Morgane OSYSSEK REIMER,FRA,5.3,7.5,0.0,12.8,2023,AAfinal
91.0,Morgane OSYSSEK REIMER,FRA,5.1,5.466,0.0,10.566,2023,qual
14.0,Yushan OU,CHN,5.8,7.4,0.0,13.2,2022,AAfinal
13.0,Yushan OU,CHN,5.8,8.366,0.0,14.166,2022,qual
3.0,Yushan OU,CHN,5.8,8.366,0.0,14.166,2023,qual
2.0,Yushan OU,CHN,5.7,8.133,0.0,13.833,2023,AAfinal
26.0,Rosanna Ojala,FIN,4.7,4.333,0.0,9.033,2023,qual
4.0,Lorrane Oliveira,unknown,5.5,7.366,0.0,12.866,2023,final
4.0,Lorrane Oliveira,unknown,5.5,7.8,0.0,13.3,2023,qual
9.0,Morgane Osyssek,FRA,5.2,6.433,0.0,11.633,2023,qual
141.0,Areti Paraskevi PAGONI,GRE,4.3,5.033,0.0,9.333,2022,qual
87.0,Areti Paraskevi PAGONI,GRE,4.3,6.233,0.0,10.533,2022,qual
21.0,Areti Paraskevi PAGONI,GRE,4.3,6.533,0.0,10.833,2023,qual
63.0,Areti Paraskevi PAGONI,GRE,4.3,7.566,0.0,11.866,2023,qual
98.0,Mariana PARENTE,POR,4.5,7.1,0.0,11.6,2022,qual
62.0,Mariana PARENTE,POR,4.5,7.033,0.0,11.533,2022,qual
25.0,Mariana PARENTE,POR,4.5,5.766,0.0,10.266,2023,qual
102.0,Mariana PARENTE,POR,4.7,5.466,0.0,10.166,2023,qual
26.0,Faustina PASCUCCI OSIROFF,ARG,3.9,7.1,0.0,11.0,2023,qual
5.0,Ruby PASS,AUS,5.8,7.833,0.0,13.633,2023,final
6.0,Ruby PASS,AUS,5.8,7.566,0.0,13.366,2023,qual
10.0,Ruby PASS,AUS,4.7,7.2,0.0,11.9,2023,qual
11.0,Ellie PATRICK,GBR,4.1,7.95,0.0,12.05,2022,qual
47.0,Tonya PAULSSON,SWE,4.8,8.066,0.0,12.866,2022,qual
25.0,Tonya PAULSSON,SWE,4.8,8.066,0.0,12.866,2022,qual
11.0,Tonya PAULSSON,SWE,5.0,7.466,0.0,12.466,2023,qual
12.0,Tonya PAULSSON,SWE,4.8,8.133,0.0,12.933,2023,AAfinal
19.0,Tonya PAULSSON,SWE,4.8,8.366,0.0,13.166,2023,qual
56.0,Carolyne PEDRO,BRA,5.2,7.6,0.0,12.8,2022,qual
35.0,Carolyne PEDRO,BRA,4.9,6.45,0.0,11.35,2023,qual
31.0,Macy PEGOLI,AUS,4.9,7.05,0.0,11.95,2023,qual
30.0,Yamilet PENA,DOM,4.0,5.45,0.3,9.15,2023,qual
31.0,Leasha PENGKEREGO RAVENSCROFT,GBR,4.2,6.7,0.0,10.9,2022,qual
31.0,Leasha PENGKEREGO RAVENSCROFT,GBR,4.5,6.2,0.0,10.7,2023,qual
112.0,Alais PEREA,ECU,4.1,6.8,0.0,10.9,2022,qual
7.0,Isuamy PERERA,CUB,4.1,7.85,0.0,11.95,2023,AAfinal
22.0,Isuamy PERERA,CUB,4.1,6.8,0.0,10.9,2023,qual
15.0,Ana PEREZ,ESP,5.3,8.1,0.0,13.4,2023,qual
47.0,Mia PERRYMENT,GBR,1.9,7.9,0.0,9.8,2022,qual
30.0,Mia PERRYMENT,GBR,3.6,7.15,0.0,10.75,2023,qual
116.0,Klara PETERKOVA,CZE,4.1,6.733,0.0,10.833,2022,qual
68.0,Klara PETERKOVA,CZE,4.1,7.233,0.0,11.333,2022,qual
26.0,Klara PETERKOVA,CZE,4.3,6.2,0.0,10.5,2023,qual
133.0,Freja PETERSEN,DEN,4.1,6.033,0.0,10.133,2022,qual
81.0,Freja PETERSEN,DEN,3.9,6.933,0.0,10.833,2022,qual
28.0,Alba PETISCO,ESP,5.2,7.633,0.0,12.833,2022,qual
17.0,Alba PETISCO,ESP,5.2,7.933,0.0,13.133,2022,TeamFinal
13.0,Alba PETISCO,ESP,5.2,7.733,0.0,12.933,2023,AAfinal
22.0,Alba PETISCO,ESP,5.2,7.9,0.0,13.1,2023,qual
13.0,Sheyen PETIT,FRA,5.1,8.0,0.0,13.1,2023,qual
117.0,Marija PETROVA,LAT,2.7,4.933,0.0,7.633,2023,qual
29.0,Amelie PFEIL,GE2,4.4,7.65,0.0,12.05,2023,qual
36.0,Erin PINDER,BAR,1.9,5.6,0.0,7.5,2022,qual
3.0,Erika PINXTEN,BEL,5.2,8.033,0.0,13.233,2023,final
5.0,Erika PINXTEN,BEL,5.2,7.733,0.0,12.933,2023,qual
40.0,Erika PINXTEN,BEL,3.5,4.4,0.0,7.9,2023,qual
32.0,Shandy POH,SGP,2.1,7.85,0.0,9.95,2022,qual
91.0,Dominika PONIZILOVA,CZE,4.4,6.0,0.0,10.4,2022,qual
28.0,Dominika PONIZILOVA,CZE,4.6,6.166,0.0,10.766,2023,qual
9.0,Dominika PONIZILOVA,CZE,4.7,7.333,0.0,12.033,2023,AAfinal
56.0,Dominika PONIZILOVA,CZE,4.7,7.533,0.0,12.233,2023,qual
22.0,Kacey PRATLEY,GBR,4.1,7.3,0.0,11.4,2022,qual
14.0,Kacey PRATLEY,GBR,4.3,7.65,0.0,11.95,2023,qual
123.0,Andreea PREDA,ROU,4.9,5.766,0.0,10.666,2022,qual
47.0,Andreea PREDA,ROU,4.9,7.2,0.0,12.1,2022,qual
15.0,Areti Pagoni,GRE,2.7,6.0,0.0,8.7,2022,qual
16.0,Areti Pagoni,GRE,1.9,4.566,0.0,6.466,2022,qual
11.0,Katrin Palicka,AUT,4.8,6.467,0.0,11.267,2023,qual
21.0,Meghan Pead,RSA,4.0,6.966,0.0,10.966,2023,qual
10.0,Denelle Pedrick,unknown,4.3,8.133,0.0,12.433,2023,qual
5.0,Carolyne Pedro,BRA,5.0,7.8,0.0,12.8,2022,final
6.0,Carolyne Pedro,BRA,4.9,7.866,0.0,12.766,2022,qual
10.0,Ana Perez,ESP,4.5,7.033,0.0,11.533,2023,qual
14.0,Alba Petisco,ESP,5.2,6.133,0.0,11.333,2022,qual
18.0,Pham Nhu Phuong,VIE,4.0,7.8,0.0,11.8,2022,qual
9.0,Brooke Pierson,USA,5.4,7.65,0.0,13.05,2022,AAfinal
22.0,Brooke Pierson,USA,5.2,6.4,0.0,11.6,2023,AAfinal
23.0,Michelle Pineda,USA,4.8,6.7,0.0,11.5,2023,AAfinal
24.0,Mane Poghosyan,unknown,4.0,6.033,0.0,10.033,2023,qual
4.0,Vera van Pol,NED,5.0,8.0,0.0,13.0,2022,qual
3.0,Vera van Pol,NED,5.0,7.966,0.0,12.966,2022,final
18.0,Christiane Popovich,USA,5.5,6.55,0.0,12.05,2023,AAfinal
1.0,Qiyuan QIU,CHN,6.2,8.5,0.0,14.7,2023,final
1.0,Qiyuan QIU,CHN,6.2,8.566,0.0,14.766,2023,qual
6.0,Qiyuan QIU,CHN,6.1,5.533,0.0,11.633,2023,final
1.0,Qiyuan QIU,CHN,6.4,8.366,0.0,14.766,2023,qual
24.0,Lea QUAAS,GE1,4.2,8.1,0.0,12.3,2023,qual
34.0,Lea Marie QUAAS,GER,5.0,7.7,0.0,12.7,2023,qual
8.0,Lea Marie Quaas,GER,4.6,6.733,0.0,11.333,2022,final
8.0,Lea Marie Quaas,GER,4.3,8.166,0.0,12.466,2022,qual
8.0,Lea Marie Quaas,GER,4.6,7.5,0.0,12.1,2022,qual
5.0,Lea Marie Quaas,GER,4.6,7.833,0.0,12.433,2022,final
26.0,Mammule RANKOE,RSA,4.2,6.7,0.0,10.9,2022,qual
80.0,Camille RASMUSSEN,DEN,4.3,7.766,0.0,12.066,2022,qual
51.0,Camille RASMUSSEN,DEN,4.2,7.766,0.0,11.966,2022,qual
69.0,Camille RASMUSSEN,DEN,4.2,7.333,0.0,11.533,2023,qual
99.0,Valerija RATOBILSKA,LAT,3.6,6.633,0.0,10.233,2023,qual
127.0,Paula RAYA,ESP,4.9,5.666,0.0,10.566,2022,qual
32.0,Paula RAYA I ARTIGAS,ESP,5.1,7.6,0.0,12.7,2022,qual
23.0,Paula RAYA I ARTIGAS,ESP,5.0,7.466,0.0,12.466,2022,TeamFinal
131.0,Lihie RAZ,ISR,4.7,5.566,0.0,10.266,2022,qual
42.0,Lihie RAZ,ISR,4.9,7.433,0.0,12.333,2022,qual
19.0,Lihie RAZ,ISR,4.9,6.633,0.0,11.533,2023,qual
77.0,Lihie RAZ,ISR,4.7,6.533,0.0,11.233,2023,qual
33.0,Danyella RICHARDS,JAM,2.8,7.1,0.0,9.9,2022,qual
20.0,Joscelyn ROBERSON,USA,5.1,6.3,0.0,11.4,2023,qual
14.0,Joscelyn ROBERSON,USA,5.3,7.7,0.0,13.0,2023,qual
61.0,Ella ROBINSON,GBR,3.4,4.9,0.0,8.3,2022,qual
29.0,Ella ROBINSON,GBR,3.2,7.55,0.0,10.75,2023,qual
55.0,Lucy ROBINSON,GBR,3.9,5.4,0.0,9.3,2022,qual
13.0,Anelena RODRIGUEZ,CRC,4.4,7.65,0.0,12.05,2023,qual
5.0,Rachel RODRIGUEZ,CRC,4.5,7.8,0.0,12.3,2023,AAfinal
15.0,Rachel RODRIGUEZ,CRC,4.3,7.65,0.0,11.95,2023,qual
13.0,Marie ROENBECK,NOR,4.1,7.366,0.0,11.466,2023,qual
117.0,Keira ROLSTON LARKING,NZL,4.2,6.633,0.0,10.833,2022,qual
41.0,Caitlin ROOSKRANTZ,RSA,5.3,7.8,0.0,13.1,2022,qual
9.0,Caitlin ROOSKRANTZ,RSA,5.3,6.85,0.0,12.15,2022,AAfinal
3.0,Caitlin ROOSKRANTZ,RSA,5.8,7.633,0.0,13.433,2022,final
7.0,Caitlin ROOSKRANTZ,RSA,5.8,7.55,0.0,13.35,2022,qual
32.0,Abigail ROPER,GBR,4.2,6.65,0.0,10.85,2022,qual
32.0,Abigail ROPER,GBR,4.1,6.5,0.0,10.6,2023,qual
23.0,Emily ROPER,GBR,4.4,7.0,0.0,11.4,2022,qual
12.0,Emily ROPER,GBR,4.9,7.2,0.0,12.1,2023,qual
20.0,Emma ROSS,AUS,2.7,6.533,0.0,9.233,2023,qual
14.0,Paola RUANO,ESA,3.5,7.5,0.0,11.0,2023,AAfinal
21.0,Paola RUANO,ESA,3.5,7.6,0.0,11.1,2023,qual
50.0,Cinthia RUIZ RODRIGUEZ,MEX,5.4,7.433,0.0,12.833,2022,qual
28.0,Hayley RUSHTON,GBR,3.9,6.9,0.0,10.8,2023,qual
14.0,Ellie RUSSELL,GBR,4.8,7.05,0.0,11.85,2022,qual
14.0,Kirsten Rampono,RSA,4.5,5.867,0.0,10.367,2023,qual
15.0,Clara Raposo,unknown,4.2,7.5,0.0,11.7,2023,qual
12.0,Lihie Raz,ISR,4.9,6.267,0.0,11.167,2023,qual
24.0,Joscelyn Roberson,USA,3.7,6.05,0.0,9.75,2022,AAfinal
29.0,Joscelyn Roberson,USA,5.1,5.75,0.0,10.85,2023,AAfinal
1.0,Caitlin Rooskrantz,RSA,5.4,6.9,0.0,12.3,2022,final
3.0,Caitlin Rooskrantz,RSA,5.1,6.966,0.0,12.066,2022,qual
20.0,Katelyn Rosen,USA,4.8,6.8,0.0,11.6,2022,AAfinal
16.0,Katelyn Rosen,USA,5.4,7.15,0.0,12.55,2023,AAfinal
8.0,Adelina Rylko,BLR,4.5,7.233,0.0,11.733,2022,final
4.0,Adelina Rylko,BLR,4.4,8.133,0.0,12.533,2022,qual
104.0,Nina SABIC,SRB,1.7,8.233,0.0,9.933,2023,qual
16.0,Ilayda SAHIN,TUR,4.5,7.633,0.0,12.133,2023,qual
8.0,Ilayda SAHIN,TUR,4.5,7.666,0.0,12.166,2023,AAfinal
21.0,Ayaka SAKAGUCHI,JPN,4.6,6.8,0.0,11.4,2023,qual
4.0,Ayaka SAKAGUCHI,JPN,5.1,7.8,0.0,12.9,2023,final
8.0,Ayaka SAKAGUCHI,JPN,5.1,8.1,0.0,13.2,2023,qual
3.0,Ayaka SAKAGUCHI,JPN,5.1,8.033,0.0,13.133,2023,AAfinal
128.0,Lahna SALEM,ALG,4.7,5.766,0.0,10.466,2022,qual
17.0,Lahna SALEM,ALG,4.7,5.633,0.0,10.333,2023,qual
6.0,Deborah SALMINA,VEN,4.8,7.25,0.0,12.05,2023,AAfinal
14.0,Deborah SALMINA,VEN,4.8,7.2,0.0,12.0,2023,qual
29.0,Ahtziri SANDOVAL,MEX,5.5,7.9,0.0,13.4,2022,qual
7.0,Ahtziri SANDOVAL,MEX,5.3,7.2,0.0,12.5,2023,qual
130.0,Franchesca SANTI,CHI,4.3,6.033,0.0,10.333,2022,qual
52.0,Sofia SAPORITA,GBR,2.7,6.9,0.0,9.6,2022,qual
37.0,Flavia SARAIVA,BRA,5.1,8.1,0.0,13.2,2022,qual
78.0,Rocio SAUCEDO,ARG,4.3,7.833,0.0,12.133,2022,qual
93.0,Nazli SAVRANBASI,TUR,5.0,5.333,0.0,10.333,2022,qual
27.0,Kate SAYER,AUS,4.6,7.5,0.0,12.1,2023,qual
2.0,Sophie Celina SCHEDER,GER,5.3,8.133,0.0,13.433,2023,final
4.0,Sophie Celina SCHEDER,GER,5.4,8.333,0.0,13.733,2023,qual
32.0,Jessica SCHLEGEL,GE2,4.2,7.6,0.0,11.8,2023,qual
23.0,Karina SCHOENMAIER,GER,4.7,7.433,0.0,12.133,2022,AAfinal
59.0,Karina SCHOENMAIER,GER,5.1,7.6,0.0,12.7,2022,qual
31.0,Rihab Sidra SEDHANE,ALG,3.4,7.0,0.0,10.4,2023,qual
4.0,Elisabeth SEITZ,GER,6.1,8.266,0.0,14.366,2022,final
8.0,Elisabeth SEITZ,GER,6.1,8.3,0.0,14.4,2022,qual
1.0,Elisabeth SEITZ,GER,6.1,8.333,0.0,14.433,2022,final
5.0,Elisabeth SEITZ,GER,6.0,8.2,0.0,14.2,2022,qual
2.0,Elisabeth SEITZ,GER,6.0,8.3,0.0,14.3,2022,TeamFinal
8.0,Elisabeth SEITZ,GER,5.7,6.366,0.0,12.066,2023,final
2.0,Elisabeth SEITZ,GER,5.9,8.2,0.0,14.1,2023,qual
3.0,Elisabeth SEITZ,GER,6.1,8.1,0.0,14.2,2023,final
3.0,Elisabeth SEITZ,GER,6.1,8.3,0.0,14.4,2023,qual
3.0,Mikako SERITA,JPN,5.6,7.633,0.0,13.233,2023,final
2.0,Mikako SERITA,JPN,5.7,7.933,0.0,13.633,2023,qual
75.0,Silviana SFIRINGU,ROU,4.6,6.533,0.0,11.133,2022,qual
32.0,Ayazhan SHAMSHITDINOVA,KAZ,3.5,6.566,0.0,10.066,2023,qual
87.0,Zeina SHARAF,EGY,4.7,7.3,0.0,12.0,2022,qual
43.0,Maggie May SHEPHERD,GBR,3.0,6.15,0.0,9.15,2023,qual
55.0,Solyi SHIN,KOR,5.0,7.8,0.0,12.8,2022,qual
27.0,Stefanie SIEGENTHALER,SUI,4.9,7.933,0.0,12.833,2022,qual
17.0,Josiany SILVA,BRA,4.9,7.85,0.0,12.75,2023,qual
6.0,Kelly SIMM,GBR,5.8,6.75,0.0,12.55,2022,final
1.0,Kelly SIMM,GBR,6.2,7.55,0.0,13.75,2022,qual
17.0,Kelly SIMM,ENG,5.7,6.1,0.0,11.8,2022,qual
23.0,Kaja SKALSKA,POL,4.4,6.233,0.0,10.633,2023,qual
76.0,Kaja SKALSKA,POL,4.4,6.833,0.0,11.233,2023,qual
93.0,Emma SLEVIN,IRL,4.9,6.833,0.0,11.733,2022,qual
98.0,Emma SLEVIN,IRL,4.1,6.033,0.0,10.133,2022,qual
64.0,Emma SLEVIN,IRL,4.7,7.133,0.0,11.833,2023,qual
18.0,Lottie SMITH,GBR,4.4,7.3,0.0,11.7,2022,qual
18.0,Lottie SMITH,GBR,4.6,7.25,0.0,11.85,2023,qual
30.0,Julia SOARES,BRA,4.8,7.25,0.0,12.05,2023,qual
86.0,Lia SOBRAL,POR,4.0,6.633,0.0,10.633,2022,qual
27.0,Lara SPEERS,GBR,3.1,7.7,0.0,10.8,2023,qual
54.0,Emma SPENCE,CAN,4.9,7.9,0.0,12.8,2022,qual
4.0,Emma SPENCE,CAN,5.0,7.95,0.0,12.95,2022,AAfinal
6.0,Emma SPENCE,CAN,5.0,7.733,0.0,12.733,2022,final
9.0,Emma SPENCE,CAN,4.9,7.65,0.0,12.55,2022,qual
11.0,Ruby STACEY,GBR,5.0,7.25,0.0,12.25,2023,qual
15.0,Ruby STACEY,GBR,5.4,5.333,0.0,10.733,2023,qual
5.0,Ava STEWART,CAN,5.6,7.333,0.0,12.933,2023,final
4.0,Ava STEWART,CAN,5.6,7.433,0.0,13.033,2023,qual
21.0,Ava STEWART,CAN,5.4,7.0,0.0,12.4,2023,qual
20.0,Poppy Grace STICKLER,GBR,4.7,6.85,0.0,11.55,2022,qual
19.0,Poppy Grace STICKLER,GBR,5.2,6.65,0.0,11.85,2023,qual
26.0,Poppy Grace STICKLER,GBR,4.9,4.866,0.0,9.766,2023,qual
6.0,Poppy Grace STICKLER,WAL,4.9,7.8,0.0,12.7,2022,AAfinal
24.0,Poppy Grace STICKLER,WAL,4.7,6.55,0.0,11.25,2022,qual
100.0,Nikol STOIMENOVA,BUL,4.5,5.733,0.0,10.233,2023,qual
17.0,Nikol STOIMENOVA,BUL,4.5,5.8,0.0,10.3,2023,qual
59.0,Elisha STOTT,GBR,1.2,7.55,0.0,8.75,2022,qual
91.0,Sara SULEKIC,CRO,4.4,6.0,0.0,10.4,2022,qual
48.0,Sara SULEKIC,CRO,4.4,7.966,0.0,12.366,2023,qual
22.0,Sara SULEKIC,CRO,3.1,5.8,0.0,8.9,2023,qual
19.0,Ashlee SULLIVAN,USA,5.3,7.25,0.0,12.55,2023,qual
102.0,Sara SURMANOVA,SVK,4.5,5.433,0.0,9.933,2022,qual
105.0,Sara SURMANOVA,SVK,4.4,5.433,0.0,9.833,2023,qual
50.0,Jamie Leigh SURTEES,GBR,2.8,6.95,0.0,9.75,2022,qual
88.0,Agnes SUTO,ISL,3.9,6.6,0.0,10.5,2022,qual
112.0,Agnes SUTO,ISL,3.7,5.433,0.0,9.133,2023,qual
22.0,Zoja SZEKELY,HUN,5.9,7.866,0.0,13.766,2022,qual
39.0,Zoja SZEKELY,HUN,5.7,6.766,0.0,12.466,2022,qual
21.0,Zoja SZEKELY,HUN,5.8,6.866,0.0,12.666,2022,TeamFinal
8.0,Zoja SZEKELY,HUN,5.9,7.533,0.0,13.433,2023,AAfinal
6.0,Zoja SZEKELY,HUN,5.9,7.933,0.0,13.833,2023,final
8.0,Zoja SZEKELY,HUN,5.9,8.166,0.0,14.066,2023,qual
95.0,Nikolett SZILAGYI,HUN,4.5,7.133,0.0,11.633,2022,qual
9.0,Lahna Salem,ALG,4.3,6.733,0.0,11.033,2022,qual
7.0,Lahna Salem,ALG,4.2,6.333,0.0,10.533,2022,final
8.0,Lahna Salem,ALG,3.9,5.6,0.0,9.5,2022,qual
5.0,Bianka Schermann,HUN,3.5,7.566,0.0,11.066,2022,qual
6.0,Bianka Schermann,HUN,3.5,7.133,0.0,10.633,2022,final
10.0,Alexandra Shametko,KAZ,4.2,4.166,0.0,8.366,2022,qual
16.0,Adeliina Siikala,FIN,3.4,3.133,0.0,6.533,2023,qual
11.0,Floor Slooff,unknown,4.3,7.8,0.0,12.1,2023,qual
3.0,Anastasiya Smantsar,BLR,4.9,8.2,0.0,13.1,2022,final
2.0,Anastasiya Smantsar,BLR,5.0,7.933,0.0,12.933,2022,qual
5.0,Anastasiya Smantsar,BLR,5.0,7.366,0.0,10.633,2022,final
