Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
27.0,Elvira KATSALI,GRE,4.6,6.7,0.0,11.3,2023,qual
65.0,Sevgi KAYISOGLU,TUR,5.1,6.6,0.0,11.7,2022,qual
88.0,Sevgi KAYISOGLU,TUR,5.0,5.766,0.0,10.766,2022,qual
26.0,Sevgi KAYISOGLU,TUR,4.7,7.333,0.0,12.033,2023,qual
9.0,Sevgi KAYISOGLU,TUR,5.0,5.466,0.0,10.46,2023,final
4.0,Sevgi KAYISOGLU,TUR,5.0,7.633,0.0,12.633,2023,qual
93.0,Olivia KELLY,BAR,4.9,6.233,0.0,11.133,2022,qual
37.0,Cara KENNEDY,GBR,4.2,6.25,0.0,10.45,2022,qual
15.0,Cara KENNEDY,SCO,4.5,6.35,0.0,10.85,2022,AAfinal
17.0,Cara KENNEDY,SCO,4.5,7.2,0.0,11.7,2022,qual
32.0,Zarith Imaan KHALID,MAS,4.3,5.633,0.0,9.933,2023,qual
130.0,Ominakhon KHALILOVA,UZB,4.5,5.6,0.0,10.1,2022,qual
46.0,Amina KHALIMARDEN,KAZ,4.4,5.066,0.0,9.466,2023,qual
55.0,Selina KICKINGER,AUT,4.6,7.333,0.0,11.933,2022,qual
34.0,Selina KICKINGER,AUT,4.4,7.933,0.1,12.233,2022,qual
18.0,Selina KICKINGER,AUT,4.6,7.466,0.0,12.066,2023,AAfinal
39.0,Selina KICKINGER,AUT,4.4,7.266,0.0,11.666,2023,qual
40.0,Seohyeon KIM,KOR,4.4,5.633,0.0,10.033,2023,qual
95.0,Sara KING,SLO,3.5,6.7,0.0,10.2,2022,qual
21.0,Sara KING,SLO,4.1,7.533,0.0,11.633,2023,qual
6.0,Alice KINSELLA,GBR,5.8,7.4,0.1,13.1,2022,AAfinal
12.0,Alice KINSELLA,GBR,5.8,7.366,0.1,13.066,2022,qual
14.0,Alice KINSELLA,GBR,5.6,6.05,0.0,11.65,2022,qual
10.0,Alice KINSELLA,GBR,5.6,7.433,0.0,13.033,2022,qual
3.0,Alice KINSELLA,GBR,5.6,8.133,0.0,13.733,2022,TeamFinal
3.0,Alice KINSELLA,GBR,5.4,7.8,0.1,13.1,2023,final
1.0,Alice KINSELLA,GBR,5.9,8.2,0.0,14.1,2023,qual
12.0,Alice KINSELLA,GBR,5.6,7.166,0.0,12.766,2023,qual
13.0,Alice KINSELLA,ENG,4.7,6.4,0.1,11.0,2022,AAfinal
4.0,Alice KINSELLA,ENG,5.8,7.133,0.0,12.933,2022,final
2.0,Alice KINSELLA,ENG,5.6,7.85,0.0,13.45,2022,qual
48.0,Christina KIOSI,GRE,4.5,7.366,0.0,11.866,2022,qual
34.0,Christina KIOSI,GRE,4.6,6.566,0.1,11.066,2023,qual
55.0,Anna Lena KOENIG,GER,4.6,7.333,0.0,11.933,2022,qual
24.0,Anna Lena KOENIG,GER,4.7,7.0,0.0,11.7,2023,qual
8.0,Shante KOTI,RSA,4.6,5.766,0.0,10.366,2022,final
11.0,Shante KOTI,RSA,4.6,7.5,0.0,12.1,2022,qual
7.0,Zsofia KOVACS,HUN,5.1,7.633,0.0,12.733,2022,final
6.0,Zsofia KOVACS,HUN,5.7,7.833,0.0,13.533,2022,qual
46.0,Zsofia KOVACS,HUN,5.7,6.2,0.0,11.9,2022,qual
19.0,Zsofia KOVACS,HUN,5.2,6.833,0.0,12.033,2022,TeamFinal
1.0,Zsofia KOVACS,HUN,5.9,7.933,0.0,13.833,2023,AAfinal
3.0,Zsofia KOVACS,HUN,5.9,7.8,0.0,13.7,2023,final
2.0,Zsofia KOVACS,HUN,5.7,7.833,0.0,13.533,2023,qual
117.0,Marharyta KOZLOVSKA,UKR,4.7,5.8,0.0,10.5,2022,qual
88.0,Margret KRISTINSDOTTIR,ISL,4.0,6.0,0.0,10.0,2023,qual
43.0,Veronika KRITSKI,GBR,4.2,6.0,0.0,10.2,2022,qual
29.0,Veronika KRITSKI,GBR,4.4,6.7,0.0,11.1,2023,qual
40.0,Carina KROELL,AUT,4.6,7.533,0.1,12.033,2022,qual
70.0,Ilona KRUPA,UKR,4.3,6.633,0.1,10.833,2023,qual
140.0,Nika KUKULJAN FRLETA,CRO,4.5,5.166,0.1,9.566,2022,qual
76.0,Nika KUKULJAN FRLETA,CRO,4.8,6.466,0.1,11.166,2022,qual
52.0,Nika KUKULJAN FRLETA,CRO,4.5,6.766,0.0,11.266,2023,qual
68.0,Emilia KULCZYNSKA,POL,4.5,6.8,0.0,11.3,2022,qual
20.0,Emilia KULCZYNSKA,POL,4.5,7.7,0.0,12.2,2023,qual
41.0,Meta KUNAVER,SLO,3.7,6.3,0.0,10.0,2023,qual
111.0,Meta KUNAVER,SLO,3.7,5.433,0.0,9.133,2023,qual
5.0,Hima KUSUMOTO,JPN,5.2,7.366,0.0,12.566,2023,final
11.0,Hima KUSUMOTO,JPN,5.3,7.4,0.0,12.7,2023,qual
13.0,Maisa KUUSIKKO,FIN,4.9,7.566,0.0,12.466,2022,AAfinal
49.0,Maisa KUUSIKKO,FIN,4.8,7.266,0.0,12.066,2022,qual
22.0,Maisa KUUSIKKO,FIN,4.7,7.833,0.0,12.533,2022,qual
16.0,Maisa KUUSIKKO,FIN,4.7,7.4,0.0,12.1,2023,AAfinal
29.0,Maisa KUUSIKKO,FIN,4.6,7.366,0.0,11.966,2023,qual
38.0,Vasiliki KYRLIDOU,GRE,4.7,3.433,0.1,8.033,2023,qual
20.0,Mari Kanter,NOR,4.5,5.5,0.1,9.9,2022,qual
6.0,Mari Kanter,NOR,4.5,7.6,0.0,12.1,2022,qual
7.0,Mari Kanter,NOR,4.5,7.066,0.0,11.566,2022,final
11.0,Mari Kanter,,4.8,7.433,0.0,12.233,2023,qual
19.0,Yuliia Kasianenko,UKR,4.7,7.0,0.0,11.7,2022,qual
1.0,Yuliia Kasianenko,UKR,5.4,8.0,0.0,13.4,2022,final
6.0,Yuliia Kasianenko,UKR,5.2,6.7,0.0,11.9,2022,qual
12.0,Elvira Katsali,GRE,4.7,7.733,0.0,12.433,2022,qual
19.0,Elvira Katsali,GRE,4.2,5.766,0.0,9.966,2022,qual
14.0,Elvira Katsali,GRE,4.8,6.533,0.0,11.333,2022,qual
29.0,Sevgi Kayisoglu,TUR,4.9,5.733,0.1,10.533,2022,qual
26.0,Medina Kenenbay,KAZ,4.7,2.033,0.0,6.733,2022,qual
24.0,Ominakhon Khalilova,UZB,4.8,6.266,0.1,10.966,2022,qual
18.0,Ominakhon Khalilova,UZB,4.8,5.3,0.0,10.1,2022,qual
21.0,Sara King,SLO,4.1,6.933,0.0,11.033,2023,qual
28.0,Saara Kokko,FIN,4.7,5.033,0.0,9.733,2023,qual
22.0,Shanté Koti,RSA,3.8,5.633,0.0,9.333,2023,qual
2.0,Zsofia Kovacs,HUN,5.3,7.833,0.0,13.133,2022,final
2.0,Zsofia Kovacs,HUN,5.1,7.666,0.0,12.766,2022,qual
10.0,Maisa Kuusikko,FIN,4.9,7.666,0.0,12.566,2022,qual
19.0,Tjasa Kysselef,SLO,4.2,6.033,0.3,9.933,2022,qual
6.0,Tjasa Kysselef,SLO,4.2,7.333,0.0,11.533,2022,qual
7.0,Tjasa Kysselef,SLO,4.2,7.0,0.0,11.2,2022,final
26.0,Tjasa Kysselef,SLO,3.8,6.166,0.0,9.966,2023,qual
21.0,Tjasa Kysselef,SLO,3.3,6.567,0.0,9.867,2023,qual
39.0,Anna-Lena KÖNIG,GER,4.0,7.0,0.1,10.9,2023,qual
18.0,Pin LAI,TPE,4.9,6.833,0.0,11.733,2023,qual
15.0,Pin LAI,TPE,4.9,6.2,0.0,11.1,2023,AAfinal
106.0,Pin Ju LAI,TPE,4.9,5.966,0.0,10.866,2022,qual
14.0,Pin Ju LAI,TPE,4.7,7.5,0.0,12.2,2023,qual
21.0,Pin Ju LAI,TPE,4.9,5.966,0.0,10.866,2023,qual
40.0,Pin Ju LAI,TPE,4.8,6.033,0.5,10.333,2023,qual
21.0,Pin Ju LAI,TPE,4.9,6.866,0.0,11.766,2023,qual
13.0,Jenna LALONDE,CAN,4.2,7.8,0.0,12.0,2022,qual
27.0,Isabelle LAMB,GBR,3.9,7.25,0.0,11.15,2022,qual
39.0,Isabelle LAMB,GBR,3.8,6.2,0.0,10.0,2023,qual
24.0,Djenna LAROUI,FRA,4.5,6.033,0.0,10.533,2023,qual
3.0,Anna LASHCHEVSKA,UKR,5.7,7.733,0.0,13.433,2023,final
3.0,Anna LASHCHEVSKA,UKR,5.7,7.833,0.0,13.533,2023,qual
24.0,Anna LASHCHEVSKA,UKR,5.6,5.266,0.1,10.766,2023,qual
21.0,Anna LASHCHEVSKA,UKR,5.2,6.966,0.0,12.166,2023,qual
2.0,Anna LASHCHEVSKA,UKR,5.7,7.633,0.0,13.333,2023,final
2.0,Anna LASHCHEVSKA,UKR,5.7,7.6,0.0,13.3,2023,qual
53.0,Anna LASHCHEVSKA,UKR,5.7,5.633,0.1,11.233,2023,qual
21.0,Alia LEAT,GBR,5.4,6.0,0.0,11.4,2022,qual
12.0,Cassandra LEE,CAN,5.5,6.6,0.0,12.1,2022,qual
103.0,Dayeong LEE,KOR,4.5,6.466,0.0,10.966,2022,qual
6.0,Dayeong LEE,KOR,4.7,7.7,0.0,12.4,2023,final
7.0,Dayeong LEE,KOR,4.7,8.066,0.0,12.766,2023,qual
16.0,Dayeong LEE,KOR,4.7,6.233,0.0,10.933,2023,AAfinal
9.0,Yunseo LEE,KOR,5.2,7.566,0.0,12.766,2022,AAfinal
25.0,Yunseo LEE,KOR,5.2,7.533,0.0,12.733,2022,qual
137.0,Milca LEON,VEN,4.6,5.066,0.0,9.666,2022,qual
11.0,Milca LEON,VEN,4.5,6.65,0.0,11.15,2023,AAfinal
8.0,Milca LEON,VEN,3.8,4.65,0.0,8.45,2023,final
4.0,Milca LEON,VEN,4.5,7.5,0.0,12.0,2023,qual
14.0,Lucy LEWIS,GBR,4.6,7.3,0.0,11.9,2023,qual
21.0,Kaitlyn LIM,SGP,4.5,6.9,0.0,11.4,2022,qual
15.0,Yi LIN,TPE,5.3,6.566,0.0,11.866,2023,qual
50.0,Dixie LINDSAY,GBR,3.6,6.25,0.0,9.85,2022,qual
12.0,Maia LLACER SIRERA,ESP,4.5,7.8,0.0,12.3,2023,qual
14.0,Maia LLACER SIRERA,ESP,4.5,6.666,0.0,11.166,2023,AAfinal
27.0,Maia LLACER SIRERA,ESP,4.6,5.533,0.0,10.133,2023,qual
64.0,Maisie LLOYD JONES,GBR,3.5,4.6,0.0,8.1,2022,qual
33.0,Caitlin LOCHHEAD,GBR,4.4,6.4,0.0,10.8,2022,qual
114.0,Anna LOCMELE,LAT,4.4,4.6,0.0,9.0,2022,qual
18.0,Sara LOIKAS,FIN,4.6,7.033,0.0,11.633,2023,qual
17.0,Sara Sofia LOIKAS,FIN,4.6,7.166,0.0,11.766,2023,qual
27.0,Louise LOPEZ,MEX,4.5,5.8,0.0,10.3,2023,qual
13.0,Noemie LOUON,BEL,4.8,8.133,0.0,12.933,2022,qual
10.0,Noemie LOUON,BEL,4.8,8.033,0.0,12.833,2022,TeamFinal
32.0,Cassandra LOUSTALOT,MEX,5.4,7.133,0.0,12.533,2022,qual
15.0,Cassandra LOUSTALOT,MEX,5.1,6.05,0.0,11.15,2023,qual
2.0,Huan LUO,CHN,5.9,8.066,0.0,13.96,2023,final
3.0,Huan LUO,CHN,5.7,8.0,0.0,13.7,2023,qual
2.0,Huan LUO,CHN,5.9,8.133,0.0,14.033,2023,AAfinal
109.0,Rui LUO,CHN,5.5,5.366,0.1,10.766,2022,qual
22.0,Ana Luiza Lima,,5.1,5.7,0.0,10.8,2023,qual
22.0,Kaliya Lincoln,USA,5.3,5.8,0.1,11.0,2023,AAfinal
10.0,Viktoria Listunova,RUS,5.0,5.966,0.0,10.966,2022,qual
14.0,Lauren Little,USA,5.0,7.4,0.0,12.4,2022,AAfinal
13.0,Eveylynn Lowe,USA,5.3,6.65,0.0,11.95,2023,AAfinal
88.0,Jasmin MADER,AUT,4.6,6.633,0.0,11.233,2022,qual
47.0,Jasmin MADER,AUT,4.4,7.466,0.0,11.866,2022,qual
60.0,Julie MADSOE,NOR,5.1,6.466,0.0,11.566,2022,qual
122.0,Sani MAEKELAE,FIN,4.3,6.066,0.0,10.366,2022,qual
69.0,Sani MAEKELAE,FIN,4.6,6.7,0.0,11.3,2022,qual
28.0,Sani MAEKELAE,FIN,4.3,6.866,0.1,11.066,2023,qual
7.0,Martina MAGGIO,ITA,5.4,7.633,0.0,13.033,2022,AAfinal
19.0,Martina MAGGIO,ITA,5.6,7.3,0.0,12.9,2022,qual
4.0,Martina MAGGIO,ITA,5.6,7.633,0.0,13.233,2022,final
6.0,Martina MAGGIO,ITA,5.6,7.8,0.0,13.4,2022,qual
7.0,Martina MAGGIO,ITA,5.4,7.666,0.0,13.066,2022,TeamFinal
5.0,Martina MAGGIO,ITA,5.0,8.066,0.0,13.066,2023,final
5.0,Martina MAGGIO,ITA,5.0,8.033,0.0,13.033,2023,qual
23.0,Jana MAHMOUD,EGY,4.3,7.2,0.0,11.5,2023,qual
30.0,Jana MAHMOUD,EGY,4.2,6.833,0.0,11.033,2023,qual
62.0,Hsiang Han MAI LIU,TPE,5.2,6.566,0.0,11.766,2022,qual
32.0,Luisa MAIA,BRA,5.0,6.7,0.0,11.7,2023,qual
12.0,Lilla MAKAI,HUN,4.6,7.566,0.0,12.166,2023,qual
34.0,Patricie MAKOVICKOVA,CZE,5.0,5.633,0.0,10.633,2023,qual
65.0,Mirtill MAKOVITS,HUN,4.5,6.9,0.0,11.4,2022,qual
17.0,Mirtill MAKOVITS,HUN,4.5,7.766,0.0,12.266,2022,TeamFinal
19.0,Emma MALEWSKI,GE1,5.3,7.15,0.0,12.45,2023,qual
17.0,Emma Leonie MALEWSKI,GER,5.2,7.733,0.0,12.933,2022,qual
1.0,Emma Leonie MALEWSKI,GER,5.3,8.166,0.0,13.466,2022,final
2.0,Emma Leonie MALEWSKI,GER,5.2,8.3,0.0,13.5,2022,qual
13.0,Emma Leonie MALEWSKI,GER,5.2,7.5,0.0,12.7,2022,TeamFinal
3.0,Emma Leonie MALEWSKI,GER,5.5,7.733,0.0,13.233,2023,final
1.0,Emma Leonie MALEWSKI,GER,5.5,8.233,0.0,13.733,2023,qual
35.0,Emma Leonie MALEWSKI,GER,5.3,6.5,0.0,11.8,2023,qual
1.0,Sabrina MANECA VOINEA,ROU,6.0,7.766,0.0,13.766,2023,final
5.0,Sabrina MANECA VOINEA,ROU,5.6,7.366,0.0,12.966,2023,qual
79.0,Sabrina MANECA VOINEA,ROU,5.1,5.3,0.1,10.3,2023,qual
63.0,Violet MANSER,GBR,4.4,4.25,0.0,8.65,2022,qual
6.0,Jea MARACHA,WAL,4.6,7.6,0.0,12.2,2022,AAfinal
6.0,Jea MARACHA,WAL,4.8,7.866,0.0,12.666,2022,final
6.0,Jea MARACHA,WAL,4.7,7.85,0.0,12.55,2022,qual
5.0,Jea Brittany MARACHA,GBR,4.7,7.9,0.0,12.6,2022,final
7.0,Jea Brittany MARACHA,GBR,4.6,7.6,0.0,12.2,2022,qual
27.0,Jea Brittany MARACHA,GBR,4.2,7.0,0.0,11.2,2023,qual
78.0,Konstantina MARAGKOU,GRE,4.1,7.0,0.0,11.1,2022,qual
146.0,Antonia MARIHUAN,CHI,3.3,5.266,0.1,8.466,2022,qual
16.0,Madeleine MARSHALL,GBR,4.3,7.2,0.0,11.5,2022,qual
30.0,Madeleine MARSHALL,NZL,4.3,6.933,0.0,11.233,2023,qual
38.0,Madeleine MARSHALL,NZL,4.2,6.366,0.0,10.566,2023,qual
24.0,Madeleine MARSHALL,NZL,4.3,7.333,0.0,11.633,2023,qual
30.0,Getsemary MARTINEZ,VEN,4.0,5.7,0.0,9.7,2023,qual
108.0,Leila MARTINEZ,ARG,5.0,5.8,0.0,10.8,2022,qual
21.0,Filipa MARTINS,POR,4.8,6.833,0.0,11.633,2023,qual
3.0,Filipa MARTINS,POR,5.0,8.133,0.0,13.133,2023,final
6.0,Filipa MARTINS,POR,5.0,8.0,0.0,13.0,2023,qual
103.0,Filipa MARTINS,POR,5.0,4.4,0.0,9.4,2023,qual
63.0,Laia MASFERRER,ESP,4.6,7.133,0.0,11.733,2022,qual
12.0,Laia MASFERRER,ESP,5.3,7.466,0.1,12.666,2023,qual
4.0,Nola MATTHEWS,USA,5.2,8.0,0.0,13.2,2023,qual
16.0,China MATTIS,JAM,4.2,6.6,0.0,10.8,2023,AAfinal
32.0,China MATTIS,JAM,4.2,4.95,0.0,9.15,2023,qual
13.0,Tyesha MATTIS,JAM,5.0,6.0,0.0,11.0,2023,AAfinal
7.0,Tyesha MATTIS,JAM,5.0,5.35,0.0,10.35,2023,final
5.0,Tyesha MATTIS,JAM,5.2,6.8,0.0,12.0,2023,qual
23.0,Greta MAYER,HUN,5.4,7.466,0.1,12.766,2022,qual
18.0,Greta MAYER,HUN,5.0,7.833,0.0,12.833,2022,qual
11.0,Greta MAYER,HUN,5.1,7.666,0.0,12.766,2022,TeamFinal
14.0,Greta MAYER,HUN,5.4,7.166,0.0,12.566,2023,qual
32.0,Kate MCDONALD,AUS,5.0,6.7,0.0,11.7,2023,qual
61.0,Abby MEADOW,GBR,4.1,4.7,0.0,8.8,2022,qual
43.0,Lorena MEDINA,ESP,5.0,7.0,0.0,12.0,2022,qual
16.0,Lorena MEDINA,ESP,5.0,7.466,0.0,12.466,2022,TeamFinal
20.0,Lorena MEDINA,ESP,4.9,6.066,0.0,10.966,2023,qual
30.0,Lorena MEDINA COBOS,ESP,5.0,6.0,0.0,11.0,2023,qual
7.0,Lorena MEDINA COBOS,ESP,4.6,7.7,0.0,12.3,2023,AAfinal
84.0,Maria MENDES,POR,4.2,6.8,0.0,11.0,2022,qual
136.0,Ana Karina MENDEZ,PER,4.5,5.366,0.1,9.766,2022,qual
105.0,Maria MENEZES,POR,4.4,4.933,0.0,9.333,2023,qual
22.0,Angelica MESA,COL,3.7,6.8,0.0,10.5,2023,qual
27.0,Athanasia MESIRI,GRE,4.6,7.4,0.0,12.0,2023,qual
101.0,Meline MESROPIAN,ARG,4.4,6.566,0.0,10.966,2022,qual
17.0,Sofia MICALLEF,GBR,4.4,7.1,0.0,11.5,2022,qual
26.0,Sofia MICALLEF,GBR,4.5,6.8,0.0,11.3,2023,qual
7.0,Sofia MICALLEF,WAL,4.7,7.8,0.0,12.5,2022,final
7.0,Sofia MICALLEF,WAL,4.5,7.95,0.0,12.45,2022,qual
49.0,Silane MIELLE,FRA,4.9,6.5,0.0,11.4,2023,qual
15.0,Silane MIELLE,FRA,4.9,7.066,0.0,11.966,2023,qual
26.0,Silane MIELLE,FRA,5.0,7.1,0.0,12.1,2023,qual
10.0,Zoe MILLER,USA,5.2,7.7,0.0,12.9,2023,qual
18.0,Vasiliki MILLOUSI,GRE,4.8,6.4,0.1,11.1,2023,qual
31.0,Vasiliki MILLOUSI,GRE,5.1,6.8,0.0,11.9,2023,qual
147.0,Milana MINAKOVSKAYA,AZE,4.4,3.466,0.0,7.866,2022,qual
106.0,Milana MINAKOVSKAYA,AZE,4.6,4.9,0.0,9.5,2022,qual
104.0,Paloma MINTCHEVA,BUL,4.3,5.133,0.1,9.333,2023,qual
8.0,Shoko MIYATA,JPN,5.7,7.266,0.0,12.966,2022,AAfinal
3.0,Shoko MIYATA,JPN,5.8,7.733,0.0,13.533,2022,final
3.0,Shoko MIYATA,JPN,5.8,7.9,0.0,13.7,2022,qual
4.0,Shoko MIYATA,JPN,5.7,7.6,0.0,13.3,2023,final
2.0,Shoko MIYATA,JPN,5.7,8.1,0.0,13.8,2023,qual
3.0,Shoko MIYATA,JPN,5.7,8.066,0.0,13.766,2023,AAfinal
94.0,Alissa MOERZ,AUT,3.9,7.2,0.0,11.1,2022,qual
77.0,Charlize MOERZ,AUT,4.6,6.933,0.0,11.533,2022,qual
45.0,Charlize MOERZ,AUT,4.6,7.3,0.0,11.9,2022,qual
23.0,Charlize MOERZ,AUT,4.6,6.233,0.0,10.833,2023,qual
67.0,Charlize MOERZ,AUT,4.6,6.3,0.0,10.9,2023,qual
31.0,Chiara MOISZI,GE2,5.1,6.7,0.1,11.7,2023,qual
30.0,Chiara Summer MOISZI,GER,5.3,6.1,0.1,11.3,2023,qual
61.0,Barbora MOKOSOVA,SVK,3.7,7.833,0.0,11.533,2022,qual
7.0,Barbora MOKOSOVA,SVK,4.4,7.766,0.0,12.16,2023,final
11.0,Barbora MOKOSOVA,SVK,4.4,8.033,0.0,12.433,2023,qual
21.0,Barbora MOKOSOVA,SVK,4.4,7.8,0.0,12.2,2023,qual
7.0,Barbora MOKOSOVA,SVK,3.9,6.9,0.0,10.8,2023,final
8.0,Barbora MOKOSOVA,SVK,4.4,7.866,0.0,12.266,2023,qual
108.0,Kate MOLLOY,IRL,4.6,4.866,0.0,9.466,2022,qual
54.0,Kate MOLLOY,IRL,4.5,6.7,0.0,11.2,2023,qual
36.0,Malla Alexandra MONTELL,FIN,4.1,6.0,0.0,10.1,2023,qual
48.0,Mercedes Mary MOORE,GBR,4.3,5.6,0.0,9.9,2022,qual
139.0,Franciny MORALES,CRC,4.6,5.266,0.3,9.566,2022,qual
12.0,Franciny MORALES,CRC,4.6,6.45,0.0,11.05,2023,AAfinal
11.0,Franciny MORALES,CRC,4.6,6.95,0.0,11.55,2023,qual
90.0,Celeste MORDENTI,LUX,4.7,6.5,0.0,11.2,2022,qual
98.0,Celeste MORDENTI,LUX,4.5,5.733,0.1,10.133,2022,qual
62.0,Celeste MORDENTI,LUX,5.1,5.933,0.0,11.033,2023,qual
15.0,Alexa MORENO,MEX,4.7,6.3,0.1,10.9,2023,AAfinal
3.0,Alexa MORENO,MEX,4.7,6.95,0.1,11.55,2023,final
2.0,Alexa MORENO,MEX,5.1,7.15,0.1,12.15,2023,qual
6.0,Mali MORGAN,GBR,5.0,7.55,0.0,12.55,2022,final
3.0,Mali MORGAN,GBR,5.0,7.9,0.0,12.9,2022,qual
13.0,Mali MORGAN,GBR,5.1,6.85,0.0,11.95,2023,qual
12.0,Aoka MORI,JPN,5.1,7.533,0.0,12.633,2023,qual
31.0,Liliana MORING,GBR,4.1,6.7,0.0,10.8,2022,qual
24.0,Paige MORONEY,GBR,4.3,6.9,0.0,11.2,2022,qual
87.0,Sasiwimon MUEANGPHUAN,THA,4.5,6.766,0.0,11.266,2022,qual
7.0,Lilla Makai,HUN,4.8,7.767,0.0,12.567,2023,qual
7.0,Lilla Makai,HUN,4.8,6.467,0.0,11.267,2023,final
23.0,Sophie Marois,CAN,5.0,4.133,0.0,9.133,2022,qual
7.0,Nola Matthews,USA,5.3,7.75,0.0,13.05,2022,AAfinal
6.0,Nola Matthews,USA,5.1,7.6,0.0,12.7,2023,AAfinal
1.0,Konnor McClain,USA,6.1,8.5,0.0,14.6,2022,AAfinal
12.0,Casey-Jane Meuleman,,4.4,7.8,0.0,12.2,2023,qual
23.0,Zoe Miller,USA,5.1,5.85,0.0,10.95,2022,AAfinal
8.0,Zoe Miller,USA,5.2,7.35,0.0,12.55,2023,AAfinal
9.0,Annalisa Milton,USA,5.0,7.2,0.0,12.2,2023,AAfinal
21.0,Malea Milton,USA,4.3,6.95,0.0,11.25,2023,AAfinal
30.0,Milana Minakovskaya,AZE,4.6,5.7,0.0,10.3,2022,qual
16.0,Milana Minakovskaya,AZE,4.7,5.5,0.0,10.2,2022,qual
5.0,Barbora Mokosova,SVK,4.4,8.2,0.0,12.6,2023,qual
2.0,Barbora Mokosova,SVK,4.4,8.3,0.0,12.7,2023,final
5.0,Barbora Mokosova,SVK,4.4,7.933,0.0,12.333,2023,final
8.0,Barbora Mokosova,SVK,4.0,8.1,0.0,12.1,2023,qual
18.0,Malla Montell,FIN,4.0,6.567,0.0,10.567,2023,qual
16.0,Celeste Mordenti,,4.8,6.7,0.0,11.5,2023,qual
10.0,Kaylen Morgan,USA,4.9,7.8,0.0,12.7,2022,AAfinal
15.0,Elle Mueller,USA,5.4,7.05,0.1,12.35,2022,AAfinal
9.0,Elle Mueller,USA,5.4,6.8,0.0,12.2,2023,AAfinal
36.0,Janoah MÜLLER,GE2,4.7,6.8,0.1,11.4,2023,qual
18.0,Ruthuja NATARAJ,IND,4.3,5.95,0.0,10.25,2022,AAfinal
22.0,Ruthuja NATARAJ,IND,4.1,7.25,0.0,11.35,2022,qual
113.0,Nadine Joy NATHAN,SGP,4.7,5.966,0.0,10.666,2022,qual
9.0,Nadine Joy NATHAN,SGP,4.7,6.9,0.0,11.6,2022,AAfinal
32.0,Nadine Joy NATHAN,SGP,4.7,5.15,0.1,9.75,2022,qual
143.0,Karla NAVAS,PAN,4.8,4.433,0.4,8.833,2022,qual
2.0,Karla Andrea NAVAS BOYD,PAN,4.5,7.85,0.0,12.35,2023,AAfinal
2.0,Karla Andrea NAVAS BOYD,PAN,4.5,7.5,0.0,12.0,2023,final
7.0,Karla Andrea NAVAS BOYD,PAN,4.5,7.15,0.0,11.65,2023,qual
26.0,Pranati NAYAK,IND,4.7,6.3,0.0,11.0,2022,qual
56.0,Laura NELSON,GBR,4.2,5.3,0.1,9.4,2022,qual
35.0,Laura NELSON,GBR,4.1,6.25,0.1,10.25,2023,qual
141.0,Ofir NETZER,ISR,4.2,5.0,0.0,9.2,2022,qual
110.0,Ofir NETZER,ISR,4.2,5.033,0.0,9.233,2022,qual
54.0,Mali NEURAUTER,NOR,4.7,7.033,0.0,11.733,2022,qual
16.0,Mali NEURAUTER,NOR,4.8,7.666,0.1,12.366,2023,qual
64.0,Mali NEURAUTER,NOR,4.8,6.166,0.0,10.966,2023,qual
3.0,Annalise NEWMAN ACHEE,TTO,4.8,7.45,0.0,12.25,2023,AAfinal
12.0,Annalise NEWMAN ACHEE,TTO,4.8,6.65,0.0,11.45,2023,qual
34.0,Annalise NEWMAN ACHEE,TTO,4.2,5.25,0.0,9.45,2022,qual
123.0,Annalise Becca NEWMAN ACHEE,TTO,4.2,6.133,0.0,10.333,2022,qual
39.0,Viivi NIEMINEN,FIN,4.0,4.033,0.1,7.933,2023,qual
97.0,Camille NORMANN,DEN,3.9,6.366,0.1,10.166,2022,qual
9.0,Marissa Neal,USA,4.8,8.1,0.0,12.9,2022,AAfinal
18.0,Marissa Neal,USA,4.8,6.8,0.0,11.6,2023,AAfinal
13.0,Ofir Netzer,ISR,4.2,7.3,0.0,11.5,2022,qual
23.0,Mali Neurauter,NOR,4.2,6.766,0.0,10.966,2022,qual
38.0,Milli De O HARA,GBR,4.0,6.05,0.0,10.05,2023,qual
40.0,Aberdeen O'DRISCOL,BEL,4.0,6.1,0.0,10.1,2023,qual
1.0,Mana OKAMURA,JPN,5.7,8.433,0.0,14.133,2023,final
1.0,Mana OKAMURA,JPN,5.7,7.966,0.0,13.666,2023,qual
107.0,Arina OLENOVA,LAT,4.1,5.366,0.0,9.466,2022,qual
44.0,Arina OLENOVA,LAT,3.6,5.666,0.0,9.266,2023,qual
72.0,Valeriia OSIPOVA,UKR,4.7,6.866,0.0,11.566,2022,qual
66.0,Valeriia OSIPOVA,UKR,4.9,6.5,0.0,11.4,2022,qual
6.0,Morgane OSYSSEK,FRA,5.4,7.7,0.0,13.1,2023,qual
27.0,Morgane OSYSSEK REIMER,FRA,5.5,6.966,0.0,12.466,2022,qual
22.0,Morgane OSYSSEK REIMER,FRA,5.6,6.166,0.0,11.766,2022,TeamFinal
11.0,Morgane OSYSSEK REIMER,FRA,5.3,7.333,0.0,12.633,2023,AAfinal
10.0,Morgane OSYSSEK REIMER,FRA,5.5,7.3,0.0,12.8,2023,qual
1.0,Yushan OU,CHN,6.2,7.666,0.0,13.866,2022,AAfinal
