Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
106.0,Milana MINAKOVSKAYA,AZE,4.2,6.466,0.3,10.366,2022,qual
25.0,Paloma MINTCHEVA,BUL,5.1,7.466,0.0,12.566,2023,qual
7.0,Shoko MIYATA,JPN,5.7,8.033,0.0,13.733,2022,AAfinal
8.0,Shoko MIYATA,JPN,5.3,7.766,0.0,13.066,2022,final
10.0,Shoko MIYATA,JPN,5.5,8.1,0.0,13.6,2022,qual
3.0,Shoko MIYATA,JPN,5.3,8.033,0.0,13.33,2023,final
2.0,Shoko MIYATA,JPN,5.3,8.2,0.0,13.5,2023,qual
65.0,Alissa MOERZ,AUT,4.2,7.566,0.0,11.766,2023,qual
44.0,Charlize MOERZ,AUT,5.2,7.633,0.0,12.833,2022,qual
96.0,Charlize MOERZ,AUT,5.3,6.066,0.3,11.066,2022,qual
6.0,Charlize MOERZ,AUT,5.1,7.233,0.0,12.333,2023,final
5.0,Charlize MOERZ,AUT,5.2,7.2,0.0,12.4,2023,qual
28.0,Charlize MOERZ,AUT,5.2,7.333,0.0,12.533,2023,qual
35.0,Chiara MOISZI,GE2,4.8,6.5,0.0,11.3,2023,qual
16.0,Chiara Summer MOISZI,GER,4.9,7.4,0.0,12.3,2023,qual
41.0,Barbora MOKOSOVA,SVK,4.5,7.833,0.2,12.133,2023,qual
105.0,Kate MOLLOY,IRL,3.9,6.8,0.0,10.7,2023,qual
23.0,Malla Alexandra MONTELL,FIN,4.1,7.533,0.0,11.633,2023,qual
19.0,Mercedes Mary MOORE,GBR,4.7,7.35,0.1,11.95,2022,qual
99.0,Emily MOORHEAD,IRL,4.2,6.7,0.0,10.9,2022,qual
135.0,Franciny MORALES,CRC,4.5,6.266,0.0,10.766,2022,qual
16.0,Franciny MORALES,CRC,4.2,6.7,0.0,10.9,2023,AAfinal
19.0,Franciny MORALES,CRC,4.1,7.45,0.0,11.55,2023,qual
77.0,Celeste MORDENTI,LUX,4.8,7.466,0.0,12.266,2022,qual
102.0,Celeste MORDENTI,LUX,4.6,6.166,0.0,10.766,2022,qual
98.0,Celeste MORDENTI,LUX,4.3,6.766,0.1,10.966,2023,qual
3.0,Alexa MORENO,MEX,5.3,7.35,0.0,12.65,2023,AAfinal
1.0,Alexa MORENO,MEX,5.3,8.25,0.0,13.55,2023,final
1.0,Alexa MORENO,MEX,5.3,8.05,0.0,13.35,2023,qual
44.0,Mali MORGAN,GBR,4.5,6.6,0.1,11.0,2022,qual
6.0,Mali MORGAN,GBR,4.3,7.95,0.0,12.25,2023,final
6.0,Mali MORGAN,GBR,4.7,8.2,0.0,12.9,2023,qual
54.0,Liliana MORING,GBR,3.6,6.8,0.0,10.4,2022,qual
17.0,Paige MORONEY,GBR,4.4,7.6,0.0,12.0,2022,qual
97.0,Sasiwimon MUEANGPHUAN,THA,4.8,7.233,0.0,12.033,2022,qual
16.0,Jana Mahmoud,EGY,4.5,6.733,0.4,10.833,2022,qual
15.0,Lilla Makai,HUN,4.5,6.967,0.0,11.467,2023,qual
14.0,Laia Masferrer,ESP,4.7,7.0,0.0,11.7,2023,qual
9.0,Nola Matthews,USA,5.1,7.7,0.0,12.8,2022,AAfinal
4.0,Nola Matthews,USA,5.2,8.0,0.0,13.2,2023,AAfinal
20.0,Nkazimlo Matyolo,RSA,4.1,6.4,0.5,10.0,2023,qual
3.0,Konnor McClain,USA,5.2,7.95,0.0,13.15,2022,AAfinal
9.0,Casey-Jane Meuleman,none,5.1,7.466,0.4,12.166,2023,qual
11.0,Zoe Miller,USA,5.2,7.45,0.0,12.65,2022,AAfinal
15.0,Zoe Miller,USA,5.2,7.2,0.0,12.4,2023,AAfinal
24.0,Annalisa Milton,USA,4.2,7.25,0.0,11.45,2023,AAfinal
29.0,Malea Milton,USA,4.3,6.45,0.3,10.45,2023,AAfinal
1.0,Maria Minaeva,RUS,4.8,7.866,0.0,12.666,2022,final
4.0,Maria Minaeva,RUS,4.8,7.8,0.1,12.5,2022,qual
26.0,Milana Minakovskaya,AZE,4.3,6.4,0.1,10.6,2022,qual
15.0,Milana Minakovskaya,AZE,4.3,6.9,0.3,10.9,2022,qual
13.0,Malla Montell,FIN,4.4,7.4,0.0,11.8,2023,qual
13.0,Celeste Mordenti,none,4.5,7.566,0.0,12.066,2023,qual
10.0,Elle Mueller,USA,5.0,7.75,0.0,12.75,2022,AAfinal
8.0,Elle Mueller,USA,5.0,8.0,0.0,13.0,2023,AAfinal
36.0,Janoah MÜLLER,GE2,4.9,6.2,0.0,11.1,2023,qual
24.0,Garcelle NAPIER,RSA,5.0,6.55,0.0,11.55,2022,qual
17.0,Ruthuja NATARAJ,IND,4.3,5.5,0.0,9.8,2022,AAfinal
31.0,Ruthuja NATARAJ,IND,4.4,6.35,0.1,10.65,2022,qual
125.0,Nadine Joy NATHAN,SGP,4.4,7.1,0.0,11.5,2022,qual
14.0,Nadine Joy NATHAN,SGP,4.5,6.9,0.0,11.4,2022,AAfinal
25.0,Nadine Joy NATHAN,SGP,4.5,6.95,0.0,11.45,2022,qual
88.0,Karla NAVAS,PAN,4.9,7.233,0.0,12.133,2022,qual
6.0,Karla Andrea NAVAS BOYD,PAN,4.2,8.05,0.0,12.25,2023,AAfinal
16.0,Karla Andrea NAVAS BOYD,PAN,4.5,7.3,0.1,11.7,2023,qual
35.0,Pranati NAYAK,IND,4.3,5.35,0.0,9.65,2022,qual
53.0,Laura NELSON,GBR,4.4,6.05,0.0,10.45,2022,qual
20.0,Laura NELSON,GBR,4.6,6.95,0.0,11.55,2023,qual
67.0,Ofir NETZER,ISR,4.9,7.6,0.1,12.4,2022,qual
90.0,Ofir NETZER,ISR,4.3,7.166,0.3,11.166,2022,qual
52.0,Mali NEURAUTER,NOR,4.4,7.566,0.0,11.966,2023,qual
11.0,Annalise NEWMAN ACHEE,TTO,4.6,6.9,0.2,11.3,2023,AAfinal
28.0,Annalise NEWMAN ACHEE,TTO,4.5,6.85,0.6,10.75,2023,qual
26.0,Annalise NEWMAN ACHEE,TTO,4.9,6.35,0.0,11.25,2022,qual
116.0,Annalise Becca NEWMAN ACHEE,TTO,4.8,7.0,0.1,11.7,2022,qual
29.0,Viivi NIEMINEN,FIN,4.0,7.3,0.3,11.0,2023,qual
115.0,Camille NORMANN,DEN,3.8,5.333,0.0,9.133,2022,qual
12.0,Garcelle Napier,RSA,5.1,7.033,0.0,12.133,2023,qual
15.0,Marissa Neal,USA,5.0,7.4,0.0,12.4,2022,AAfinal
27.0,Marissa Neal,USA,5.0,6.65,0.3,11.35,2023,AAfinal
16.0,Ofir Netzer,ISR,4.8,5.333,0.1,10.033,2022,qual
15.0,Aberdeen O DRISCOLL,BEL,5.0,7.833,0.0,12.833,2023,qual
27.0,Milli De O HARA,GBR,4.1,7.15,0.0,11.25,2023,qual
7.0,Aberdeen O'DRISCOL,BEL,5.0,7.85,0.0,12.85,2023,qual
80.0,Arina OLENOVA,LAT,4.2,7.233,0.0,11.433,2022,qual
35.0,Arina OLENOVA,LAT,4.0,7.033,0.0,11.033,2023,qual
85.0,Valeriia OSIPOVA,UKR,4.7,7.466,0.0,12.166,2022,qual
39.0,Valeriia OSIPOVA,UKR,4.7,7.666,0.0,12.366,2022,qual
14.0,Morgane OSYSSEK,FRA,5.1,7.45,0.0,12.55,2023,qual
7.0,Morgane OSYSSEK REIMER,FRA,5.1,7.866,0.3,12.666,2022,final
11.0,Morgane OSYSSEK REIMER,FRA,5.2,8.0,0.0,13.2,2022,qual
6.0,Morgane OSYSSEK REIMER,FRA,5.2,7.966,0.0,13.166,2022,TeamFinal
14.0,Morgane OSYSSEK REIMER,FRA,5.2,7.4,0.3,12.3,2023,AAfinal
22.0,Morgane OSYSSEK REIMER,FRA,5.2,7.733,0.3,12.633,2023,qual
6.0,Yushan OU,CHN,5.6,8.133,0.0,13.733,2022,AAfinal
15.0,Yushan OU,CHN,5.4,8.0,0.0,13.4,2022,qual
1.0,Yushan OU,CHN,5.8,8.066,0.0,13.86,2023,final
1.0,Yushan OU,CHN,5.8,8.066,0.1,13.766,2023,qual
1.0,Yushan OU,CHN,5.8,7.966,0.2,13.566,2023,AAfinal
21.0,Ada Ogieglo,POL,4.0,7.0,0.0,11.0,2022,qual
8.0,Ada Ogieglo,POL,4.1,7.5,0.0,11.6,2022,qual
5.0,Ada Ogieglo,POL,4.3,7.433,0.0,11.733,2022,final
18.0,Lorrane Oliveira,none,4.9,6.6,0.1,11.4,2023,qual
2.0,Morgane Osyssek,FRA,5.6,7.767,0.0,13.367,2023,final
2.0,Morgane Osyssek,FRA,5.7,7.833,0.3,13.233,2023,qual
119.0,Areti Paraskevi PAGONI,GRE,4.3,7.433,0.1,11.633,2022,qual
103.0,Areti Paraskevi PAGONI,GRE,4.3,6.4,0.0,10.7,2022,qual
23.0,Areti Paraskevi PAGONI,GRE,4.3,7.466,0.3,11.466,2023,qual
71.0,Areti Paraskevi PAGONI,GRE,4.3,7.4,0.0,11.7,2023,qual
122.0,Mariana PARENTE,POR,4.3,7.366,0.1,11.566,2022,qual
68.0,Mariana PARENTE,POR,4.3,7.4,0.0,11.7,2022,qual
20.0,Mariana PARENTE,POR,4.3,7.533,0.0,11.833,2023,qual
108.0,Mariana PARENTE,POR,4.3,6.566,0.3,10.566,2023,qual
32.0,Faustina PASCUCCI OSIROFF,ARG,3.7,7.633,0.1,11.233,2023,qual
4.0,Ruby PASS,AUS,5.0,7.766,0.3,12.466,2023,final
2.0,Ruby PASS,AUS,5.0,7.9,0.0,12.9,2023,qual
5.0,Ruby PASS,AUS,5.0,7.433,0.0,12.433,2023,final
6.0,Ruby PASS,AUS,4.8,7.466,0.0,12.266,2023,qual
22.0,Ellie PATRICK,GBR,4.5,7.35,0.0,11.85,2022,qual
55.0,Tonya PAULSSON,SWE,4.6,8.0,0.0,12.6,2022,qual
92.0,Tonya PAULSSON,SWE,4.0,7.133,0.0,11.133,2022,qual
17.0,Tonya PAULSSON,SWE,4.8,7.833,0.4,12.233,2023,qual
18.0,Tonya PAULSSON,SWE,4.4,7.866,0.1,12.166,2023,AAfinal
82.0,Tonya PAULSSON,SWE,4.3,7.7,0.6,11.4,2023,qual
39.0,Denelle PEDRICK,CAN,5.2,7.7,0.0,12.9,2022,qual
42.0,Carolyne PEDRO,BRA,5.1,7.733,0.0,12.833,2022,qual
23.0,Carolyne PEDRO,BRA,4.9,7.1,0.0,12.0,2023,qual
30.0,Macy PEGOLI,AUS,4.0,7.65,0.0,11.65,2023,qual
29.0,Yamilet PENA,DOM,4.2,6.85,0.3,10.75,2023,qual
36.0,Leasha PENGKEREGO RAVENSCROFT,GBR,4.7,6.75,0.0,11.45,2022,qual
15.0,Leasha PENGKEREGO RAVENSCROFT,GBR,4.9,6.85,0.0,11.75,2023,qual
107.0,Alais PEREA,ECU,4.3,7.5,0.0,11.8,2022,qual
17.0,Isuamy PERERA,CUB,4.5,6.95,0.6,10.85,2023,AAfinal
30.0,Isuamy PERERA,CUB,4.4,6.65,0.3,10.75,2023,qual
40.0,Ana PEREZ,ESP,4.8,7.366,0.0,12.166,2023,qual
46.0,Mia PERRYMENT,GBR,4.2,7.0,0.3,10.9,2022,qual
29.0,Mia PERRYMENT,GBR,4.1,7.2,0.1,11.2,2023,qual
118.0,Klara PETERKOVA,CZE,4.5,7.366,0.2,11.666,2022,qual
46.0,Klara PETERKOVA,CZE,4.5,7.6,0.0,12.1,2022,qual
32.0,Klara PETERKOVA,CZE,4.8,6.233,0.1,10.933,2023,qual
139.0,Freja PETERSEN,DEN,4.3,6.133,0.3,10.133,2022,qual
64.0,Freja PETERSEN,DEN,4.3,7.433,0.0,11.733,2022,qual
14.0,Alba PETISCO,ESP,5.2,7.733,0.0,12.933,2022,qual
13.0,Alba PETISCO,ESP,5.2,7.733,0.0,12.933,2022,TeamFinal
11.0,Alba PETISCO,ESP,5.2,7.3,0.0,12.5,2023,AAfinal
18.0,Alba PETISCO,ESP,5.2,7.533,0.0,12.733,2023,qual
92.0,Marija PETROVA,LAT,4.2,7.0,0.0,11.2,2023,qual
37.0,Amelie PFEIL,GE2,3.9,7.1,0.0,11.0,2023,qual
27.0,Viola PIERAZZINI,ITA,4.8,6.666,0.0,11.466,2023,qual
37.0,Erin PINDER,BAR,2.2,6.15,0.0,8.35,2022,qual
26.0,Erika PINXTEN,BEL,4.5,7.45,0.1,11.85,2023,qual
34.0,Shandy POH,SGP,4.1,6.3,0.1,10.3,2022,qual
14.0,Angelissa PONCE,CUB,4.6,7.6,0.3,11.9,2023,qual
48.0,Dominika PONIZILOVA,CZE,4.3,7.766,0.0,12.066,2022,qual
13.0,Dominika PONIZILOVA,CZE,4.5,7.666,0.0,12.166,2023,qual
15.0,Dominika PONIZILOVA,CZE,4.3,7.766,0.0,12.066,2023,qual
10.0,Dominika PONIZILOVA,CZE,4.3,7.7,0.0,12.0,2023,AAfinal
29.0,Kacey PRATLEY,GBR,4.3,7.35,0.0,11.65,2022,qual
14.0,Kacey PRATLEY,GBR,4.2,7.55,0.0,11.75,2023,qual
50.0,Andreea PREDA,ROU,4.8,7.866,0.0,12.666,2022,qual
22.0,Andreea PREDA,ROU,5.0,7.733,0.0,12.733,2022,qual
80.0,Andreea PREDA,ROU,4.7,6.8,0.0,11.5,2023,qual
19.0,Areti Pagoni,GRE,3.5,7.3,0.6,10.2,2022,qual
18.0,Areti Pagoni,GRE,3.8,5.7,0.4,9.1,2022,qual
10.0,Katrin Palicka,AUT,4.4,7.6,0.0,12.0,2023,qual
19.0,Meghan Pead,RSA,4.5,6.966,0.1,11.366,2023,qual
2.0,Denelle Pedrick,none,5.2,8.1,0.0,13.3,2023,final
2.0,Denelle Pedrick,none,5.0,7.9,0.0,12.9,2023,qual
1.0,Alba Petisco,ESP,5.3,7.866,0.0,13.166,2022,qual
1.0,Alba Petisco,ESP,5.3,7.6,0.0,12.9,2022,final
8.0,Alba Petisco,ESP,5.0,7.567,0.0,12.567,2023,qual
3.0,Alba Petisco,ESP,5.2,7.967,0.0,13.167,2023,final
23.0,Pham Nhu Phuong,VIE,4.2,6.7,0.0,10.9,2022,qual
17.0,Brooke Pierson,USA,4.9,7.4,0.0,12.3,2022,AAfinal
18.0,Brooke Pierson,USA,5.0,7.05,0.0,12.05,2023,AAfinal
10.0,Michelle Pineda,USA,5.0,7.85,0.0,12.85,2023,AAfinal
17.0,Mane Poghosyan,none,4.2,7.6,0.4,11.4,2023,qual
14.0,Vera van Pol,NED,4.7,7.8,0.3,12.2,2022,qual
16.0,Christiane Popovich,USA,5.0,7.3,0.0,12.3,2023,AAfinal
27.0,Lea QUAAS,GE1,4.8,7.05,0.0,11.85,2023,qual
80.0,Lea Marie QUAAS,GER,4.6,7.733,0.1,12.233,2022,qual
12.0,Lea Marie QUAAS,GER,4.8,7.466,0.6,11.666,2023,qual
45.0,Lea Marie QUAAS,GER,4.9,7.3,0.1,12.1,2023,qual
18.0,Lea Marie Quaas,GER,4.8,7.333,0.6,11.533,2022,qual
14.0,Lea Marie Quaas,GER,4.4,6.8,0.3,10.9,2022,qual
58.0,Camille RASMUSSEN,DEN,4.8,7.8,0.0,12.6,2022,qual
33.0,Camille RASMUSSEN,DEN,4.8,7.733,0.0,12.533,2022,qual
59.0,Camille RASMUSSEN,DEN,4.7,7.2,0.0,11.9,2023,qual
24.0,Valerija RATOBILSKA,LAT,4.4,7.233,0.0,11.633,2023,qual
23.0,Valerija RATOBILSKA,LAT,4.4,6.866,0.0,11.266,2023,qual
22.0,Valerija RATOBILSKA,LAT,4.2,7.333,0.0,11.533,2023,qual
57.0,Valerija RATOBILSKA,LAT,4.6,7.333,0.0,11.933,2023,qual
60.0,Paula RAYA,ESP,4.8,7.766,0.0,12.566,2022,qual
40.0,Lihie RAZ,ISR,5.0,7.833,0.0,12.833,2022,qual
28.0,Lihie RAZ,ISR,5.2,7.5,0.1,12.6,2022,qual
12.0,Lihie RAZ,ISR,4.7,7.5,0.0,12.2,2023,qual
46.0,Lihie RAZ,ISR,5.0,7.2,0.1,12.1,2023,qual
28.0,Malek REZAGUI,ALG,4.3,6.833,0.1,11.033,2023,qual
27.0,Danyella RICHARDS,JAM,4.1,7.05,0.0,11.15,2022,qual
1.0,Joscelyn ROBERSON,USA,5.9,7.8,0.0,13.7,2023,final
1.0,Joscelyn ROBERSON,USA,6.1,7.966,0.0,14.066,2023,qual
2.0,Joscelyn ROBERSON,USA,5.6,7.7,0.0,13.3,2023,final
1.0,Joscelyn ROBERSON,USA,6.2,7.95,0.0,14.15,2023,qual
33.0,Ella ROBINSON,GBR,4.3,7.3,0.0,11.6,2022,qual
30.0,Ella ROBINSON,GBR,4.1,7.15,0.1,11.15,2023,qual
57.0,Lucy ROBINSON,GBR,3.8,6.4,0.0,10.2,2022,qual
22.0,Anelena RODRIGUEZ,CRC,4.2,7.15,0.0,11.35,2023,qual
18.0,Rachel RODRIGUEZ,CRC,4.4,6.65,0.3,10.75,2023,AAfinal
18.0,Rachel RODRIGUEZ,CRC,4.4,7.2,0.0,11.6,2023,qual
14.0,Marie ROENBECK,NOR,4.8,7.3,0.1,12.0,2023,qual
97.0,Marie ROENBECK,NOR,4.5,6.8,0.2,11.1,2023,qual
5.0,Marie ROENBECK,NOR,4.9,7.433,0.1,12.233,2023,final
8.0,Marie ROENBECK,NOR,4.8,7.266,0.0,12.066,2023,qual
104.0,Keira ROLSTON LARKING,NZL,4.2,7.733,0.1,11.833,2022,qual
83.0,Caitlin ROOSKRANTZ,RSA,4.6,7.6,0.0,12.2,2022,qual
6.0,Caitlin ROOSKRANTZ,RSA,4.9,7.6,0.0,12.5,2022,AAfinal
12.0,Caitlin ROOSKRANTZ,RSA,4.9,7.7,0.1,12.5,2022,qual
34.0,Abigail ROPER,GBR,4.4,7.2,0.0,11.6,2022,qual
19.0,Abigail ROPER,GBR,4.5,7.05,0.0,11.55,2023,qual
13.0,Emily ROPER,GBR,4.9,7.45,0.0,12.35,2022,qual
9.0,Emily ROPER,GBR,4.9,7.5,0.1,12.3,2023,qual
3.0,Emma ROSS,AUS,5.0,7.666,0.1,12.566,2023,final
2.0,Emma ROSS,AUS,4.9,7.9,0.1,12.7,2023,qual
10.0,Paola RUANO,ESA,3.8,7.6,0.0,11.4,2023,AAfinal
20.0,Paola RUANO,ESA,3.8,7.65,0.0,11.45,2023,qual
102.0,Eve RUITER,NED,5.0,7.2,0.3,11.9,2022,qual
26.0,Hayley RUSHTON,GBR,4.2,7.1,0.0,11.3,2023,qual
24.0,Ellie RUSSELL,GBR,4.5,7.3,0.0,11.8,2022,qual
5.0,Clara Raposo,none,4.4,8.2,0.0,12.6,2023,qual
4.0,Clara Raposo,none,4.4,8.266,0.0,12.666,2023,final
24.0,Valerija Ratobilska,none,4.3,5.6,0.0,9.9,2023,qual
19.0,Lihie Raz,ISR,5.0,6.433,0.0,11.433,2022,qual
7.0,Lihie Raz,ISR,5.0,7.6,0.0,12.6,2023,qual
6.0,Lihie Raz,ISR,5.0,7.767,0.0,12.767,2023,final
11.0,Aruna Budda Reddy,IND,3.0,8.4,0.0,11.4,2022,qual
21.0,Camryn Richardson,USA,4.5,7.15,0.0,11.65,2022,AAfinal
11.0,Joscelyn Roberson,USA,5.3,7.35,0.0,12.65,2022,AAfinal
2.0,Joscelyn Roberson,USA,6.0,7.55,0.0,13.55,2023,AAfinal
12.0,Keira Rolston-Larking,NZL,4.4,6.733,0.0,11.133,2022,qual
8.0,Keira Rolston-Larking,NZL,4.4,7.4,0.0,11.8,2022,qual
17.0,Caitlin Rooskrantz,RSA,4.4,6.266,0.0,10.666,2022,qual
6.0,Katelyn Rosen,USA,5.2,7.8,0.0,13.0,2022,AAfinal
11.0,Katelyn Rosen,USA,5.4,7.6,0.3,12.7,2023,AAfinal
9.0,Emma Ross,AUS,5.0,7.533,0.4,12.133,2023,qual
17.0,Adelina Rylko,BLR,4.3,5.666,0.0,9.966,2022,qual
110.0,Nina SABIC,SRB,4.2,6.333,0.0,10.533,2023,qual
36.0,Finja SAFKEN,GER,3.8,7.2,0.0,11.0,2023,qual
21.0,Ilayda SAHIN,TUR,4.0,7.666,0.0,11.666,2023,qual
16.0,Ilayda SAHIN,TUR,4.0,7.633,0.1,11.533,2023,AAfinal
31.0,Ayaka SAKAGUCHI,JPN,5.2,7.966,0.1,13.066,2022,qual
5.0,Ayaka SAKAGUCHI,JPN,4.8,7.633,0.0,12.433,2023,final
3.0,Ayaka SAKAGUCHI,JPN,5.2,7.733,0.2,12.733,2023,qual
2.0,Ayaka SAKAGUCHI,JPN,5.2,8.133,0.0,13.33,2023,final
3.0,Ayaka SAKAGUCHI,JPN,5.2,8.066,0.0,13.266,2023,qual
2.0,Ayaka SAKAGUCHI,JPN,5.0,8.066,0.0,13.066,2023,AAfinal
18.0,Jasmin SALAMA,EGY,4.4,7.233,0.0,11.633,2023,qual
136.0,Lahna SALEM,ALG,4.2,6.533,0.0,10.733,2022,qual
4.0,Deborah SALMINA,VEN,4.7,7.7,0.0,12.4,2023,AAfinal
6.0,Deborah SALMINA,VEN,4.7,7.6,0.1,12.2,2023,final
5.0,Deborah SALMINA,VEN,4.6,8.05,0.0,12.65,2023,qual
94.0,Ahtziri SANDOVAL,MEX,4.3,7.733,0.0,12.033,2022,qual
8.0,Ahtziri SANDOVAL,MEX,4.5,7.75,0.0,12.25,2023,qual
84.0,Franchesca SANTI,CHI,4.8,7.4,0.0,12.2,2022,qual
62.0,Sofia SAPORITA,GBR,3.9,5.7,0.3,9.3,2022,qual
1.0,Flavia SARAIVA,BRA,5.8,8.4,0.0,14.2,2022,qual
52.0,Rocio SAUCEDO,ARG,4.9,7.733,0.0,12.633,2022,qual
112.0,Diana SAVELIEVA,UKR,4.2,7.533,0.0,11.733,2022,qual
72.0,Diana SAVELIEVA,UKR,4.5,7.166,0.0,11.666,2022,qual
76.0,Diana SAVELIEVA,UKR,4.5,7.133,0.0,11.633,2023,qual
20.0,Kate SAYER,AUS,4.9,7.25,0.0,12.15,2023,qual
18.0,Pauline SCHAEFER BETZ,GER,4.6,8.166,0.0,12.766,2022,qual
18.0,Pauline SCHAEFER BETZ,GER,4.6,7.833,0.0,12.433,2022,TeamFinal
21.0,Karina SCHOENMAIER,GER,4.7,7.866,0.0,12.566,2022,AAfinal
56.0,Karina SCHOENMAIER,GER,4.7,7.9,0.0,12.6,2022,qual
19.0,Karina SCHÖNMAIER,GE1,4.8,7.35,0.0,12.15,2023,qual
92.0,Breanna SCOTT,AUS,4.9,7.566,0.4,12.066,2022,qual
26.0,Breanna SCOTT,AUS,5.1,6.7,0.3,11.5,2023,qual
3.0,Breanna SCOTT,AUS,4.9,7.9,0.0,12.8,2023,final
8.0,Breanna SCOTT,AUS,4.7,7.533,0.0,12.233,2023,qual
9.0,Breanna SCOTT,AUS,4.9,7.7,0.0,12.6,2022,qual
109.0,Silviana SFIRINGU,ROU,4.1,6.066,0.1,10.066,2022,qual
76.0,Noga SHALIT,ISR,4.7,6.9,0.1,11.5,2022,qual
99.0,Zeina SHARAF,EGY,4.4,7.6,0.0,12.0,2022,qual
25.0,Maggie May SHEPHERD,GBR,4.3,7.1,0.1,11.3,2023,qual
40.0,Stefanie SIEGENTHALER,SUI,4.5,7.833,0.0,12.333,2022,qual
75.0,Stefanie SIEGENTHALER,SUI,4.4,7.233,0.0,11.633,2023,qual
7.0,Kelly SIMM,GBR,4.8,8.0,0.0,12.8,2022,final
4.0,Kelly SIMM,GBR,4.8,8.15,0.0,12.95,2022,qual
29.0,Kaja SKALSKA,POL,4.4,5.7,0.0,10.1,2023,qual
88.0,Kaja SKALSKA,POL,4.1,7.166,0.0,11.266,2023,qual
130.0,Emma SLEVIN,IRL,4.6,6.9,0.3,11.2,2022,qual
63.0,Emma SLEVIN,IRL,4.5,7.366,0.1,11.766,2022,qual
34.0,Emma SLEVIN,IRL,4.6,6.433,0.3,10.733,2023,qual
34.0,Emma SLEVIN,IRL,4.6,7.633,0.0,12.233,2023,qual
13.0,Floor SLOOFF,NED,4.7,6.866,0.0,11.566,2023,qual
12.0,Lottie SMITH,GBR,4.5,7.45,0.1,11.85,2023,qual
13.0,Julia SOARES,BRA,5.5,8.066,0.1,13.466,2022,qual
1.0,Julia SOARES,BRA,5.3,8.0,0.0,13.3,2023,final
10.0,Julia SOARES,BRA,5.3,7.75,0.3,12.75,2023,qual
66.0,Lia SOBRAL,POR,4.1,7.6,0.0,11.7,2022,qual
86.0,Josephine SOERENSEN,DEN,4.2,7.2,0.1,11.3,2022,qual
11.0,Shizuku SONEZAKI,JPN,4.4,7.533,0.1,11.833,2023,qual
35.0,Lara SPEERS,GBR,4.4,6.45,0.0,10.85,2023,qual
4.0,Emma SPENCE,CAN,4.7,8.1,0.0,12.8,2022,AAfinal
4.0,Emma SPENCE,CAN,4.6,8.366,0.0,12.966,2022,final
3.0,Emma SPENCE,CAN,4.6,8.15,0.0,12.75,2022,qual
70.0,Maya STAAHL,SWE,4.2,7.5,0.0,11.7,2023,qual
7.0,Ruby STACEY,GBR,4.6,7.733,0.1,12.233,2023,final
4.0,Ruby STACEY,GBR,4.6,7.766,0.0,12.366,2023,qual
20.0,Tara STEFANOVIC,SRB,4.4,5.933,0.1,10.233,2023,qual
11.0,Ava STEWART,CAN,4.9,7.2,0.0,12.1,2023,qual
3.0,Poppy Grace STICKLER,GBR,5.1,8.3,0.0,13.4,2022,final
5.0,Poppy Grace STICKLER,GBR,5.0,7.75,0.0,12.75,2022,qual
2.0,Poppy Grace STICKLER,GBR,5.5,8.25,0.0,13.75,2023,final
3.0,Poppy Grace STICKLER,GBR,5.5,8.0,0.1,13.4,2023,qual
7.0,Poppy Grace STICKLER,GBR,5.3,7.2,0.0,12.5,2023,final
6.0,Poppy Grace STICKLER,GBR,5.1,8.066,0.1,13.066,2023,qual
7.0,Poppy Grace STICKLER,WAL,5.0,7.5,0.0,12.5,2022,AAfinal
6.0,Poppy Grace STICKLER,WAL,5.0,7.866,0.3,12.566,2022,final
6.0,Poppy Grace STICKLER,WAL,5.0,7.7,0.0,12.7,2022,qual
100.0,Nikol STOIMENOVA,BUL,3.9,7.033,0.0,10.933,2023,qual
15.0,Nikol STOIMENOVA,BUL,3.9,7.3,0.0,11.2,2023,qual
50.0,Elisha STOTT,GBR,4.0,6.7,0.1,10.6,2022,qual
79.0,Sara SULEKIC,CRO,4.1,7.333,0.0,11.433,2022,qual
74.0,Sara SULEKIC,CRO,4.3,7.333,0.0,11.633,2023,qual
13.0,Ashlee SULLIVAN,USA,5.7,6.95,0.0,12.65,2023,qual
77.0,Sara SURMANOVA,SVK,4.0,7.466,0.0,11.466,2022,qual
79.0,Sara SURMANOVA,SVK,4.1,7.4,0.0,11.5,2023,qual
70.0,Agnes SUTO,ISL,4.1,7.566,0.0,11.666,2022,qual
91.0,Agnes SUTO,ISL,3.9,7.3,0.0,11.2,2023,qual
16.0,Zoja SZEKELY,HUN,4.6,7.633,0.0,12.233,2023,AAfinal
34.0,Zoja SZEKELY,HUN,4.6,7.633,0.0,12.233,2023,qual
78.0,Nikolett SZILAGYI,HUN,4.9,7.366,0.0,12.266,2022,qual
14.0,Lahna Salem,ALG,4.2,7.0,0.1,11.1,2022,qual
10.0,Göksu Üctas Sanli,TUR,4.8,7.866,0.3,12.366,2022,qual
8.0,Bianka Schermann,HUN,5.0,7.6,0.1,12.5,2022,qual
7.0,Bianka Schermann,HUN,4.5,7.433,0.3,11.633,2022,final
18.0,Bianka Schermann,HUN,4.4,5.9,0.0,10.3,2022,qual
6.0,Bianka Schermann,HUN,5.1,7.166,0.3,11.966,2022,qual
5.0,Bianka Schermann,HUN,5.1,7.166,0.1,12.166,2022,final
16.0,Adeliina Siikala,FIN,4.5,6.633,0.0,11.133,2023,qual
