Name,Country,Gender,Date,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Addison FATTA,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,6.0,5.4,7.8,0.0,13.2
Addison FATTA,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,10.0,5.4,7.55,0.0,12.95
Georgia Mae FENTON,GBR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,16.0,5.8,8.333,0.0,14.133
Georgia Mae FENTON,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,UB,2.0,5.3,8.15,0.0,13.45
Georgia Mae FENTON,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,3.0,5.3,8.2,0.0,13.5
Georgia Mae FENTON,GBR,w,2022-08-14,2022 Senior European Championships,final,UB,6.0,5.6,8.033,0.0,13.633
Georgia Mae FENTON,GBR,w,2022-08-14,2022 Senior European Championships,qual,UB,7.0,5.8,8.1,0.0,13.9
Georgia Mae FENTON,GBR,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,9.0,5.7,8.0,0.0,13.7
Georgia Mae FENTON,GBR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,13.0,6.0,8.033,0.0,14.033
Georgia Mae FENTON,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,UB,2.0,6.0,8.3,0.0,14.3
Georgia Mae FENTON,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,6.0,5.8,7.15,0.0,12.95
Georgia Mae FENTON,GBR,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,3.0,5.8,8.0,0.0,13.8
Georgia Mae FENTON,GBR,w,2023-04-16,2023 Senior European Championships,qual,UB,10.0,5.8,8.133,0.0,13.933
Georgia Mae FENTON,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,UB,1.0,5.7,8.2,0.0,13.9
Georgia Mae FENTON,ENG,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,1.0,5.8,8.2,0.0,14.0
Emma FERNANDEZ,ESP,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,69.0,5.0,7.5,0.0,12.5
Emma FERNANDEZ,ESP,w,2022-08-14,2022 Senior European Championships,qual,UB,54.0,5.0,6.833,0.0,11.833
Aleah FINNEGAN,PHI,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,73.0,4.9,7.533,0.0,12.433
Evie FLAGE DONOVAN,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,9.0,4.8,7.5,0.0,12.3
Laia FONT,ESP,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,69.0,5.2,7.366,0.0,12.566
Laia FONT,ESP,w,2023-05-28,2023 Varna World Challenge Cup,final,UB,7.0,5.2,5.9,0.0,11.1
Laia FONT,ESP,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,8.0,5.2,7.166,0.0,12.366
Carla FONT ESTRUCH,ESP,w,2023-08-05,2023 FISU World University Games,qual,UB,19.0,4.7,7.166,0.0,11.866
Kirsty FOWLER,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,51.0,4.1,5.9,0.3,9.7
Alice FRANCOY,BEL,w,2023-04-30,2023 Cairo World Cup,qual,UB,24.0,4.6,6.566,0.0,11.166
eMjae FRAZIER,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,18.0,4.7,7.5,0.0,12.2
Aline FRIESS,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,18.0,5.3,7.7,0.0,13.0
Aline FRIESS,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,34.0,5.3,7.933,0.0,13.233
Aline FRIESS,FRA,w,2022-08-14,2022 Senior European Championships,qual,UB,38.0,5.4,7.1,0.0,12.5
Aline FRIESS,FRA,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,13.0,5.5,7.766,0.0,13.266
Aline FRIESS,FRA,w,2022-03-29,2022 Varna World Challenge Cup,final,UB,1.0,5.6,7.85,0.0,13.45
Aline FRIESS,FRA,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,1.0,5.6,8.1,0.0,13.7
Aline FRIESS,FRA,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,10.0,5.5,6.633,0.0,12.133
Bianca FRYSAK,AUT,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,78.0,4.9,7.3,0.0,12.2
Bianca FRYSAK,AUT,w,2023-08-05,2023 FISU World University Games,final,UB,7.0,4.8,7.633,0.0,12.433
Bianca FRYSAK,AUT,w,2023-08-05,2023 FISU World University Games,qual,UB,11.0,5.0,7.466,0.0,12.466
Bianca FRYSAK,AUT,w,2023-08-05,2023 FISU World University Games,AAfinal,UB,14.0,4.9,6.5,0.0,11.4
Bianca FRYSAK,AUT,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,20.0,4.8,7.233,0.0,12.033
Bianca FRYSAK,AUT,w,2023-04-16,2023 Senior European Championships,qual,UB,36.0,4.8,7.833,0.0,12.633
Ana FUENTES,DOM,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,50.0,3.3,5.366,0.0,8.666
Kokoro FUKASAWA,JPN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,25.0,6.2,7.3,0.0,13.5
Kokoro FUKASAWA,JPN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,90.0,6.0,6.033,0.0,12.033
Kokoro FUKASAWA,JPN,w,2023-03-04,2023 Doha World Cup,qual,UB,12.0,5.8,5.7,0.0,11.5
Kokoro FUKASAWA,JPN,w,2023-08-05,2023 FISU World University Games,qual,UB,13.0,5.3,7.066,0.0,12.366
Petra FURAC,CRO,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,122.0,4.0,6.666,0.0,10.666
Petra FURAC,CRO,w,2022-08-14,2022 Senior European Championships,qual,UB,85.0,4.0,6.666,0.0,10.666
Jennifer GADIROVA,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,UB,3.0,5.2,7.9,0.0,13.1
Jennifer GADIROVA,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,5.0,5.2,8.0,0.0,13.2
Jessica GADIROVA,GBR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,13.0,5.6,7.633,0.0,13.233
Jessica GADIROVA,GBR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,40.0,5.6,7.566,0.0,13.166
Jessica GADIROVA,GBR,w,2022-03-27,2022 British Gymnastics Championships,final,UB,4.0,5.3,7.6,0.0,12.9
Jessica GADIROVA,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,4.0,5.3,7.95,0.0,13.25
Jessica GADIROVA,GBR,w,2022-08-14,2022 Senior European Championships,qual,UB,29.0,5.7,7.133,0.0,12.833
Jessica GADIROVA,GBR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,18.0,5.6,8.166,0.0,13.766
Jessica GADIROVA,GBR,w,2023-03-26,2023 British Gymnastics Championships,final,UB,4.0,5.7,8.5,0.0,14.2
Jessica GADIROVA,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,4.0,5.7,7.8,0.0,13.5
Jessica GADIROVA,GBR,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,7.0,5.7,7.766,0.0,13.466
Jessica GADIROVA,GBR,w,2023-04-16,2023 Senior European Championships,qual,UB,12.0,5.6,8.266,0.0,13.866
Samira GAHRAMANOVA,AZE,w,2022-08-14,2022 Senior European Championships,qual,UB,117.0,2.8,4.566,0.0,7.366
Kaushini GAMAGE,SRI,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,38.0,1.4,5.6,0.0,7.0
Anna GEMZA,POL,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,13.0,4.5,7.3,0.0,11.8
Anna GEMZA,POL,w,2022-03-29,2022 Varna World Challenge Cup,qual,UB,24.0,4.8,5.1,0.0,9.9
Anna GEMZA,POL,w,2023-04-16,2023 Senior European Championships,qual,UB,71.0,4.6,6.866,0.0,11.466
Valentina GEORGIEVA,BUL,w,2022-08-14,2022 Senior European Championships,qual,UB,95.0,3.5,6.766,0.0,10.266
Karis GERMAN,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,11.0,5.8,7.1,0.0,12.9
Elisabeth GEURTS,NED,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,UB,12.0,5.0,8.1,0.0,13.1
Amalia GHIGOARTA,ROU,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,64.0,5.1,7.5,0.0,12.6
Amalia GHIGOARTA,ROU,w,2023-04-16,2023 Senior European Championships,AAfinal,UB,24.0,3.4,5.866,0.0,9.266
Amalia GHIGOARTA,ROU,w,2023-04-16,2023 Senior European Championships,qual,UB,29.0,5.0,7.766,0.0,12.766
Ani GOBADZE,GEO,w,2022-08-14,2022 Senior European Championships,qual,UB,105.0,3.7,5.733,0.0,9.433
Ani GOBADZE,GEO,w,2023-04-16,2023 Senior European Championships,qual,UB,110.0,3.2,6.266,0.0,9.466
Georgia GODWIN,AUS,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,7.0,5.6,7.9,0.0,13.5
Georgia GODWIN,AUS,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,33.0,5.6,7.733,0.0,13.333
Georgia GODWIN,AUS,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,11.0,5.6,7.9,0.0,13.5
Georgia GODWIN,AUS,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,19.0,5.7,7.966,0.0,13.666
Georgia GODWIN,AUS,w,2023-06-11,2023 Osijek World Challenge Cup,qual,UB,2.0,5.5,8.1,0.0,13.6
Georgia GODWIN,AUS,w,2023-06-11,2023 Osijek World Challenge Cup,final,UB,2.0,5.5,8.2,0.0,13.7
Georgia GODWIN,AUS,w,2023-06-04,2023 Tel Aviv World Challenge Cup,qual,UB,1.0,5.5,7.533,0.0,13.033
Georgia GODWIN,AUS,w,2023-06-04,2023 Tel Aviv World Challenge Cup,final,UB,2.0,5.5,7.367,0.0,12.867
Georgia GODWIN,AUS,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,UB,2.0,5.6,7.95,0.0,13.55
Georgia GODWIN,AUS,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,UB,2.0,5.6,7.9,0.0,13.5
Georgia GODWIN,AUS,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,3.0,5.6,8.05,0.0,13.65
Eilidh GORRELL,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,28.0,4.5,6.5,0.0,11.0
Eilidh GORRELL,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,22.0,4.1,7.5,0.0,11.6
Eilidh GORRELL,SCO,w,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,UB,27.0,4.5,6.25,0.0,10.75
Alexa GRANDE,ESA,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,UB,16.0,3.9,6.35,0.0,10.25
Alexa GRANDE,ESA,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,24.0,3.9,6.4,0.0,10.3
Alexa GRANDE,ESA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,UB,20.0,4.0,6.7,0.0,10.7
Alexa GRANDE,ESA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,40.0,3.9,6.9,0.0,10.8
Shanna Kae GRANT,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,15.0,4.3,7.5,0.0,11.8
Shanna Kae GRANT,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,13.0,4.6,7.4,0.0,12.0
Elina GRAVIN,SWE,w,2023-04-16,2023 Senior European Championships,qual,UB,80.0,3.7,7.433,0.0,11.133
Magdalena GRYGIEL,POL,w,2023-04-16,2023 Senior European Championships,qual,UB,85.0,4.1,6.9,0.0,11.0
Hildur GUDMUNDSDOTTIR,ISL,w,2023-04-16,2023 Senior European Championships,qual,UB,82.0,3.8,7.233,0.0,11.033
Hildur Maja GUDMUNDSDOTTIR,ISL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,137.0,2.6,7.233,0.0,9.833
Hildur Maja GUDMUNDSDOTTIR,ISL,w,2022-08-14,2022 Senior European Championships,qual,UB,104.0,2.5,7.166,0.0,9.666
Lilli Leanne HABISREUTINGER,SUI,w,2022-08-14,2022 Senior European Championships,qual,UB,100.0,4.0,6.066,0.0,10.066
Maddison HAJJAR,CAN,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,11.0,4.7,7.066,0.0,11.766
Sabina HALOVA,CZE,w,2023-04-30,2023 Cairo World Cup,qual,UB,27.0,4.2,6.733,0.0,10.933
Selma HALVORSEN,NOR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,107.0,4.0,7.033,0.0,11.033
Selma HALVORSEN,NOR,w,2022-02-27,2022 Cottbus World Cup,qual,UB,13.0,4.2,7.133,0.0,11.333
Selma HALVORSEN,NOR,w,2022-02-27,2022 Cottbus World Cup,qual,UB,13.0,4.2,7.133,0.0,11.333
Selma HALVORSEN,NOR,w,2023-06-11,2023 Osijek World Challenge Cup,qual,UB,14.0,4.1,7.6,0.0,11.7
Selma HALVORSEN,NOR,w,2023-06-11,2023 Osijek World Challenge Cup,qual,UB,14.0,4.1,7.6,0.0,11.7
Gudrun HARDARDOTTIR,ISL,w,2022-08-14,2022 Senior European Championships,qual,UB,99.0,3.9,6.2,0.0,10.1
Ameera HARIADI,INA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,138.0,4.1,6.433,0.0,10.533
Ameera HARIADI,INA,w,2023-03-12,2023 Baku World Cup,qual,UB,22.0,3.9,7.4,0.0,11.3
Ameera HARIADI,INA,w,2023-04-30,2023 Cairo World Cup,qual,UB,17.0,4.1,7.6,0.0,11.7
Charlotte HASLER,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,45.0,2.0,6.6,0.0,8.6
Chiaki HATAKEDA,JPN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,14.0,5.3,7.866,0.0,13.166
Chiaki HATAKEDA,JPN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,43.0,5.3,7.633,0.0,12.933
Chiaki HATAKEDA,JPN,w,2023-08-05,2023 FISU World University Games,qual,UB,17.0,5.3,6.8,0.0,12.1
Ada HAUTALA,FIN,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,67.0,4.9,7.6,0.0,12.5
Ada HAUTALA,FIN,w,2022-08-14,2022 Senior European Championships,qual,UB,34.0,4.9,7.733,0.0,12.633
Ada HAUTALA,FIN,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,17.0,3.8,5.8,0.0,9.6
Ada HAUTALA,FIN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,153.0,3.9,4.1,0.0,8.0
Ada HAUTALA,FIN,w,2023-02-26,2023 Cottbus World Cup,qual,UB,24.0,4.8,5.533,0.0,10.333
Ada HAUTALA,FIN,w,2023-04-16,2023 Senior European Championships,qual,UB,37.0,4.9,7.733,0.0,12.633
Carolann HEDUIT,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,11.0,5.8,7.466,0.0,13.266
Carolann HEDUIT,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,26.0,5.8,7.666,0.0,13.466
Carolann HEDUIT,FRA,w,2022-04-03,2022 Baku World Cup,qual,UB,10.0,5.9,6.466,0.0,12.366
Carolann HEDUIT,FRA,w,2022-08-14,2022 Senior European Championships,qual,UB,10.0,5.9,7.833,0.0,13.733
Carolann HEDUIT,FRA,w,2022-08-14,2022 Senior European Championships,TeamFinal,UB,8.0,6.0,7.8,0.0,13.8
Jane HEFFERNAN,IRL,w,2023-04-16,2023 Senior European Championships,qual,UB,79.0,4.2,6.966,0.0,11.166
Tommera HENDRICKS,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,10.0,4.3,8.15,0.0,12.45
Tommera HENDRICKS,GBR,w,2023-03-26,2023 British Gymnastics Championships,qual,UB,40.0,4.3,5.1,0.0,9.4
Hillary HERON,PAN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,102.0,4.7,7.033,0.0,11.733
Hillary HERON,PAN,w,2023-04-30,2023 Cairo World Cup,qual,UB,12.0,4.8,7.366,0.0,12.166
Hillary HERON,PAN,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,UB,11.0,4.6,7.266,0.0,11.866
Hillary HERON,PAN,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,20.0,4.6,7.133,0.0,11.733
Hillary HERON SOTO,PAN,w,2023-06-28,2023 Central American and Caribbean Games,AAfinal,UB,10.0,4.7,7.0,0.0,11.7
Hillary HERON SOTO,PAN,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,12.0,4.8,7.35,0.0,12.15
Lana HERRERA,PAN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,111.0,4.9,6.7,0.0,11.6
Lana HERRERA,PAN,w,2023-04-30,2023 Cairo World Cup,qual,UB,15.0,4.9,7.0,0.0,11.9
Lana HERRERA,PAN,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,27.0,4.3,6.9,0.0,11.2
Lana HERRERA RODRIGUEZ,PAN,w,2023-06-28,2023 Central American and Caribbean Games,qual,UB,10.0,4.5,7.7,0.0,12.2
Ainhoa HERRERO LUGO,PUR,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,47.0,3.3,6.333,0.0,9.633
Halle HILTON,IRL,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,129.0,4.3,6.066,0.0,10.366
Halle HILTON,GBR,w,2022-03-27,2022 British Gymnastics Championships,qual,UB,29.0,4.8,6.2,0.0,11.0
Halle HILTON,IRL,w,2022-08-14,2022 Senior European Championships,qual,UB,73.0,4.4,6.766,0.0,11.166
Halle HILTON,IRL,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,85.0,4.6,7.433,0.0,12.033
Halle HILTON,IRL,w,2023-03-12,2023 Baku World Cup,qual,UB,18.0,4.3,7.233,0.0,11.533
Halle HILTON,IRL,w,2023-03-04,2023 Doha World Cup,qual,UB,18.0,4.3,6.0,0.0,10.3
Halle HILTON,IRL,w,2023-04-16,2023 Senior European Championships,qual,UB,93.0,4.4,6.1,0.0,10.5
Aneta HOLASOVA,CZE,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,60.0,4.9,7.766,0.0,12.666
Aneta HOLASOVA,CZE,w,2022-08-14,2022 Senior European Championships,qual,UB,63.0,4.7,6.8,0.0,11.5
Aneta HOLASOVA,CZE,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,12.0,4.7,7.2,0.0,11.9
Lucija HRIBAR,SLO,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,43.0,5.0,8.033,0.0,13.033
Lucija HRIBAR,SLO,w,2022-04-03,2022 Baku World Cup,qual,UB,11.0,4.9,7.366,0.0,12.266
Lucija HRIBAR,SLO,w,2022-03-20,2022 Cairo World Cup,qual,UB,8.0,4.7,6.466,0.0,11.166
Lucija HRIBAR,SLO,w,2022-03-20,2022 Cairo World Cup,final,UB,7.0,4.8,5.8,0.0,10.6
Lucija HRIBAR,SLO,w,2022-02-27,2022 Cottbus World Cup,qual,UB,12.0,4.8,6.866,0.0,11.666
Lucija HRIBAR,SLO,w,2022-03-05,2022 Doha World Cup,final,UB,4.0,4.8,7.6,0.0,12.4
Lucija HRIBAR,SLO,w,2022-03-05,2022 Doha World Cup,qual,UB,6.0,4.7,6.066,0.0,10.766
Lucija HRIBAR,SLO,w,2022-10-09,2022 Mersin World Challenge Cup,qual,UB,9.0,4.9,7.45,0.0,12.35
Lucija HRIBAR,SLO,w,2022-08-14,2022 Senior European Championships,qual,UB,64.0,4.7,6.766,0.0,11.466
Lucija HRIBAR,SLO,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,68.0,5.0,7.566,0.0,12.566
Lucija HRIBAR,SLO,w,2023-03-12,2023 Baku World Cup,qual,UB,14.0,4.7,7.066,0.0,11.766
Lucija HRIBAR,SLO,w,2023-04-30,2023 Cairo World Cup,qual,UB,14.0,4.9,7.133,0.0,12.033
Lucija HRIBAR,SLO,w,2023-02-26,2023 Cottbus World Cup,final,UB,4.0,5.0,7.833,0.0,12.833
Lucija HRIBAR,SLO,w,2023-02-26,2023 Cottbus World Cup,qual,UB,5.0,5.0,8.033,0.0,13.033
Lucija HRIBAR,SLO,w,2023-04-16,2023 Senior European Championships,qual,UB,27.0,4.8,8.033,0.0,12.833
Zhuofan HUANG,CHN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,UB,4.0,6.5,8.266,0.0,14.766
Zhuofan HUANG,CHN,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,4.0,6.5,8.033,0.0,14.533
Yelyzaveta HUBAREVA,UKR,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,57.0,5.2,7.566,0.0,12.766
Yelyzaveta HUBAREVA,UKR,w,2022-08-14,2022 Senior European Championships,qual,UB,33.0,5.3,7.366,0.0,12.666
Yelyzaveta HUBAREVA,UKR,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,45.0,5.5,7.4,0.0,12.9
Yelyzaveta HUBAREVA,UKR,w,2023-03-12,2023 Baku World Cup,qual,UB,17.0,5.2,6.4,0.0,11.6
Yelyzaveta HUBAREVA,UKR,w,2023-04-30,2023 Cairo World Cup,final,UB,4.0,5.4,7.733,0.0,13.133
Yelyzaveta HUBAREVA,UKR,w,2023-04-30,2023 Cairo World Cup,qual,UB,3.0,5.4,7.833,0.0,13.233
Yelyzaveta HUBAREVA,UKR,w,2023-02-26,2023 Cottbus World Cup,final,UB,5.0,5.3,7.366,0.0,12.666
Yelyzaveta HUBAREVA,UKR,w,2023-02-26,2023 Cottbus World Cup,qual,UB,6.0,5.3,7.466,0.0,12.766
Yelyzaveta HUBAREVA,UKR,w,2023-03-04,2023 Doha World Cup,final,UB,4.0,5.3,7.7,0.0,13.0
Yelyzaveta HUBAREVA,UKR,w,2023-03-04,2023 Doha World Cup,qual,UB,5.0,5.3,7.6,0.0,12.9
Yelyzaveta HUBAREVA,UKR,w,2023-04-16,2023 Senior European Championships,qual,UB,20.0,5.4,7.766,0.0,13.166
Elisa IORIO,ITA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,26.0,6.1,7.3,0.0,13.4
Elisa IORIO,ITA,w,2023-02-26,2023 Cottbus World Cup,qual,UB,3.0,6.2,7.566,0.0,13.766
Rifda IRFANALUTHFI,INA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,83.0,4.0,8.033,0.0,12.033
Rifda IRFANALUTHFI,INA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,85.0,4.6,7.433,0.0,12.033
Rifda IRFANALUTHFI,INA,w,2023-03-12,2023 Baku World Cup,qual,UB,15.0,4.0,7.666,0.0,11.666
Rifda IRFANALUTHFI,INA,w,2023-04-30,2023 Cairo World Cup,qual,UB,11.0,4.3,7.9,0.0,12.2
Nicole IRIBARNE,ARG,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,103.0,4.2,7.466,0.0,11.666
Nicole IRIBARNE,ARG,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,UB,10.0,4.2,7.7,0.0,11.9
Nicole IRIBARNE,ARG,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,14.0,4.2,7.8,0.0,12.0
Anfissa IVANOVA,KAZ,w,2023-09-29,HANGZHOU 2022 19th Asian Games,qual,UB,28.0,3.3,6.433,0.0,9.733
Sara JACOBSEN,DEN,w,2023-04-16,2023 Senior European Championships,qual,UB,109.0,1.4,8.2,0.0,9.6
Meolie JAUCH,GER,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,25.0,5.6,7.866,0.0,13.466
Meolie JAUCH,GER,w,2023-02-26,2023 Cottbus World Cup,final,UB,2.0,5.6,7.933,0.0,13.533
Meolie JAUCH,GER,w,2023-02-26,2023 Cottbus World Cup,qual,UB,4.0,5.7,8.0,0.0,13.7
Meolie JAUCH,GER,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,UB,4.0,5.9,7.6,0.0,13.5
Meolie JAUCH,GE1,w,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,UB,5.0,5.9,7.95,0.0,13.85
Natalie JENSEN,DEN,w,2023-04-16,2023 Senior European Championships,qual,UB,106.0,3.8,5.933,0.0,9.733
Melanie JESUS SANTOS,FRA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,9.0,6.3,8.1,0.0,14.4
Melanie JESUS SANTOS,FRA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,12.0,6.1,7.966,0.0,14.066
Shilese JONES,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,UB,1.0,6.3,8.066,0.0,14.366
Shilese JONES,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,final,UB,2.0,6.4,8.366,0.0,14.766
Shilese JONES,USA,w,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,UB,5.0,6.3,8.266,0.0,14.566
Shilese JONES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,UB,4.0,6.3,8.333,0.0,14.633
Shilese JONES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,UB,3.0,6.3,8.466,0.0,14.766
Shilese JONES,USA,w,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,UB,2.0,6.4,8.433,0.0,14.833
Katelyn JONG,USA,w,2022-10-02,2022 Szombathely World Challenge Cup,qual,UB,2.0,5.8,7.566,0.0,13.366
Katelyn JONG,USA,w,2022-10-02,2022 Szombathely World Challenge Cup,final,UB,5.0,5.7,7.433,0.0,13.133
Katelyn JONG,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,14.0,5.4,7.35,0.0,12.75
Katelyn JONG,USA,w,2023-08-06,2023 Core Hydration Classic,AAfinal,UB,6.0,5.9,7.85,0.0,13.75
Katelyn JONG,USA,w,2023-02-26,2023 Winter Cup,AAfinal,UB,17.0,5.6,6.6,0.0,12.2
Katelyn JONG,USA,w,2023-10-25,SANTIAGO 2023 XIX Pan American Games,qual,UB,6.0,5.9,7.733,0.0,13.633
Gulnaz JUMABEKOVA,UZB,w,2023-08-05,2023 FISU World University Games,qual,UB,38.0,3.4,6.633,0.0,10.033
Gulnaz JUMABEKOVA,UZB,w,2023-05-28,2023 Varna World Challenge Cup,qual,UB,24.0,4.1,3.833,0.0,7.933
Levi JUNG-RUIVIVAR,USA,w,2022-02-27,2022 Winter Cup,AAfinal,UB,5.0,5.5,7.75,0.0,13.25
