"","season","mnth","day","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","bikers"
"4946",3,"July",210,"23",0,5,1,"clear",0.78,0.7121,0.52,0.1045,26,90,116
"4947",3,"July",211,"0",0,6,0,"clear",0.76,0.697,0.55,0.194,60,73,133
"4948",3,"July",211,"1",0,6,0,"clear",0.76,0.697,0.55,0.0896,15,75,90
"4949",3,"July",211,"2",0,6,0,"clear",0.76,0.697,0.55,0.1045,11,31,42
"4950",3,"July",211,"3",0,6,0,"clear",0.74,0.6818,0.62,0.1642,18,25,43
"4951",3,"July",211,"4",0,6,0,"clear",0.72,0.6818,0.66,0.1642,4,6,10
"4952",3,"July",211,"5",0,6,0,"clear",0.72,0.6818,0.7,0.2836,4,9,13
"4953",3,"July",211,"6",0,6,0,"clear",0.72,0.6818,0.7,0.2985,6,18,24
"4954",3,"July",211,"7",0,6,0,"clear",0.76,0.7273,0.66,0.194,3,39,42
"4955",3,"July",211,"8",0,6,0,"clear",0.78,0.7424,0.59,0.2239,27,87,114
"4956",3,"July",211,"9",0,6,0,"clear",0.82,0.7576,0.46,0.2985,49,125,174
"4957",3,"July",211,"10",0,6,0,"clear",0.82,0.7424,0.41,0.2985,79,182,261
"4958",3,"July",211,"11",0,6,0,"clear",0.84,0.7424,0.36,0.194,111,206,317
"4959",3,"July",211,"12",0,6,0,"clear",0.84,0.7273,0.32,0.1642,111,230,341
"4960",3,"July",211,"13",0,6,0,"clear",0.88,0.7576,0.29,0,125,183,308
"4961",3,"July",211,"14",0,6,0,"clear",0.9,0.7879,0.29,0,112,193,305
"4962",3,"July",211,"15",0,6,0,"clear",0.9,0.803,0.31,0.1343,113,189,302
"4963",3,"July",211,"16",0,6,0,"clear",0.9,0.7879,0.27,0.2239,126,176,302
"4964",3,"July",211,"17",0,6,0,"clear",0.9,0.7879,0.29,0.1045,93,209,302
"4965",3,"July",211,"18",0,6,0,"clear",0.88,0.7576,0.28,0.194,92,207,299
"4966",3,"July",211,"19",0,6,0,"clear",0.74,0.6515,0.33,0.2239,101,155,256
"4967",3,"July",211,"20",0,6,0,"clear",0.82,0.7424,0.43,0.1343,74,132,206
"4968",3,"July",211,"21",0,6,0,"clear",0.8,0.7424,0.49,0.1642,82,123,205
"4969",3,"July",211,"22",0,6,0,"clear",0.78,0.7121,0.52,0.1045,80,129,209
"4970",3,"July",211,"23",0,6,0,"clear",0.76,0.697,0.55,0.0896,63,114,177
"4971",3,"July",212,"0",0,0,0,"clear",0.76,0.697,0.55,0.0896,33,80,113
"4972",3,"July",212,"1",0,0,0,"clear",0.74,0.6818,0.62,0.0896,8,71,79
"4973",3,"July",212,"2",0,0,0,"clear",0.74,0.697,0.66,0.0896,19,48,67
"4974",3,"July",212,"3",0,0,0,"clear",0.74,0.697,0.66,0,24,26,50
"4975",3,"July",212,"4",0,0,0,"clear",0.72,0.6818,0.7,0,6,7,13
"4976",3,"July",212,"5",0,0,0,"clear",0.72,0.6818,0.69,0,4,4,8
"4977",3,"July",212,"6",0,0,0,"clear",0.74,0.697,0.7,0,5,8,13
"4978",3,"July",212,"7",0,0,0,"clear",0.74,0.6818,0.58,0.1343,19,26,45
"4979",3,"July",212,"8",0,0,0,"clear",0.76,0.697,0.55,0.2239,54,88,142
"4980",3,"July",212,"9",0,0,0,"clear",0.8,0.7424,0.49,0,55,128,183
"4981",3,"July",212,"10",0,0,0,"clear",0.84,0.7424,0.36,0.1642,91,163,254
"4982",3,"July",212,"11",0,0,0,"clear",0.86,0.7424,0.28,0.1642,112,163,275
"4983",3,"July",212,"12",0,0,0,"clear",0.9,0.7727,0.25,0.194,146,192,338
"4984",3,"July",212,"13",0,0,0,"clear",0.9,0.7727,0.24,0.1343,142,152,294
"4985",3,"July",212,"14",0,0,0,"clear",0.9,0.7727,0.24,0.1642,130,196,326
"4986",3,"July",212,"15",0,0,0,"clear",0.92,0.7727,0.18,0.2985,109,184,293
"4987",3,"July",212,"16",0,0,0,"clear",0.92,0.7727,0.17,0.2836,98,208,306
"4988",3,"July",212,"17",0,0,0,"clear",0.92,0.7727,0.16,0.1642,114,206,320
"4989",3,"July",212,"18",0,0,0,"clear",0.86,0.7879,0.41,0.2836,91,213,304
"4990",3,"July",212,"19",0,0,0,"clear",0.8,0.7576,0.55,0.3284,87,187,274
"4991",3,"July",212,"20",0,0,0,"clear",0.8,0.7576,0.55,0.3284,70,205,275
"4992",3,"July",212,"21",0,0,0,"clear",0.78,0.7424,0.59,0.2985,68,96,164
"4993",3,"July",212,"22",0,0,0,"clear",0.74,0.697,0.7,0.2985,25,71,96
"4994",3,"July",212,"23",0,0,0,"clear",0.74,0.697,0.66,0.2239,14,56,70
"4995",3,"Aug",213,"0",0,1,1,"clear",0.72,0.6818,0.7,0.2239,7,22,29
"4996",3,"Aug",213,"1",0,1,1,"clear",0.72,0.697,0.74,0.194,5,12,17
"4997",3,"Aug",213,"2",0,1,1,"clear",0.7,0.6667,0.74,0.1045,4,7,11
"4998",3,"Aug",213,"3",0,1,1,"clear",0.7,0.6667,0.79,0.1642,0,4,4
"4999",3,"Aug",213,"4",0,1,1,"clear",0.66,0.6061,0.83,0.1343,2,2,4
"5000",3,"Aug",213,"5",0,1,1,"clear",0.66,0.6061,0.83,0.1045,2,24,26
"5001",3,"Aug",213,"6",0,1,1,"clear",0.66,0.6061,0.83,0.0896,3,97,100
"5002",3,"Aug",213,"7",0,1,1,"clear",0.74,0.6818,0.62,0,24,258,282
"5003",3,"Aug",213,"8",0,1,1,"clear",0.8,0.7273,0.43,0.194,35,347,382
"5004",3,"Aug",213,"9",0,1,1,"clear",0.82,0.7424,0.41,0,27,139,166
"5005",3,"Aug",213,"10",0,1,1,"clear",0.86,0.7576,0.36,0.1642,27,70,97
"5006",3,"Aug",213,"11",0,1,1,"clear",0.88,0.7727,0.32,0.1642,53,66,119
"5007",3,"Aug",213,"12",0,1,1,"clear",0.9,0.803,0.33,0.2537,53,115,168
"5008",3,"Aug",213,"13",0,1,1,"clear",0.9,0.803,0.31,0.2985,38,112,150
"5009",3,"Aug",213,"14",0,1,1,"clear",0.92,0.8182,0.29,0.194,37,86,123
"5010",3,"Aug",213,"15",0,1,1,"clear",0.9,0.7879,0.27,0,52,77,129
"5011",3,"Aug",213,"16",0,1,1,"clear",0.9,0.7879,0.27,0,34,197,231
"5012",3,"Aug",213,"17",0,1,1,"clear",0.76,0.6818,0.45,0.2985,69,445,514
"5013",3,"Aug",213,"18",0,1,1,"clear",0.78,0.697,0.43,0.194,68,475,543
"5014",3,"Aug",213,"19",0,1,1,"clear",0.74,0.6667,0.51,0.2239,63,350,413
"5015",3,"Aug",213,"20",0,1,1,"clear",0.72,0.6818,0.62,0.2239,49,256,305
"5016",3,"Aug",213,"21",0,1,1,"clear",0.7,0.6515,0.7,0.2537,42,178,220
"5017",3,"Aug",213,"22",0,1,1,"clear",0.7,0.6515,0.7,0.0896,21,116,137
"5018",3,"Aug",213,"23",0,1,1,"clear",0.68,0.6364,0.74,0.194,14,82,96
"5019",3,"Aug",214,"0",0,2,1,"clear",0.66,0.6212,0.74,0,11,18,29
"5020",3,"Aug",214,"1",0,2,1,"clear",0.66,0.6212,0.74,0.1045,4,8,12
"5021",3,"Aug",214,"2",0,2,1,"clear",0.68,0.6364,0.69,0,2,6,8
"5022",3,"Aug",214,"3",0,2,1,"clear",0.66,0.6212,0.74,0.194,0,5,5
"5023",3,"Aug",214,"4",0,2,1,"clear",0.66,0.6212,0.74,0.1045,0,10,10
"5024",3,"Aug",214,"5",0,2,1,"clear",0.66,0.6212,0.74,0.1343,4,17,21
"5025",3,"Aug",214,"6",0,2,1,"clear",0.68,0.6364,0.69,0.1045,12,105,117
"5026",3,"Aug",214,"7",0,2,1,"clear",0.72,0.6667,0.61,0.2836,15,320,335
"5027",3,"Aug",214,"8",0,2,1,"clear",0.74,0.6818,0.58,0.2836,37,398,435
"5028",3,"Aug",214,"9",0,2,1,"clear",0.78,0.697,0.46,0.2985,31,182,213
"5029",3,"Aug",214,"10",0,2,1,"clear",0.82,0.7273,0.36,0.2985,50,90,140
"5030",3,"Aug",214,"11",0,2,1,"clear",0.84,0.7273,0.32,0.4179,32,96,128
"5031",3,"Aug",214,"12",0,2,1,"clear",0.86,0.7424,0.3,0.2836,45,112,157
"5032",3,"Aug",214,"13",0,2,1,"clear",0.86,0.7424,0.3,0.2239,50,153,203
"5033",3,"Aug",214,"14",0,2,1,"clear",0.9,0.7727,0.25,0.2836,45,114,159
"5034",3,"Aug",214,"15",0,2,1,"clear",0.9,0.7727,0.25,0.2836,48,120,168
"5035",3,"Aug",214,"16",0,2,1,"clear",0.9,0.7727,0.25,0.2836,58,216,274
"5036",3,"Aug",214,"17",0,2,1,"cloudy/misty",0.9,0.7879,0.27,0.1343,63,493,556
"5037",3,"Aug",214,"18",0,2,1,"cloudy/misty",0.86,0.7576,0.34,0.194,65,491,556
"5038",3,"Aug",214,"19",0,2,1,"cloudy/misty",0.86,0.7576,0.36,0.2239,85,369,454
"5039",3,"Aug",214,"20",0,2,1,"cloudy/misty",0.82,0.7576,0.46,0.2537,40,248,288
"5040",3,"Aug",214,"21",0,2,1,"clear",0.8,0.7424,0.52,0.2239,53,201,254
"5041",3,"Aug",214,"22",0,2,1,"cloudy/misty",0.78,0.7424,0.59,0.1642,22,169,191
"5042",3,"Aug",214,"23",0,2,1,"cloudy/misty",0.8,0.7424,0.49,0.1642,29,103,132
"5043",3,"Aug",215,"0",0,3,1,"cloudy/misty",0.8,0.7424,0.49,0.1642,11,32,43
"5044",3,"Aug",215,"1",0,3,1,"cloudy/misty",0.78,0.7121,0.52,0.1642,7,9,16
"5045",3,"Aug",215,"2",0,3,1,"cloudy/misty",0.78,0.7121,0.49,0.1642,2,9,11
"5046",3,"Aug",215,"3",0,3,1,"cloudy/misty",0.76,0.697,0.55,0.0896,0,4,4
"5047",3,"Aug",215,"4",0,3,1,"cloudy/misty",0.76,0.697,0.52,0.1642,0,7,7
"5048",3,"Aug",215,"5",0,3,1,"cloudy/misty",0.76,0.697,0.55,0.0896,2,22,24
"5049",3,"Aug",215,"6",0,3,1,"light rain/snow",0.72,0.6818,0.66,0.4925,9,101,110
"5050",3,"Aug",215,"7",0,3,1,"cloudy/misty",0.74,0.6667,0.51,0.2239,19,252,271
"5051",3,"Aug",215,"8",0,3,1,"cloudy/misty",0.74,0.6667,0.51,0.1642,29,408,437
"5052",3,"Aug",215,"9",0,3,1,"cloudy/misty",0.74,0.6818,0.55,0.194,23,172,195
"5053",3,"Aug",215,"10",0,3,1,"light rain/snow",0.74,0.6818,0.58,0.0896,9,59,68
"5054",3,"Aug",215,"11",0,3,1,"cloudy/misty",0.74,0.6818,0.58,0.1045,29,93,122
"5055",3,"Aug",215,"12",0,3,1,"light rain/snow",0.76,0.697,0.55,0.1343,19,142,161
"5056",3,"Aug",215,"13",0,3,1,"cloudy/misty",0.76,0.7121,0.58,0.2239,37,107,144
"5057",3,"Aug",215,"14",0,3,1,"cloudy/misty",0.76,0.7121,0.58,0.2239,43,104,147
"5058",3,"Aug",215,"15",0,3,1,"cloudy/misty",0.7,0.6667,0.79,0.1343,31,87,118
"5059",3,"Aug",215,"16",0,3,1,"light rain/snow",0.68,0.6364,0.79,0,21,129,150
"5060",3,"Aug",215,"17",0,3,1,"cloudy/misty",0.7,0.6667,0.79,0,47,378,425
"5061",3,"Aug",215,"18",0,3,1,"light rain/snow",0.7,0.6667,0.84,0,49,443,492
"5062",3,"Aug",215,"19",0,3,1,"light rain/snow",0.7,0.6667,0.84,0,51,270,321
"5063",3,"Aug",215,"20",0,3,1,"light rain/snow",0.7,0.6667,0.84,0.1045,7,80,87
"5064",3,"Aug",215,"21",0,3,1,"cloudy/misty",0.68,0.6364,0.89,0.1343,7,81,88
"5065",3,"Aug",215,"22",0,3,1,"light rain/snow",0.68,0.6364,0.89,0.1045,11,66,77
"5066",3,"Aug",215,"23",0,3,1,"cloudy/misty",0.68,0.6364,0.89,0.0896,4,52,56
"5067",3,"Aug",216,"0",0,4,1,"cloudy/misty",0.68,0.6364,0.89,0.0896,2,15,17
"5068",3,"Aug",216,"1",0,4,1,"cloudy/misty",0.66,0.5909,0.94,0.0896,3,14,17
"5069",3,"Aug",216,"2",0,4,1,"cloudy/misty",0.66,0.5909,0.94,0.0896,2,5,7
"5070",3,"Aug",216,"3",0,4,1,"light rain/snow",0.66,0.5909,0.94,0.0896,0,3,3
"5071",3,"Aug",216,"4",0,4,1,"cloudy/misty",0.68,0.6364,0.89,0,0,7,7
"5072",3,"Aug",216,"5",0,4,1,"cloudy/misty",0.68,0.6364,0.89,0,3,17,20
"5073",3,"Aug",216,"6",0,4,1,"cloudy/misty",0.68,0.6364,0.89,0.2985,7,90,97
"5074",3,"Aug",216,"7",0,4,1,"cloudy/misty",0.68,0.6364,0.89,0.2985,11,271,282
"5075",3,"Aug",216,"8",0,4,1,"cloudy/misty",0.7,0.6515,0.82,0.3582,29,369,398
"5076",3,"Aug",216,"9",0,4,1,"clear",0.72,0.697,0.74,0.3284,25,162,187
"5077",3,"Aug",216,"10",0,4,1,"clear",0.72,0.6667,0.71,0.2985,24,89,113
"5078",3,"Aug",216,"11",0,4,1,"cloudy/misty",0.74,0.697,0.66,0.2239,37,112,149
"5079",3,"Aug",216,"12",0,4,1,"cloudy/misty",0.76,0.7121,0.62,0.2239,53,152,205
"5080",3,"Aug",216,"13",0,4,1,"clear",0.76,0.7121,0.58,0,63,142,205
"5081",3,"Aug",216,"14",0,4,1,"clear",0.8,0.7576,0.55,0.1642,53,114,167
"5082",3,"Aug",216,"15",0,4,1,"clear",0.8,0.7576,0.55,0.2537,50,115,165
"5083",3,"Aug",216,"16",0,4,1,"clear",0.76,0.7121,0.62,0.3284,70,220,290
"5084",3,"Aug",216,"17",0,4,1,"clear",0.76,0.7121,0.62,0.3284,91,464,555
"5085",3,"Aug",216,"18",0,4,1,"clear",0.7,0.6667,0.74,0.2985,88,435,523
"5086",3,"Aug",216,"19",0,4,1,"clear",0.7,0.6667,0.74,0.2836,65,301,366
"5087",3,"Aug",216,"20",0,4,1,"cloudy/misty",0.7,0.6667,0.74,0.194,41,245,286
"5088",3,"Aug",216,"21",0,4,1,"cloudy/misty",0.7,0.6667,0.74,0.194,25,186,211
"5089",3,"Aug",216,"22",0,4,1,"clear",0.68,0.6364,0.74,0.194,33,141,174
"5090",3,"Aug",216,"23",0,4,1,"clear",0.66,0.6212,0.74,0.1045,24,108,132
"5091",3,"Aug",217,"0",0,5,1,"clear",0.66,0.6212,0.74,0.1045,13,41,54
"5092",3,"Aug",217,"1",0,5,1,"clear",0.64,0.5909,0.78,0.0896,3,16,19
"5093",3,"Aug",217,"2",0,5,1,"clear",0.66,0.6212,0.69,0,5,14,19
"5094",3,"Aug",217,"3",0,5,1,"clear",0.64,0.5909,0.78,0.0896,0,6,6
"5095",3,"Aug",217,"4",0,5,1,"clear",0.64,0.5909,0.78,0.1343,1,6,7
"5096",3,"Aug",217,"5",0,5,1,"clear",0.64,0.5909,0.78,0.0896,0,16,16
"5097",3,"Aug",217,"6",0,5,1,"clear",0.64,0.5909,0.78,0.1343,7,94,101
"5098",3,"Aug",217,"7",0,5,1,"clear",0.66,0.6061,0.78,0.1343,23,247,270
"5099",3,"Aug",217,"8",0,5,1,"clear",0.7,0.6515,0.65,0.2239,39,415,454
"5100",3,"Aug",217,"9",0,5,1,"clear",0.72,0.6667,0.58,0.1045,43,183,226
"5101",3,"Aug",217,"10",0,5,1,"clear",0.74,0.6818,0.55,0.1343,50,113,163
"5102",3,"Aug",217,"11",0,5,1,"cloudy/misty",0.76,0.697,0.52,0.2537,44,103,147
"5103",3,"Aug",217,"12",0,5,1,"clear",0.76,0.697,0.52,0.2537,57,159,216
"5104",3,"Aug",217,"13",0,5,1,"clear",0.78,0.7121,0.52,0.2537,40,164,204
"5105",3,"Aug",217,"14",0,5,1,"cloudy/misty",0.78,0.7121,0.52,0.2537,81,164,245
"5106",3,"Aug",217,"15",0,5,1,"clear",0.76,0.697,0.55,0.2537,50,160,210
"5107",3,"Aug",217,"16",0,5,1,"clear",0.8,0.7424,0.49,0.2537,76,254,330
"5108",3,"Aug",217,"17",0,5,1,"clear",0.78,0.7121,0.49,0.2985,84,466,550
"5109",3,"Aug",217,"18",0,5,1,"clear",0.76,0.697,0.52,0.2537,105,361,466
"5110",3,"Aug",217,"19",0,5,1,"clear",0.74,0.6818,0.55,0.2537,90,282,372
"5111",3,"Aug",217,"20",0,5,1,"clear",0.72,0.6667,0.58,0.2239,70,221,291
"5112",3,"Aug",217,"21",0,5,1,"clear",0.7,0.6515,0.65,0.194,54,119,173
"5113",3,"Aug",217,"22",0,5,1,"clear",0.7,0.6515,0.65,0.2239,51,137,188
"5114",3,"Aug",217,"23",0,5,1,"clear",0.68,0.6364,0.69,0.2239,37,102,139
"5115",3,"Aug",218,"0",0,6,0,"clear",0.66,0.6061,0.78,0.194,29,104,133
"5116",3,"Aug",218,"1",0,6,0,"clear",0.66,0.6061,0.78,0.1642,17,50,67
"5117",3,"Aug",218,"2",0,6,0,"clear",0.66,0.6061,0.78,0.2239,14,39,53
"5118",3,"Aug",218,"3",0,6,0,"cloudy/misty",0.66,0.6061,0.78,0.1642,14,28,42
"5119",3,"Aug",218,"4",0,6,0,"cloudy/misty",0.66,0.6061,0.83,0.1642,5,5,10
"5120",3,"Aug",218,"5",0,6,0,"clear",0.64,0.5758,0.89,0.0896,2,4,6
"5121",3,"Aug",218,"6",0,6,0,"clear",0.64,0.5758,0.89,0.1045,5,22,27
"5122",3,"Aug",218,"7",0,6,0,"clear",0.68,0.6364,0.83,0.1642,14,49,63
"5123",3,"Aug",218,"8",0,6,0,"clear",0.68,0.6364,0.83,0.1642,27,94,121
"5124",3,"Aug",218,"9",0,6,0,"clear",0.74,0.697,0.7,0.2239,60,155,215
"5125",3,"Aug",218,"10",0,6,0,"cloudy/misty",0.74,0.697,0.7,0.2836,91,199,290
"5126",3,"Aug",218,"11",0,6,0,"clear",0.78,0.7424,0.62,0.2239,138,211,349
"5127",3,"Aug",218,"12",0,6,0,"clear",0.8,0.7576,0.55,0.2239,130,252,382
"5128",3,"Aug",218,"13",0,6,0,"cloudy/misty",0.8,0.7727,0.59,0.3284,176,265,441
"5129",3,"Aug",218,"14",0,6,0,"clear",0.82,0.7727,0.52,0.2537,176,204,380
"5130",3,"Aug",218,"15",0,6,0,"cloudy/misty",0.84,0.803,0.53,0.2537,130,232,362
"5131",3,"Aug",218,"16",0,6,0,"light rain/snow",0.74,0.7121,0.79,0.1642,155,188,343
"5132",3,"Aug",218,"17",0,6,0,"light rain/snow",0.74,0.7121,0.79,0.1642,61,88,149
"5133",3,"Aug",218,"18",0,6,0,"cloudy/misty",0.72,0.697,0.79,0.4478,81,130,211
"5134",3,"Aug",218,"19",0,6,0,"light rain/snow",0.72,0.7121,0.84,0.2537,57,114,171
"5135",3,"Aug",218,"20",0,6,0,"light rain/snow",0.72,0.697,0.79,0.2836,58,79,137
"5136",3,"Aug",218,"21",0,6,0,"cloudy/misty",0.7,0.6667,0.84,0.3284,28,86,114
"5137",3,"Aug",218,"22",0,6,0,"cloudy/misty",0.7,0.6667,0.84,0.3284,24,96,120
"5138",3,"Aug",218,"23",0,6,0,"light rain/snow",0.7,0.6667,0.84,0.2836,29,79,108
"5139",3,"Aug",219,"0",0,0,0,"cloudy/misty",0.7,0.6667,0.84,0.2836,14,66,80
"5140",3,"Aug",219,"1",0,0,0,"cloudy/misty",0.7,0.6667,0.84,0.2537,10,63,73
"5141",3,"Aug",219,"2",0,0,0,"cloudy/misty",0.7,0.6667,0.84,0.2239,18,48,66
"5142",3,"Aug",219,"3",0,0,0,"cloudy/misty",0.7,0.6667,0.84,0.1343,9,23,32
"5143",3,"Aug",219,"4",0,0,0,"clear",0.7,0.6667,0.84,0.1343,1,5,6
"5144",3,"Aug",219,"5",0,0,0,"clear",0.7,0.6667,0.89,0.194,1,4,5
"5145",3,"Aug",219,"6",0,0,0,"clear",0.7,0.6667,0.89,0.1642,3,10,13
"5146",3,"Aug",219,"7",0,0,0,"clear",0.7,0.6667,0.84,0.194,11,28,39
"5147",3,"Aug",219,"8",0,0,0,"clear",0.72,0.697,0.79,0.194,23,66,89
"5148",3,"Aug",219,"9",0,0,0,"clear",0.76,0.7424,0.75,0.1045,82,102,184
"5149",3,"Aug",219,"10",0,0,0,"clear",0.8,0.803,0.66,0.1343,88,178,266
"5150",3,"Aug",219,"11",0,0,0,"clear",0.82,0.8333,0.63,0,113,156,269
"5151",3,"Aug",219,"12",0,0,0,"clear",0.9,0.8485,0.42,0.2985,161,209,370
"5152",3,"Aug",219,"13",0,0,0,"clear",0.9,0.8485,0.42,0.2985,118,206,324
"5153",3,"Aug",219,"14",0,0,0,"clear",0.86,0.803,0.47,0.194,130,192,322
"5154",3,"Aug",219,"15",0,0,0,"light rain/snow",0.72,0.697,0.74,0.2985,118,208,326
"5155",3,"Aug",219,"16",0,0,0,"light rain/snow",0.72,0.697,0.74,0.2985,74,119,193
"5156",3,"Aug",219,"17",0,0,0,"light rain/snow",0.74,0.7121,0.74,0.6418,63,131,194
"5157",3,"Aug",219,"18",0,0,0,"clear",0.72,0.697,0.74,0.0896,74,155,229
"5158",3,"Aug",219,"19",0,0,0,"clear",0.72,0.697,0.79,0.1642,68,160,228
"5159",3,"Aug",219,"20",0,0,0,"clear",0.72,0.7121,0.84,0.1343,50,133,183
"5160",3,"Aug",219,"21",0,0,0,"clear",0.72,0.7121,0.84,0.1045,36,100,136
"5161",3,"Aug",219,"22",0,0,0,"clear",0.7,0.6667,0.89,0.194,21,82,103
"5162",3,"Aug",219,"23",0,0,0,"clear",0.7,0.6667,0.79,0.1045,12,43,55
"5163",3,"Aug",220,"0",0,1,1,"clear",0.7,0.6667,0.79,0.1045,13,17,30
"5164",3,"Aug",220,"1",0,1,1,"clear",0.68,0.6364,0.83,0.1343,4,8,12
"5165",3,"Aug",220,"2",0,1,1,"clear",0.66,0.5909,0.89,0,4,3,7
"5166",3,"Aug",220,"3",0,1,1,"clear",0.66,0.5909,0.89,0,1,0,1
"5167",3,"Aug",220,"4",0,1,1,"clear",0.66,0.5909,0.89,0.1045,2,8,10
"5168",3,"Aug",220,"5",0,1,1,"clear",0.7,0.6667,0.79,0.0896,1,14,15
"5169",3,"Aug",220,"6",0,1,1,"clear",0.7,0.6515,0.65,0.2836,8,87,95
"5170",3,"Aug",220,"7",0,1,1,"clear",0.72,0.6818,0.62,0.2985,18,249,267
"5171",3,"Aug",220,"8",0,1,1,"clear",0.74,0.6818,0.58,0.3284,29,320,349
"5172",3,"Aug",220,"9",0,1,1,"clear",0.76,0.697,0.55,0.3881,37,146,183
"5173",3,"Aug",220,"10",0,1,1,"clear",0.8,0.7424,0.52,0.3881,62,62,124
"5174",3,"Aug",220,"11",0,1,1,"clear",0.82,0.7424,0.48,0.3582,90,89,179
"5175",3,"Aug",220,"12",0,1,1,"clear",0.82,0.7576,0.46,0.2537,48,134,182
"5176",3,"Aug",220,"13",0,1,1,"clear",0.84,0.7576,0.44,0.2985,43,108,151
"5177",3,"Aug",220,"14",0,1,1,"clear",0.82,0.7424,0.43,0.2985,41,109,150
"5178",3,"Aug",220,"15",0,1,1,"clear",0.84,0.7576,0.41,0.2985,40,86,126
"5179",3,"Aug",220,"16",0,1,1,"clear",0.86,0.7727,0.39,0.2836,64,218,282
"5180",3,"Aug",220,"17",0,1,1,"clear",0.86,0.7727,0.39,0.1642,67,460,527
"5181",3,"Aug",220,"18",0,1,1,"clear",0.84,0.7576,0.41,0.1343,64,465,529
"5182",3,"Aug",220,"19",0,1,1,"clear",0.82,0.7424,0.43,0.1045,64,352,416
"5183",3,"Aug",220,"20",0,1,1,"clear",0.8,0.7576,0.55,0,71,215,286
"5184",3,"Aug",220,"21",0,1,1,"clear",0.76,0.7121,0.58,0.0896,30,156,186
"5185",3,"Aug",220,"22",0,1,1,"clear",0.76,0.7121,0.58,0.1045,26,121,147
"5186",3,"Aug",220,"23",0,1,1,"clear",0.74,0.697,0.66,0.1045,19,53,72
"5187",3,"Aug",221,"0",0,2,1,"clear",0.72,0.697,0.79,0.1343,10,25,35
"5188",3,"Aug",221,"1",0,2,1,"clear",0.72,0.6818,0.66,0,5,9,14
"5189",3,"Aug",221,"2",0,2,1,"clear",0.72,0.6818,0.7,0,9,3,12
"5190",3,"Aug",221,"3",0,2,1,"clear",0.72,0.6818,0.62,0,0,3,3
"5191",3,"Aug",221,"4",0,2,1,"clear",0.7,0.6667,0.74,0,1,6,7
"5192",3,"Aug",221,"5",0,2,1,"clear",0.7,0.6515,0.65,0.0896,5,25,30
"5193",3,"Aug",221,"6",0,2,1,"clear",0.72,0.6667,0.64,0,6,95,101
"5194",3,"Aug",221,"7",0,2,1,"clear",0.72,0.697,0.74,0.1045,30,313,343
"5195",3,"Aug",221,"8",0,2,1,"clear",0.74,0.697,0.66,0,40,352,392
"5196",3,"Aug",221,"9",0,2,1,"cloudy/misty",0.78,0.7424,0.62,0.1343,34,141,175
"5197",3,"Aug",221,"10",0,2,1,"cloudy/misty",0.8,0.7727,0.59,0.2239,55,89,144
"5198",3,"Aug",221,"11",0,2,1,"clear",0.8,0.7727,0.59,0.2239,61,88,149
"5199",3,"Aug",221,"12",0,2,1,"clear",0.82,0.7879,0.56,0.194,60,125,185
"5200",3,"Aug",221,"13",0,2,1,"clear",0.84,0.7879,0.49,0.1642,48,127,175
"5201",3,"Aug",221,"14",0,2,1,"clear",0.86,0.7879,0.44,0.2836,53,95,148
"5202",3,"Aug",221,"15",0,2,1,"clear",0.86,0.7727,0.39,0.2836,58,106,164
"5203",3,"Aug",221,"16",0,2,1,"clear",0.86,0.7727,0.39,0.2985,57,228,285
"5204",3,"Aug",221,"17",0,2,1,"clear",0.8,0.7576,0.55,0.1642,79,453,532
"5205",3,"Aug",221,"18",0,2,1,"clear",0.8,0.7576,0.55,0.194,97,488,585
"5206",3,"Aug",221,"19",0,2,1,"clear",0.8,0.7424,0.49,0.1045,69,302,371
"5207",3,"Aug",221,"20",0,2,1,"clear",0.8,0.7273,0.43,0.194,34,258,292
"5208",3,"Aug",221,"21",0,2,1,"clear",0.78,0.697,0.46,0.2537,46,184,230
"5209",3,"Aug",221,"22",0,2,1,"clear",0.78,0.697,0.46,0.2985,28,127,155
"5210",3,"Aug",221,"23",0,2,1,"clear",0.76,0.6818,0.48,0.2836,22,53,75
"5211",3,"Aug",222,"0",0,3,1,"clear",0.74,0.6667,0.51,0.2239,19,18,37
"5212",3,"Aug",222,"1",0,3,1,"clear",0.72,0.6667,0.54,0.194,7,10,17
"5213",3,"Aug",222,"2",0,3,1,"clear",0.72,0.6667,0.54,0.1642,1,10,11
"5214",3,"Aug",222,"3",0,3,1,"clear",0.7,0.6515,0.58,0.1642,1,3,4
"5215",3,"Aug",222,"4",0,3,1,"clear",0.7,0.6515,0.54,0.1343,1,4,5
"5216",3,"Aug",222,"5",0,3,1,"clear",0.68,0.6364,0.61,0.0896,2,30,32
"5217",3,"Aug",222,"6",0,3,1,"clear",0.68,0.6364,0.61,0,9,110,119
"5218",3,"Aug",222,"7",0,3,1,"clear",0.7,0.6515,0.58,0.0896,16,289,305
"5219",3,"Aug",222,"8",0,3,1,"clear",0.74,0.6667,0.51,0.194,38,361,399
"5220",3,"Aug",222,"9",0,3,1,"clear",0.76,0.6818,0.48,0.2239,32,148,180
"5221",3,"Aug",222,"10",0,3,1,"clear",0.8,0.7273,0.43,0.2239,41,72,113
"5222",3,"Aug",222,"11",0,3,1,"clear",0.8,0.7121,0.41,0.3881,54,95,149
